SA4_CODE_2021,C21_F_CL_C_I_II_15_19,C21_F_CL_C_I_II_20_24,C21_F_CL_C_I_II_25_34,C21_F_CL_C_I_II_35_44,C21_F_CL_C_I_II_45_54,C21_F_CL_C_I_II_55_64,C21_F_CL_C_I_II_65_74,C21_F_CL_C_I_II_75_84,C21_F_CL_C_I_II_85over,C21_F_CL_C_I_II_Tot,C21_F_CL_CL_nfd_15_19,C21_F_CL_CL_nfd_20_24,C21_F_CL_CL_nfd_25_34,C21_F_CL_CL_nfd_35_44,C21_F_CL_CL_nfd_45_54,C21_F_CL_CL_nfd_55_64,C21_F_CL_CL_nfd_65_74,C21_F_CL_CL_nfd_75_84,C21_F_CL_CL_nfd_85over,C21_F_CL_CL_nfd_Tot,C21_F_CL_Tot_15_19,C21_F_CL_Tot_20_24,C21_F_CL_Tot_25_34,C21_F_CL_Tot_35_44,C21_F_CL_Tot_45_54,C21_F_CL_Tot_55_64,C21_F_CL_Tot_65_74,C21_F_CL_Tot_75_84,C21_F_CL_Tot_85over,C21_F_CL_Tot_Tot,C21_F_LE_ID_15_19,C21_F_LE_ID_20_24,C21_F_LE_ID_25_34,C21_F_LE_ID_35_44,C21_F_LE_ID_45_54,C21_F_LE_ID_55_64,C21_F_LE_ID_65_74,C21_F_LE_ID_75_84,C21_F_LE_ID_85over,C21_F_LE_ID_Tot,C21_F_LE_NS_15_19,C21_F_LE_NS_20_24,C21_F_LE_NS_25_34,C21_F_LE_NS_35_44,C21_F_LE_NS_45_54,C21_F_LE_NS_55_64,C21_F_LE_NS_65_74,C21_F_LE_NS_75_84,C21_F_LE_NS_85over,C21_F_LE_NS_Tot,C21_F_Tot_15_19_yrs,C21_F_Tot_20_24_yrs,C21_F_Tot_25_34_yrs,C21_F_Tot_35_44_yrs,C21_F_Tot_45_54_yrs,C21_F_Tot_55_64_yrs,C21_F_Tot_65_74_yrs,C21_F_Tot_75_84_yrs,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85over,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85over,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85over,C11_P_BD_Tot,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85over,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85over,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85over,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85over,C11_P_CL_CL_nfd_Tot,C11_P_CL_Tot_15_19,C11_P_CL_Tot_20_24,C11_P_CL_Tot_25_34,C11_P_CL_Tot_35_44,C11_P_CL_Tot_45_54,C11_P_CL_Tot_55_64,C11_P_CL_Tot_65_74,C11_P_CL_Tot_75_84,C11_P_CL_Tot_85over,C11_P_CL_Tot_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85over,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85over,C11_P_LE_NS_Tot,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85over,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85over,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85over,C16_P_BD_Tot
304,197,124,100,100,101,73,75,40,10,821,42,51,91,164,287,304,267,160,65,1434,675,843,1169,1257,1515,1279,802,328,116,7984,21,26,37,60,88,85,72,70,24,478,169,230,448,471,384,359,430,479,482,3448,1046,3504,9464,12866,11725,7877,5523,2714,1075,55792,0,181,2396,3122,3017,2208,1002,320,59,12318,0,80,676,1164,1076,782,271,68,17,4135,24,3375,8364,8017,5942,4266,2071,788,213,33062,140,923,1856,2722,2806,2231,1236,554,143,12606,462,1487,2635,2683,2641,1933,1086,553,169,13636,221,226,203,162,153,104,55,30,3,1170,54,152,239,334,346,352,203,85,41,1812,733,1865,3074,3182,3142,2395,1345,671,214,16617,42,91,181,226,273,267,192,134,41,1454,795,847,1080,1013,1086,1025,885,1041,1102,8876,1733,7366,17631,19448,17340,13176,7011,3570,1791,89068,0,142,2841,3967,3406,2492,1524,494,146,15021,0,104,811,1246,1273,959,514,139,27,5076,16,3552,8069,8826,6809,4628,2956,1060,360,36272
305,164,221,242,133,120,127,77,30,3,1119,64,120,266,273,380,343,261,111,41,1867,713,1855,2844,1858,1773,1522,805,265,92,11721,25,77,200,161,123,89,90,60,23,837,391,997,2250,1306,916,799,663,562,395,8279,1431,9956,29050,20240,16120,10707,6030,2425,851,96801,0,320,4846,4369,3347,2080,684,151,35,15830,4,151,1716,1784,1403,883,238,48,11,6237,21,5787,19918,12112,7204,4396,1663,574,159,51843,170,1827,4552,3558,2919,2121,1014,431,116,16713,501,2409,5263,3334,2901,2027,1015,531,184,18153,241,348,428,234,158,137,49,14,9,1622,44,226,489,433,377,365,154,61,26,2181,783,2984,6182,4003,3434,2526,1214,602,210,21949,29,156,432,350,306,273,188,111,34,1863,1030,2244,4583,2679,2164,1840,1242,1117,806,17713,2044,13472,42239,28859,20776,14119,6247,3034,1377,132152,4,335,6567,5713,4350,2810,1199,301,52,21322,8,247,2005,1880,1776,1157,483,112,15,7688,32,6727,22201,13261,9230,5426,2695,767,219,60555
306,273,247,300,317,254,268,150,35,12,1840,57,92,206,326,418,428,328,108,26,1992,812,1635,3526,3708,3715,3152,1539,385,78,18547,8,24,52,89,104,99,132,51,16,581,783,808,2065,1755,1710,1662,1543,1107,577,12013,1669,3578,12476,13187,12811,10514,6559,2677,872,64345,0,31,461,806,826,575,259,57,21,3030,0,34,316,544,619,383,136,23,8,2052,17,851,4258,4335,3405,2423,1012,314,79,16697,63,502,2188,3394,3105,2262,1083,304,64,12960,856,2691,6557,7308,7142,5116,2625,925,184,33405,356,423,620,487,359,226,76,14,10,2562,118,180,476,583,541,424,186,46,20,2581,1335,3296,7654,8373,8046,5765,2881,980,218,38553,56,102,300,427,499,490,336,136,41,2383,1853,1421,3014,3313,3347,3013,2255,1653,820,20701,3323,6236,18183,21198,19845,14914,7954,3472,1238,96371,0,45,729,1075,1072,835,439,117,22,4340,3,55,482,648,747,615,258,66,6,2881,10,1061,5108,4859,3965,3001,1657,509,121,20302
307,164,159,185,167,145,136,96,27,4,1078,47,48,99,151,230,193,136,56,10,977,536,946,2037,1848,1902,1654,840,197,31,9991,5,7,33,30,31,44,47,36,11,252,417,334,784,726,860,903,879,809,461,6172,976,1875,5189,5247,5347,4780,3177,1586,611,28789,0,6,163,175,152,151,83,20,7,744,0,15,128,196,222,191,57,20,0,838,6,413,1819,1648,1156,995,497,160,57,6751,25,155,869,1267,1301,1043,503,180,43,5385,481,1573,3114,3180,3109,2380,1134,402,80,15461,228,253,322,250,151,111,43,6,0,1364,50,84,206,367,317,239,120,29,14,1432,755,1912,3646,3807,3580,2728,1301,437,95,18255,16,42,102,151,173,186,141,62,20,901,954,499,1108,1430,1460,1446,1458,1192,560,10108,1755,3037,7839,8665,8054,6745,4033,2075,782,42986,0,12,224,257,215,175,142,29,7,1054,0,26,159,186,232,234,96,33,0,966,4,401,1968,1846,1372,1121,701,258,48,7717
308,336,326,425,338,209,214,110,19,3,1982,67,86,209,287,320,313,185,79,17,1567,880,1796,4069,3824,3161,2646,1053,245,44,17719,14,14,58,54,61,80,47,41,14,374,592,606,1295,1288,1233,1221,1052,900,542,8730,1513,3506,10317,10636,9185,7501,3967,1824,738,49191,0,27,395,575,525,404,120,33,0,2078,0,37,293,466,470,269,97,20,4,1657,4,999,4001,3286,2483,1609,633,167,35,13217,34,349,1511,2246,2317,1548,594,195,42,8828,807,3255,7451,7021,6462,4494,1952,761,149,32350,432,421,645,378,283,179,39,10,3,2397,88,170,379,490,407,294,139,28,4,2005,1330,3838,8478,7896,7150,4971,2131,801,155,36747,44,72,227,297,310,244,187,81,12,1476,1711,1375,2759,2858,3126,2462,2164,1872,892,19213,3123,6691,17672,17614,16382,11502,5923,3172,1142,83221,0,23,565,741,628,464,195,44,10,2665,3,61,429,513,554,435,146,39,7,2194,7,916,4147,3840,2712,1974,894,284,64,14851
309,513,416,572,546,551,546,422,127,15,3706,231,315,716,1027,1328,1353,1178,541,116,6821,2490,3997,8117,8416,8877,7440,4550,1554,326,45766,53,85,258,321,282,372,386,248,83,2090,1108,1589,3863,3278,3032,2907,3094,2988,2211,24066,4572,12389,36785,36676,32546,24607,16690,7843,3236,175345,0,264,2536,2482,2103,1575,672,174,34,9850,5,148,948,1248,1061,868,289,69,16,4646,52,4028,12873,10891,7642,5545,2669,946,267,44927,437,2607,7247,8820,7446,5525,2877,1211,317,36492,1859,5974,14678,15640,14615,11025,6498,2776,741,73813,830,713,1167,871,708,479,217,68,18,5073,234,583,1186,1491,1395,1187,649,236,63,7026,2927,7268,17030,18008,16713,12691,7364,3078,822,85914,116,318,827,916,1147,1136,785,432,167,5855,3280,3456,6409,6170,6042,5998,5675,5032,3028,45091,6820,18081,47870,48534,42166,33343,20339,10950,4655,232760,3,326,3768,3939,3066,2249,1266,350,65,15032,10,228,1347,1603,1526,1359,657,169,36,6931,82,4892,15821,14292,9769,7164,4544,1611,439,58609
310,598,447,644,454,367,284,175,31,4,2999,157,186,413,583,638,601,347,135,24,3088,1772,3073,6577,5853,5090,3958,1718,433,70,28548,20,40,108,118,100,126,148,69,16,745,819,828,1988,1747,1457,1339,1250,1103,600,11118,2885,6466,19995,19396,14936,10744,6017,2582,903,83913,0,41,963,1033,849,540,213,55,10,3698,0,44,452,626,543,375,120,28,0,2196,15,1374,5666,4535,2942,1943,821,280,84,17667,149,933,3115,3600,3255,2155,962,295,75,14534,1035,3691,8459,8021,7182,5078,2624,1010,208,37321,644,618,954,597,423,222,68,12,9,3539,128,288,673,736,639,480,189,72,17,3217,1808,4597,10089,9353,8245,5774,2886,1094,237,44082,45,156,358,441,424,381,260,126,33,2223,2168,1863,3570,3715,3253,2599,2331,1832,932,22281,4187,9008,24211,23306,19512,13774,7590,3711,1370,106674,3,64,1447,1783,1165,785,377,106,14,5742,6,80,642,804,761,573,256,77,6,3197,22,1752,6989,6115,3810,2531,1421,458,120,23219
311,486,395,558,480,361,289,208,50,4,2836,149,173,446,568,643,597,450,163,44,3241,1567,3134,6447,5857,5259,3829,1913,491,122,28617,27,42,106,131,118,133,138,70,25,786,925,996,2405,2062,1706,1338,1473,1129,648,12679,2844,6575,18997,18185,14397,10142,6381,2600,971,81096,0,38,769,740,607,482,153,46,6,2835,0,68,339,497,419,348,86,25,5,1784,17,1301,5185,4025,2809,1951,753,197,50,16291,171,1033,3301,3535,3126,2291,880,228,51,14612,1238,3970,8977,8924,8123,6171,2996,968,198,41571,650,644,994,699,459,264,81,22,3,3805,157,332,745,819,696,526,203,67,16,3571,2053,4939,10718,10443,9280,6963,3281,1057,217,48949,69,156,398,418,493,461,290,125,33,2431,2472,1671,2960,3261,3111,2912,2297,1651,814,21166,4787,9203,23669,22917,19848,15409,7746,3324,1173,108073,0,65,1131,1279,895,618,322,72,18,4386,4,87,558,682,613,499,200,46,6,2689,19,1521,5869,5251,3358,2413,1391,396,73,20293
312,198,198,276,274,202,134,73,21,7,1378,55,87,187,259,281,260,139,55,9,1341,571,1314,3300,3007,2604,2026,775,195,29,13822,10,19,40,47,55,47,37,25,9,300,494,700,1621,1308,1285,1206,897,676,329,8519,1096,3005,9180,8731,7490,5809,3000,1271,466,40058,0,19,311,329,349,206,58,16,4,1289,0,19,214,297,324,180,57,14,6,1094,3,814,3172,2463,1633,1031,335,125,27,9613,36,330,1374,1934,1865,1090,465,123,27,7239,663,2949,7032,6439,5880,3732,1551,523,102,28865,257,312,508,317,235,109,48,3,0,1795,48,165,385,406,340,224,88,23,6,1687,971,3429,7923,7168,6454,4067,1688,550,111,32353,31,83,203,256,319,239,130,75,18,1347,1094,1296,2793,2676,2786,2109,1387,1116,500,15751,2128,5994,15996,15113,13735,8916,4115,2001,694,68688,0,23,384,394,377,283,118,19,9,1608,0,46,301,384,337,252,99,25,0,1446,8,777,3416,2696,1813,1351,542,179,53,10829
313,291,239,374,355,266,263,243,64,8,2099,103,130,309,359,534,522,514,205,44,2714,1157,2095,4418,4413,4379,3881,2291,664,116,23418,15,18,75,64,79,138,168,107,38,703,534,508,1170,1173,1170,1180,1481,1348,939,9501,1832,4044,11186,12230,11830,10077,7715,3531,1349,63796,0,9,272,424,432,433,201,54,12,1836,0,32,214,428,383,358,142,31,8,1593,5,624,2539,2739,2107,1858,980,368,104,11338,121,597,1885,2697,2555,2102,1251,398,90,11691,959,2667,6008,6715,6420,5095,3121,1344,322,32644,503,473,606,426,336,237,90,27,5,2698,110,208,486,599,549,493,246,100,31,2827,1574,3351,7095,7742,7308,5819,3456,1470,358,38170,45,114,250,327,370,404,319,164,53,2044,1580,1169,2197,2537,2347,2417,2456,2250,1168,18107,3329,5893,14444,16894,15502,13393,8797,4734,1788,84773,5,24,343,537,632,562,401,107,26,2629,3,45,305,497,515,525,276,80,8,2256,14,803,2780,3299,2622,2223,1690,560,118,14100
314,303,190,325,223,193,183,118,29,6,1567,88,114,249,349,483,407,266,94,25,2085,1094,1669,3578,3405,3252,2323,1111,259,60,16756,13,25,52,88,104,82,73,69,12,514,237,306,804,735,665,507,524,466,307,4549,1481,3757,11857,13759,11544,7272,3982,1535,523,55707,0,18,547,989,836,516,151,32,3,3099,0,27,379,748,579,378,114,23,0,2251,11,946,4262,4930,3070,1697,663,171,42,15779,113,673,2273,3304,2834,1912,704,200,47,12060,734,2129,5306,5707,4795,3299,1565,492,124,24159,302,265,462,301,216,152,51,12,0,1764,77,172,383,551,420,364,158,38,9,2173,1113,2565,6151,6557,5424,3813,1775,539,143,28093,27,78,208,312,290,251,145,75,27,1409,810,532,1016,1261,1209,1080,907,739,449,8008,2080,4845,14842,18101,14246,9644,4460,1782,706,70701,0,34,786,1474,1247,762,358,58,12,4728,5,75,501,947,813,556,244,44,3,3183,13,1187,5071,6266,4083,2270,1184,318,73,20462
315,97,123,161,109,98,86,36,7,0,716,25,28,84,93,98,78,27,15,4,451,295,648,1374,1109,964,708,240,59,9,5396,0,3,15,14,19,15,7,9,4,87,353,361,807,659,697,685,429,259,96,4344,679,1435,4018,3391,2952,2545,1130,444,126,16718,0,16,162,149,139,99,26,3,0,595,0,17,122,146,133,85,29,3,0,539,4,413,1626,950,686,448,136,32,11,4308,23,137,629,851,733,464,165,43,10,3053,302,1116,2588,2359,2097,1318,519,133,19,10452,163,200,320,187,167,80,14,3,0,1136,40,61,150,212,183,113,31,12,5,806,501,1381,3063,2754,2444,1512,562,143,21,12394,22,39,95,85,117,111,51,20,5,534,812,902,1900,1724,1481,1148,773,461,126,9329,1356,2904,7601,6656,5733,3874,1741,709,174,30747,0,14,205,204,173,139,33,3,0,773,0,13,167,175,143,115,28,12,0,651,6,397,1523,992,645,532,209,57,10,4371
316,440,300,348,382,372,398,355,103,21,2725,125,167,347,533,772,909,872,381,124,4239,1608,2471,4724,5257,5882,5753,3501,1127,274,30596,20,31,87,145,198,243,291,206,72,1287,630,666,1595,1624,1708,1881,2041,2098,1536,13766,2428,5547,17565,21162,21705,19316,13890,6554,2598,110761,0,31,522,1164,1246,1160,665,190,25,5002,6,46,391,988,1020,923,401,85,13,3867,13,1054,5262,6617,5454,4452,2532,945,236,26563,138,882,2859,4980,5135,4435,2748,1129,278,22572,1126,3331,7899,9769,10255,7790,4761,2242,602,47764,596,511,613,552,486,367,154,64,9,3351,144,248,545,821,823,863,565,211,64,4275,1862,4087,9056,11139,11560,9023,5470,2517,674,55388,49,121,345,522,675,774,681,381,124,3672,1739,1033,2034,2783,3042,3062,3443,3300,1968,22396,3802,7248,20468,28193,28137,23817,15942,8549,3317,139462,0,45,999,1653,1787,1680,1221,408,69,7856,3,72,621,1034,1404,1324,793,205,23,5480,14,1591,6517,8392,7033,5582,4149,1508,432,35231
317,281,189,274,184,158,106,96,28,3,1318,62,86,155,170,257,252,212,99,35,1331,886,1424,2746,2276,2180,1808,967,288,70,12643,12,28,64,52,54,47,64,50,15,379,311,358,658,580,516,587,637,721,417,4788,1290,3092,8580,7915,7096,5834,3975,2026,718,40530,0,23,486,705,708,520,244,53,9,2740,0,20,220,393,410,331,137,38,8,1554,9,841,3199,2877,2217,1606,778,279,77,11887,46,419,1337,1763,1894,1326,688,298,73,7841,659,2116,4045,3639,3636,2481,1300,566,135,18567,341,345,375,243,203,120,52,16,3,1690,56,150,246,305,267,245,148,44,14,1471,1053,2612,4670,4190,4104,2844,1490,625,149,21733,29,67,149,183,190,211,155,108,29,1119,885,617,1145,1153,1205,1234,1280,1443,920,9884,2019,4598,11199,11273,10732,8069,4777,2839,1258,56755,4,46,743,944,882,715,385,106,13,3840,5,40,316,457,520,453,208,66,9,2071,11,1070,3796,3256,2505,2073,1139,467,124,14430
318,304,286,329,241,209,179,105,29,4,1700,72,104,205,248,323,329,212,74,23,1598,871,1858,3565,3474,3135,2647,1174,274,65,17073,13,22,58,49,70,65,72,51,19,409,629,722,1461,1283,1273,1100,1001,800,490,8758,1574,4242,11830,11477,10336,8029,4576,1965,733,54774,0,30,651,854,859,553,219,50,11,3224,5,52,354,475,464,330,99,23,0,1809,12,1507,5160,4177,2891,1887,766,218,58,16674,83,491,1825,2750,2529,1690,697,263,50,10383,828,3311,7398,6729,6412,4442,2132,809,139,32197,437,487,553,377,282,168,45,13,3,2363,84,220,414,501,446,317,126,44,14,2173,1349,4016,8364,7609,7144,4928,2304,863,156,36732,44,124,269,290,331,295,204,95,23,1683,1663,1512,2759,2773,2727,2222,1893,1607,839,17990,3155,7734,19377,18932,16946,11899,6192,3120,1134,88489,0,36,893,1124,1018,772,349,101,17,4301,0,91,575,628,593,432,181,42,8,2561,12,1553,5615,4583,3368,2372,1203,390,86,19191
319,357,346,484,404,381,407,316,91,7,2798,96,112,274,365,520,633,581,213,36,2833,1061,2092,4371,4610,5054,5235,3048,807,123,26394,3,28,51,75,86,140,181,119,31,709,705,528,1295,1301,1625,2057,2522,2220,982,13243,1811,3626,10295,11732,13031,13733,10363,4693,1436,70724,0,10,234,447,482,456,230,50,9,1912,0,26,217,490,496,495,192,33,3,1956,3,633,2830,3192,2827,2436,1283,406,86,13694,48,350,1508,2636,3083,2751,1589,499,108,12568,955,2675,6113,7402,8332,7697,5008,1832,395,40417,720,652,822,623,544,326,148,25,6,3865,138,227,473,666,710,664,330,104,22,3326,1808,3554,7403,8698,9588,8687,5484,1959,416,47610,43,94,231,320,503,617,512,274,65,2657,1678,1028,1959,2606,3034,3596,4319,3595,1756,23566,3583,5689,14375,18388,20009,19032,13617,6817,2449,103961,0,34,325,607,585,580,403,113,11,2650,0,59,283,486,652,661,336,93,12,2581,8,682,3112,3537,3073,2992,1964,679,145,16192
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,13,7,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,4,6,0,0,28,0,0,8,3,7,3,4,0,0,26,0,14,15,7,24,9,8,9,0,87,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,8,0,13,22,11,27,9,5,6,0,102,0,0,0,3,0,0,0,0,0,11,4,13,12,14,25,16,9,14,8,99,10,32,49,35,63,37,24,18,6,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
399,13,18,24,15,11,21,10,0,0,114,0,7,18,13,20,31,21,0,0,112,33,96,187,162,167,239,111,12,0,1003,0,4,11,3,8,5,8,4,0,37,60,132,382,276,230,200,141,37,7,1481,105,325,1099,721,647,778,458,79,13,4217,0,13,87,39,42,42,11,3,0,233,0,5,27,14,26,29,12,3,0,108,0,160,411,174,118,160,72,13,4,1100,0,49,126,115,139,207,75,10,0,717,38,152,330,269,300,504,266,51,3,1912,17,24,27,15,21,28,7,0,0,144,8,19,32,21,28,48,22,3,0,178,66,192,388,304,350,575,293,58,7,2229,0,8,32,22,30,34,25,4,0,163,131,210,374,347,320,375,228,69,17,2077,197,636,1447,1010,1018,1424,708,163,27,6637,0,12,105,38,38,41,32,4,0,266,0,4,23,15,19,35,15,3,0,118,0,197,451,127,102,129,116,22,0,1148
401,91,138,233,231,200,208,144,63,20,1337,44,100,176,260,484,528,479,284,109,2458,696,1310,2389,2461,2798,2672,1685,718,258,14984,21,62,120,152,122,152,164,102,45,928,361,494,951,767,815,853,1064,1113,925,7343,1116,5475,18013,18428,16554,13822,10897,5220,2127,91653,0,200,3199,3354,3294,2653,1210,402,107,14412,0,84,910,1516,1647,1559,543,108,18,6383,31,4093,12453,10527,8476,6971,3115,1213,467,47342,86,1233,2915,4138,4495,4171,2359,929,383,20714,489,2229,4488,5259,5528,3844,2135,1243,432,25649,234,329,507,376,324,231,108,61,16,2183,69,214,451,693,716,763,391,186,77,3554,792,2770,5441,6331,6565,4834,2638,1487,525,31386,47,150,312,423,476,446,367,208,107,2529,1295,1433,2223,2104,2381,2280,2218,2456,1972,18357,2254,9956,27457,28390,27331,22906,12446,6808,3579,141125,4,243,4435,4624,3914,3074,1978,684,187,19135,3,109,1074,1501,1734,1779,1009,247,51,7517,33,4108,13256,11766,9177,7637,4989,1686,685,53338
402,214,371,944,714,540,430,240,59,9,3522,85,223,472,599,797,699,478,239,82,3667,1101,3242,8179,7128,6268,4930,2384,750,207,34191,19,47,175,185,147,142,149,87,28,978,692,751,1768,1510,1436,1349,1626,1683,1112,11928,1856,7153,25015,22969,17090,12915,8097,3878,1658,100638,4,142,2083,1397,884,600,212,60,4,5388,0,51,657,755,738,577,181,41,7,2998,20,2273,9126,6092,4014,2831,1119,452,86,26022,72,1240,4136,5035,4786,3571,1500,507,109,20962,1068,5121,11614,11080,10087,7598,4449,2161,512,53693,600,1017,1484,897,611,316,118,30,4,5082,165,512,1064,1177,1024,805,407,139,40,5333,1837,6652,14164,13154,11728,8718,4971,2331,557,64105,73,206,573,586,617,509,317,210,60,3150,2638,2056,3683,3849,3794,3612,3525,3538,1817,28514,4642,12624,34414,30869,26563,20420,11825,7139,2644,151138,0,143,3210,2779,1329,841,419,111,28,8856,0,111,865,1056,884,751,380,89,13,4149,24,2787,11128,8535,4726,3377,1953,646,178,33347
403,212,253,479,497,385,315,255,83,29,2495,78,144,328,505,726,749,716,325,126,3707,974,2246,4997,5166,5027,4427,2832,946,318,26942,20,42,123,123,150,184,203,159,51,1049,391,425,998,1033,1016,1153,1437,1443,987,8892,1422,5479,19254,21019,18264,15523,11610,5149,2034,99749,4,113,1802,2080,1990,1620,700,218,40,8562,0,77,733,1210,1400,1263,413,110,21,5215,13,2711,9835,8476,6692,5395,2425,997,311,36840,44,984,3537,4995,5497,4720,2282,997,379,23435,803,3954,9280,9115,9296,7453,4008,2237,699,46846,412,686,1029,678,563,367,162,56,22,3976,101,372,802,995,992,991,522,266,81,5127,1321,5014,11110,10784,10849,8813,4693,2560,801,55945,55,169,407,563,594,598,432,271,124,3209,1684,1228,2272,2385,2834,2939,2862,3389,2398,21996,3124,10291,29686,30487,29850,25343,13808,8547,4068,155202,4,132,2597,3059,2405,2023,1197,383,66,11863,6,90,926,1443,1446,1496,828,184,39,6449,5,2902,10902,10332,7261,6212,3830,1316,507,43274
404,95,128,281,220,222,185,126,30,7,1302,31,77,202,290,472,444,331,154,63,2070,508,1342,3009,2785,2876,2522,1307,483,184,15012,17,29,98,82,94,110,97,64,24,617,206,392,895,762,744,811,832,824,522,5983,755,4274,15752,13382,10542,8735,5475,2337,1039,62299,0,116,1900,1325,880,575,241,75,8,5124,0,46,589,702,696,536,153,53,13,2778,11,2107,7864,5313,3460,2426,893,364,114,22554,49,906,2725,3138,2956,2155,928,442,155,13459,428,2398,5322,5339,5299,3800,2202,1440,481,26700,225,378,547,391,266,176,68,32,7,2083,61,186,508,561,505,433,219,91,31,2602,714,2957,6382,6295,6070,4409,2487,1559,514,31392,26,125,331,358,337,313,217,127,51,1887,1198,1004,2037,2027,2213,2105,2116,2568,1812,17077,1995,7261,21825,19163,16616,12523,7038,5182,2665,94265,4,134,2687,2194,1232,870,425,120,24,7684,0,83,739,882,775,695,270,49,11,3509,17,2368,9333,6680,4168,3090,1625,547,197,28033
