SA4_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
317,399,176,186,364,159,196,357,1034,1084,2120,1098,1098,2189,1181,1226,2406,39,15,52,127,66,194,121,73,196,177,448,625,314,616,929,499,894,1393,24,42,62,24,37,56,28,39,62,70,100,163,101,95,193,144,125,269,421,432,848,437,433,867,531,530,1057,78,79,157,163,159,328,217,230,447,75,114,183,170,285,454,190,328,522,20,61,82,40,79,117,48,147,202,1796,1843,3643,1686,1839,3522,1747,1868,3614,166,185,349,180,219,401,218,246,463,53,62,111,55,73,126,79,100,180,1749,1648,3401,1957,1975,3926,2254,2435,4687,3560,3624,7184,5148,5398,10543,4089,3860,7948,67838,72385,140223,72234,77279,149513,78137,83917,162059
318,466,235,204,432,210,203,420,2456,2473,4924,2318,2410,4728,2260,2331,4587,28,28,59,54,45,94,62,54,110,447,930,1375,598,1269,1869,730,1560,2285,37,46,92,40,51,95,42,57,100,64,70,134,78,60,138,69,64,138,498,516,1017,536,552,1093,574,597,1173,111,113,221,137,144,281,187,168,354,18,44,52,29,51,82,31,45,74,73,218,290,99,261,361,110,330,445,3378,3264,6642,3280,3190,6469,3259,3093,6350,285,331,617,280,368,647,276,398,669,97,120,215,131,162,292,166,213,381,2293,2315,4610,2526,2778,5299,2820,3136,5963,7616,6277,13892,9620,8546,18165,10311,8006,18313,109044,108855,217899,114671,114358,229033,117138,117144,234283
319,1163,611,523,1137,607,534,1140,3067,3270,6338,3227,3479,6697,3629,3913,7545,39,29,65,47,35,82,55,49,97,215,1205,1418,315,1449,1763,408,1818,2228,66,70,136,62,72,137,71,82,155,31,52,86,46,65,105,53,87,147,480,494,972,542,524,1068,725,744,1467,95,98,193,110,102,208,133,110,244,36,65,103,135,218,351,123,203,323,46,150,198,63,226,294,158,465,625,6223,6309,12525,6120,6242,12362,6512,6684,13193,332,297,629,339,302,638,384,382,769,120,126,243,87,125,212,141,209,351,1923,1804,3723,1962,1992,3956,2499,2568,5067,7782,7286,15072,12349,12035,24378,11706,10890,22595,134781,138488,273269,142155,145730,287887,151711,156032,307745
397,5,4,0,3,0,0,0,23,8,24,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,22,22,44,0,3,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,3,3,10,0,0,0,53,30,80,9,15,24,109,24,128,278,195,470,69,83,152,149,28,183
399,80,49,40,91,35,32,72,474,371,840,304,268,570,304,265,565,3,0,3,4,0,9,10,12,14,16,34,56,14,40,57,23,40,61,8,4,13,8,6,17,0,10,9,8,8,14,6,11,13,4,0,3,42,31,67,34,20,55,49,39,89,3,3,4,0,7,15,8,4,9,5,29,31,44,80,123,14,34,45,4,15,19,9,14,16,3,12,17,566,419,988,484,491,974,381,382,764,44,38,79,39,27,66,35,22,62,6,13,22,12,18,27,3,19,24,247,190,444,261,246,504,315,306,626,860,448,1307,1175,833,2012,1560,1183,2744,7150,5391,12544,6939,5576,12515,7861,6807,14670
401,1097,482,499,984,481,482,965,1141,1144,2292,1195,1147,2347,1196,1187,2385,143,70,215,330,227,559,543,408,947,302,622,926,480,828,1309,618,1127,1742,360,470,823,301,426,728,298,441,743,434,514,942,527,587,1106,532,629,1159,653,758,1407,652,748,1399,826,921,1745,541,548,1082,698,692,1387,994,1003,1994,178,241,421,218,267,487,249,372,625,141,272,418,165,349,512,211,451,663,8589,8752,17340,8270,8263,16530,8510,8367,16873,607,656,1261,626,656,1281,728,785,1513,461,599,1059,633,865,1499,956,1281,2235,4105,4372,8481,4321,4720,9047,4929,5524,10460,6266,5794,12061,7553,7613,15167,5506,5341,10852,134456,142610,277068,140680,148866,289548,151952,160429,312377
402,1812,753,790,1546,688,698,1390,1380,1287,2668,1368,1291,2658,1382,1346,2729,209,150,356,772,588,1358,1459,1167,2625,1173,2004,3176,1625,2706,4336,2029,3467,5499,839,992,1836,747,899,1646,707,818,1531,146,189,339,192,231,422,210,252,462,619,649,1272,655,679,1333,723,734,1454,290,260,543,645,468,1115,933,763,1698,60,85,141,133,214,346,152,241,395,291,461,753,338,567,911,404,704,1106,18057,19460,37521,16078,17492,33568,14546,15974,30523,387,360,742,413,401,820,461,463,922,2371,2585,4958,2603,3026,5633,2886,3559,6439,8179,8306,16481,9729,10146,19879,11487,11960,23446,9358,8779,18137,11946,11929,23868,9644,9182,18831,194034,197605,391646,209604,213481,423084,226664,229035,455707
403,1923,843,951,1794,807,887,1688,1702,1678,3373,1596,1600,3190,1707,1682,3393,225,194,415,343,295,635,480,385,868,554,1157,1706,743,1466,2206,905,1774,2676,614,731,1347,571,726,1298,588,753,1339,221,281,501,267,330,597,313,390,702,939,1006,1943,1042,1131,2171,1286,1414,2705,232,253,479,283,333,617,389,429,822,29,78,106,53,112,162,89,152,244,96,240,331,118,345,461,127,468,595,17670,18427,36101,17047,17936,34988,16863,17582,34449,530,525,1056,579,553,1138,713,690,1408,253,337,586,343,462,803,406,581,989,4240,4639,8881,4553,5061,9609,5078,5788,10863,6622,6610,13236,8959,9547,18506,6467,6223,12691,165216,174658,339871,172237,183097,355338,182112,192742,374859
404,630,287,257,545,272,250,520,850,753,1601,868,819,1684,869,864,1736,156,119,277,396,315,706,583,408,991,668,1032,1695,959,1391,2349,1124,1789,2916,532,763,1292,436,643,1084,393,561,952,107,133,240,120,156,280,157,195,350,301,341,644,324,352,680,525,549,1078,184,178,362,226,180,404,261,218,480,48,84,139,121,182,305,123,187,315,165,258,424,177,364,538,194,448,642,5244,5512,10755,5107,5315,10415,5257,5381,10638,229,209,431,258,258,517,338,325,664,2310,2789,5100,2710,3283,5995,2992,3904,6896,5443,5834,11278,5615,6072,11691,6034,6750,12782,5427,5151,10577,6332,6534,12864,4587,4305,8888,106304,110353,216653,111375,116371,227744,119593,124756,244347
405,468,227,210,437,195,215,419,292,316,602,329,339,667,371,355,720,17,17,40,21,22,42,35,13,49,81,190,267,150,275,426,169,355,521,34,12,45,28,21,53,29,37,62,5,10,18,9,11,22,5,27,34,66,69,138,116,119,234,124,151,272,15,19,30,25,26,51,31,25,59,0,6,10,4,12,20,11,23,34,17,45,58,23,58,78,15,102,113,2943,3223,6168,2818,3057,5880,2797,3076,5879,66,83,155,74,80,156,82,112,194,24,34,59,28,34,60,26,44,71,468,400,873,461,426,888,544,488,1027,2292,2027,4320,4015,3981,7998,3999,3775,7769,53304,53214,106519,55353,55160,110514,57223,57265,114487
406,310,143,136,279,103,122,225,363,271,634,351,285,633,349,301,648,17,10,25,15,14,28,32,17,49,148,281,431,197,401,596,240,470,712,37,30,66,27,21,47,21,17,40,5,5,11,6,8,17,3,17,18,210,215,423,166,152,323,152,158,308,47,32,73,59,51,111,74,64,135,3,8,14,6,14,21,11,11,26,6,34,42,9,52,59,12,81,86,2107,2228,4336,1830,1959,3787,1670,1793,3458,47,45,96,44,54,98,41,59,100,45,39,86,19,27,44,31,46,78,612,460,1079,539,443,987,581,529,1111,3031,2457,5485,3852,3570,7425,3665,3147,6812,43654,40968,84617,42475,40344,82818,42179,40472,82646
407,1035,496,509,1011,451,484,931,857,762,1622,894,799,1689,920,873,1799,17,19,33,68,33,101,92,45,138,184,466,649,417,802,1222,462,976,1437,49,82,131,38,67,101,40,71,110,18,26,43,17,25,39,19,36,56,179,188,368,220,229,453,314,325,634,44,50,92,69,39,106,73,59,129,34,54,92,161,184,347,22,80,105,65,120,175,105,177,287,149,249,399,4653,5170,9822,4639,5131,9769,4802,5402,10202,124,145,273,161,182,341,195,221,421,82,71,154,157,139,291,149,165,315,1149,991,2142,1212,1117,2330,1519,1301,2823,4485,4075,8552,6931,6872,13804,6810,6412,13226,88465,88658,177121,92540,92198,184737,96986,96720,193709
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,4,0,4,6,0,8,12,0,12
499,19,15,7,15,10,7,15,41,18,60,41,21,59,25,28,53,3,0,3,10,5,12,0,0,5,3,4,5,5,11,15,0,3,6,0,3,6,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,4,10,5,8,14,3,3,4,0,0,3,0,0,3,0,0,0,0,7,10,8,15,19,6,0,4,0,0,4,5,5,9,0,0,0,131,87,217,108,61,168,101,76,176,8,4,7,7,9,14,8,8,13,11,4,17,8,6,14,3,0,8,59,46,104,67,26,91,59,53,110,226,177,400,234,137,371,340,245,587,1777,1291,3067,1738,1127,2862,1873,1506,3377
501,638,359,349,708,355,358,709,2437,2108,4546,2590,2403,4990,2578,2423,4998,25,21,51,56,41,99,82,59,147,382,543,927,648,901,1547,748,1123,1871,101,110,212,85,107,199,71,101,171,78,86,166,78,113,192,83,140,228,937,926,1860,1071,1171,2242,1235,1296,2529,32,32,62,66,62,125,66,69,131,51,62,111,126,171,295,93,211,306,40,151,183,56,211,264,65,297,363,6051,6534,12586,6366,6902,13269,6664,7314,13981,263,247,508,271,269,542,303,305,614,57,59,112,67,111,173,92,154,249,1351,1431,2790,1485,1677,3161,1881,2065,3948,4876,4222,9100,7468,7211,14678,6546,5545,12092,78957,79148,158106,87176,89149,176328,93269,95483,188747
502,503,254,273,527,245,264,509,1414,1454,2868,1825,1816,3641,1869,1930,3800,11,5,24,33,31,66,30,22,50,155,323,478,321,591,911,436,812,1241,33,35,63,38,51,97,40,54,90,58,87,146,71,92,162,68,93,154,490,559,1048,664,745,1413,776,903,1678,16,24,38,68,72,136,50,53,108,8,17,24,14,18,28,16,20,39,44,143,186,66,231,300,79,319,396,5291,5587,10889,6019,6413,12432,6508,7116,13628,131,110,237,157,144,302,153,162,315,18,32,49,23,60,84,58,102,156,732,757,1489,905,1055,1958,1056,1258,2313,2948,2511,5457,3633,3465,7105,3586,3020,6609,40868,42426,83294,47152,49589,96738,51979,55660,107641
503,709,341,288,626,333,293,630,1816,1589,3405,1680,1470,3153,1661,1439,3098,147,82,231,200,128,328,214,134,351,270,448,715,312,548,863,382,691,1070,245,335,575,223,341,564,240,321,561,850,995,1841,843,994,1836,900,1080,1984,1107,1179,2284,1229,1316,2539,1485,1511,2991,230,238,469,240,284,527,319,330,644,128,231,354,217,424,640,167,318,485,140,318,457,170,360,528,217,467,685,7674,6532,14207,7799,6633,14432,8183,6814,14999,813,871,1683,799,909,1709,826,976,1804,447,577,1018,471,668,1136,554,800,1358,3992,4199,8197,4846,5260,10111,5641,6480,12118,6448,5364,11821,7072,6776,13847,4911,4030,8940,77731,78619,156350,83609,85694,169299,90025,92241,182267
504,1003,452,438,895,426,412,842,3836,3317,7152,4562,4056,8615,4429,4039,8467,192,120,316,357,210,574,448,248,693,860,1177,2037,1713,2162,3873,2268,3044,5313,397,509,907,346,486,832,333,466,800,462,578,1042,501,645,1147,575,680,1252,1257,1331,2585,1547,1537,3088,1692,1726,3418,312,281,596,449,373,820,527,470,997,28,74,97,123,239,356,107,242,350,160,434,599,216,628,843,282,828,1113,10019,9960,19983,10103,9924,20030,10204,10070,20277,370,321,701,390,374,759,455,429,883,1562,1787,3352,1803,2206,4012,1928,2489,4416,5281,5449,10731,6538,6859,13396,7556,8248,15801,6636,5773,12409,8322,8181,16507,6961,5582,12544,110308,109592,219894,125600,125416,251020,138101,138478,276573
505,1856,842,856,1691,826,895,1722,7668,6938,14607,8463,7791,16252,7979,7475,15458,260,219,476,701,425,1125,949,559,1509,1148,1724,2872,1813,2657,4472,2020,3146,5166,796,1022,1812,804,1093,1897,832,1186,2018,1067,1359,2429,1094,1427,2521,1184,1464,2650,6346,6664,13013,7337,7775,15114,7936,8475,16411,392,381,772,532,472,998,636,599,1238,106,158,263,315,526,837,220,480,705,381,871,1255,532,1225,1756,605,1538,2143,33361,33446,66802,34920,34791,69715,35598,36129,71728,1002,876,1879,985,942,1929,1080,1118,2194,2665,3038,5699,3257,3802,7060,3441,4321,7761,14478,15361,29840,16788,17928,34716,18413,21058,39468,13509,11768,25271,15861,15557,31419,12762,10422,23183,238244,244707,482951,263604,271511,535114,283068,294235,577297
506,2463,1035,1073,2106,943,1035,1976,7132,6242,13379,7970,7094,15067,7541,6668,14212,704,400,1098,1618,1027,2638,2448,1553,4002,1900,2488,4388,3785,4674,8457,4485,5872,10355,428,541,972,446,532,974,411,532,943,2341,2832,5181,2700,3108,5804,2809,3302,6109,2872,2852,5724,3165,3251,6424,3375,3525,6900,1242,1022,2267,2073,1724,3794,2377,2143,4520,177,272,447,591,892,1487,469,818,1286,507,1071,1582,676,1448,2121,759,1828,2585,21688,21612,43296,20065,19886,39945,19300,19065,38364,780,643,1424,814,730,1548,882,842,1727,683,824,1505,874,1130,2005,992,1467,2460,11013,11258,22270,13089,13595,26683,14552,15657,30211,14435,12206,26637,16379,15400,31777,13619,11713,25330,217065,216565,433627,244963,243388,488357,264141,265325,529466
507,1504,709,728,1440,701,704,1403,6055,5561,11620,7520,7078,14598,7457,6966,14429,108,65,169,244,164,405,367,248,614,1321,1581,2905,2784,3259,6044,3309,4348,7658,342,387,727,345,416,763,353,458,806,1312,1501,2815,1324,1660,2986,1440,1799,3239,2805,2833,5641,3323,3367,6693,3626,3764,7393,379,369,748,503,498,1005,539,581,1118,85,161,248,242,348,588,176,361,542,168,606,773,218,809,1031,291,1160,1451,21408,21513,42922,22212,22442,44651,22680,22954,45630,850,746,1598,844,793,1638,948,971,1916,227,302,532,320,513,836,396,622,1017,6875,7282,14155,8069,8868,16936,9015,10406,19420,10113,8743,18857,14093,13273,27370,11434,9044,20479,174089,178656,352746,198610,204729,403336,217864,225539,443407
509,770,353,338,690,323,319,644,1691,1481,3170,1731,1572,3305,1718,1555,3270,11,6,15,27,12,40,32,22,58,432,570,1001,697,829,1527,691,959,1651,64,96,155,57,76,131,40,71,111,46,79,123,54,66,115,55,85,138,476,482,960,545,573,1121,625,680,1308,31,24,52,73,26,96,65,43,105,8,30,37,47,99,150,31,74,113,37,102,141,91,169,257,99,243,341,4671,5141,9813,4674,5097,9773,4539,5176,9716,151,182,338,169,186,356,174,211,383,45,43,94,97,64,159,99,83,182,994,1044,2034,1124,1085,2206,1392,1268,2660,4279,3237,7521,6978,6456,13431,6982,6013,12998,65910,63530,129439,69060,66291,135356,69616,67561,137175
510,170,82,53,135,62,63,120,2742,1481,4217,2812,1653,4462,1862,1439,3295,69,22,94,45,35,75,50,31,82,461,447,909,895,787,1686,760,807,1563,28,29,58,27,25,55,15,27,41,68,46,112,56,51,106,60,73,131,433,308,743,497,342,835,388,370,758,158,29,187,98,68,162,99,65,166,20,44,66,63,99,160,25,69,91,71,217,291,77,297,370,82,374,457,2206,1298,3501,1998,1226,3227,1438,1142,2578,106,84,192,147,95,241,75,120,195,45,29,78,65,49,105,62,84,142,1187,710,1902,1376,869,2245,1302,1109,2411,9576,5049,14630,8240,5149,13392,8538,6091,14632,55390,39295,94682,53307,40614,93920,48124,41999,90128
511,336,136,136,272,131,122,254,2931,2355,5284,2611,2217,4823,2311,1973,4279,25,19,43,47,34,79,63,49,109,370,585,952,574,847,1425,647,923,1570,41,31,72,28,27,60,34,27,53,46,59,102,39,57,96,43,48,95,686,704,1393,743,752,1492,710,725,1440,67,61,128,64,59,117,68,54,116,8,21,35,36,67,98,29,59,83,42,148,191,57,254,311,85,364,455,2898,2723,5616,2569,2511,5078,2380,2370,4752,113,120,235,118,127,241,132,151,283,136,127,266,133,138,266,139,179,314,1282,1063,2342,1246,1168,2413,1417,1397,2809,6091,4527,10615,7282,6026,13309,8332,6375,14705,62950,57413,120363,61395,57172,118568,61579,57177,118758
597,0,0,0,0,3,0,3,26,5,28,34,0,34,25,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,21,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,6,7,0,7,3,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,37,4,42,53,0,53,24,3,30,5,0,5,10,0,12,4,0,3,0,0,0,5,0,5,0,0,0,16,0,16,17,3,19,19,3,25,57,4,62,64,4,71,197,19,215,377,34,415,405,27,431,455,58,514
599,41,23,17,39,12,10,21,298,171,467,169,100,269,145,114,257,6,5,10,3,0,5,3,0,3,20,22,45,9,16,19,12,21,35,11,0,7,3,6,5,3,5,9,12,14,24,3,8,6,3,7,11,57,26,83,37,14,46,35,23,55,9,3,10,0,0,3,0,0,5,6,18,26,12,18,26,0,7,13,0,9,9,8,4,9,0,5,8,430,335,757,256,190,449,251,179,431,42,30,67,18,11,27,21,21,43,10,3,12,8,0,6,5,7,11,173,111,290,128,94,226,138,123,255,520,250,771,547,408,954,1156,692,1851,4282,3010,7294,3535,2417,5950,4639,3416,8055
601,832,391,397,783,387,392,778,899,977,1877,940,1013,1961,1025,1087,2108,44,38,75,150,88,238,588,266,846,150,386,535,191,518,712,386,781,1165,191,269,462,149,223,373,139,215,353,114,163,274,132,209,342,145,210,354,405,419,825,402,420,822,540,569,1108,67,75,146,96,94,195,451,388,840,34,31,67,46,85,131,170,220,392,92,181,268,123,253,375,141,348,487,5026,4858,9877,4752,4657,9410,4872,4785,9649,370,370,741,428,432,860,514,574,1093,93,86,181,107,147,251,443,572,1015,2127,2175,4304,2170,2256,4423,2826,3041,5861,4981,4948,9935,6893,7308,14196,5501,5671,11172,102882,108775,211657,107929,114421,222356,120521,126562,247086
602,799,347,358,708,332,354,685,691,653,1351,664,665,1327,763,755,1513,15,4,22,51,30,83,299,115,408,65,297,367,72,368,448,150,527,677,58,68,129,53,58,111,51,75,127,61,67,129,90,85,171,78,81,153,158,184,340,179,183,357,225,249,472,31,38,67,49,41,93,154,122,281,10,12,25,16,30,49,50,69,112,34,77,104,35,90,121,48,148,192,3239,3210,6449,3095,3071,6163,3171,3106,6283,160,188,349,175,203,379,210,260,466,27,28,57,39,56,103,109,156,261,1134,1130,2265,1138,1174,2307,1543,1517,3056,3176,3025,6195,5518,5728,11243,4412,4223,8635,67272,70287,137558,68768,71713,140485,74337,76859,151195
603,149,95,73,172,80,77,160,220,221,438,239,222,462,283,258,541,0,0,0,5,0,7,6,0,6,8,49,53,8,59,65,27,86,112,16,9,30,20,26,45,18,24,45,4,9,16,8,15,13,7,19,25,41,57,96,40,56,99,84,83,169,3,3,5,4,7,11,11,13,20,5,10,12,18,27,43,12,22,34,4,11,20,4,13,17,8,33,40,1220,1092,2310,1192,1083,2276,1261,1116,2371,84,70,147,89,74,165,108,107,213,0,7,7,3,9,10,5,13,19,224,213,436,246,205,445,314,336,648,908,804,1711,1759,1713,3473,1792,1660,3448,18311,17479,35799,18949,18172,37118,21322,20414,41734
604,590,268,258,528,263,247,508,641,593,1229,611,600,1210,642,648,1299,7,4,14,12,11,20,161,38,202,40,268,311,77,316,390,101,386,489,15,29,42,19,31,48,28,35,70,16,12,30,22,22,39,14,31,45,116,133,246,115,131,241,164,178,338,31,40,72,41,54,93,110,112,224,0,5,8,34,50,79,54,105,161,15,59,74,17,70,94,25,117,138,2299,2273,4574,2116,2154,4263,2174,2176,4348,106,113,223,112,111,221,141,144,286,3,12,15,10,28,36,38,54,91,450,413,867,497,476,966,664,672,1337,2781,2727,5510,4034,4164,8197,3863,3723,7588,53510,55643,109153,53258,55765,109027,56814,59349,116156
697,0,0,0,0,0,0,0,7,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,6,0,0,0,4,0,12,5,0,3,3,0,3,84,34,115,52,19,75,13,0,19
699,6,0,4,7,0,4,4,11,12,24,6,11,15,10,10,25,0,0,0,0,0,0,6,0,6,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,6,0,4,0,0,0,0,0,4,0,0,3,0,0,0,26,31,58,27,17,46,19,26,53,3,4,7,3,0,8,0,0,3,3,0,0,0,0,0,0,0,3,17,9,22,5,9,16,18,20,39,46,25,75,76,38,114,131,108,242,612,460,1075,518,393,911,758,616,1377
701,301,142,131,280,119,128,244,1339,1164,2504,1607,1290,2896,1278,1164,2437,106,51,158,198,111,309,392,204,598,1162,1728,2894,2192,2767,4962,2168,3121,5283,29,32,62,47,51,94,41,58,93,76,120,194,113,148,257,105,173,274,239,233,467,333,283,619,343,308,645,210,168,374,329,306,634,553,511,1060,49,104,154,160,322,475,129,281,415,149,473,620,225,588,809,239,709,947,2398,2244,4643,2700,2361,5060,2275,2204,4482,174,168,343,231,206,445,203,220,425,267,299,565,330,434,766,464,672,1137,2420,2305,4721,2943,2806,5750,2927,3300,6224,7380,5726,13108,9012,7000,16011,6271,5481,11752,62898,57684,120586,71889,64941,136831,70739,69161,139902
702,127,67,58,127,48,47,94,708,666,1380,830,842,1667,775,746,1521,20,9,33,26,17,39,56,31,86,249,428,677,350,580,927,419,679,1096,23,19,36,11,15,31,18,18,34,20,24,44,23,18,37,14,20,31,136,140,274,130,135,263,141,156,297,41,36,78,78,63,143,115,77,199,26,54,77,50,92,147,37,56,94,18,85,104,33,116,146,38,116,155,836,787,1623,796,724,1522,688,679,1370,393,309,702,415,344,764,404,346,756,56,46,105,75,83,165,103,113,217,719,718,1437,782,714,1495,1071,997,2068,3010,2362,5368,4848,4329,9177,4120,3495,7613,45508,43871,89372,45291,44156,89446,44877,44220,89103
797,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,8,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,11,4,5,6,22,0,21,91,16,105,58,12,73,83,15,99
799,19,11,6,20,3,8,13,48,35,85,38,28,65,41,39,77,0,0,0,0,0,0,0,0,4,3,3,5,5,4,13,0,4,4,4,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,6,3,7,7,4,10,4,4,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,8,0,5,3,73,76,142,60,77,132,77,69,144,4,0,5,3,3,7,5,6,14,0,0,4,0,0,0,0,0,0,38,29,62,29,35,64,59,69,124,155,95,249,390,315,700,480,428,904,1020,852,1870,1334,1155,2485,1826,1675,3500
801,1120,491,550,1041,471,533,1001,2247,2124,4371,2392,2332,4723,2649,2442,5096,627,453,1086,1139,856,1993,1671,1239,2906,896,1518,2415,1494,2303,3792,1982,3067,5051,428,605,1022,397,542,946,430,578,1009,449,472,917,491,534,1026,537,629,1166,815,812,1629,983,1021,2004,1125,1212,2337,1109,1152,2263,1367,1408,2774,1612,1687,3306,141,215,356,233,288,520,297,395,688,379,665,1042,441,859,1303,504,1112,1616,8193,7884,16081,7922,7628,15548,8191,7806,15997,1154,1250,2402,1340,1438,2774,1592,1777,3369,1349,1608,2953,1464,1878,3340,1704,2377,4077,7875,8518,16397,9060,9812,18867,10942,12134,23078,8478,7323,15797,11065,11061,22129,8693,8134,16826,176418,180171,356591,195430,201426,396853,224022,229869,453890
