SA4_CODE_2021,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Ag_forest_fish_C21_M,Ag_forest_fish_C21_F,Ag_forest_fish_C21_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Mining_C21_M,Mining_C21_F,Mining_C21_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Manuf_C21_M,Manuf_C21_F,Manuf_C21_P,Ele_gas_wat_was_ser_C11_Cen_M,Ele_gas_wat_was_ser_C11_Cen_F,Ele_gas_wat_was_ser_C11_Cen_P,Ele_gas_wat_was_ser_C16_Cen_M,Ele_gas_wat_was_ser_C16_Cen_F,Ele_gas_wat_was_ser_C16_Cen_P,Ele_gas_wat_was_ser_C21_Cen_M,Ele_gas_wat_was_ser_C21_Cen_F,Ele_gas_wat_was_ser_C21_Cen_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Constr_C21_M,Constr_C21_F,Constr_C21_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Whlesale_tde_C21_M,Whlesale_tde_C21_F,Whlesale_tde_C21_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Retail_tde_C21_M,Retail_tde_C21_F,Retail_tde_C21_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Accom_food_S_C21_M,Accom_food_S_C21_F,Accom_food_S_C21_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Tpt_post_ware_C21_M,Tpt_post_ware_C21_F,Tpt_post_ware_C21_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Inf_Medi_Tele_C21_M,Inf_Medi_Tele_C21_F,Inf_Medi_Tele_C21_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Finan_Insu_S_C21_M,Finan_Insu_S_C21_F,Finan_Insu_S_C21_P,Rent_hir_re_est_S_C11_Cen_M,Rent_hir_re_est_S_C11_Cen_F,Rent_hir_re_est_S_C11_Cen_P,Rent_hir_re_est_S_C16_Cen_M,Rent_hir_re_est_S_C16_Cen_F,Rent_hir_re_est_S_C16_Cen_P,Rent_hir_re_est_S_C21_Cen_M,Rent_hir_re_est_S_C21_Cen_F,Rent_hir_re_est_S_C21_Cen_P,Prof_scie_tech_S_C11_Cens_M,Prof_scie_tech_S_C11_Cens_F,Prof_scie_tech_S_C11_Cens_P,Prof_scie_tech_S_C16_Cens_M,Prof_scie_tech_S_C16_Cens_F,Prof_scie_tech_S_C16_Cens_P,Prof_scie_tech_S_C21_Cens_M,Prof_scie_tech_S_C21_Cens_F,Prof_scie_tech_S_C21_Cens_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Admin_supp_S_C21_M,Admin_supp_S_C21_F,Admin_supp_S_C21_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Pub_admin_safet_C21_M,Pub_admin_safet_C21_F,Pub_admin_safet_C21_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Educ_trn_C21_M,Educ_trn_C21_F,Educ_trn_C21_P,Hea_car_soc_assist_C11_Cens_M,Hea_car_soc_assist_C11_Cens_F,Hea_car_soc_assist_C11_Cens_P,Hea_car_soc_assist_C16_Cens_M,Hea_car_soc_assist_C16_Cens_F,Hea_car_soc_assist_C16_Cens_P,Hea_car_soc_assist_C21_Cens_M,Hea_car_soc_assist_C21_Cens_F,Hea_car_soc_assist_C21_Cens_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Arts_rec_S_C21_M,Arts_rec_S_C21_F,Arts_rec_S_C21_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Oth_services_C21_M,Oth_services_C21_F,Oth_services_C21_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Inad_descr_Ns_C21_M,Inad_descr_Ns_C21_F,Inad_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
213,771,379,1146,1223,703,1929,1538,1014,2553,425,148,573,532,138,668,588,140,734,26401,9103,35503,20326,7580,27907,19433,8536,27965,1931,847,2776,2613,1102,3713,3379,1588,4971,20300,2735,23040,22447,3109,25562,31033,5043,36075,8661,4602,13265,7316,3798,11114,7507,3799,11310,12907,16539,29447,14799,18228,33028,17396,20781,38177,7988,8974,16965,10827,10992,21819,11334,12356,23689,18552,5717,24271,22719,6780,29504,27329,7930,35254,3478,2211,5691,4088,2364,6442,4232,2370,6603,5800,7278,13078,6725,7538,14267,9632,9843,19479,1808,1862,3670,2406,2384,4787,2953,2822,5772,9527,8007,17529,11806,9341,21142,16579,12773,29353,5473,5488,10963,6419,6374,12794,6936,7271,14209,8131,7888,16018,9310,8741,18049,11935,11210,23140,5213,12651,17863,6738,16720,23453,7857,21937,29799,4936,21541,26477,6656,27734,34390,9782,37431,47211,2680,2559,5243,3252,2868,6123,3249,3175,6422,5700,4239,9940,6609,5006,11615,7457,6145,13606,5021,3203,8225,11527,6381,17904,13370,7781,21152,155706,125980,281683,178323,147892,326217,213524,183943,397466
214,754,455,1204,903,565,1470,988,667,1657,283,41,325,314,48,364,284,60,350,10849,3869,14716,7986,3036,11026,7720,3286,11003,932,252,1190,1077,293,1366,1196,413,1608,13587,1728,15317,14740,1828,16568,17575,2749,20323,3747,2003,5746,2900,1578,4478,2802,1523,4325,6261,9051,15303,6265,8755,15022,6014,8715,14734,2894,4333,7225,3292,4593,7886,3798,4902,8701,3375,1097,4471,3334,1103,4440,3258,1134,4389,958,652,1615,926,588,1519,903,599,1502,1465,1588,3052,1380,1496,2879,1690,1638,3331,958,1096,2060,1033,1307,2343,1111,1302,2412,3501,3135,6634,3744,3518,7266,4679,4273,8951,2165,2135,4296,2359,2488,4846,2543,2386,4924,3554,2787,6343,3812,3132,6952,4274,3581,7848,2646,6756,9398,2934,7830,10764,3203,9541,12747,2634,12386,15024,2955,14343,17294,3551,17210,20765,1147,978,2125,1383,1275,2654,1396,1353,2745,2806,2278,5082,2682,2453,5137,2780,2677,5459,1862,1233,3093,4168,2468,6636,3968,2567,6539,66360,57846,124205,68196,62709,130900,73736,70580,144321
215,7844,2741,10584,7521,2502,10019,8354,3094,11454,633,71,700,478,56,534,556,85,636,3789,1233,5022,2951,1154,4107,3034,1287,4320,663,149,809,632,154,780,643,196,840,3685,434,4118,3719,438,4154,4419,596,5014,1571,585,2158,1224,389,1612,1351,528,1876,3005,4375,7383,2691,3969,6656,2614,3728,6346,1389,2519,3910,1534,2496,4030,1552,2457,4007,2363,587,2951,2112,513,2625,2192,597,2796,269,250,519,255,217,463,194,170,364,346,660,1012,318,578,898,280,529,809,224,221,442,226,281,506,224,279,503,783,963,1749,798,1073,1879,893,1120,2017,770,786,1554,820,1110,1937,879,1109,1989,1949,1744,3691,1969,1744,3711,2061,1880,3942,1234,3385,4619,1229,3687,4917,1222,4123,5343,1453,6836,8291,1588,7325,8914,1844,8697,10534,361,263,626,389,313,703,371,349,723,1400,890,2290,1384,884,2270,1417,969,2385,892,593,1488,1687,982,2666,1876,1121,2995,34623,29289,63912,33517,29858,63376,35988,32912,68899
216,4364,1786,6155,4408,1827,6238,4569,2088,6660,141,17,162,137,10,150,147,27,173,5555,1785,7343,4695,1507,6202,4467,1570,6038,689,200,893,775,262,1033,744,266,1012,3783,514,4289,3920,499,4419,4826,717,5546,1255,482,1732,845,312,1156,917,323,1240,2625,3832,6456,2360,3472,5838,2357,3409,5767,1212,2105,3317,1298,2163,3461,1500,2284,3786,1742,434,2174,1725,436,2160,1923,540,2462,224,232,455,221,200,417,156,178,332,337,552,891,273,477,751,268,479,743,212,244,453,235,296,533,231,293,522,788,1029,1821,862,1044,1904,962,1178,2134,570,621,1194,599,866,1467,715,914,1632,1011,1044,2054,1049,1084,2134,1167,1122,2291,1061,2764,3827,1069,3000,4062,1139,3478,4614,1106,5941,7042,1241,6333,7580,1602,8018,9626,255,247,505,282,280,562,303,315,618,1222,876,2102,1264,943,2207,1437,1106,2548,792,570,1367,1550,880,2433,1666,928,2597,28951,25278,54225,28814,25885,54706,31113,29240,60348
217,5878,2649,8527,5979,2523,8503,6161,2742,8898,302,50,355,287,36,322,230,34,266,4629,1242,5872,3900,1196,5094,3969,1447,5416,497,126,623,455,111,567,514,164,673,3875,367,4244,3471,335,3800,4384,474,4856,1260,473,1730,1037,369,1406,954,369,1325,2394,3686,6081,2140,3312,5454,2229,3352,5581,1475,2633,4107,1596,2447,4044,1592,2503,4099,1917,396,2313,1838,426,2265,1787,455,2234,237,243,480,208,213,419,195,184,377,329,533,867,268,435,705,314,424,737,222,246,462,203,265,463,217,261,477,793,920,1707,855,960,1818,915,1124,2038,761,704,1469,607,773,1381,709,829,1537,1337,1423,2760,1298,1424,2721,1441,1567,3017,1195,2950,4141,1165,3114,4277,1180,3472,4652,1246,5977,7220,1314,6411,7730,1685,7747,9436,310,299,611,315,328,646,337,367,708,959,766,1718,1009,791,1795,1105,910,2012,725,519,1245,1394,802,2195,1438,854,2288,30340,26193,56535,29340,26268,55606,31349,29284,60640
297,0,0,0,0,0,0,0,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,16,4,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,30,24,0,24,7,0,15
299,75,32,105,46,16,60,59,21,76,10,3,17,9,3,11,4,0,6,179,53,235,106,26,135,82,32,120,23,5,26,18,3,21,16,5,22,216,23,230,184,16,196,174,17,190,55,29,86,33,16,44,28,12,39,109,102,211,76,62,133,61,68,126,106,121,233,113,127,244,86,114,202,113,38,147,106,22,133,84,29,108,30,14,50,17,12,29,15,13,25,30,28,58,31,23,47,25,21,53,14,17,30,12,7,29,12,10,23,112,87,197,69,59,133,59,39,99,44,50,94,49,36,87,41,30,74,93,76,166,84,38,116,68,46,115,63,77,142,46,74,112,31,65,97,50,173,222,52,140,191,51,156,205,39,39,77,36,30,71,19,25,46,34,35,69,56,33,91,32,22,56,46,33,80,97,48,147,87,44,126,1443,1038,2481,1240,786,2028,1022,771,1797
301,330,162,497,452,282,732,417,259,676,959,270,1223,1051,235,1283,990,248,1243,8166,3084,11249,5704,2477,8180,5735,2427,8163,936,286,1225,933,270,1206,1082,387,1471,9096,1727,10816,10196,1709,11902,11458,2179,13639,3417,1790,5213,2497,1333,3835,2494,1222,3718,4549,6583,11126,4546,6175,10723,4911,6323,11233,2142,3285,5428,2596,3411,6006,2893,3630,6521,4906,1645,6553,4991,1685,6675,4916,1756,6669,844,598,1440,878,568,1451,784,472,1251,1282,1957,3242,1328,1904,3236,1535,2100,3638,816,986,1800,942,1192,2140,972,1173,2145,3903,3358,7258,3736,3294,7037,4522,3887,8411,1695,1797,3490,1703,2092,3792,1864,2048,3917,3104,3373,6471,3181,3355,6537,3391,3532,6923,2016,5558,7575,2227,6918,9147,2440,8028,10469,2189,10001,12185,2420,11061,13473,3200,13901,17100,586,627,1214,733,750,1483,736,772,1512,2313,1956,4268,2365,2156,4518,2488,2463,4949,1356,947,2302,2974,1804,4777,3151,1971,5122,54595,49999,104590,55461,52670,108131,59987,58771,118757
302,135,69,210,189,112,304,213,135,353,683,353,1028,837,295,1126,971,365,1339,5596,2062,7654,3911,1478,5388,3929,1592,5520,1014,426,1435,959,404,1363,1133,475,1618,6235,1037,7278,6956,1073,8034,7721,1354,9081,2366,1166,3531,1845,913,2763,1819,936,2756,4265,5357,9622,4297,5086,9378,4832,5448,10282,2608,3188,5795,3143,3644,6790,3482,3902,7384,4852,1958,6815,5102,2152,7255,5293,2092,7384,952,678,1633,988,654,1639,929,573,1503,1666,1988,3656,1707,2023,3729,2064,2224,4282,834,829,1668,932,984,1915,982,1000,1980,4325,3595,7921,4673,3793,8469,5932,4840,10772,1513,1754,3267,1791,1930,3716,1767,1914,3688,4390,4181,8569,4674,4455,9128,4818,4525,9339,2197,5253,7453,2597,6575,9178,2864,7403,10266,3158,10225,13378,3574,11493,15062,4848,15251,20101,785,649,1432,989,834,1825,1041,864,1903,1889,1728,3621,1868,1881,3751,2062,2152,4217,1157,798,1954,2309,1480,3785,2739,1769,4508,50621,47287,97908,53351,51261,104614,59436,58821,118257
303,249,146,390,415,278,698,434,262,695,1124,557,1682,1057,462,1516,1280,515,1797,9140,3260,12406,6576,2693,9275,6831,3159,9991,1171,486,1658,1110,399,1513,1413,526,1936,9250,1739,10983,9930,1612,11545,11053,2134,13186,4554,2250,6804,3321,1578,4901,3350,1740,5091,7230,8235,15473,7440,8021,15464,8234,8514,16745,5364,5648,11019,6379,6326,12695,6994,6904,13907,5916,1931,7843,6163,1802,7966,7216,2046,9260,1418,970,2390,1597,965,2566,1544,961,2505,2913,3329,6244,3000,3151,6150,3580,3513,7096,1402,1296,2698,1881,1746,3621,1940,1785,3727,8673,6316,14990,8742,6637,15383,10775,8290,19066,2578,2752,5332,3086,3039,6123,3164,3156,6321,5755,5877,11635,5484,5711,11192,5874,6112,11987,4808,10102,14905,5761,11853,17609,6012,13347,19358,5522,15603,21133,6331,17526,23862,8796,23110,31911,1162,1045,2206,1443,1245,2693,1614,1569,3189,3106,2642,5753,3195,2850,6046,3340,3184,6525,2081,1465,3549,4327,2565,6893,5239,3301,8539,83424,75673,159094,87260,80451,167704,98698,94128,192826
304,150,92,241,243,152,394,270,162,434,1073,437,1509,1034,357,1392,1158,365,1522,3211,1131,4349,2371,917,3294,2578,1059,3640,698,318,1018,639,271,912,821,370,1187,4227,836,5063,4304,741,5048,4772,974,5744,1894,880,2776,1384,669,2050,1335,645,1980,3367,4322,7683,3245,4031,7281,3509,3880,7395,2391,2609,5000,2503,2886,5387,2719,3030,5754,2084,676,2763,2083,704,2793,2209,765,2974,930,587,1516,883,602,1490,817,512,1332,1971,1686,3660,1896,1667,3562,2175,1840,4015,820,784,1606,956,886,1846,950,912,1860,7281,4619,11899,6695,4269,10965,7753,5296,13048,1261,1347,2612,1253,1309,2561,1375,1363,2742,4924,3433,8362,4779,3239,8010,4798,3458,8258,3682,7309,10994,4019,8180,12198,4241,8658,12903,2835,8371,11210,3062,8774,11832,3748,10821,14570,684,642,1331,753,721,1472,827,884,1712,1323,1347,2665,1263,1420,2685,1352,1642,2986,819,661,1478,1592,1127,2720,1784,1213,3004,45631,42089,87722,44977,42923,87902,49208,47854,97063
305,183,107,296,296,182,478,418,259,681,2017,1052,3067,1882,882,2765,2064,921,2989,4152,1622,5771,3030,1400,4428,3570,1867,5438,822,555,1375,827,494,1316,1161,704,1867,6381,1337,7715,6813,1313,8122,7806,1836,9643,2426,1408,3834,1965,1126,3088,2108,1290,3395,4418,5258,9670,4755,5594,10353,5935,6686,12617,4908,5028,9938,6184,6086,12265,7239,7441,14679,3410,1650,5062,3664,1627,5297,4548,1768,6313,1613,1279,2895,1668,1185,2846,1762,1278,3040,3301,2922,6220,3674,3054,6731,4860,3905,8766,1704,1454,3156,2278,1876,4153,2461,2077,4536,11676,8336,20015,11403,8538,19939,15248,11872,27117,2280,2616,4901,2480,2921,5405,3099,3435,6535,4820,4853,9677,4910,4801,9709,5571,5561,11134,3741,7295,11040,4426,8862,13283,4995,10261,15255,5024,11367,16388,5594,12621,18218,7913,18135,26046,1293,1193,2488,1666,1429,3096,1963,1927,3892,1642,1947,3585,1745,2209,3957,2115,2917,5025,1365,1022,2386,2832,1981,4817,3840,2814,6652,67182,62297,129481,72086,68176,140265,88677,86940,175617
306,3486,1412,4896,4115,1932,6044,4280,2065,6345,1659,214,1872,1493,223,1716,1994,278,2270,4492,1245,5739,3569,1013,4580,3600,1181,4774,962,208,1172,837,161,999,1042,215,1256,7904,1271,9169,7192,1108,8301,8229,1370,9605,2045,930,2972,1518,711,2232,1549,683,2233,4765,7203,11971,4315,6620,10938,4451,6515,10970,4149,5621,9766,4603,5790,10389,4893,6222,11115,4480,1752,6231,4393,1710,6110,4317,1642,5966,478,400,875,461,316,777,375,243,624,531,1054,1580,473,969,1443,474,889,1359,831,1057,1890,814,1101,1915,761,1016,1776,2150,2456,4605,2110,2372,4478,2288,2632,4923,1758,1803,3553,2065,2287,4351,2011,2171,4179,4527,3288,7817,4505,3316,7817,4637,3421,8055,2147,5921,8068,2338,6991,9332,2493,7541,10034,2564,9685,12249,3045,11039,14079,4331,14461,18790,911,783,1696,1032,890,1923,830,820,1653,2288,1793,4072,2313,2020,4336,2487,2475,4961,1633,1040,2673,2709,1687,4397,2819,1960,4778,53754,49126,102881,53895,52252,106144,57860,57810,115668
307,7730,3479,11207,7727,3362,11094,7504,3408,10907,1511,264,1773,1193,192,1382,1098,210,1306,3166,1035,4200,2533,927,3462,2542,1028,3572,709,118,823,797,139,939,802,201,1004,3755,574,4326,3631,588,4218,3821,667,4488,1157,508,1664,988,442,1430,850,432,1285,2261,3456,5722,2023,3009,5028,1914,3158,5069,995,2168,3158,1085,1978,3065,1200,2108,3310,2231,630,2863,1936,623,2556,1903,651,2556,143,148,295,108,145,255,91,93,186,203,505,712,182,440,625,165,439,608,233,298,540,263,305,569,223,273,493,677,954,1630,578,1052,1635,631,1027,1656,336,508,840,381,756,1139,453,735,1184,1844,1110,2958,1793,1204,2997,1664,1186,2846,819,3138,3956,897,3545,4444,900,3767,4659,714,4411,5120,747,4507,5250,946,5527,6473,169,150,312,167,180,351,168,182,350,1137,754,1894,1181,803,1982,1239,881,2120,923,577,1500,1564,881,2441,1744,1042,2784,30704,24800,55506,29790,25076,54864,29853,27014,56863
308,3041,1563,4601,3255,1727,4980,3160,1747,4905,7707,1135,8845,7527,1016,8535,7403,1412,8812,7809,1911,9715,5644,1459,7109,5731,1774,7505,1874,575,2455,1930,604,2532,2024,660,2690,8273,1575,9849,6797,1238,8031,7568,1508,9075,2129,864,2989,1737,654,2389,1730,662,2392,3277,6508,9780,3256,6080,9338,3437,5827,9263,2243,4386,6631,2410,4181,6593,2750,4464,7211,4825,1317,6143,4317,1393,5712,4161,1456,5614,273,296,571,299,228,530,223,160,374,425,982,1405,338,770,1106,291,697,989,691,901,1584,652,822,1473,561,751,1310,2526,1991,4516,2044,1797,3844,1513,1812,3317,1047,1383,2433,1211,1587,2796,1550,1670,3221,2863,2510,5376,2873,2536,5404,3122,2787,5910,1878,5885,7761,1868,6891,8761,1931,7620,9548,1567,7872,9434,1813,8439,10244,2385,10918,13304,292,337,623,353,391,746,337,432,767,2292,1654,3941,2217,1762,3976,2266,1994,4262,1584,884,2469,2257,1295,3550,2581,1553,4129,56606,44521,101128,52784,44871,97657,54707,49892,104599
309,692,362,1056,953,548,1504,962,608,1574,1429,266,1695,1662,230,1889,1948,319,2269,13253,4705,17960,10449,3900,14347,11507,4612,16117,1418,384,1804,1309,286,1591,1764,421,2184,23125,3719,26839,26597,4106,30705,30269,5439,35707,5622,3207,8827,4144,2310,6456,4240,2473,6714,11966,17205,29175,12506,17303,29811,13570,18605,32173,9987,12890,22875,11537,14251,25788,12698,15133,27833,6857,2320,9179,7486,2581,10064,8600,2745,11344,2129,1880,4010,2363,1786,4144,2411,1727,4138,2878,3748,6630,3051,3749,6802,3755,4357,8103,3103,3389,6491,3781,4088,7870,3815,4208,8026,7821,7171,14991,8425,7933,16362,10447,10201,20648,4443,4984,9427,5146,6417,11564,5580,6696,12276,5874,4494,10363,6445,5028,11473,7235,5826,13059,5151,11905,17053,6157,15664,21819,6944,18987,25930,5589,20764,26358,7266,25813,33077,10615,36052,46663,3598,3378,6978,4116,3758,7872,4598,4359,8954,5044,4585,9634,5363,5258,10622,6208,6643,12846,3622,2716,6339,7955,5170,13124,9334,6551,15884,123596,114093,237684,136716,130173,266887,156485,155962,312444
310,1640,867,2505,1912,1032,2944,1940,1095,3030,967,265,1235,1034,245,1279,1181,249,1431,12530,4145,16680,9680,3466,13142,10740,4038,14778,1250,360,1610,1280,393,1673,1639,499,2141,8195,1148,9346,9658,1311,10967,10968,1776,12745,3675,1758,5429,3144,1366,4505,3193,1480,4671,5363,7620,12987,5866,7831,13703,6772,8576,15349,2424,4099,6524,3062,4656,7717,3929,5535,9457,6595,1595,8197,7061,1815,8876,7880,2212,10092,645,471,1117,825,547,1367,723,471,1190,924,1965,2887,1094,2108,3203,1351,2330,3681,762,938,1703,931,1189,2119,1051,1116,2165,3167,2842,6013,3304,3100,6406,4462,3870,8335,1740,1912,3649,2152,2442,4595,2615,2992,5617,6141,4513,10649,6431,4621,11051,7372,5615,12989,2436,6441,8879,2932,8383,11310,3296,10263,13560,2692,11767,14456,3274,14106,17377,4998,19360,24362,577,528,1108,726,691,1411,818,832,1653,2621,2142,4763,2957,2684,5642,3507,3475,6980,1875,1093,2971,4429,2241,6665,5520,3050,8571,66219,56483,122702,71746,64219,135969,83952,78847,162797
311,787,535,1326,1017,646,1662,900,625,1524,736,232,968,761,183,953,890,216,1099,13265,4575,17838,9737,3522,13261,10246,3980,14227,1075,319,1391,1026,312,1341,1325,364,1687,12793,2083,14880,14246,2114,16362,16359,2747,19108,4643,2341,6985,3663,1696,5356,3668,1818,5494,6218,8878,15103,5930,8421,14351,6889,8881,15765,2508,4355,6863,2856,4526,7380,3402,5297,8697,7223,2209,9433,7786,2261,10045,8663,2593,11252,758,596,1350,805,581,1384,790,461,1250,1021,2074,3093,1019,1955,2979,1107,2080,3184,900,1049,1941,1082,1308,2391,1028,1269,2298,2989,3019,6008,2976,3055,6029,3511,3343,6854,2197,2313,4508,2283,2724,5008,2577,3114,5697,3462,3629,7097,3597,3578,7172,3940,3930,7868,2145,6428,8573,2488,7861,10348,2676,9225,11903,2394,11625,14018,2776,12925,15704,3939,17387,21321,709,771,1483,782,875,1658,919,917,1836,3348,2420,5768,3454,2633,6094,4026,3065,7093,2371,1464,3829,5205,2619,7829,5927,3327,9255,71535,60924,132463,73495,63819,137310,82776,74628,157407
312,2899,1247,4142,3027,1322,4351,2836,1343,4179,10482,1769,12246,9700,1595,11297,9790,2448,12242,5275,1397,6673,3346,999,4343,3358,1135,4496,586,162,744,586,151,732,653,205,854,6929,1308,8240,4597,854,5450,5722,1239,6957,2254,886,3136,1747,609,2354,1892,809,2701,2583,5523,8102,2358,4903,7265,2477,4967,7441,2239,4201,6442,2524,3910,6426,2741,4471,7207,4140,1328,5472,3696,1263,4965,3718,1397,5117,214,278,489,177,223,398,130,156,283,278,767,1044,207,660,861,217,587,801,716,792,1507,540,687,1225,576,754,1332,1623,1755,3379,1273,1514,2790,1467,1722,3191,938,1415,2352,1093,1584,2684,1505,1762,3262,1677,1553,3235,1676,1576,3253,1716,1696,3412,916,3759,4675,1045,4509,5556,1044,4968,6014,825,5627,6452,1016,6123,7142,1445,8274,9718,221,239,454,262,363,621,252,388,640,2478,1472,3948,2063,1424,3484,2240,1724,3964,1351,792,2140,2011,1176,3182,2276,1456,3726,48614,36269,84879,42939,35449,78387,46057,41492,87547
313,976,701,1679,1358,1017,2376,1514,1188,2702,787,165,946,901,161,1061,1146,219,1361,7569,2349,9913,5332,1881,7214,5996,2082,8077,963,247,1207,976,225,1199,1124,325,1454,8542,1200,9742,9835,1327,11163,11207,1727,12934,2284,1164,3444,1709,786,2498,1836,837,2668,4222,6516,10738,4220,6339,10559,4609,6601,11207,2130,3472,5607,2460,3618,6078,2919,4277,7190,4657,1426,6083,4673,1452,6127,4897,1591,6481,527,378,902,581,327,911,499,310,812,619,1194,1813,669,1132,1799,813,1396,2209,714,845,1565,783,989,1764,764,984,1746,1900,1997,3891,1914,2050,3966,2350,2424,4775,1467,1430,2896,1570,1812,3382,1801,2186,3986,2841,2564,5408,2838,2487,5321,3175,2768,5946,1483,4148,5629,1696,5398,7091,1880,6529,8407,1955,9578,11535,2058,10641,12701,3071,14506,17576,494,455,953,588,590,1173,584,619,1207,2171,1590,3762,2274,1776,4045,2483,2170,4649,1350,906,2254,3123,1658,4787,3506,2051,5555,47644,42329,89973,49563,45661,95217,56160,54794,110957
314,181,106,284,252,167,416,290,189,483,737,234,975,852,203,1055,986,256,1238,5869,1891,7760,4412,1496,5908,4457,1624,6082,964,315,1281,879,273,1153,1075,361,1432,6786,1091,7874,8221,1206,9423,9180,1568,10745,2244,1135,3380,1862,917,2777,1909,904,2818,4065,5452,9520,4459,5806,10269,4937,6098,11032,1871,2517,4393,2354,3162,5508,2867,3740,6609,3946,1368,5319,4231,1448,5680,4668,1585,6255,758,447,1208,841,453,1298,836,404,1243,1240,1853,3098,1300,1901,3197,1561,2133,3689,675,798,1473,713,882,1597,731,890,1618,3341,2788,6130,3471,2987,6456,4295,3534,7833,1352,1396,2748,1483,1681,3166,1702,1749,3450,4239,3184,7424,4631,3363,7991,4733,3608,8337,1816,4814,6636,2135,6356,8499,2276,7324,9603,2121,8748,10872,2549,10341,12893,3671,14203,17874,520,588,1110,688,722,1407,777,844,1617,2001,1563,3563,2226,1850,4071,2429,2196,4621,1007,653,1664,2535,1369,3906,2797,1724,4527,45735,40953,86688,50088,46581,96672,56174,54929,111110
