SA4_CODE_2021,C16_5_9_Indig_st_ns_P,C16_5_9_Tot_M,C16_5_9_Tot_F,C16_5_9_Tot_P,C16_10_14_Indigen_M,C16_10_14_Indigen_F,C16_10_14_Indigen_P,C16_10_14_NonInd_M,C16_10_14_NonInd_F,C16_10_14_NonInd_P,C16_10_14_Ind_st_ns_M,C16_10_14_Ind_st_ns_F,C16_10_14_Ind_st_ns_P,C16_10_14_Tot_M,C16_10_14_Tot_F,C16_10_14_Tot_P,C16_15_19_Indigen_M,C16_15_19_Indigen_F,C16_15_19_Indigen_P,C16_15_19_NonInd_M,C16_15_19_NonInd_F,C16_15_19_NonInd_P,C16_15_19_Ind_st_ns_M,C16_15_19_Ind_st_ns_F,C16_15_19_Ind_st_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Indigen_M,C16_20_24_Indigen_F,C16_20_24_Indigen_P,C16_20_24_NonInd_M,C16_20_24_NonInd_F,C16_20_24_NonInd_P,C16_20_24_Ind_st_ns_M,C16_20_24_Ind_st_ns_F,C16_20_24_Ind_st_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Indigen_M,C16_25_29_Indigen_F,C16_25_29_Indigen_P,C16_25_29_NonInd_M,C16_25_29_NonInd_F,C16_25_29_NonInd_P,C16_25_29_Ind_st_ns_M,C16_25_29_Ind_st_ns_F,C16_25_29_Ind_st_ns_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Indigen_M,C16_30_34_Indigen_F,C16_30_34_Indigen_P,C16_30_34_NonInd_M,C16_30_34_NonInd_F,C16_30_34_NonInd_P,C16_30_34_Ind_st_ns_M,C16_30_34_Ind_st_ns_F,C16_30_34_Ind_st_ns_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Indigen_M,C16_35_39_Indigen_F,C16_35_39_Indigen_P,C16_35_39_NonInd_M,C16_35_39_NonInd_F,C16_35_39_NonInd_P,C16_35_39_Ind_st_ns_M,C16_35_39_Ind_st_ns_F,C16_35_39_Ind_st_ns_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Indigen_M,C16_40_44_Indigen_F,C16_40_44_Indigen_P,C16_40_44_NonInd_M,C16_40_44_NonInd_F,C16_40_44_NonInd_P,C16_40_44_Ind_st_ns_M,C16_40_44_Ind_st_ns_F,C16_40_44_Ind_st_ns_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Indigen_M,C16_45_49_Indigen_F,C16_45_49_Indigen_P,C16_45_49_NonInd_M,C16_45_49_NonInd_F,C16_45_49_NonInd_P,C16_45_49_Ind_st_ns_M,C16_45_49_Ind_st_ns_F,C16_45_49_Ind_st_ns_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Indigen_M,C16_50_54_Indigen_F,C16_50_54_Indigen_P,C16_50_54_NonInd_M,C16_50_54_NonInd_F,C16_50_54_NonInd_P,C16_50_54_Ind_st_ns_M,C16_50_54_Ind_st_ns_F,C16_50_54_Ind_st_ns_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Indigen_M,C16_55_59_Indigen_F,C16_55_59_Indigen_P,C16_55_59_NonInd_M,C16_55_59_NonInd_F,C16_55_59_NonInd_P,C16_55_59_Ind_st_ns_M,C16_55_59_Ind_st_ns_F,C16_55_59_Ind_st_ns_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Indigen_M,C16_60_64_Indigen_F,C16_60_64_Indigen_P,C16_60_64_NonInd_M,C16_60_64_NonInd_F,C16_60_64_NonInd_P,C16_60_64_Ind_st_ns_M,C16_60_64_Ind_st_ns_F,C16_60_64_Ind_st_ns_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_over_Indigen_M,C16_65_over_Indigen_F,C16_65_over_Indigen_P,C16_65over_NonInd_M,C16_65over_NonInd_F,C16_65over_NonInd_P,C16_65over_Indig_st_ns_M,C16_65over_Indig_st_ns_F,C16_65over_Indig_st_ns_P,C16_65_over_Tot_M,C16_65_over_Tot_F,C16_65_over_Tot_P,C16_Tot_Indig_M,C16_Tot_Indig_F,C16_Tot_Indig_P,C16_Tot_NonInd_M,C16_Tot_NonInd_F,C16_Tot_NonInd_P,C16_Tot_Indig_st_ns_M,C16_Tot_Indig_st_ns_F,C16_Tot_Indig_st_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Indig_M,C21_0_4_Indig_F,C21_0_4_Indig_P,C21_0_4_NonInd_M,C21_0_4_NonInd_F,C21_0_4_NonInd_P,C21_0_4_Indig_st_ns_M,C21_0_4_Indig_st_ns_F,C21_0_4_Indig_st_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_9_Indig_M,C21_5_9_Indig_F,C21_5_9_Indig_P,C21_5_9_NonInd_M,C21_5_9_NonInd_F,C21_5_9_NonInd_P,C21_5_9_Indig_st_ns_M,C21_5_9_Indig_st_ns_F,C21_5_9_Indig_st_ns_P,C21_5_9_Tot_M,C21_5_9_Tot_F,C21_5_9_Tot_P,C21_10_14_Indigen_M,C21_10_14_Indigen_F,C21_10_14_Indigen_P,C21_10_14_NonInd_M,C21_10_14_NonInd_F,C21_10_14_NonInd_P,C21_10_14_Ind_st_ns_M,C21_10_14_Ind_st_ns_F,C21_10_14_Ind_st_ns_P,C21_10_14_Tot_M,C21_10_14_Tot_F,C21_10_14_Tot_P,C21_15_19_Indigen_M,C21_15_19_Indigen_F,C21_15_19_Indigen_P,C21_15_19_NonInd_M
304,349,6315,5793,12107,88,83,179,5880,5199,11083,167,159,326,6141,5444,11584,124,112,231,6507,6597,13098,213,217,427,6842,6921,13758,111,110,224,7823,7625,15449,357,398,756,8298,8127,16421,74,43,113,5282,5136,10410,245,260,504,5593,5434,11030,53,46,93,5084,5387,10473,253,230,488,5386,5664,11054,55,53,109,5323,5939,11264,237,201,438,5615,6187,11805,46,48,92,5931,6601,12529,267,212,479,6243,6865,13102,38,58,98,5793,6362,12160,252,213,463,6081,6638,12717,47,35,79,5090,5595,10684,215,207,429,5353,5841,11192,22,22,44,4558,5051,9613,207,178,383,4787,5257,10045,31,22,50,4050,4460,8513,165,148,312,4244,4629,8874,26,40,63,10813,13253,24063,404,508,911,11238,13796,25040,871,827,1693,83162,87539,170698,3330,3262,6589,87360,91630,178989,99,91,192,4832,4416,9249,96,83,178,5027,4591,9619,103,96,202,6293,6074,12365,111,113,223,6511,6283,12790,130,127,256,7083,6369,13454,91,119,209,7307,6618,13921,138,148,291,7074
305,604,5902,5722,11617,79,75,160,5360,5096,10457,280,259,542,5724,5429,11152,104,139,244,6094,6572,12664,349,430,781,6542,7144,13687,177,187,366,11908,13231,25131,1055,1038,2093,13145,14448,27592,161,167,329,14033,14111,28148,1365,1323,2689,15565,15603,31166,126,100,225,12378,11776,24155,1181,1035,2224,13688,12917,26601,102,80,184,9088,8908,17992,859,700,1558,10050,9685,19733,102,80,185,8230,8318,16549,713,618,1329,9054,9015,18066,98,95,187,7838,7723,15563,761,556,1318,8699,8373,17069,77,63,142,6817,6620,13439,645,504,1146,7540,7189,14731,49,47,94,5759,5729,11487,522,438,958,6327,6210,12538,43,42,84,4684,4763,9441,487,439,926,5213,5246,10458,45,72,122,9981,11588,21572,994,1156,2152,11020,12822,23844,1306,1268,2572,113364,115229,228595,9914,9128,19042,124584,125625,250208,106,122,224,5861,5701,11568,197,176,370,6165,5991,12156,109,97,208,6069,6078,12145,200,186,381,6374,6350,12732,90,122,208,6559,6406,12962,199,188,389,6850,6712,13559,154,189,333,7400
306,1319,8699,7999,16704,1417,1430,2844,6141,5804,11942,623,631,1250,8179,7859,16036,1238,1179,2417,5607,5280,10892,574,567,1144,7419,7033,14450,889,981,1874,5025,4920,9945,660,626,1281,6573,6526,13104,708,883,1591,5563,6047,11606,742,784,1527,7016,7701,14716,635,775,1410,5959,6506,12460,769,725,1495,7368,8007,15373,597,759,1359,5824,6643,12469,664,692,1358,7085,8092,15178,644,782,1427,6603,7314,13920,754,760,1510,8000,8858,16862,562,759,1320,7038,7441,14481,805,742,1548,8404,8951,17351,549,610,1160,7163,7350,14511,824,733,1553,8536,8693,17223,417,563,981,7132,7107,14243,779,730,1508,8333,8398,16727,337,410,746,6521,6390,12907,701,621,1316,7554,7420,14972,461,693,1148,16124,15676,31799,1792,1830,3624,18372,18203,36573,11434,12526,23956,96838,97733,194576,10988,10667,21656,119263,120925,240190,1385,1348,2729,4956,4721,9674,548,495,1036,6887,6562,13444,1493,1467,2962,6056,5687,11747,666,631,1298,8222,7783,16004,1742,1596,3343,6609,6197,12806,738,649,1382,9083,8448,17531,1388,1372,2759,5759
307,687,4677,4465,9148,431,384,812,3687,3385,7072,356,252,607,4478,4021,8493,353,324,678,3380,2983,6365,300,266,564,4035,3572,7609,218,279,501,2864,2652,5516,272,244,519,3359,3177,6537,188,204,393,2874,2888,5765,382,269,660,3448,3365,6816,154,204,363,2925,3157,6077,346,251,595,3420,3620,7035,141,189,332,2836,3065,5904,299,293,598,3287,3547,6834,142,184,328,3282,3484,6765,352,310,663,3778,3979,7753,169,184,358,3668,3630,7305,395,352,745,4234,4174,8410,171,157,331,3753,3707,7465,376,332,704,4298,4194,8500,135,161,303,3835,3818,7651,423,351,770,4390,4329,8722,107,105,209,3725,3547,7277,365,331,696,4191,3987,8176,182,196,378,10566,10757,21325,1122,1179,2302,11873,12134,24007,3364,3485,6846,54702,53964,108671,5645,5124,10767,63707,62574,126286,528,537,1060,3028,2775,5803,292,261,552,3850,3572,7421,615,566,1182,3366,3239,6606,327,351,682,4305,4162,8467,616,592,1209,3622,3479,7102,410,388,800,4648,4461,9109,434,434,867,3119
308,1138,8516,8081,16595,760,740,1506,6694,6119,12815,551,512,1067,8003,7382,15384,662,681,1336,6126,5610,11734,493,556,1048,7275,6846,14122,567,523,1086,5804,5471,11271,571,549,1119,6939,6535,13481,451,414,866,6116,6399,12514,702,511,1220,7270,7328,14596,360,388,748,6642,6760,13401,720,573,1297,7727,7718,15443,342,316,651,6189,6153,12338,707,502,1211,7231,6969,14199,339,376,714,6424,6447,12876,721,534,1257,7487,7361,14845,296,372,669,6736,6574,13310,813,545,1365,7846,7492,15341,286,332,619,6878,6710,13590,798,616,1414,7963,7660,15624,218,226,443,6647,6241,12887,743,549,1289,7607,7016,14625,137,145,287,5697,5072,10767,540,397,943,6375,5611,11992,238,277,516,12636,13304,25940,1151,1250,2406,14028,14836,28859,6292,6383,12672,96298,94041,190336,9704,8199,17908,112293,108626,220914,1085,951,2042,5750,5567,11316,413,403,811,7250,6922,14167,1038,994,2033,6652,6497,13153,531,525,1054,8222,8018,16237,1052,950,2000,7102,6723,13830,579,508,1089,8738,8181,16912,843,818,1655,6114
309,2126,18343,17435,35779,494,492,984,15968,15046,31016,1032,1014,2044,17496,16552,34051,506,518,1027,16138,15714,31852,1049,1098,2151,17699,17335,35029,454,441,896,16720,17234,33956,1432,1493,2921,18605,19165,37778,367,362,727,16713,17866,34581,1584,1578,3165,18659,19802,38469,305,327,635,17148,18322,35469,1475,1433,2909,18927,20084,39011,253,285,535,16721,18067,34790,1333,1260,2590,18311,19612,37921,245,256,498,17921,19388,37313,1382,1306,2683,19546,20958,40501,256,268,524,17518,19251,36765,1423,1374,2797,19194,20893,40090,225,249,471,16410,17744,34148,1308,1304,2605,17938,19286,37226,192,201,393,15018,17066,32085,1280,1281,2559,16488,18548,35039,119,144,263,13550,15119,28667,1130,1216,2347,14800,16476,31274,162,244,404,40494,46084,86577,3361,3862,7226,44014,50190,94202,4637,4867,9507,252582,267617,520191,19949,20351,40296,277161,292836,569993,774,701,1476,16114,15008,31122,817,806,1630,17703,16518,34220,683,737,1418,17995,17066,35072,1024,944,1967,19706,18751,38457,760,717,1476,18731,17817,36550,1061,907,1966,20552,19439,39994,653,666,1323,17414
310,1584,12842,12238,25078,822,734,1556,10129,9688,19813,669,639,1314,11623,11064,22680,740,734,1479,9995,9264,19257,673,634,1308,11408,10634,22044,680,569,1250,9812,9704,19513,794,797,1588,11283,11070,22354,497,458,950,10022,10506,20525,738,840,1580,11260,11802,23063,434,398,834,10578,11266,21842,811,827,1637,11822,12490,24307,333,332,666,9765,9900,19663,690,655,1349,10783,10893,21677,358,346,707,9896,10143,20034,722,692,1415,10979,11180,22161,308,320,626,9714,9953,19670,724,703,1423,10743,10978,21716,244,287,529,9139,9344,18485,630,655,1288,10010,10292,20297,200,218,419,8361,8410,16775,580,588,1173,9151,9218,18362,152,157,303,7020,7108,14122,567,523,1096,7734,7785,15516,203,254,460,16796,18734,35532,1310,1491,2801,18310,20483,38793,6648,6341,12986,143549,145235,288780,10616,10685,21298,160809,162259,323065,1104,1021,2125,11651,10820,22475,652,580,1237,13411,12418,25834,1095,1035,2131,12443,11744,24192,778,678,1453,14313,13455,27776,1169,1082,2255,12172,11379,23555,726,717,1442,14070,13182,27255,971,922,1892,10617
311,1410,12640,12162,24799,663,631,1292,10292,9728,20016,652,646,1293,11606,11004,22602,592,552,1141,10218,9639,19856,672,649,1319,11481,10838,22320,436,509,949,9942,9472,19418,693,685,1380,11071,10672,21738,380,398,778,9508,10017,19526,656,737,1397,10546,11153,21694,277,321,602,9954,10496,20449,672,675,1349,10904,11490,22399,254,288,533,9638,10031,19673,623,598,1220,10513,10913,21429,247,300,545,9653,10055,19705,648,659,1308,10546,11019,21563,249,271,522,9351,9953,19306,654,670,1330,10260,10901,21160,180,234,411,8760,9356,18118,648,617,1262,9584,10207,19793,165,170,336,8282,8800,17087,543,586,1129,8992,9552,18547,105,134,242,7234,7708,14942,520,539,1061,7862,8379,16243,153,179,336,17139,18987,36124,1303,1355,2654,18595,20517,39113,5121,5424,10540,141853,145322,287172,9756,9828,19587,156727,160572,317297,1056,983,2041,11209,10840,22046,798,800,1593,13056,12623,25678,1008,988,1998,11981,11341,23325,985,932,1917,13976,13264,27236,922,968,1890,12050,11576,23623,989,811,1800,13956,13357,27311,836,806,1636,10860
312,930,6352,5978,12329,461,503,963,4825,4493,9318,403,368,775,5695,5366,11054,384,442,828,4341,4020,8364,408,352,763,5136,4817,9950,326,313,644,4162,4189,8355,594,526,1119,5083,5031,10116,272,285,550,4890,5112,10000,836,624,1460,5998,6016,12018,250,261,512,5291,5441,10731,902,537,1445,6447,6238,12692,214,241,455,4896,4770,9662,782,450,1232,5895,5459,11351,210,213,423,5095,5124,10225,779,476,1259,6082,5821,11901,203,236,435,5329,5110,10437,780,470,1253,6310,5817,12128,175,213,395,5379,5150,10526,816,481,1301,6368,5848,12222,149,166,313,5213,4817,10025,722,411,1134,6085,5394,11477,131,140,263,4419,3932,8351,517,348,869,5065,4424,9485,170,182,350,9419,9478,18903,1017,897,1915,10602,10561,21169,4018,4268,8292,73634,71412,145047,9515,6836,16351,87169,82522,169688,681,607,1288,4610,4315,8927,403,359,764,5697,5278,10972,683,622,1308,5094,4800,9891,478,476,952,6253,5897,12154,666,628,1293,5271,4906,10181,512,459,967,6452,5992,12441,514,537,1049,4425
313,956,8231,7850,16082,536,453,988,6997,6615,13615,406,402,808,7937,7470,15412,499,434,932,6732,6475,13205,416,391,809,7648,7304,14945,393,362,753,6120,5979,12098,398,392,795,6913,6729,13646,292,281,577,5718,5889,11606,365,407,772,6374,6578,12954,249,251,504,5881,6255,12145,413,412,828,6541,6931,13473,200,248,444,5837,6405,12241,379,422,796,6414,7064,13481,223,262,489,6794,7216,14013,471,470,942,7490,7948,15439,199,246,446,6983,7618,14605,477,429,905,7661,8290,15952,181,191,370,6960,7450,14408,481,437,922,7615,8086,15698,128,179,307,6602,7218,13816,458,424,884,7193,7821,15011,116,148,264,6405,7149,13554,432,504,932,6956,7796,14751,162,216,374,19641,22269,41906,1330,1541,2876,21137,24021,45159,4298,4352,8651,104086,109306,213388,6936,7117,14047,115316,120771,236093,691,701,1392,6190,5885,12074,353,338,692,7233,6922,14159,769,730,1497,7071,6796,13870,444,443,890,8289,7970,16254,715,716,1441,7812,7339,15154,483,471,952,9011,8535,17544,605,573,1178,7126
314,619,8131,7621,15747,235,241,471,6748,6482,13238,239,260,501,7220,6987,14208,193,241,434,6205,5881,12095,219,226,441,6623,6352,12970,212,209,418,5687,5685,11374,261,266,522,6168,6155,12320,146,177,321,5536,5887,11424,328,308,638,6008,6377,12386,113,127,249,6080,6903,12980,333,324,664,6534,7358,13891,104,123,230,6432,6920,13353,332,261,586,6868,7310,14174,98,130,228,6921,7463,14380,319,279,596,7334,7873,15211,81,109,194,6699,7007,13708,329,269,606,7116,7388,14502,77,79,157,5697,6063,11761,280,236,517,6054,6383,12439,63,62,127,5005,5364,10369,249,229,477,5314,5661,10970,33,40,75,4273,4467,8737,180,209,392,4483,4716,9199,57,67,123,9796,11203,21000,544,631,1181,10394,11907,22304,1957,2155,4105,89598,92890,182488,4261,4107,8368,95816,99154,194963,426,397,827,6905,6297,13207,216,213,423,7548,6904,14455,458,395,849,7804,7205,15013,250,252,506,8510,7848,16365,381,327,712,8044,7425,15468,227,254,477,8658,8005,16661,305,297,601,6924
315,445,3314,3221,6534,1385,1353,2740,1259,1154,2411,208,197,402,2848,2705,5554,1212,1149,2361,1141,941,2084,183,170,350,2534,2259,4798,1225,1178,2399,1417,1346,2767,237,206,444,2877,2732,5611,1054,1046,2099,1867,1764,3630,319,285,601,3236,3098,6334,841,846,1684,1765,1827,3595,278,249,528,2886,2925,5810,790,795,1580,1602,1448,3052,257,198,451,2642,2439,5082,798,774,1570,1624,1520,3146,208,194,405,2633,2490,5119,762,762,1520,1667,1567,3237,260,229,485,2693,2548,5242,627,689,1318,1940,1718,3654,269,224,499,2838,2632,5466,513,551,1061,1971,1600,3575,285,218,503,2763,2373,5138,376,411,783,1619,1260,2879,252,182,429,2243,1850,4093,580,664,1252,3503,2789,6293,464,350,813,4551,3805,8351,13340,13221,26557,24439,21840,46282,3682,3176,6860,41461,38240,79702,1357,1311,2672,1492,1331,2820,233,195,434,3085,2840,5926,1488,1424,2910,1445,1380,2822,258,244,496,3192,3042,6230,1479,1283,2762,1172,1140,2308,228,226,457,2874,2645,5525,1221,1135,2352,1092
316,1023,11305,10585,21889,420,389,806,10402,9868,20270,516,509,1028,11342,10770,22106,384,333,712,9517,9344,18855,483,486,965,10383,10154,20543,288,245,538,7733,7748,15484,569,574,1143,8593,8570,17161,206,211,420,7394,7788,15186,544,501,1044,8147,8501,16646,160,202,361,7978,9003,16986,588,504,1090,8725,9709,18438,169,171,340,8698,9513,18209,620,523,1140,9486,10200,19691,186,187,368,10307,11550,21863,705,599,1311,11200,12340,23539,191,206,396,10662,12151,22812,731,670,1401,11584,13024,24606,154,161,308,10411,12356,22769,719,675,1394,11285,13189,24479,131,134,268,10592,11911,22501,700,690,1390,11422,12733,24152,86,97,186,10058,11401,21459,643,682,1325,10784,12180,22967,153,174,326,31686,35805,67495,2134,2540,4666,33967,38523,72488,3278,3231,6501,154116,166092,320215,9916,9891,19808,167307,179216,346518,425,441,863,8963,8408,17370,398,312,709,9783,9164,18947,524,495,1023,10823,10288,21111,541,532,1073,11888,11319,23208,525,530,1055,12108,11400,23504,596,541,1132,13220,12469,25693,529,497,1023,10750
317,527,5253,5232,10482,353,405,753,4507,4390,8897,264,276,548,5125,5070,10196,346,324,671,4487,4447,8932,320,320,639,5155,5090,10239,249,237,485,4446,4479,8924,386,319,702,5074,5038,10114,184,172,353,4436,4528,8966,325,293,618,4946,4996,9934,157,170,331,4188,4408,8595,300,271,570,4645,4854,9503,132,147,282,3794,4066,7863,279,232,509,4206,4453,8661,145,186,329,4002,4341,8345,299,286,584,4442,4817,9262,125,150,276,4149,4633,8781,301,295,599,4580,5077,9661,105,118,228,4018,4422,8437,284,282,565,4409,4815,9230,72,94,173,4084,4473,8560,297,273,570,4457,4840,9298,58,72,130,3550,3954,7499,262,274,532,3861,4300,8159,97,110,208,10210,12722,22929,850,1199,2041,11158,14025,25180,2809,2976,5780,64729,69469,134198,4706,4834,9532,72234,77279,149513,474,468,941,4192,4105,8303,189,180,368,4853,4753,9603,463,433,901,4774,4458,9235,214,195,404,5457,5083,10538,517,524,1044,5234,4998,10231,212,207,415,5966,5724,11696,390,465,853,4896
318,929,7954,7675,15633,1130,1030,2158,6259,5967,12220,405,397,809,7790,7398,15183,1052,926,1981,6723,6338,13061,529,478,1007,8311,7744,16049,837,827,1660,7561,7132,14698,939,598,1534,9342,8548,17896,636,656,1290,6817,6798,13614,717,523,1246,8174,7976,16145,558,600,1162,6433,6868,13299,647,515,1161,7636,7983,15624,467,495,964,5935,6352,12285,544,470,1010,6942,7322,14264,478,524,1008,6429,6765,13186,619,452,1073,7524,7742,15269,429,494,923,6523,6816,13343,588,515,1104,7545,7826,15371,349,403,752,6347,6611,12966,592,504,1102,7291,7522,14816,303,327,627,6233,6310,12548,567,479,1048,7107,7115,14226,217,249,465,5474,5423,10895,461,444,905,6152,6113,12266,283,379,666,13598,14498,28097,1230,1340,2568,15112,16218,31332,8986,9026,18013,96893,97761,194659,8789,7574,16366,114671,114358,229033,1129,1107,2237,5416,4766,10178,399,392,796,6945,6269,13210,1229,1181,2417,6086,5614,11701,547,483,1030,7864,7278,15144,1297,1290,2590,6297,6034,12334,549,519,1073,8148,7841,15989,1133,1139,2267,5977
319,1186,9285,8550,17828,874,789,1668,7886,7495,15391,595,602,1200,9357,8891,18253,752,734,1487,7196,6736,13932,562,515,1075,8511,7983,16494,551,451,1003,5678,5531,11209,513,470,988,6744,6455,13196,375,392,765,5476,5833,11316,490,485,976,6343,6709,13057,315,359,677,5646,6225,11871,517,446,963,6480,7034,13511,311,331,649,5768,6601,12368,519,444,962,6603,7377,13980,350,397,750,6959,7578,14537,624,577,1206,7926,8560,16487,316,357,680,7679,8463,16144,676,668,1341,8664,9493,18161,331,307,634,8455,9256,17707,788,698,1488,9570,10262,19830,277,282,555,9070,9995,19059,824,735,1562,10168,11010,21179,194,248,441,9531,10131,19664,812,804,1615,10537,11189,21725,348,432,778,31363,31974,63338,2615,2595,5213,34324,35003,69329,6724,6668,13391,124767,128945,253712,10665,10116,20777,142155,145730,287887,902,831,1728,5611,5343,10958,444,401,848,6953,6582,13533,1015,974,1993,7054,6565,13613,542,532,1077,8608,8074,16680,1085,1053,2134,8292,7592,15882,672,587,1258,10052,9223,19279,860,828,1687,7383
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,4,12,0,0,0,3,3,3,0,0,0,6,3,6,0,0,0,4,5,6,0,0,0,4,5,6,0,0,0,3,5,4,0,0,0,3,5,4,0,0,0,5,0,5,0,0,0,9,0,9,0,0,0,5,7,7,0,0,0,5,5,6,0,0,0,8,9,9,0,0,0,8,9,9,0,0,0,3,4,11,0,0,0,10,4,12,0,0,0,5,12,17,0,0,0,5,10,16,0,0,0,8,4,10,0,0,0,8,3,11,0,0,0,21,23,45,0,7,9,26,31,55,0,5,5,61,71,128,3,12,13,69,83,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,43,148,140,291,7,12,22,81,67,147,17,8,26,105,95,200,28,28,49,155,152,305,26,19,52,210,200,408,28,37,70,437,439,882,88,93,184,562,573,1130,57,25,82,538,507,1039,121,96,217,716,631,1348,40,26,67,438,299,737,93,54,148,568,373,941,50,33,85,357,196,552,72,30,109,482,256,737,70,36,106,333,187,520,85,35,119,487,256,741,63,26,82,325,231,563,72,40,108,456,297,750,47,28,75,384,317,702,85,53,132,517,390,913,17,19,36,396,490,880,76,85,163,492,592,1081,21,8,30,540,544,1088,99,80,179,659,637,1297,22,9,33,1164,821,1986,179,133,313,1365,968,2335,488,309,801,5387,4499,9883,1060,769,1829,6939,5576,12515,52,43,96,197,155,344,34,35,68,277,229,504,32,44,75,206,177,383,27,25,56,260,249,509,34,33,70,155,143,302,24,27,52,219,207,424,55,43,98,177
401,606,8228,7985,16216,81,88,164,7916,7506,15421,293,275,566,8285,7872,16155,107,116,220,8891,8614,17503,369,365,735,9361,9094,18459,95,94,189,10321,10167,20490,542,519,1062,10957,10782,21740,88,59,150,8969,8852,17816,526,476,1003,9584,9388,18976,65,55,122,8288,8702,16992,475,448,923,8833,9200,18034,57,48,115,8051,8616,16668,443,364,805,8553,9029,17584,55,54,107,8717,9293,18008,434,369,801,9204,9716,18911,52,68,112,9302,9882,19180,513,415,934,9863,10359,20225,39,51,90,9075,9398,18474,506,432,938,9619,9879,19503,41,40,84,8526,9353,17882,469,455,926,9036,9851,18889,38,31,74,7712,8489,16202,434,434,872,8190,8956,17145,45,49,93,22331,28216,50547,1276,1624,2899,23650,29893,53540,932,925,1855,132851,141222,274074,6898,6721,13624,140680,148866,289548,81,94,180,7072,6682,13753,195,175,368,7353,6954,14304,110,92,202,8506,7911,16420,221,211,434,8835,8218,17050,97,122,217,8856,8646,17499,216,209,423,9160,8979,18139,113,142,254,8876
402,1252,14376,13781,28160,482,451,937,12000,11292,23290,632,524,1155,13106,12276,25384,477,451,927,12645,11843,24482,542,578,1122,13665,12868,26528,380,404,774,14117,13087,27205,662,585,1249,15151,14079,29230,325,387,711,13829,14351,28182,720,707,1428,14877,15440,30318,271,284,561,15015,15264,30275,782,733,1516,16066,16282,32351,214,230,447,13465,13099,26559,687,599,1287,14370,13925,28296,196,249,442,12873,12746,25622,679,557,1231,13749,13550,27298,178,237,417,13062,13168,26238,661,608,1262,13903,14013,27912,157,209,369,12724,13192,25910,664,627,1291,13537,14028,27563,137,173,309,11739,12283,24018,651,613,1260,12524,13069,25590,99,119,221,9953,10849,20801,516,532,1043,10571,11498,22063,142,180,319,27003,32211,59209,1580,2045,3628,28724,34433,63157,4214,4416,8631,195250,199068,394311,10136,10003,20145,209604,213481,423084,732,626,1359,13684,12732,26416,480,492,976,14898,13852,28752,719,679,1399,14240,13620,27861,555,581,1131,15513,14870,30385,726,628,1348,13787,12982,26773,584,503,1081,15098,14115,29211,570,504,1076,12738
403,822,10820,10353,21177,249,238,490,9674,9166,18838,344,365,708,10271,9769,20040,242,244,485,10257,9997,20256,387,393,784,10887,10638,21524,195,220,415,10610,10576,21185,497,486,987,11307,11283,22584,153,159,321,9969,10360,20331,503,512,1013,10628,11033,21665,109,130,235,10616,11262,21878,512,510,1024,11236,11898,23136,71,117,189,10250,10974,21224,513,492,1009,10842,11585,22424,113,134,251,10876,11195,22075,502,440,942,11499,11770,23265,98,106,203,10913,11701,22613,531,484,1018,11547,12288,23833,85,95,182,10784,11705,22490,500,465,963,11366,12261,23630,73,90,162,10693,11884,22580,564,560,1126,11330,12536,23867,55,60,114,9955,11166,21118,548,488,1033,10556,11708,22263,75,97,179,27509,33744,61251,1735,2267,4004,29319,36116,65438,2041,2177,4218,162185,172668,334854,8010,8252,16267,172237,183097,355338,305,268,577,9251,8847,18102,247,240,490,9811,9360,19171,313,307,620,10587,9889,20481,313,336,646,11219,10531,21751,327,302,636,10620,10090,20712,334,266,604,11284,10659,21947,292,288,578,10307
