SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
310,32,115,504,923,1731,3048,3214,1987,539,12093,3449,2276,2244,2158,1729,1528,1129,555,120,15177,39,54,123,190,413,1007,1423,1067,271,4579,5,0,9,17,20,66,183,332,198,836,56,148,293,797,1660,2735,2752,1446,297,10186,109,72,144,280,794,1940,2482,1779,567,8160,47,37,69,111,177,333,402,326,136,1643,91,53,71,163,372,854,1132,766,195,3705,1416,2237,2835,2740,2659,2261,1405,518,142,16206,16,14,32,70,185,384,555,411,148,1823,2533,1285,1469,1838,2188,2450,1800,849,277,14687,31262,16634,16742,15289,12128,8045,4119,1434,328,105969,3924,2770,3770,3266,2471,1668,974,539,206,19593,41799,24464,26543,25406,22548,19438,13735,6831,1858,182621,59,214,648,1383,3129,4761,5214,3436,1262,20113,2574,2532,3552,3406,3151,2845,2186,1105,309,21670,37,46,138,368,780,1223,1273,844,263,4980,4,0,4,8,23,51,181,380,414,1075,45,154,402,803,1489,2296,2207,1283,356,9043,76,78,149,253,531,987,1443,1338,689,5534
311,43,124,372,822,1620,2757,3394,2033,534,11693,3466,2092,2269,2176,1742,1429,1139,583,99,14992,32,47,99,205,442,829,1363,1013,249,4278,0,0,4,13,32,57,228,440,250,1032,70,146,300,725,1637,2485,2878,1551,287,10077,91,89,116,268,799,1702,2676,1842,521,8110,43,38,69,113,200,303,478,421,149,1820,94,51,78,141,354,771,1148,869,196,3701,1269,2072,2487,2342,2291,1797,1257,579,180,14281,16,13,40,68,173,366,567,478,142,1852,2353,1279,1401,1671,1997,2166,1876,971,319,14032,30111,16932,16704,14969,12050,8058,4276,1448,231,104785,4494,2592,2624,2464,2181,1609,1007,530,222,17716,40988,24402,24992,23821,21812,18468,14290,7091,1726,177600,38,156,597,1207,2894,4595,5622,3350,1176,19629,2505,2341,3250,3184,3004,2601,2100,1034,284,20317,27,48,153,373,743,1160,1408,815,240,4975,3,4,10,8,22,50,186,486,461,1224,67,136,405,731,1499,2114,2347,1266,318,8881,62,81,118,189,504,1010,1670,1345,674,5655
312,14,44,142,283,658,1382,1633,938,264,5352,1266,700,846,847,730,606,499,205,58,5769,22,16,49,104,220,534,811,477,154,2397,0,3,0,5,13,26,92,161,154,462,21,45,109,253,623,1155,1316,715,144,4369,42,27,48,89,413,950,1371,894,294,4130,16,12,32,45,77,141,211,180,80,791,36,15,35,67,167,452,517,378,92,1763,338,649,795,829,933,875,568,262,91,5330,0,3,7,40,78,150,257,198,78,814,801,391,447,578,796,951,741,321,138,5163,14058,7415,7998,7689,6976,5689,2849,978,192,53847,2058,1689,2551,2350,2413,1980,995,449,136,14621,18395,10749,12604,12539,12753,12347,8433,3855,1032,92710,23,61,202,503,1107,2062,2234,1479,628,8296,881,887,1200,1218,1164,1115,798,372,121,7760,19,24,58,172,320,598,636,340,126,2301,4,3,6,0,3,36,87,232,282,648,34,53,125,215,498,832,843,576,205,3386,30,36,64,100,254,547,736,679,386,2829
313,22,96,316,624,1415,2514,3866,2660,742,12253,2247,1368,1384,1369,1343,1227,1299,660,163,11059,34,38,71,137,330,869,1829,1479,380,5162,9,3,9,3,19,61,239,450,362,1157,41,96,193,422,1078,1935,2751,1741,348,8606,69,55,89,214,661,1675,3078,2511,764,9108,37,37,37,59,143,267,505,498,213,1799,79,36,47,134,332,760,1316,1081,328,4119,1120,1707,1751,1925,2011,1869,1543,735,193,12855,9,8,19,41,145,302,560,545,174,1802,1869,1068,951,1134,1659,2046,2025,1123,371,12246,17594,10240,9089,8702,8759,6745,4625,1846,359,67966,2388,1764,1996,1842,1681,1278,998,605,230,12788,24532,15588,14770,14953,16417,15878,15552,8917,2460,129066,40,138,474,1103,2444,4347,6286,4198,1554,20569,1651,1542,2126,2323,2411,2356,2407,1209,326,16353,18,28,97,265,650,1159,1715,1146,388,5460,3,0,6,4,12,53,199,478,601,1354,36,115,214,475,931,1596,2136,1391,400,7293,44,65,102,162,432,946,1843,1743,856,6195
314,10,57,255,545,975,1360,1693,1035,275,6216,1729,1164,1302,1444,1147,806,595,282,77,8552,25,31,60,145,284,573,884,645,162,2803,0,0,5,8,7,28,117,183,121,471,39,69,156,450,831,1220,1377,733,119,4996,46,27,62,201,513,1035,1608,1081,294,4861,24,22,32,53,102,143,217,212,74,891,64,31,38,94,155,336,463,451,112,1737,807,1390,1650,1714,1539,1014,718,296,79,9210,10,4,11,34,95,166,248,248,64,876,1644,878,858,1140,1373,1272,1036,512,144,8864,19357,10030,9530,10089,8766,5295,2596,916,147,66727,1583,997,1011,998,998,633,430,196,98,6941,24717,14051,14004,15500,14770,10977,8060,3943,926,106946,22,110,320,722,1614,2356,2939,1847,684,10602,1272,1351,1874,2050,1831,1394,1094,505,141,11518,22,33,104,257,569,758,851,573,183,3338,0,0,7,0,5,23,87,253,336,713,45,82,193,380,693,1000,1113,632,177,4316,44,54,78,124,270,534,890,800,388,3184
315,4,13,46,78,204,489,523,296,81,1739,465,240,296,276,234,265,186,84,24,2073,7,6,15,33,63,169,238,149,39,720,0,0,0,0,10,22,48,67,55,202,7,32,72,168,379,635,499,239,44,2073,38,37,40,65,180,435,459,284,66,1612,5,3,16,22,57,86,104,74,27,397,28,5,10,18,54,169,191,123,27,618,85,149,256,221,265,285,181,64,20,1525,0,4,6,7,29,79,94,62,25,306,279,125,141,208,281,404,255,118,56,1869,7012,3870,4203,3204,2896,2338,1192,380,60,25159,1295,929,1370,1076,990,868,469,235,44,7284,9151,5339,6325,5171,5170,5148,3285,1480,326,41390,7,22,61,124,354,681,591,389,127,2362,273,323,461,429,416,432,315,134,31,2812,5,6,22,39,117,204,168,107,29,700,0,6,0,0,4,16,44,71,68,207,13,33,113,242,423,610,455,231,52,2181,30,49,69,87,148,275,230,192,88,1164
316,21,100,306,719,1556,3333,4774,3696,1235,15749,2300,1530,1582,1854,1798,1649,1554,915,250,13428,38,47,90,205,482,1333,2516,2152,674,7550,3,3,3,11,20,78,267,693,557,1638,61,139,141,315,841,1653,2628,1955,509,8241,48,63,87,172,669,1889,3701,3503,1333,11460,40,24,44,81,140,246,446,504,253,1774,74,39,48,109,248,715,1297,1226,415,4168,953,1692,1723,2218,2405,2412,1831,932,328,14509,15,21,27,53,138,351,688,798,360,2459,1803,1098,972,1355,1970,2670,2626,1679,713,14889,27198,15242,14007,15137,15826,12669,9021,3472,746,113303,3009,1992,1920,2202,2489,2042,1596,949,478,16685,34895,21235,20068,22828,25728,25156,23846,13883,4371,192005,43,139,408,1064,2566,5404,7855,5964,2632,26080,1623,1756,2016,2615,2698,2772,2855,1661,586,18581,35,43,121,345,990,1698,2279,1680,596,7783,3,0,3,9,17,62,223,683,1027,2041,62,91,178,303,639,1246,1726,1431,547,6221,69,61,67,141,302,940,2017,2301,1487,7384
317,17,48,158,330,710,1311,1776,1272,467,6086,1388,967,929,860,744,685,540,323,95,6534,16,24,43,95,177,435,799,704,206,2502,3,0,0,4,6,27,98,217,183,547,27,64,109,236,591,963,1268,828,185,4267,31,32,44,96,300,762,1371,1177,435,4253,21,13,22,51,77,139,211,213,92,853,28,14,28,61,138,290,468,394,151,1568,578,1032,1118,1064,1112,1027,733,344,106,7116,12,6,7,29,66,143,246,272,111,878,879,559,549,654,866,995,944,519,181,6154,12480,7422,7282,5971,5085,3886,2360,994,247,45717,1249,942,904,795,836,721,538,333,147,6473,16275,10646,10562,9371,9192,8738,7499,4431,1430,78137,15,67,218,484,1195,2215,2987,2413,1128,10731,1020,1058,1367,1294,1235,1238,1096,686,224,9218,18,28,69,154,327,589,790,595,234,2804,0,0,4,6,11,38,93,299,390,830,32,61,136,274,547,871,1013,747,259,3946,24,33,48,89,230,464,829,937,628,3273
318,17,74,303,575,1124,2018,2447,1526,431,8521,1606,1111,1145,940,871,864,677,332,60,7614,20,37,61,131,238,746,1254,851,213,3549,0,5,7,7,7,77,183,319,215,822,28,70,152,328,904,1575,1865,1018,216,6158,66,57,88,148,554,1305,1979,1367,413,5962,30,25,42,40,89,196,367,285,103,1173,41,25,41,75,196,505,796,576,132,2375,583,1101,1413,1540,1676,1496,1050,442,97,9398,9,13,17,47,91,228,343,287,108,1140,1232,744,805,934,1296,1477,1155,643,223,8507,17394,11393,10618,8618,8039,6231,3578,1199,260,67322,2390,2563,2463,2102,1982,1526,941,490,156,14622,22956,16720,16295,14281,14767,14144,11078,5452,1455,117138,15,105,299,686,1632,3106,3462,2466,1026,12800,1089,1387,1681,1650,1655,1563,1247,588,176,11038,24,38,63,219,514,841,1049,616,222,3582,4,0,0,7,16,49,164,369,470,1068,32,92,188,374,827,1292,1362,895,267,5331,65,62,74,171,334,778,1136,1058,559,4233
319,25,103,274,662,1695,4135,6499,4247,1079,18720,2155,1288,1232,1337,1442,1779,1789,1040,223,12282,23,44,72,126,375,1233,2666,2053,522,7114,4,3,4,14,23,104,316,629,410,1507,54,115,182,407,1083,2508,3980,2517,510,11353,47,60,84,200,718,2245,4370,3447,1042,12219,20,27,42,72,155,374,659,747,242,2339,58,36,45,145,442,1295,2240,1696,387,6342,1067,1697,1718,1987,2600,3000,2481,1063,283,15898,0,15,27,52,167,458,874,819,281,2693,1728,1009,826,1195,1897,3032,2972,1558,452,14670,18476,10340,8858,8211,9218,8937,7233,3132,606,75002,2789,1863,1785,1780,2098,2167,1926,1145,372,15923,25608,15714,14100,14404,18044,22370,24311,13708,3445,151711,28,134,379,1057,2795,6174,8875,5830,2152,27423,1549,1557,1835,2166,2508,3094,3151,1519,401,17781,26,33,90,235,715,1451,2181,1450,463,6640,0,0,0,9,22,83,247,619,781,1763,60,111,239,445,1027,2043,2776,1786,535,9033,62,55,99,145,471,1293,2468,2364,1223,8184
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,0,0,0,0,39,0,9,24,40,31,3,0,0,0,107,0,4,37,55,42,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,3,3,15,39,65,175,248,69,3,622,51,47,71,75,54,73,70,6,4,463,0,0,0,15,11,46,107,31,5,215,0,0,0,0,0,5,12,4,3,22,0,0,14,15,47,87,142,47,0,355,0,3,6,15,33,101,188,48,3,402,0,0,4,6,4,12,24,11,0,64,0,3,4,9,27,56,82,26,4,202,40,83,151,169,148,156,102,15,0,864,0,0,0,5,7,25,33,12,0,81,49,49,49,72,94,144,130,21,0,605,502,339,647,445,330,472,408,90,3,3236,136,238,421,469,419,341,224,40,3,2284,753,719,1301,1194,1042,1297,1253,283,23,7861,0,3,21,36,96,266,236,48,10,723,30,65,114,84,81,118,99,23,0,615,0,0,3,8,34,61,56,13,0,177,0,0,0,0,0,6,6,4,3,22,0,0,9,22,30,79,60,16,7,219,0,4,6,7,18,57,62,29,7,188
401,17,72,200,419,904,1752,2587,2004,946,8907,1622,1483,1500,1420,1342,1115,998,590,224,10300,38,39,89,156,298,774,1528,1251,520,4685,0,3,4,9,18,53,154,421,510,1167,41,106,148,403,951,1567,2132,1519,533,7396,42,47,65,152,486,1327,2423,2173,1055,7776,28,29,35,53,110,169,289,316,176,1194,37,29,46,52,126,338,560,581,303,2069,316,1333,1765,1616,1860,1611,1040,561,267,10373,13,9,17,16,93,231,402,454,270,1506,1121,832,874,1147,1605,1880,1861,1137,507,10963,21062,15719,15332,14021,12622,9881,6162,2436,629,97866,1324,1248,1313,1240,1298,1110,801,538,266,9142,25351,20354,20544,19588,19748,18354,15626,8954,3430,151952,19,97,268,557,1460,2986,4833,4209,2485,16902,1024,1519,1756,1812,1814,1726,1766,1094,490,13000,26,37,76,253,642,1099,1519,1119,543,5316,3,0,5,0,5,32,171,581,1102,1903,38,84,177,309,616,1074,1520,1316,661,5798,46,37,54,94,223,566,1280,1530,1339,5171
402,35,115,476,983,1963,3652,4270,3151,1126,15773,3609,2540,2828,2698,2166,2006,1572,861,274,18549,31,50,96,217,439,1140,1803,1449,528,5744,0,3,12,17,24,85,271,614,522,1545,86,187,435,1216,2217,3698,4237,2497,661,15231,76,77,159,306,1025,2382,3453,2751,1080,11304,77,50,87,125,190,365,497,472,220,2085,87,57,91,140,391,915,1269,1077,350,4371,1025,2351,3334,3263,3137,2764,1759,758,295,18677,11,5,28,78,191,448,684,607,288,2342,2766,1537,1682,2120,2638,3123,2471,1273,596,18203,35301,21769,24001,20812,15612,11091,5843,2291,604,137321,3434,2261,2533,2403,2161,1651,1104,624,332,16500,45504,29783,33827,31580,27595,25199,19080,10533,3569,226664,45,199,691,1493,3565,6367,7606,5846,2670,28483,2533,2736,3902,3719,3468,3470,2915,1687,556,24987,27,47,145,359,859,1411,1806,1311,505,6467,6,11,5,18,26,85,286,763,1029,2227,71,188,494,1020,1905,2995,3393,2221,899,13184,76,78,160,231,633,1231,1897,2038,1343,7681
403,22,77,335,693,1465,2800,4066,2902,1266,13632,2458,1927,2166,2256,1894,1687,1549,785,249,14964,45,53,103,210,398,1098,2161,1589,616,6252,0,0,9,13,20,69,248,530,552,1429,60,122,222,577,1290,2479,3439,2131,657,10984,69,68,87,210,728,1951,3464,2851,1300,10742,51,49,50,77,139,262,452,447,243,1776,81,26,64,106,214,580,1100,882,386,3450,728,1884,2461,2465,2531,2230,1697,723,319,15031,6,5,22,48,180,338,698,658,328,2277,1873,1207,1180,1649,2082,2656,2521,1330,582,15076,25559,16137,16263,15716,14265,10822,6903,2637,627,108932,2023,1422,1447,1449,1532,1406,1031,605,275,11190,32317,22094,23077,23593,23546,22516,20143,10946,3897,182112,28,131,479,1131,2612,5039,7465,5363,2984,25229,1732,2090,2779,3076,2716,2888,2771,1492,617,20153,32,49,102,317,817,1463,2080,1318,664,6841,4,4,5,6,21,56,258,692,1218,2257,55,126,266,594,1098,1906,2606,1716,784,9154,50,56,92,158,347,993,1943,1979,1595,7214
404,18,65,196,393,837,1868,2215,1581,846,8025,1310,1103,1397,1233,1039,947,756,412,172,8374,26,27,75,131,248,670,1095,850,402,3511,0,5,0,4,12,55,146,376,471,1063,35,80,168,414,930,1761,2003,1338,523,7256,26,45,57,109,467,1245,1895,1537,907,6294,35,37,36,66,114,224,288,255,179,1225,33,17,32,61,158,453,620,493,274,2144,287,1007,1514,1476,1612,1490,920,486,293,9089,9,10,13,27,97,274,380,371,235,1421,962,616,776,905,1246,1724,1407,808,490,8941,15246,10998,14471,11330,9398,7382,3875,1645,511,74857,1163,1005,1182,1053,1111,1047,563,335,158,7611,18834,14537,19172,16161,15350,15181,11238,6287,2831,119593,17,90,250,498,1390,2938,3987,3357,2190,14718,814,1179,1719,1612,1511,1512,1383,845,420,11003,19,23,72,193,468,863,1062,803,423,3919,0,6,0,5,17,35,154,566,1029,1802,36,69,201,344,724,1293,1567,1284,718,6240,27,35,47,75,214,583,1069,1270,1215,4543
405,14,28,91,222,610,1500,2015,1326,440,6241,877,560,551,611,629,796,709,372,107,5211,12,8,20,35,128,367,839,643,190,2238,0,0,3,0,8,22,88,202,143,471,24,40,65,156,442,1061,1600,972,260,4618,22,14,24,54,235,844,1431,1120,403,4144,15,7,15,35,73,126,179,191,77,717,24,9,21,33,122,382,603,426,126,1742,211,495,607,650,876,1036,832,313,101,5124,3,0,9,9,46,139,229,240,93,771,493,305,290,381,656,990,877,410,169,4574,7442,3986,3503,3486,3813,3984,2862,1154,243,30468,868,558,477,540,635,735,620,360,128,4916,9804,5766,5336,5657,6985,9062,8663,4609,1332,57223,20,49,137,352,945,2087,2760,1965,893,9213,614,582,721,828,884,1121,1063,588,182,6595,8,10,24,88,233,487,679,450,159,2134,0,0,0,3,3,21,98,234,342,706,20,27,67,160,356,828,1105,754,284,3604,12,10,14,45,152,395,677,669,434,2411
406,3,15,85,168,361,811,915,611,195,3166,598,445,481,411,377,436,363,185,44,3336,6,9,26,31,76,246,412,332,108,1239,0,0,0,0,8,28,42,138,93,309,15,37,75,120,357,730,833,537,146,2857,19,15,23,49,179,474,712,521,216,2203,6,4,9,24,33,76,117,105,49,423,13,8,19,25,84,222,322,226,70,982,107,294,425,384,471,491,287,130,42,2634,0,3,4,9,32,97,137,117,55,450,317,209,234,248,449,562,397,234,82,2729,5994,3098,3561,3087,3021,2751,1628,619,122,23885,853,605,905,764,780,685,433,251,91,5365,7808,4596,5557,4970,5458,5990,4623,2443,723,42179,10,33,119,223,581,1123,1303,993,403,4783,471,449,630,601,616,681,523,319,99,4394,4,11,28,53,135,281,342,258,84,1193,0,0,0,0,7,17,56,137,167,387,24,36,122,185,347,586,621,458,144,2521,30,31,36,64,118,271,340,399,218,1495
407,11,48,149,352,860,2041,3175,2207,739,9577,1367,887,866,876,953,1042,1000,579,154,7721,16,19,32,86,202,623,1373,1098,341,3797,0,0,0,5,13,34,169,342,290,852,27,63,100,225,696,1504,2429,1560,405,7013,21,39,55,86,410,1221,2408,2011,721,6965,19,21,24,39,69,195,308,276,107,1052,25,18,26,64,191,517,848,668,245,2607,391,838,967,1089,1319,1462,1226,503,162,7953,0,4,13,19,89,239,471,410,181,1434,861,487,471,617,1011,1542,1482,731,288,7483,11976,6930,6466,6121,6800,6452,5030,2037,461,52273,1404,1028,1212,1324,1341,1345,1151,669,235,9710,15756,9955,9832,10039,12035,14148,14666,8115,2432,96986,18,86,198,512,1354,3140,4457,3409,1519,14700,944,1011,1200,1226,1404,1646,1717,929,292,10365,16,22,45,152,367,777,1121,850,271,3617,0,0,0,3,9,45,134,411,592,1196,30,68,110,268,619,1157,1660,1200,487,5599,18,27,46,87,214,618,1199,1282,791,4280
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,10,6,21,32,37,13,0,123,21,26,28,21,19,12,9,4,0,153,0,0,0,0,6,10,19,0,4,40,0,0,0,0,0,0,0,0,0,5,0,0,3,6,21,32,34,6,0,98,5,0,3,0,0,17,33,8,0,65,0,0,0,0,0,5,4,0,0,11,0,0,0,0,4,13,11,3,0,33,11,40,53,45,52,46,19,3,0,267,0,0,4,0,3,4,3,0,0,21,9,14,14,20,36,42,25,5,0,162,127,89,143,124,101,92,54,17,0,744,42,43,97,94,96,101,53,7,0,538,208,182,320,289,299,311,214,40,7,1873,0,4,15,12,14,46,47,8,0,141,17,40,34,37,22,18,24,0,0,196,0,0,0,0,0,11,12,0,0,31,0,0,0,0,0,4,0,4,0,8,0,0,3,0,8,12,12,7,0,46,0,0,4,0,8,7,13,0,3,33
501,14,57,139,362,769,1620,2300,1425,434,7130,1518,752,755,864,806,723,691,342,92,6533,16,19,38,92,205,599,1077,760,222,3021,0,0,4,4,6,37,111,231,180,575,36,58,96,230,622,1095,1615,944,241,4931,23,24,40,86,326,856,1628,1257,468,4715,20,10,22,33,77,139,203,223,89,828,26,16,34,35,111,348,643,489,129,1829,452,790,933,1071,1162,1161,839,351,106,6857,6,3,13,8,65,166,334,274,108,986,858,512,391,614,807,1154,1148,597,217,6295,14147,6891,6526,7506,7401,6157,4233,1534,297,54694,1662,992,1235,1396,1558,1245,942,480,188,9698,18437,9760,9749,11545,12512,12506,11501,5652,1602,93269,27,78,217,594,1464,2754,3599,2295,1051,12073,966,847,992,1289,1252,1247,1235,563,204,8586,14,12,65,185,394,746,1000,632,205,3261,0,0,4,6,10,41,107,284,396,843,25,56,130,231,480,864,1206,700,297,3983,19,18,24,58,167,430,846,781,506,2849
502,11,24,66,183,392,909,1571,1287,377,4806,707,425,397,430,447,408,469,280,77,3649,11,11,29,59,106,369,788,730,212,2316,0,0,0,4,4,16,67,155,115,370,16,37,50,131,351,694,1179,850,216,3518,15,12,34,52,186,608,1290,1135,373,3697,8,6,3,17,29,79,168,232,111,650,18,8,11,25,59,209,479,436,146,1404,267,499,580,597,628,613,568,300,74,4122,8,4,7,24,42,99,243,267,96,782,563,301,241,324,483,672,769,451,158,3961,7214,3968,3435,3563,3621,3256,2349,1056,218,28676,852,562,602,715,765,633,533,353,180,5205,9471,5634,5171,5653,6312,6760,7166,4504,1301,51979,9,44,118,311,750,1554,2521,2023,811,8144,541,494,603,686,663,812,858,511,152,5313,8,13,37,85,222,430,650,516,165,2130,0,0,0,0,3,16,75,167,196,469,17,46,60,147,261,574,843,602,209,2764,8,13,15,41,97,307,632,690,378,2172
503,6,28,137,201,428,773,1092,887,375,3928,683,841,1037,934,745,596,475,276,94,5678,23,28,51,83,181,453,765,665,266,2509,0,3,0,0,4,25,89,234,207,567,23,41,78,192,338,506,783,583,213,2765,11,17,41,64,257,647,1167,1042,462,3706,4,14,16,44,51,78,97,163,82,550,20,18,17,31,52,134,263,249,118,908,208,873,1361,1096,915,710,482,249,83,5977,0,9,9,18,51,98,159,252,115,718,544,479,570,606,789,939,898,485,259,5568,11979,8486,11265,9460,7724,5816,3382,1294,316,59718,726,863,1527,1100,958,803,597,337,176,7078,14065,11370,15555,13230,11574,10124,8013,4440,1644,90025,19,79,175,247,624,1296,1983,1586,1033,7050,468,895,1184,915,856,825,637,367,176,6309,11,23,61,151,363,654,698,536,262,2761,0,0,0,3,5,27,82,265,519,903,32,53,88,116,202,364,542,409,241,2044,11,24,31,41,88,253,499,626,551,2121
504,23,60,223,479,924,1681,2043,1347,453,7228,1820,1302,1433,1492,1170,969,731,385,121,9417,30,31,65,168,287,619,1002,783,245,3213,0,0,0,7,17,40,118,269,240,695,40,87,213,563,1066,1754,1958,1146,271,7102,47,40,56,139,518,1251,1848,1395,460,5752,30,15,39,74,111,200,263,261,123,1123,48,27,38,63,182,422,667,534,205,2174,566,1273,1807,1755,1541,1264,735,324,120,9393,7,11,11,33,89,236,336,348,145,1223,1390,836,920,1079,1391,1579,1285,652,269,9405,22217,12222,14048,13573,10653,7791,4055,1527,304,86397,2046,1521,2319,2285,1961,1479,763,407,190,12984,27785,16832,20355,20498,17925,15859,11344,5771,1725,138101,30,101,341,714,1609,2906,3515,2541,1135,12896,1276,1369,2038,1975,1841,1657,1257,688,211,12319,18,19,98,264,584,881,1037,669,247,3823,0,0,5,4,11,29,126,360,518,1056,38,58,204,423,878,1377,1560,1014,384,5928,21,30,49,102,258,582,995,1048,625,3711
