LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA10800,15,0,0,0,23,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,138,14,3,5,162,3,0,3,164,10,0,175,35,0,0,0,31,0,0,0,31,0,0,31,27,3,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,67,0,0,0,67,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,0,65,0,0,0,70,0,0,70,8,0,0,0,8,0,0,0,8,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,67,5,0,0,75,0,0,0,80,4,0,86,35,0,0,0,34,0,0,0,34,0,0,34,25,8,0,0,31,0,0,0,31,6,0,31
LGA10850,30,0,0,0,30,5,0,34,0,0,0,0,0,0,0,0,0,0,3,5,189,19,4,0,217,0,3,5,223,16,3,241,56,5,0,0,58,0,0,0,58,3,0,63,30,0,0,0,31,0,0,0,38,0,0,39,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,0,101,0,0,0,103,7,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,0,101,0,0,0,103,7,0,102,12,5,4,0,17,0,0,0,17,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,105,10,4,0,116,0,0,0,119,12,0,129,67,9,0,0,78,0,0,0,78,0,0,74,52,5,3,0,64,0,0,0,62,4,0,70
LGA10900,314,3,0,4,317,44,0,361,0,0,0,3,0,0,0,0,0,0,4,4,1612,321,94,26,2058,16,3,21,2075,161,9,2246,440,74,26,4,547,3,0,5,551,35,0,583,399,108,21,0,528,0,0,0,533,29,0,556,53,18,11,0,83,0,0,0,87,0,0,90,5,0,0,4,10,0,0,0,10,0,3,11,897,207,56,6,1168,4,7,13,1180,57,5,1245,3,4,0,0,10,0,0,0,7,0,0,7,6,0,0,0,13,0,0,0,13,0,0,9,12,6,0,0,19,0,0,0,18,0,0,21,907,209,61,6,1188,8,7,12,1196,62,5,1260,146,26,10,5,186,3,0,6,187,38,0,233,0,0,0,0,0,0,0,0,0,0,4,3,1053,234,72,12,1369,13,3,15,1389,105,5,1503,625,105,39,3,772,6,0,6,783,43,0,820,513,130,32,5,671,10,0,10,681,40,0,719
LGA10950,10,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,57,0,7,0,61,4,0,4,63,5,0,74,22,0,0,0,22,0,0,0,22,0,0,22,14,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,36,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,34,0,0,0,37,0,0,37,25,0,0,0,22,0,0,0,22,0,0,22,15,0,0,0,18,0,0,0,18,0,0,13
LGA11150,0,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,4,4,38,5,0,8,48,0,0,0,55,4,4,66,11,0,0,0,12,0,0,0,12,0,0,14,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,16,0,0,19,0,0,0,0,5,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,5,5,20,0,0,0,22,0,0,0,22,3,5,26,18,0,5,3,15,0,0,0,15,3,0,20,7,0,0,0,7,0,0,0,7,0,0,7
LGA11200,6,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,11,0,0,0,13,8,0,18,3,5,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,0,0,0,5,0,0,11,0,3,0,0,6,0,0,0,6,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,13,0,0,0,13,6,0,12,4,0,0,0,4,0,0,0,4,0,0,6,6,5,0,0,6,0,0,0,6,0,0,6
LGA11250,45,0,4,4,48,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,232,25,14,9,282,0,3,4,283,28,0,317,74,4,7,0,84,0,0,3,80,6,0,89,44,3,0,0,48,0,0,0,48,6,0,53,8,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,120,12,5,0,138,0,0,3,142,8,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,120,12,5,0,138,3,0,3,148,10,0,153,19,0,0,0,26,0,0,0,22,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,144,14,6,7,169,5,0,7,172,20,3,193,85,15,7,0,111,0,0,5,108,8,0,116,62,3,3,0,66,0,0,0,61,4,0,66
LGA11300,125,3,0,3,132,53,0,186,0,0,0,0,3,0,0,0,3,0,5,6,433,114,42,19,614,15,3,20,630,97,6,735,161,30,9,0,195,3,0,3,200,17,0,215,83,43,4,6,135,4,0,4,140,17,0,153,9,6,7,0,25,0,0,0,25,3,0,24,3,0,0,0,3,0,0,0,3,0,0,3,264,76,15,3,362,6,0,6,365,41,0,400,0,4,0,0,3,0,0,0,3,0,0,6,4,0,0,0,4,0,0,0,3,0,0,9,9,4,0,0,11,0,0,0,7,0,0,12,270,78,15,3,369,6,0,4,373,38,0,416,43,9,18,5,69,4,0,4,69,40,0,113,0,0,0,0,0,0,0,0,0,0,0,0,313,84,37,7,438,8,0,10,448,83,0,532,194,32,7,0,233,0,6,9,238,21,0,253,148,45,19,4,215,11,0,11,220,11,0,234
LGA11350,93,3,0,6,100,16,0,117,4,4,0,0,9,0,0,0,9,0,0,7,471,184,22,12,684,6,4,16,705,56,0,755,99,30,9,0,132,3,0,0,133,7,0,142,165,72,6,0,240,6,0,0,244,24,0,266,11,4,0,0,14,0,0,0,14,3,0,19,0,0,0,4,0,0,0,0,0,0,0,6,269,105,11,4,390,6,3,7,391,36,3,432,0,0,0,0,0,6,0,6,8,3,0,8,3,3,0,0,3,0,0,0,3,0,0,8,3,4,0,0,12,6,0,6,7,0,0,10,275,107,11,4,396,9,3,5,405,34,3,446,33,19,7,0,51,4,0,8,56,15,0,75,0,0,0,0,0,0,0,0,0,0,0,0,309,125,18,9,453,8,3,11,462,56,9,521,127,34,3,3,167,0,0,0,169,9,0,179,159,55,9,3,221,3,0,3,222,21,0,245
LGA11400,42,0,0,0,45,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,389,32,10,10,442,5,0,0,445,10,0,458,116,9,0,4,132,3,0,3,133,0,0,137,117,3,0,0,119,0,0,0,119,0,0,119,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,0,0,5,239,14,5,6,265,3,0,3,267,0,0,273,3,0,0,0,4,0,0,0,4,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,7,245,14,8,6,267,3,0,3,272,0,0,275,30,0,0,3,33,0,0,0,35,11,0,43,0,0,0,0,0,0,0,0,0,0,0,0,269,21,8,5,303,0,0,0,308,11,0,318,158,11,3,0,183,0,0,0,183,4,0,183,124,11,0,0,139,0,0,0,140,4,0,141
LGA11450,641,17,0,15,659,186,0,850,0,3,0,6,13,0,0,0,10,0,10,20,2857,590,228,54,3725,71,11,78,3805,334,21,4158,814,107,41,8,969,12,3,17,984,46,0,1032,555,152,32,3,753,9,0,9,760,36,0,797,104,22,29,0,157,5,0,5,161,8,0,169,3,0,0,9,12,0,0,0,12,0,4,21,1488,282,104,22,1891,28,3,31,1924,89,8,2019,15,3,6,0,18,6,0,6,31,0,0,30,27,0,0,0,27,3,0,3,31,0,0,37,39,5,6,0,49,11,0,10,61,4,0,67,1527,285,110,22,1943,42,0,40,1984,98,8,2082,255,72,31,9,368,7,0,10,383,112,0,494,0,0,0,0,5,0,0,0,5,0,7,7,1781,359,140,31,2317,49,3,53,2370,212,13,2585,1026,134,61,3,1220,13,5,16,1239,55,6,1299,640,176,39,9,858,12,0,12,874,60,0,938
LGA11500,1130,57,8,69,1197,513,13,1724,8,0,0,7,17,0,0,0,17,7,20,44,2767,708,471,98,4049,143,29,174,4219,807,49,5077,688,114,92,10,908,17,3,22,930,89,3,1023,428,147,66,8,654,13,5,18,664,97,4,773,63,27,50,4,144,6,0,6,149,12,0,159,9,4,3,20,32,0,0,0,28,0,7,43,1190,285,216,39,1732,35,8,45,1776,202,16,1997,24,7,5,0,32,9,3,12,47,8,0,50,25,10,4,0,35,8,0,8,39,8,0,50,47,10,6,4,67,14,3,16,84,16,0,101,1237,302,221,44,1799,46,11,59,1858,220,16,2090,414,127,83,23,653,37,7,39,693,352,3,1049,0,0,0,3,6,0,0,0,11,0,9,24,1659,429,301,74,2463,84,15,103,2566,567,34,3164,894,144,119,9,1174,33,0,37,1208,116,7,1330,508,169,74,8,764,21,4,20,787,124,4,914
LGA11520,321,4,0,4,330,71,0,399,0,0,0,0,3,0,0,0,3,0,4,14,1640,310,82,21,2052,41,4,50,2098,163,11,2269,470,50,23,0,548,13,0,14,566,42,0,602,311,66,17,0,398,8,3,11,409,18,0,435,35,7,15,0,59,0,0,0,59,7,0,65,4,0,0,8,13,0,0,0,13,0,0,12,819,130,57,8,1015,28,6,32,1049,66,6,1118,6,0,0,0,6,0,0,0,13,3,0,10,10,0,0,0,15,3,0,3,21,0,0,20,21,0,0,0,25,4,0,4,28,3,0,28,843,133,60,8,1040,29,6,32,1076,69,6,1149,128,39,14,0,182,7,0,4,186,46,0,231,3,5,0,0,5,0,0,0,5,0,3,11,975,174,73,11,1233,36,3,39,1271,112,6,1390,607,82,20,0,711,11,5,18,726,52,0,775,388,119,28,0,541,8,3,17,552,45,0,597
LGA11570,2467,171,59,234,2696,2069,33,4796,14,5,0,20,40,0,0,4,42,18,60,127,4492,1514,1141,200,7347,315,96,413,7760,2800,110,10670,1024,161,181,12,1383,35,15,47,1430,216,4,1650,831,278,143,15,1263,26,4,28,1299,188,0,1488,132,65,143,5,340,9,0,9,344,47,3,392,10,10,7,15,38,0,4,4,43,12,5,61,1996,506,473,51,3028,68,21,84,3113,458,15,3591,24,10,8,0,43,15,4,18,63,13,0,78,38,14,8,0,60,17,14,30,89,22,0,110,69,17,11,5,106,30,14,50,151,36,0,186,2060,524,490,51,3130,99,37,136,3266,495,15,3781,758,361,313,59,1493,94,39,128,1624,1308,15,2949,4,0,3,11,24,0,0,0,24,3,50,78,2828,891,806,123,4651,188,73,261,4915,1815,79,6808,1450,245,230,18,1946,52,13,63,2003,326,4,2333,999,358,188,18,1567,33,3,41,1607,267,5,1877
LGA11600,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,62,5,0,0,69,0,0,0,69,0,0,69,12,0,0,0,11,0,0,0,12,0,0,12,7,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,4,0,3,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,3,28,0,0,0,30,0,0,30,5,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,3,32,0,0,0,39,0,0,39,16,0,0,0,16,0,0,0,16,0,0,15,18,0,0,0,21,0,0,0,22,0,0,22
LGA11650,1251,29,6,37,1286,295,3,1587,10,0,0,6,15,0,0,0,15,0,26,41,5991,1325,440,121,7872,110,36,142,8018,692,46,8757,1446,241,84,9,1784,24,13,37,1821,130,0,1952,1592,366,97,16,2068,21,6,26,2099,129,5,2231,222,66,60,4,355,8,0,3,359,25,0,388,29,6,0,21,52,0,0,0,61,5,7,68,3290,677,247,52,4266,55,19,72,4341,292,9,4642,21,6,0,0,26,0,0,0,30,5,0,42,27,16,0,0,44,0,4,7,50,0,0,48,46,19,3,3,72,5,4,11,78,8,0,92,3339,700,252,54,4338,55,23,78,4415,301,9,4729,569,147,43,21,787,21,10,29,814,227,4,1042,0,0,0,11,12,0,0,0,12,5,11,25,3911,846,295,83,5136,75,32,110,5244,528,26,5798,1865,353,120,3,2342,42,6,47,2387,168,0,2558,1847,427,133,14,2415,22,6,28,2443,147,9,2599
LGA11700,5,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,11,6,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,14,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3
LGA11720,224,8,0,14,240,81,0,318,0,0,0,0,0,0,0,0,0,0,6,10,1121,137,65,21,1339,30,3,32,1376,160,9,1546,268,33,12,0,311,4,0,4,319,15,0,329,317,58,12,0,393,8,0,12,404,30,0,436,30,4,12,0,49,0,0,0,49,6,0,51,4,0,0,0,5,0,0,0,8,0,0,8,621,95,37,4,758,12,3,11,772,51,0,826,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,7,0,0,8,6,0,0,0,6,0,0,0,8,3,0,10,625,95,37,4,765,12,3,16,783,54,0,832,106,34,8,0,149,4,0,4,152,55,0,206,0,0,0,0,5,0,0,0,5,0,5,10,737,131,44,13,916,11,3,15,932,108,5,1050,297,34,10,5,345,0,0,0,346,37,0,383,302,54,9,0,369,8,3,12,380,28,0,411
LGA11730,139,7,8,16,150,55,5,204,0,0,0,0,4,0,0,0,4,0,0,0,723,164,18,18,924,19,7,28,952,129,3,1091,246,34,5,0,289,3,0,3,295,17,0,314,207,45,4,7,269,4,6,6,275,17,0,290,8,6,3,0,16,0,0,0,16,0,0,19,0,0,0,6,7,0,0,3,12,0,0,10,468,87,12,13,582,12,3,18,598,39,6,635,5,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,4,0,4,5,10,0,0,10,10,6,0,0,19,0,4,5,22,0,0,21,476,91,12,13,598,14,7,22,614,40,6,658,56,15,6,0,84,5,3,9,87,47,0,139,4,0,0,0,4,0,0,0,4,0,10,8,537,111,23,9,681,16,11,27,704,86,16,808,285,46,8,3,343,10,0,10,346,29,0,372,232,51,10,3,293,5,6,3,299,28,3,329
LGA11750,12,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,78,8,4,0,87,0,0,0,87,3,0,88,27,4,0,0,35,0,0,0,35,0,0,37,8,0,0,0,14,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,46,4,0,0,49,0,0,0,49,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,49,0,0,0,49,3,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,49,0,0,0,49,3,0,54,37,0,3,0,41,0,0,0,41,0,0,41,11,0,0,0,11,0,0,0,11,0,0,8
LGA11800,221,10,10,18,240,114,3,355,6,0,0,0,7,0,0,0,7,0,5,12,1409,325,40,28,1807,32,16,44,1853,212,11,2077,430,68,9,0,512,7,3,5,518,30,0,551,364,83,11,7,453,3,4,11,466,26,0,493,7,0,0,0,9,0,0,0,9,0,0,9,4,0,0,10,12,0,0,0,12,0,0,8,799,158,15,12,985,10,7,16,998,54,0,1059,9,0,0,0,8,0,0,0,11,0,0,14,12,0,0,0,12,0,0,0,12,0,0,14,17,0,0,0,20,0,0,0,21,0,0,23,820,158,15,12,1004,10,7,18,1023,57,0,1084,93,37,7,7,141,0,0,5,143,50,0,199,4,0,0,0,6,0,0,0,6,0,3,6,918,196,19,16,1150,9,12,26,1175,112,5,1289,520,88,10,3,624,5,4,6,633,54,0,690,407,112,9,4,532,4,0,4,533,27,3,561
LGA12000,18,0,0,0,20,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,88,13,5,5,106,0,0,0,110,7,4,118,42,8,0,0,50,0,0,0,50,0,0,46,31,0,0,0,30,0,0,0,31,0,0,31,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,8,6,0,86,0,0,0,85,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,6,0,86,0,0,0,85,0,0,84,7,0,0,0,7,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,77,8,6,0,87,0,0,0,87,3,0,88,42,3,0,0,44,0,0,0,44,3,0,49,28,6,0,0,39,0,0,0,39,0,0,38
LGA12150,14,0,0,0,17,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,48,12,0,0,64,0,0,0,64,3,3,72,13,0,0,0,10,0,0,0,15,0,0,15,11,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,28,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,28,6,0,0,28,0,4,4,32,0,0,33,7,0,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,32,0,4,7,36,3,3,38,18,0,0,0,15,0,0,0,15,0,0,15,17,0,0,0,20,0,0,0,20,0,0,15
LGA12160,38,3,0,5,43,20,0,64,0,0,0,0,0,0,0,0,0,0,0,0,208,20,5,3,241,3,0,5,244,26,5,276,60,5,3,0,64,0,0,0,64,5,0,73,52,12,0,0,70,0,0,0,70,8,0,74,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,3,3,0,0,0,3,0,0,3,120,20,3,3,146,0,0,0,140,6,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,20,3,3,139,0,0,0,140,6,0,155,18,0,0,0,21,0,0,0,18,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,135,17,5,3,161,0,0,4,164,19,0,183,75,9,0,0,83,0,0,0,83,9,0,91,52,16,0,0,71,0,0,0,71,8,0,76
LGA12350,32,0,0,0,36,15,0,53,0,0,0,0,0,0,0,0,0,0,0,0,199,30,9,3,239,0,6,0,243,24,0,264,65,5,0,0,74,0,0,0,77,4,0,82,52,12,0,0,65,0,0,0,65,0,0,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,23,0,0,151,0,0,0,147,3,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,3,5,0,0,5,127,23,0,0,149,5,0,3,150,3,0,160,20,0,0,5,23,0,0,0,23,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,145,23,0,6,171,5,0,3,175,12,0,184,84,4,0,0,91,0,0,0,94,4,0,98,63,18,0,4,81,0,0,0,81,8,0,90
