LGA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
LGA10050,153,199,122,178,160,55,31,30,9,942,296,273,196,520,312,126,93,80,37,1946,769,314,2320,1063,830,424,487,565,97,6877,34,14,39,75,82,62,31,48,3,390,54,33,32,98,120,54,33,48,10,478,18,22,14,19,14,12,16,14,0,119,40,45,37,60,31,31,29,63,49,385,2344,4979,2968,2598,2115,953,847,1018,256,18080
LGA10180,112,104,30,74,67,20,6,25,6,441,121,112,62,181,128,42,15,58,12,731,383,127,768,346,299,160,143,280,26,2530,29,14,18,45,37,38,14,43,5,245,49,17,14,34,58,33,17,29,6,251,9,19,5,3,18,4,0,8,0,75,35,21,20,15,32,10,9,32,27,206,1481,2939,1099,1111,996,403,247,681,120,9071
LGA10250,187,213,72,161,146,47,20,40,15,902,245,234,148,396,218,121,17,80,16,1472,602,236,1685,725,551,355,278,446,57,4932,39,12,24,39,49,55,5,48,0,279,59,49,40,90,100,52,29,41,5,466,21,28,11,17,17,11,3,13,4,119,52,60,34,61,43,33,20,47,54,398,2181,4445,2231,2020,1604,825,412,856,196,14769
LGA10300,9,0,0,10,0,0,0,3,0,27,12,4,8,18,5,0,5,6,0,53,50,10,53,25,25,6,27,25,0,228,6,0,0,0,6,3,0,0,0,19,5,0,0,0,0,3,4,4,0,10,0,0,0,0,0,0,0,3,0,4,4,0,3,0,0,0,0,9,0,22,116,80,69,60,48,10,43,60,4,485
LGA10470,122,167,67,140,122,37,10,35,5,705,186,204,144,374,233,81,43,44,9,1321,623,233,1792,905,618,313,425,513,91,5520,31,26,33,49,79,50,25,56,4,353,57,26,36,87,107,44,25,41,7,436,7,19,10,17,23,15,5,16,0,101,33,25,35,50,33,23,22,44,34,301,1845,3649,2293,2094,1647,700,626,871,206,13931
LGA10500,679,703,526,499,706,337,209,314,68,4044,944,934,789,1128,1134,659,299,481,111,6474,1124,589,3737,1277,1314,603,754,834,190,10426,88,43,68,106,190,110,50,82,13,747,196,145,155,190,468,190,108,158,34,1644,100,171,80,82,128,87,42,94,18,795,127,252,160,144,206,112,101,169,248,1523,9290,21342,7491,6131,8805,4318,2564,3723,1257,64931
LGA10550,121,134,46,125,82,31,19,37,4,607,148,132,76,245,145,60,14,63,10,890,549,162,1368,621,376,270,269,498,64,4171,23,15,22,35,53,37,19,43,5,247,39,19,28,63,50,34,24,50,0,306,3,30,14,3,11,8,4,5,4,74,37,31,30,23,32,28,30,47,30,286,1457,2466,1723,1436,1033,574,401,850,148,10083
LGA10600,54,67,12,54,32,8,8,13,4,262,64,67,19,98,59,30,8,17,3,364,194,59,432,191,123,79,96,157,16,1340,12,0,11,14,16,12,0,7,0,76,12,12,5,16,27,14,7,13,0,110,4,5,6,4,3,0,4,4,0,33,18,16,21,21,12,6,11,12,14,127,567,1205,570,531,385,187,131,262,49,3884
LGA10650,41,16,8,24,22,3,3,7,0,126,43,28,20,48,31,14,3,11,0,184,161,21,280,156,82,38,102,121,14,979,12,4,4,3,16,7,3,10,0,65,9,0,5,13,15,11,3,11,0,63,5,5,4,0,3,0,0,4,0,18,18,10,4,9,8,5,6,16,6,91,420,396,335,296,225,83,129,198,28,2118
LGA10750,942,1161,792,894,1163,386,706,397,93,6536,1645,1825,1252,2500,2328,913,1214,733,232,12640,2486,1396,8059,3620,3521,1484,2858,2085,444,25957,161,103,152,223,518,220,250,241,24,1888,322,268,274,461,732,283,410,349,47,3147,154,385,123,161,238,110,190,130,42,1527,234,427,219,316,378,180,361,289,554,2962,15583,39003,14484,13509,18747,6518,9318,6559,2468,126197
LGA10800,33,10,3,10,13,0,6,3,0,81,30,15,15,32,24,11,3,0,4,128,153,16,220,57,70,29,106,69,4,719,20,4,3,7,12,6,4,5,0,53,15,0,5,3,9,0,5,0,0,42,4,0,0,0,0,0,0,4,0,13,19,3,0,5,8,7,20,10,11,74,338,271,262,148,155,62,143,98,23,1511
LGA10850,35,19,12,18,15,4,5,11,0,116,40,31,18,55,37,8,8,10,0,216,148,38,314,144,104,43,120,124,18,1052,10,0,6,8,15,10,5,9,0,68,14,4,12,10,20,3,5,7,3,81,3,4,0,0,3,0,0,0,0,21,14,4,3,5,9,7,6,10,9,65,416,479,393,291,265,95,169,193,45,2341
LGA10900,325,497,140,322,302,86,35,47,18,1774,438,541,304,553,467,153,68,101,37,2672,866,483,2504,1030,927,366,459,592,87,7311,45,27,40,66,97,63,26,68,4,426,93,93,58,110,159,60,28,57,9,666,27,56,18,22,36,10,11,10,5,201,43,94,26,44,76,39,19,33,64,434,4227,10426,3606,3230,3156,1128,746,1148,368,28031
LGA10950,5,7,0,6,0,0,0,0,0,24,15,3,0,21,9,5,0,0,0,53,57,14,76,34,27,9,48,33,7,303,4,0,0,0,6,0,3,3,0,16,8,0,0,9,0,0,0,3,0,28,5,0,0,0,0,0,0,3,0,7,0,0,4,0,7,0,5,3,5,25,143,151,88,96,54,18,61,58,10,682
LGA11150,8,0,0,30,0,0,0,6,0,47,15,9,3,17,18,0,0,5,0,61,47,13,49,32,25,3,21,19,7,204,0,0,0,0,0,0,0,4,0,9,5,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,5,5,0,0,5,0,4,7,25,126,143,62,105,57,16,27,34,18,583
LGA11200,8,0,0,3,0,0,0,0,0,11,6,4,0,18,0,0,0,0,0,33,14,5,18,7,13,0,4,10,0,75,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,20,57,68,20,34,23,9,13,20,6,247
LGA11250,35,62,20,49,18,0,4,3,3,188,69,75,34,152,79,13,11,14,10,459,182,87,752,384,236,91,234,121,35,2130,11,4,9,31,24,18,10,20,0,119,9,18,12,34,26,19,22,13,4,142,3,10,0,6,4,4,4,4,0,26,15,10,14,23,18,14,15,27,22,151,467,1089,867,798,453,173,296,217,79,4445
LGA11300,109,125,116,99,118,102,34,141,16,856,154,144,167,285,188,123,50,179,20,1317,192,79,474,212,180,84,80,131,33,1464,8,10,9,24,36,19,4,18,6,138,37,25,22,26,70,25,18,25,6,266,8,52,16,19,22,19,11,19,9,184,31,46,23,32,30,28,12,47,91,349,1960,5326,1306,1370,1875,1019,410,1041,323,14630
LGA11350,178,244,82,135,94,59,8,56,15,873,208,221,140,310,122,112,22,76,23,1232,419,149,1117,363,217,197,132,311,54,2954,33,13,18,32,28,30,4,27,0,179,64,44,35,58,38,36,4,40,11,336,15,32,17,24,9,8,8,15,6,140,46,60,39,49,15,27,10,30,69,355,2176,4040,1764,1573,951,709,233,785,283,12525
LGA11400,93,59,20,41,46,8,7,22,4,301,91,65,23,98,82,9,9,21,5,410,336,71,561,187,171,90,167,167,42,1785,24,3,3,13,35,8,5,15,0,114,32,15,15,15,30,15,13,14,0,137,0,10,4,0,4,0,0,6,0,26,32,5,15,12,17,7,17,29,16,150,1026,1036,688,435,499,165,224,311,77,4455
LGA11450,462,498,191,428,423,138,128,78,27,2367,904,743,469,1127,1033,370,230,190,82,5147,1713,714,4979,1516,1896,881,1210,1008,232,14139,82,33,50,76,201,110,57,74,17,704,163,86,119,183,361,143,129,110,11,1305,43,75,33,30,91,37,25,24,5,363,98,101,83,97,127,61,61,63,111,808,6078,11010,6525,4832,5695,2298,2176,1769,646,41026
LGA11500,301,527,316,383,449,172,240,150,46,2583,704,764,548,1300,1027,415,362,343,107,5563,1186,755,4314,2157,1898,832,1550,1278,262,14244,85,53,65,145,277,108,133,121,15,1005,137,115,112,234,339,146,184,174,20,1455,48,117,58,69,99,43,43,59,15,552,96,135,116,162,183,83,151,155,226,1304,5197,12773,6663,6585,7085,2864,3432,3022,1018,48633
LGA11520,533,475,166,201,395,178,49,110,31,2145,640,594,311,417,600,277,66,126,47,3083,731,353,1596,426,583,308,193,287,77,4567,64,40,30,42,108,37,14,22,3,360,174,113,62,70,251,127,24,47,13,895,69,107,23,25,59,32,14,18,4,362,84,107,39,34,103,48,17,45,116,591,7825,15272,3023,2264,4830,2114,603,1067,637,37632
LGA11570,900,1043,633,776,1147,449,364,361,86,5757,1435,1437,1133,1980,2009,923,561,616,181,10272,1831,924,5919,2290,2322,1042,1360,1438,358,17483,130,90,114,211,397,194,113,152,17,1432,317,218,242,411,789,322,237,268,64,2862,130,254,103,135,245,100,103,106,26,1206,225,343,205,256,366,183,202,226,447,2458,12094,28793,10830,9934,13595,5959,4657,4840,1998,92702
LGA11600,30,0,4,9,0,0,0,4,0,50,26,8,3,11,16,3,9,17,0,86,94,7,65,28,31,7,39,47,5,321,10,0,5,7,0,0,3,5,0,34,14,0,0,4,3,0,7,9,0,38,0,0,0,0,0,0,5,0,0,10,12,0,5,0,3,0,7,16,6,53,260,87,94,73,72,17,67,128,12,814
LGA11650,1150,1604,507,1123,1098,390,172,247,69,6354,1899,2054,1060,2862,2115,809,286,479,148,11716,4204,2217,13170,5927,4750,2397,2535,3340,595,39138,203,144,210,325,485,331,158,311,28,2186,423,338,311,623,812,368,241,354,53,3532,118,212,92,105,214,71,49,78,22,962,235,332,225,345,373,195,176,238,287,2411,14148,28371,16795,14261,13102,5667,3982,5716,1546,103592
LGA11700,4,3,0,3,4,0,0,0,0,17,4,3,4,9,0,0,0,3,0,26,32,3,4,15,11,0,7,19,3,105,0,4,0,0,5,0,3,5,0,10,0,0,4,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,70,73,10,40,26,0,12,38,3,281
LGA11720,145,164,95,140,125,46,22,28,13,769,277,253,180,476,300,111,87,87,18,1786,698,392,3256,1411,990,468,1315,752,138,9430,47,28,58,80,87,94,60,113,3,576,51,35,62,127,105,62,69,74,8,593,17,18,8,12,17,5,7,19,9,112,44,34,44,87,65,33,52,53,51,469,1866,2949,3860,2662,1983,948,1676,1197,265,17402
LGA11730,118,184,39,151,129,31,16,34,11,697,175,215,93,372,191,74,31,76,17,1235,656,268,1652,1176,641,379,451,676,95,5993,41,15,35,70,84,71,24,83,10,429,62,30,33,113,108,49,22,81,7,518,10,25,11,10,8,7,6,14,0,103,68,39,38,61,51,32,39,85,49,463,1648,2904,2004,2248,1505,708,621,1139,222,13007
LGA11750,14,7,3,10,7,0,0,0,0,42,19,6,10,22,28,3,11,6,0,96,66,17,237,34,44,20,96,43,5,572,4,0,0,3,4,7,5,5,0,25,7,0,0,3,5,3,4,7,0,31,0,0,0,6,0,0,0,0,0,13,5,0,5,5,3,0,11,3,0,44,156,192,276,97,122,37,131,72,13,1090
LGA11800,242,315,90,237,240,77,27,67,10,1306,392,349,220,710,453,186,58,163,32,2560,911,427,2742,1521,1126,651,460,942,108,8896,41,18,41,98,116,87,35,71,0,513,108,43,44,141,146,84,36,91,8,707,21,40,10,24,37,8,4,40,3,193,63,89,61,99,80,45,32,136,80,686,2924,6387,3480,3538,2884,1379,708,1788,319,23406
LGA12000,10,13,4,12,10,3,3,3,0,57,29,10,10,33,16,4,0,3,3,116,126,29,144,85,60,18,52,34,3,553,5,0,0,8,0,5,6,9,0,31,13,0,3,12,8,0,0,8,0,43,4,3,0,0,4,0,0,0,0,11,18,8,3,3,6,3,0,0,9,49,269,246,177,185,143,49,67,68,14,1216
LGA12150,27,12,0,14,0,0,0,0,0,57,27,13,0,13,21,0,0,3,0,74,67,15,76,49,47,9,22,49,3,328,7,0,0,6,12,0,0,5,0,25,12,0,0,4,0,0,5,5,4,25,0,5,0,3,0,0,0,0,0,12,10,0,10,8,0,4,0,5,9,40,203,176,86,107,93,23,34,71,23,817
LGA12160,56,41,12,28,17,3,4,4,0,168,50,40,15,87,41,19,12,12,8,281,182,69,367,162,123,68,127,133,24,1269,6,8,3,14,15,14,10,16,0,87,21,3,10,14,29,14,8,12,0,112,5,3,0,3,0,5,0,7,0,23,19,12,14,13,12,12,11,26,14,134,486,558,445,382,292,146,175,251,53,2782
LGA12350,43,39,11,27,31,0,0,10,0,176,71,26,19,101,49,18,10,12,6,310,257,55,414,227,139,89,100,155,20,1449,23,0,8,20,26,16,7,20,3,112,29,0,8,15,22,11,11,14,0,108,11,3,0,5,9,4,6,3,0,46,22,16,14,16,13,13,9,41,10,158,610,614,501,464,346,174,145,277,40,3159
LGA12380,412,485,468,429,571,266,270,364,58,3318,751,775,845,1402,1121,578,511,662,157,6801,743,491,2905,1318,1212,496,880,832,220,9091,67,39,68,112,192,88,92,90,6,744,120,110,142,223,357,136,132,162,30,1426,81,211,85,90,116,55,84,100,27,842,125,216,173,176,199,108,138,207,415,1761,6747,19080,6780,6938,8442,3672,3728,4401,1599,61401
LGA12390,175,195,48,180,127,34,22,30,7,822,251,278,114,480,303,94,25,63,25,1634,814,313,2096,1106,874,401,501,549,105,6763,42,28,33,75,113,56,30,50,6,434,61,39,41,91,139,50,38,57,7,519,15,30,20,20,26,9,8,12,3,144,50,70,49,72,62,47,43,73,60,532,2256,4363,2652,2712,2107,935,746,1094,274,17125
LGA12700,41,39,20,38,25,8,6,6,5,184,53,46,34,59,53,14,10,15,3,292,199,47,508,163,157,68,157,121,30,1446,8,9,4,7,15,8,5,11,0,69,5,5,6,22,32,17,6,6,0,96,0,4,0,0,0,4,0,0,0,20,15,8,15,12,9,3,14,15,0,92,498,612,615,355,366,137,210,186,48,3029
LGA12730,55,27,6,26,17,5,3,10,7,150,46,30,12,75,37,9,7,12,3,237,176,42,294,130,121,57,87,109,23,1027,9,0,8,11,14,10,0,8,0,56,15,6,4,12,9,6,6,7,0,71,0,8,0,4,0,0,0,0,0,20,7,11,14,14,7,12,11,8,10,88,467,502,357,340,270,100,113,170,42,2363
LGA12750,112,156,59,131,107,42,16,37,8,662,145,151,80,265,174,56,22,67,21,982,539,179,1430,642,467,293,279,436,79,4336,26,9,27,37,56,40,13,45,5,267,35,28,27,61,78,49,15,56,3,366,7,10,12,14,10,14,5,13,0,88,48,36,36,53,42,45,25,52,34,367,1381,2376,1811,1525,1194,632,388,768,190,10269
LGA12850,293,332,258,294,442,169,188,174,28,2169,496,552,523,908,998,385,353,300,89,4588,722,400,2815,1334,1205,546,985,871,179,9056,53,40,69,101,190,88,118,120,13,796,117,102,127,222,310,111,164,146,21,1325,39,93,47,39,75,30,46,40,7,424,79,130,117,139,177,78,150,181,254,1300,3514,9789,4851,4191,5677,2201,2564,2341,843,35959
LGA12870,34,25,14,23,27,13,7,12,3,161,58,42,34,115,40,18,8,26,0,342,220,47,537,184,165,89,152,217,22,1635,12,3,4,13,15,9,9,21,3,82,23,4,9,16,16,13,4,23,5,104,7,3,5,0,0,7,3,4,0,20,17,9,12,15,14,7,15,21,14,121,538,572,619,407,346,162,212,356,60,3269
LGA12900,46,30,10,29,24,3,5,3,0,144,56,30,19,57,23,15,5,7,3,212,213,42,351,137,123,55,113,130,15,1167,14,5,4,11,15,8,0,15,0,81,28,3,0,13,18,21,3,10,0,113,6,0,4,7,0,3,0,3,0,21,20,7,16,11,12,7,10,14,11,104,546,575,417,317,260,114,139,200,38,2616
LGA12930,527,633,378,439,670,312,168,246,43,3413,764,739,568,951,951,497,202,392,84,5145,955,399,2589,1023,1071,533,516,565,122,7769,75,39,57,85,177,102,50,68,4,650,185,113,119,191,391,157,89,104,25,1371,67,138,59,56,125,51,30,57,15,606,112,212,100,126,156,102,67,112,188,1175,7723,18351,5555,5218,7579,3580,1781,2892,969,53653
LGA12950,26,13,0,9,7,0,0,0,0,57,19,12,0,29,16,9,7,4,0,86,124,24,126,75,41,24,34,52,7,503,9,0,0,4,0,0,0,3,0,27,15,0,0,9,5,6,4,5,0,45,0,0,4,0,0,0,0,0,0,10,12,4,0,7,9,4,4,10,0,43,274,227,142,158,94,50,44,79,20,1087
LGA13010,42,26,7,16,13,5,0,8,0,121,32,30,13,45,35,12,6,18,3,186,154,36,231,141,111,68,51,116,16,923,5,8,3,9,13,11,5,15,0,74,19,0,3,14,14,5,0,13,0,68,6,4,0,3,5,4,0,0,0,17,10,11,13,12,0,9,4,20,7,83,396,394,289,300,246,129,73,203,32,2065
LGA13310,83,120,32,102,65,30,10,28,7,481,194,140,111,314,187,62,25,59,28,1134,464,184,1292,697,452,264,397,355,73,4181,20,12,21,22,46,27,21,29,0,198,45,18,22,68,72,33,33,43,3,340,10,11,11,7,13,10,0,3,0,70,30,21,30,30,32,16,20,50,40,264,1285,1956,1612,1576,1068,494,541,649,182,9367
LGA13340,64,40,12,28,34,12,4,15,3,197,78,53,21,75,52,16,7,17,0,319,253,45,429,179,152,81,119,154,17,1433,26,3,3,4,15,14,3,21,0,88,26,0,6,16,22,7,4,12,0,93,3,4,3,5,9,0,0,0,0,22,26,6,9,10,7,0,9,10,15,102,703,671,515,363,384,145,159,257,56,3248
LGA13450,72,67,41,73,65,19,15,43,13,396,118,109,75,197,103,48,30,97,13,792,491,134,1085,326,364,194,223,363,66,3237,25,7,15,29,69,26,19,30,0,222,41,14,12,41,79,32,26,44,3,293,10,12,9,14,6,4,8,24,0,81,38,19,27,27,30,32,23,93,47,333,1186,1657,1372,886,899,411,391,947,174,7931
LGA13550,42,33,4,27,25,8,15,3,0,154,58,58,20,92,36,17,27,15,6,325,241,66,525,206,187,82,291,149,31,1769,11,6,8,12,23,14,17,21,4,105,25,9,8,28,20,15,16,11,3,143,5,3,6,0,4,0,0,10,0,32,20,4,8,20,11,3,15,17,20,116,603,754,623,441,369,160,403,248,69,3675
LGA13660,37,23,6,11,12,3,0,0,0,92,28,11,0,18,20,5,0,5,5,106,112,29,96,62,47,27,46,71,0,481,3,3,6,4,3,0,0,3,0,33,27,0,0,8,7,5,0,3,0,49,0,0,0,0,0,0,0,5,0,9,14,7,7,3,0,0,4,9,4,54,343,235,120,131,119,45,57,104,14,1160
LGA13800,310,289,111,199,254,76,33,37,12,1333,407,363,250,606,523,161,92,114,34,2552,1216,408,3875,931,1122,502,849,717,166,9792,50,34,39,54,153,61,41,60,4,486,100,70,73,92,215,79,42,71,6,755,22,27,21,14,50,8,17,19,3,183,70,53,64,49,71,34,71,47,71,518,3373,4751,4709,2538,2995,1148,1260,1210,373,22358
LGA13850,12,7,0,13,6,0,0,0,0,48,18,9,8,12,7,3,0,0,0,61,60,12,100,38,37,15,27,45,9,341,0,0,3,3,5,0,0,7,0,18,4,0,0,4,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,4,4,8,3,0,5,0,4,8,38,160,125,127,75,71,29,37,77,10,714
LGA13910,87,46,18,53,30,13,12,18,3,278,120,35,36,143,73,26,9,40,7,483,333,77,685,308,225,135,163,250,37,2213,25,10,13,15,28,28,8,22,0,146,46,3,17,30,36,21,9,27,4,196,10,0,0,3,6,0,0,7,0,34,45,15,12,26,12,8,14,27,27,187,1001,956,825,673,529,267,222,441,82,4992
LGA14000,677,893,331,402,693,219,71,125,43,3464,790,892,457,770,889,346,115,193,48,4496,1167,569,2772,953,1012,468,364,523,110,7940,81,65,49,76,154,64,23,48,3,566,199,190,135,147,377,140,52,95,10,1348,113,195,55,49,111,44,15,21,11,604,113,156,68,75,127,61,32,62,133,834,11210,25451,5380,4553,7892,2750,1039,1780,813,60867
LGA14100,77,73,12,26,66,22,8,9,4,288,83,65,21,29,79,35,5,16,0,334,95,36,133,45,46,46,11,16,8,436,7,4,0,0,12,7,0,0,0,38,24,17,5,7,30,12,0,3,0,99,17,17,0,3,10,0,0,0,0,47,22,16,0,4,9,6,0,0,4,70,1368,2152,261,219,585,264,49,65,66,5032
LGA14170,840,1259,405,433,596,307,94,174,41,4146,1155,1410,672,854,979,479,137,242,68,5999,1180,810,2745,972,1075,548,402,522,112,8365,108,101,49,85,150,92,28,60,11,700,220,266,106,169,357,149,45,83,21,1411,123,233,59,43,72,37,11,36,23,652,136,240,81,81,128,72,25,76,184,1022,16689,39454,6184,5274,9076,3794,1253,2081,1107,84910
LGA14220,62,65,17,46,24,3,0,8,0,232,69,62,23,133,67,25,0,28,0,407,292,100,529,366,186,149,136,265,29,2049,22,8,14,29,22,25,9,32,0,152,26,12,3,32,24,20,11,16,3,144,9,5,4,8,0,5,0,3,0,36,38,14,15,22,13,33,13,31,15,201,710,920,627,711,406,280,180,446,68,4349
LGA14300,26,18,4,21,7,0,0,3,0,78,30,22,0,38,19,8,9,4,0,133,126,29,176,137,62,24,81,79,11,733,16,0,8,10,5,6,4,3,0,49,16,4,5,11,7,3,4,6,0,57,0,0,0,0,0,0,0,0,0,5,16,0,5,3,8,3,10,12,7,58,322,278,208,248,151,62,113,132,19,1526
LGA14350,56,109,10,87,50,20,3,16,3,355,118,95,49,213,97,34,13,30,9,647,374,186,882,696,345,205,225,366,56,3331,15,14,11,51,48,31,16,30,3,227,34,18,9,70,47,27,18,39,9,272,6,5,8,11,13,10,0,11,0,62,34,34,28,54,19,30,35,50,30,320,876,1527,1027,1353,741,392,310,599,129,6955
LGA14400,98,146,42,78,65,23,11,16,5,497,154,149,100,195,129,41,12,37,10,822,322,132,898,252,238,109,145,137,31,2271,19,9,3,19,34,13,15,21,3,139,44,11,22,27,60,30,15,23,3,232,13,12,6,10,12,3,5,4,0,69,20,19,16,13,18,15,7,11,14,126,1376,2758,1200,847,835,311,223,286,110,7935
LGA14500,608,691,162,205,501,171,40,74,36,2489,578,591,207,318,446,229,45,74,35,2510,535,311,849,321,357,220,76,137,42,2846,47,26,23,32,78,42,11,15,3,277,163,140,45,74,212,97,20,40,19,803,102,188,25,26,70,35,8,16,9,470,93,165,28,36,93,36,15,17,126,603,11858,22821,2211,2215,5668,2289,422,651,831,48965
LGA14550,35,24,7,33,17,4,0,14,0,137,35,34,21,68,31,5,3,17,0,221,153,43,260,137,82,47,70,131,23,943,5,5,3,11,10,11,7,15,0,67,12,5,0,14,15,6,5,11,3,74,9,6,0,0,0,0,0,0,0,21,15,9,0,15,5,4,3,13,19,93,399,484,318,334,224,92,101,228,64,2232
LGA14600,32,9,0,21,12,0,3,3,0,86,34,11,10,32,20,3,3,5,0,121,160,18,146,70,56,21,77,53,7,595,10,0,3,11,6,12,0,3,0,44,28,0,3,0,6,7,10,5,5,62,0,0,0,0,4,0,3,0,0,9,18,0,9,12,12,4,7,8,8,71,383,280,191,176,139,57,109,81,17,1429
LGA14650,679,1045,383,640,651,175,91,102,34,3800,1042,1275,805,1896,1343,390,212,238,92,7290,2555,1403,9686,3874,3379,1503,2168,2051,360,26985,130,79,149,232,346,217,98,224,16,1482,202,148,168,348,595,192,141,188,25,2013,53,122,37,73,95,46,25,40,11,508,133,189,127,238,199,106,113,137,183,1429,8368,19673,12155,9028,8615,3224,3054,3308,906,68341
LGA14700,186,253,64,79,136,66,7,26,8,830,214,287,102,131,203,85,21,35,10,1091,194,134,428,175,185,121,37,62,17,1348,19,20,10,15,25,16,4,7,0,111,54,53,22,30,80,33,6,14,0,291,36,56,24,8,33,16,6,4,6,182,38,49,17,9,21,14,7,15,56,225,4163,9018,1072,919,2053,856,163,296,301,18853
LGA14750,35,30,15,31,18,5,7,10,0,139,40,37,17,73,34,10,10,24,10,249,210,83,451,162,166,55,133,135,34,1432,14,6,14,17,20,7,4,17,4,93,18,5,8,13,23,7,9,21,0,92,4,0,0,0,4,0,8,9,0,29,12,5,9,12,11,6,15,21,11,103,452,609,547,375,338,106,184,279,58,2951
LGA14850,113,172,61,134,95,36,12,35,9,663,199,240,118,376,238,84,34,83,20,1396,561,225,1470,801,617,313,315,575,61,4945,29,10,31,58,76,52,22,65,4,340,53,37,28,92,94,52,15,56,7,441,14,18,8,15,22,12,3,12,3,107,36,43,28,45,36,38,22,37,42,324,1733,3918,1958,2053,1622,722,469,1040,188,13703
LGA14870,60,69,43,61,35,13,9,13,3,299,71,70,61,115,108,23,21,26,6,508,264,112,868,395,289,117,379,227,26,2679,18,3,19,29,54,20,16,26,0,183,18,14,14,30,43,16,12,22,0,168,11,0,5,4,11,0,5,4,0,41,23,11,15,30,20,16,29,28,20,181,689,1028,1083,800,682,235,491,376,77,5455
LGA14900,545,713,480,485,808,226,294,222,63,3829,1065,1009,740,1557,1496,547,452,313,119,7297,1483,773,4890,1921,2016,847,1564,1162,255,14915,102,41,95,147,291,115,109,117,14,1026,186,142,173,299,496,167,224,213,28,1932,88,144,77,67,125,46,67,56,17,684,154,248,139,180,264,108,173,165,262,1698,7454,17101,7909,6857,9195,3261,3761,2935,1184,59658
LGA14920,41,36,0,21,8,4,4,11,0,118,30,23,9,42,24,3,5,6,0,139,120,39,207,110,78,41,139,95,10,846,7,0,4,6,19,11,0,12,4,59,23,9,3,14,5,3,10,14,0,80,6,0,0,3,4,0,0,4,0,16,14,5,9,7,11,3,11,13,12,86,340,355,251,225,186,78,188,168,22,1806
LGA14950,22,5,0,17,4,0,0,0,0,52,34,7,11,25,17,3,0,5,0,103,108,21,111,45,40,25,30,39,3,425,7,4,0,4,3,4,4,5,0,34,20,3,0,3,4,4,0,3,0,40,6,3,0,0,0,0,0,0,0,13,3,4,4,3,3,0,0,3,9,29,245,162,141,118,88,52,41,60,19,920
