LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA35300,23,23,23,34,11,0,13,208,6,7,6,5,5,12,5,3,4,0,0,37,96,289,145,245,171,169,257,316,433,322,124,61,213,2742,0,0,0,8,0,5,3,4,0,0,0,9,24,0,0,0,3,0,0,0,0,0,0,0,0,13,6,3,18,18,0,0,4,0,0,0,0,3,59,0,8,31,8,6,3,0,7,0,0,0,0,66,6,5,32,22,11,9,11,4,0,0,0,7,95,0,0,16,19,15,7,12,8,8,0,0,0,83,6,4,11,33,23,16,18,7,3,0,0,7,118,0,4,0,18,30,28,15,14,4,0,0,0,120,10,10,14,21,29,32,38,18,10,0,0,7,175,13,4,12,21,16,33,44,29,16,0,0,12,200,28,5,18,30,31,51,63,84,35,4,7,14,361,29,7,12,25,31,53,81,107,50,20,6,16,435,28,0,11,9,7,12,29,71,41,7
LGA35600,6,0,0,0,0,0,7,41,0,0,7,5,0,0,0,0,0,0,0,6,18,84,23,97,135,49,37,10,5,0,4,3,39,489,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,14,0,4,14,8,8,0,0,0,0,0,0,0,31,0,0,6,10,3,4,0,0,0,0,0,0,34,0,0,4,6,5,4,0,0,0,0,0,0,27,0,0,4,13,10,10,0,0,0,0,0,4,45,6,0,4,18,8,5,0,0,0,0,0,6,44,8,0,5,3,10,4,0,0,0,0,3,4,38,4,0,0,7,6,4,0,0,0,0,0,7,37,18,6,5,13,6,4,4,0,0,0,0,4,52,4,0,0,10,6,3,7,0,0,0,0,4,42,6,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55,55,15,0,5,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,10,5,6,0,0,0,0,0,0,0,0,0,21,0,5,9,0,0,0,0,0,0,0,0,0,8,5,0,14,8,0,0,0,0,0,0,0,0,26,4,6,9,8,0,0,0,0,0,0,0,0,24,0,6,11,9,0,0,0,0,0,0,0,0,27,0,3,16,8,0,0,0,0,0,0,0,0,26,0,0,7,11,0,0,0,0,0,0,0,0,19,6,0,9,3,0,0,0,0,0,0,0,0,21,0,3,5,3,0,0,0,0,0,0,0,0,19,0,0,3,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA35740,27,94,173,68,24,16,19,468,5,6,0,11,7,14,16,28,9,0,30,49,165,141,108,191,272,227,498,1391,1641,509,170,289,203,5645,0,0,0,3,0,3,7,7,8,6,10,13,67,0,0,0,0,0,0,6,4,0,0,0,0,19,10,0,13,3,5,10,25,29,9,5,0,5,124,6,8,50,30,13,16,32,30,10,3,5,7,203,6,9,53,29,37,63,56,75,19,5,11,7,372,3,0,17,28,28,47,93,113,31,11,10,11,388,0,0,14,34,27,35,136,142,63,19,12,3,481,0,4,15,12,17,33,107,162,83,12,13,10,469,0,0,8,14,22,26,112,202,98,29,25,12,552,0,4,3,8,8,18,83,173,102,36,29,6,469,0,0,0,0,8,9,86,257,141,61,57,12,642,0,0,4,4,3,17,29,123,110,48,32,5,374,0,0,0,0,0,0,16,55,58,43
LGA35760,0,4,0,0,0,0,6,71,9,9,13,10,0,0,0,0,0,0,0,12,48,113,96,266,256,64,42,7,7,5,0,8,76,945,0,0,0,0,3,4,0,0,0,0,0,3,13,0,0,0,0,4,0,0,0,0,0,0,7,14,5,3,11,8,4,3,0,0,0,0,0,0,30,5,4,24,11,5,8,0,0,0,0,0,0,56,3,3,37,24,14,14,0,0,0,0,0,6,104,0,0,16,29,13,6,4,0,0,0,0,7,77,4,0,14,36,18,18,0,0,0,0,0,3,100,0,0,19,24,24,15,11,0,0,0,0,8,103,10,0,11,29,13,21,7,0,0,0,0,3,100,6,0,6,15,10,20,9,0,0,0,0,3,71,14,8,16,24,10,17,4,0,0,0,0,12,104,5,5,13,12,9,7,0,0,0,0,0,5,63,0,0,4,0,0,0,4,0,0,0
LGA35780,0,0,0,0,0,0,0,12,20,3,0,0,0,0,0,0,0,0,0,0,25,298,101,82,12,4,0,0,3,0,0,10,23,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,3,6,0,0,0,0,0,0,0,0,0,16,4,8,15,5,0,0,0,0,0,0,0,0,32,3,7,24,4,0,0,0,0,0,0,0,0,34,4,4,24,14,0,0,0,0,0,0,0,4,47,4,8,32,6,3,0,0,0,0,0,0,0,58,8,10,33,8,5,0,0,0,0,0,0,4,65,4,4,29,16,0,0,0,0,0,0,0,4,66,6,8,38,17,4,0,0,0,0,0,0,0,79,9,9,25,13,3,0,0,0,0,0,0,6,68,12,9,12,25,0,0,0,0,0,0,0,3,66,3,5,6,5,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,3,84,58,143,51,5,3,0,0,0,0,0,14,355,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,10,8,7,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,8,3,8,8,13,0,0,0,0,0,0,0,0,32,6,5,13,4,0,0,0,0,0,0,0,0,20,6,8,15,0,0,0,0,0,0,0,0,0,33,4,9,25,10,0,0,0,0,0,0,0,4,56,4,10,23,10,3,0,0,0,0,0,0,4,48,3,4,17,19,0,0,0,0,0,0,0,0,44,5,3,26,17,0,0,0,0,0,0,0,0,58,7,4,18,17,0,0,0,0,0,0,0,5,48,5,0,5,8,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,4,52,47,69,8,0,0,0,0,0,0,0,31,217,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,9,6,5,0,0,0,0,0,0,0,0,19,0,4,10,3,0,0,0,0,0,0,0,0,22,0,0,8,6,0,0,0,0,0,0,0,0,16,3,3,4,9,0,0,0,0,0,0,0,0,12,0,0,8,4,0,0,0,0,0,0,0,0,14,4,0,7,0,0,0,0,0,0,0,0,0,20,0,0,3,4,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9,43,27,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,0,0,0,0,0,0,0,0,0,22,0,3,4,0,0,0,0,0,0,0,0,0,13,11,7,10,3,0,0,0,0,0,0,0,0,22,8,6,7,0,0,0,0,0,0,0,0,0,17,3,4,5,6,0,0,0,0,0,0,0,6,24,3,6,9,3,0,0,0,0,0,0,0,0,14,8,7,6,0,0,0,0,0,0,0,0,0,18,0,0,4,4,0,0,0,0,0,0,0,0,14,5,0,6,0,0,0,0,0,0,0,0,3,19,0,0,5,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,3,9,16,12,61,0,0,0,0,0,0,0,0,13,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,3,7,7,0,4,0,0,0,0,0,0,0,0,0,9,4,0,6,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA36250,33,128,313,145,39,31,27,843,19,12,18,22,14,12,29,46,8,0,7,80,268,369,372,554,796,542,707,2075,4076,1429,298,272,376,11864,5,0,8,5,3,16,10,35,14,0,3,16,126,0,5,8,15,3,0,5,20,5,0,8,3,74,45,30,49,44,23,39,20,33,14,0,0,19,316,11,30,154,81,44,37,35,48,17,0,0,29,488,16,39,199,138,91,121,109,137,42,10,4,23,929,3,7,51,108,60,110,113,191,50,14,3,23,739,10,9,49,101,56,132,186,331,89,4,6,22,999,6,10,36,55,48,98,157,392,130,14,8,23,975,4,3,24,47,38,91,178,535,226,40,7,19,1221,3,0,11,15,24,47,166,504,268,38,18,27,1113,6,0,8,13,14,38,155,769,526,72,34,35,1666,0,0,4,4,12,24,83,515,517,82,42,20,1325,0,0,4,3,9,8,35,189,301,67
LGA36300,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,19,6,11,0,3,0,0,0,0,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,0,0,4,14,0,0,0,3,0,0,0,0,0,0,0,0,7,5,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA36370,130,190,121,15,5,9,34,713,12,31,36,32,24,26,27,15,0,0,4,63,279,315,386,823,1040,1022,1738,2024,899,117,36,57,391,8842,0,4,7,12,14,13,18,9,0,0,0,13,99,7,7,11,13,9,8,8,0,0,0,0,5,71,45,26,50,38,40,42,36,17,0,0,4,11,309,17,28,112,88,56,76,49,15,0,0,4,24,470,20,46,159,147,129,171,100,27,4,0,3,28,829,8,14,54,98,122,207,165,36,0,5,0,26,737,11,9,48,120,96,233,260,57,8,0,0,25,866,3,0,33,74,129,218,294,79,3,3,0,30,867,4,6,16,53,106,249,356,111,4,6,0,26,944,5,3,18,53,59,165,339,114,12,0,0,19,798,4,3,24,33,69,199,493,201,17,5,8,27,1078,5,0,11,18,42,114,312,199,27,3,3,17,750,0,0,3,13,10,36,121,131,19,4
LGA36510,31,59,52,9,3,3,8,219,3,0,13,9,9,11,3,6,3,0,0,25,81,64,82,204,324,301,489,705,467,106,22,44,125,2933,0,0,0,0,4,5,3,7,0,0,0,4,30,0,0,3,0,4,0,3,4,0,0,0,0,15,3,0,3,9,15,17,10,8,0,0,0,0,69,0,4,16,13,12,19,24,11,0,0,0,6,102,0,8,40,50,41,64,62,31,11,3,5,8,315,4,0,8,38,34,70,97,44,10,5,0,5,311,8,5,20,32,30,67,100,62,14,5,0,6,344,0,0,8,19,33,58,96,57,9,3,5,10,298,4,0,12,15,20,44,113,79,19,3,3,12,322,7,0,3,7,19,46,95,86,19,5,3,8,298,7,0,9,7,6,39,119,105,38,14,0,12,360,8,4,12,8,11,20,57,70,33,9,3,3,239,0,0,3,0,6,9,27,23,15,3
LGA36580,33,34,6,3,0,0,3,105,0,0,3,3,5,7,7,5,0,0,0,7,42,30,37,107,243,205,358,479,109,14,5,18,77,1687,0,0,0,0,0,4,11,5,0,0,0,4,24,0,0,0,3,0,5,6,0,0,0,0,0,16,0,0,3,7,10,9,6,0,0,0,0,0,38,0,0,4,17,10,16,18,0,0,0,0,0,80,0,0,13,48,30,48,43,7,0,0,0,0,202,0,0,7,22,30,42,68,5,0,0,0,4,174,0,0,3,27,21,66,88,11,0,0,0,6,239,3,0,11,10,28,46,107,18,0,0,0,10,233,4,0,0,21,28,61,105,21,0,0,0,0,241,6,0,3,10,6,33,88,27,4,0,0,6,178,3,0,7,8,10,40,114,39,7,0,4,5,243,0,0,5,3,5,18,72,18,7,0,0,0,130,0,3,0,0,0,3,30,12,0,0
LGA36630,44,35,10,0,0,3,0,201,6,9,12,18,19,10,7,0,0,0,0,22,94,124,121,361,795,488,593,325,93,13,6,23,127,3064,0,0,4,11,7,7,0,0,0,0,0,4,38,4,0,0,9,5,0,0,0,0,0,0,3,20,6,7,18,25,14,16,3,0,0,0,0,6,94,0,9,38,66,31,22,4,0,0,0,0,5,181,9,18,62,110,78,67,13,0,0,0,0,13,374,0,4,19,86,75,90,34,0,0,0,5,0,316,6,4,31,96,62,121,52,7,0,0,4,6,376,9,8,22,63,80,97,47,6,0,0,0,8,332,8,3,19,42,64,104,63,9,4,0,0,12,324,6,0,11,28,53,91,69,12,0,0,0,5,285,10,4,13,22,39,92,72,10,0,6,3,7,278,10,4,7,23,23,53,63,16,0,0,6,4,210,8,3,5,3,4,21,33,17,0,0
LGA36660,53,39,3,0,0,0,6,204,8,0,23,23,12,17,5,0,0,0,6,20,113,101,96,522,851,496,801,391,44,4,0,18,120,3443,0,0,3,4,3,20,8,3,0,0,0,4,43,3,5,3,6,0,8,0,0,0,0,0,0,36,7,7,14,30,25,27,9,0,0,0,0,4,119,3,5,45,51,21,33,9,0,0,0,0,10,183,4,5,77,113,74,92,25,5,0,0,0,10,408,8,0,26,94,67,116,41,5,0,0,0,7,364,0,4,32,72,75,164,63,8,0,0,0,8,431,0,3,22,59,63,124,64,12,0,0,0,3,357,3,4,13,51,52,149,73,15,0,0,0,7,377,6,0,19,28,30,98,91,12,0,0,0,12,300,4,4,12,26,35,114,111,24,0,0,4,10,328,6,3,6,10,14,45,56,12,0,0,0,4,170,0,0,0,3,6,11,22,10,0,3
LGA36720,130,529,913,277,92,46,78,2255,35,20,45,40,21,56,113,116,42,12,21,172,693,740,656,1224,1386,1247,2933,7316,9045,2294,607,461,846,28763,4,5,20,15,14,20,73,81,42,25,16,39,356,10,5,12,6,4,12,28,38,15,0,5,13,160,47,50,116,58,35,58,112,109,40,14,9,41,689,18,66,292,128,57,110,205,150,31,13,5,52,1136,23,81,347,224,154,306,470,310,87,25,12,73,2113,7,19,97,164,127,305,670,541,151,17,11,42,2160,10,31,86,164,130,296,822,857,222,48,25,52,2742,4,17,55,97,103,225,807,956,295,60,39,63,2725,5,6,52,79,69,214,872,1361,514,92,66,57,3393,6,9,30,47,36,135,699,1349,584,125,54,56,3131,5,11,23,36,52,100,678,1797,984,225,99,41,4050,3,0,14,33,31,58,361,1195,875,222,114,54,2957,4,0,6,10,9,18,119,511,508,141
LGA36820,47,43,8,4,0,0,15,188,7,5,16,23,4,9,10,0,5,0,0,20,109,93,106,323,423,312,495,348,98,14,4,18,123,2357,0,0,5,4,0,5,0,0,0,0,0,8,27,0,0,7,8,8,6,5,0,0,0,0,0,25,8,6,14,19,5,7,12,4,0,0,0,6,93,0,6,24,40,25,22,13,0,0,0,0,11,140,8,16,49,72,50,65,41,3,0,0,0,13,314,0,0,20,34,35,58,52,12,0,0,0,4,207,0,0,22,39,52,64,69,11,0,0,0,7,266,0,0,17,26,27,64,54,6,0,0,5,15,214,0,0,15,24,25,49,82,30,0,0,3,11,245,3,0,3,11,22,45,59,22,0,0,4,3,177,0,0,6,15,19,45,81,24,3,0,0,6,206,5,3,3,7,8,27,46,29,5,0,0,7,143,4,0,0,0,0,8,13,15,0,0
LGA36910,250,332,115,33,8,7,44,1126,14,21,51,93,29,40,44,20,0,0,4,103,418,473,453,1454,2899,1973,3787,3235,1185,159,44,89,596,16348,3,4,15,14,23,33,38,20,4,5,0,18,178,4,3,8,8,18,14,22,11,0,0,0,11,105,36,20,66,60,40,68,66,16,0,0,0,20,400,12,53,150,122,75,150,102,25,5,0,3,31,726,23,56,251,263,202,324,232,69,4,0,0,45,1473,6,10,73,219,208,373,373,92,12,4,0,21,1408,18,25,88,171,219,451,556,141,14,0,0,39,1718,6,9,64,146,208,456,615,174,11,0,5,39,1730,3,9,64,134,156,459,786,291,26,7,5,34,1978,5,12,32,86,131,309,665,337,32,8,9,41,1650,12,10,43,73,100,359,921,565,72,11,12,43,2218,4,4,31,46,48,188,614,474,79,9,3,25,1527,9,3,10,15,18,64,204,226,43,8
LGA36950,18,10,4,0,0,0,16,110,5,5,11,3,0,0,0,0,0,0,0,0,21,143,30,97,69,28,70,37,20,7,4,4,71,584,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,0,0,0,18,4,0,5,7,9,7,3,0,0,0,0,0,29,0,0,7,10,7,0,5,0,0,0,0,0,30,3,0,6,0,0,5,6,5,4,0,0,0,29,9,0,4,0,0,3,6,6,7,0,0,4,46,18,0,3,6,3,12,14,5,0,0,0,9,86,25,0,8,7,0,10,12,0,0,0,0,11,82,17,0,0,6,0,7,0,5,0,0
LGA36960,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,507,165,102,21,9,6,0,0,0,0,0,49,849,0,0,3,4,0,0,0,0,0,0,0,3,9,7,0,7,6,0,0,0,0,0,0,0,0,12,17,8,18,11,0,0,0,0,0,0,0,0,54,9,8,14,7,0,0,0,0,0,0,0,6,45,17,5,26,14,0,0,0,0,0,0,0,6,65,10,11,35,9,0,0,0,0,0,0,0,3,72,18,6,24,15,0,0,0,0,0,0,0,6,69,19,10,35,37,0,0,0,0,0,0,0,6,103,15,9,29,24,0,0,0,0,0,0,0,5,89,7,13,27,24,0,0,0,0,0,0,0,3,62,15,9,32,33,0,0,0,0,0,0,0,4,97,14,4,16,21,0,0,0,0,0,0,0,5,68,5,0,5,8,0,0,0,0,0,0
LGA37010,263,545,717,158,36,23,113,2454,29,23,52,36,42,56,62,56,14,9,18,141,537,592,652,1345,1830,2081,3181,5663,5187,949,232,309,775,22795,11,3,21,25,32,47,86,58,16,3,0,21,328,11,7,19,25,22,25,34,25,9,0,0,8,199,69,56,103,95,62,94,115,34,7,0,0,24,677,26,53,228,156,82,174,117,51,5,3,11,30,939,21,56,294,264,254,336,269,97,8,5,5,44,1654,19,26,108,194,203,402,468,160,16,3,14,36,1637,3,22,104,216,223,483,636,228,22,4,14,43,2002,11,11,57,149,215,551,821,321,30,8,12,30,2213,12,7,53,97,170,545,961,518,37,12,10,52,2477,0,6,29,74,97,490,881,632,67,12,16,39,2346,3,4,40,67,95,620,1252,1011,133,25,23,48,3320,0,0,27,38,36,324,751,953,153,41,25,27,2391,0,6,4,14,16,161,307,510,104,32
LGA37300,0,9,4,8,4,3,6,68,0,0,0,0,0,0,0,0,0,5,0,3,12,152,16,21,19,20,34,41,44,84,47,38,69,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,3,0,4,3,20,7,0,0,0,0,0,0,0,4,0,0,3,21,5,0,0,0,0,4,4,0,0,4,8,3,37,16,0,0,0,0,6,10,9,13,13,26,11,102,19,0,5,3,4,6,11,9,17,20,39,9,131,18,0,0,3,0,0,8,3,9,18
LGA37310,32,53,25,6,0,4,17,219,0,3,14,15,7,7,14,5,0,0,0,30,91,160,116,417,404,283,460,521,312,70,23,27,251,3053,0,0,6,6,13,12,0,0,0,0,0,4,48,0,0,6,7,7,6,0,0,0,0,0,0,29,4,6,16,19,18,6,5,0,0,0,0,3,83,3,5,29,54,19,28,8,3,0,0,0,4,159,5,7,83,85,62,42,21,7,0,0,0,15,308,3,0,27,72,51,62,28,6,5,0,0,10,264,6,4,32,84,69,82,37,5,0,5,0,11,329,7,7,25,77,70,85,37,10,0,0,0,17,329,9,0,22,79,68,97,56,16,3,0,3,16,367,7,3,25,38,49,80,68,14,5,0,0,13,304,8,10,21,47,77,114,104,14,0,0,0,17,416,10,15,24,45,41,84,116,17,3,0,5,23,377,9,3,14,7,12,25,34,14,0,0
LGA37340,36,73,80,33,5,12,21,317,8,4,14,15,7,8,17,14,4,6,12,40,147,148,124,321,387,354,506,867,694,243,72,149,280,4148,0,0,4,11,3,12,3,0,0,0,0,6,46,6,0,4,4,8,3,7,0,0,0,0,0,29,14,3,29,21,15,7,15,8,0,0,0,4,121,5,10,39,51,23,28,19,10,0,0,3,4,193,3,15,49,82,44,55,29,26,4,4,0,4,320,3,0,21,38,25,83,68,34,6,0,0,9,292,0,4,20,46,52,93,74,33,8,0,7,15,354,0,3,22,41,33,84,102,64,4,0,8,20,381,3,3,9,31,34,87,109,64,15,4,4,14,376,8,4,17,18,32,62,97,92,24,4,8,12,366,13,4,5,15,29,79,148,122,30,4,5,9,461,6,8,10,8,21,44,92,84,28,15,10,17,344,5,0,4,0,4,18,46,68,20,4
LGA37400,0,0,0,0,0,0,9,15,0,0,3,4,0,0,0,0,0,0,0,4,14,34,10,37,25,6,3,0,0,0,0,0,19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,6,0,0,0,0,0,0,0,0,24,5,0,5,5,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,6,3,0,0,0,0,0,0,0,0,12,0,0,3,3,4,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
