LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA52450,0,0,0,0,4,0,0,0,0,7,31,18,32,40,66,71,48,28,16,348,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,0,0,12,22,23,16,5,11,5,3,3,0,89,56,37,29,35,27,25,13,10,9,243,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,4,3,0,3,3,7,5,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,12,15,15,16,21,12,10,3,111,3,9,3,0,4,4,3,4,0,32,0,0,0,0,0,0,0,0,0,3
LGA52520,3,0,0,3,0,0,0,0,0,3,61,18,35,39,54,40,23,22,6,300,0,0,0,0,0,0,0,0,0,0,8,3,6,6,12,9,4,6,0,52,28,44,18,9,17,7,4,0,4,131,38,20,22,28,48,20,20,5,0,191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,3,0,0,0,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,4,8,10,32,23,12,17,4,132,13,0,8,4,8,3,3,5,0,45,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,4,3,3,5,0,0,0,11,132,27,59,107,165,196,134,67,20,900,0,0,0,0,0,0,0,0,0,0,5,0,4,3,4,12,3,5,0,37,0,0,0,0,0,0,0,0,0,0,101,37,75,89,85,82,55,34,0,549,0,0,0,0,0,0,3,4,0,12,0,0,3,0,0,0,0,0,0,13,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,4,0,0,0,3,14,15,19,9,3,63,0,0,0,0,0,0,0,0,0,0,11,0,3,7,0,0,0,0,0,13,7,4,9,17,25,34,19,19,0,135,10,7,3,4,10,22,3,0,0,64,0,0,0,0,0,0,0,0,0,6
LGA52660,9,5,13,18,20,5,3,0,0,79,461,260,274,440,484,435,301,213,97,2957,0,0,0,0,0,0,0,0,0,0,70,39,24,45,32,51,25,10,8,299,0,0,0,0,0,0,0,0,0,0,638,379,366,422,336,261,162,98,36,2699,0,0,0,0,4,4,6,4,4,24,0,6,0,4,0,3,3,0,0,19,18,3,18,15,6,7,9,3,4,88,24,6,8,9,6,0,3,0,0,60,5,6,0,10,12,10,6,5,0,62,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,9,0,4,0,39,19,9,3,12,14,9,5,0,4,74,24,12,12,36,48,39,29,17,3,206,0,0,5,0,6,9,13,5,0,33,15,0,10,8,8,5,9,5,0,55,45,36,33,56,93,87,75,52,20,504,97,53,42,62,62,28,39,9,4,387,3,6,7,5,7,4,0,0,0,29
LGA52730,6,6,0,4,26,32,8,0,0,96,98,36,43,90,176,224,218,118,45,1043,0,0,0,0,0,0,0,0,0,0,9,15,3,7,8,13,11,4,0,65,0,0,0,0,0,0,0,0,0,0,101,46,64,88,103,84,70,36,11,600,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,0,5,26,15,15,14,10,6,0,3,0,97,3,0,0,0,4,0,0,0,0,11,0,0,0,0,6,5,3,3,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,4,7,0,0,14,24,23,13,0,85,0,5,0,6,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,9,20,10,9,14,33,39,51,34,13,231,20,14,5,18,18,30,18,3,0,123,0,0,0,4,0,0,0,4,0,11
LGA52800,3,3,8,10,7,3,0,6,0,39,39,31,63,73,92,81,36,11,0,427,0,0,0,0,0,0,0,0,0,0,22,12,18,20,11,17,0,0,0,98,0,0,0,0,0,0,0,0,0,0,309,199,198,206,177,122,47,19,7,1283,21,6,6,16,0,6,3,6,0,60,0,0,0,0,0,0,0,0,0,4,8,3,4,3,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,6,6,0,0,21,0,0,0,0,0,0,0,0,0,0,402,203,183,148,138,77,26,17,10,1202,49,38,44,16,18,12,10,5,0,191,3,10,6,5,20,13,6,0,0,64,0,0,0,0,0,0,0,0,0,4,25,10,7,6,0,3,0,0,0,48,147,86,75,83,74,59,27,16,3,579,87,48,44,26,18,16,0,0,0,243,0,5,0,0,7,0,0,0,0,12
LGA52870,8,3,11,10,9,12,3,4,0,63,124,72,51,136,204,276,200,92,33,1199,0,0,0,0,0,0,0,0,0,0,9,0,3,4,6,6,11,3,0,47,0,0,0,0,0,0,0,0,0,3,201,105,90,156,150,165,110,39,9,1031,9,4,3,0,0,5,3,0,0,28,0,0,0,0,0,7,0,0,0,9,6,6,9,0,14,11,10,7,0,60,5,3,0,9,3,0,0,0,0,13,9,4,0,9,3,5,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,17,0,4,0,0,4,8,4,0,0,23,8,4,4,6,19,30,24,12,3,101,4,0,0,4,0,3,0,0,0,12,16,5,7,0,4,9,0,0,0,40,16,13,12,17,52,65,51,17,4,248,30,21,10,25,23,18,12,3,0,136,0,0,0,0,0,0,0,0,0,0
LGA52940,0,0,4,0,0,0,0,0,0,3,35,5,13,26,21,45,30,17,5,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,3,7,18,9,11,14,0,0,90,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,8,15,28,7,3,15,96,9,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,21,4,21,26,34,32,15,6,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,9,17,23,19,10,11,6,0,127,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,9,5,0,0,16,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,8,0,9,7,24,14,13,3,4,81,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4
LGA53080,0,0,0,0,4,9,0,0,0,12,21,7,20,31,31,20,32,6,4,168,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,33,21,40,41,43,27,23,3,0,230,3,0,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,3,0,0,4,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,6,5,0,0,0,22,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,4,5,7,9,6,0,0,36,5,3,4,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
LGA53150,14,3,12,22,20,20,0,0,0,96,183,86,77,194,216,215,126,81,54,1230,0,0,0,0,0,0,0,0,0,0,22,13,0,18,9,12,10,4,0,91,0,0,0,0,0,0,0,0,0,0,462,252,154,273,342,229,156,138,40,2038,0,0,0,0,0,0,0,3,0,7,4,3,8,7,6,10,0,0,0,37,3,0,3,0,6,16,8,3,0,31,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,6,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,9,3,3,7,0,0,0,26,21,8,10,19,41,35,21,11,7,171,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,45,23,8,32,42,37,18,17,14,237,13,18,13,11,21,16,10,3,0,110,3,0,0,0,3,0,0,3,0,14
LGA53220,21,14,30,37,31,16,3,0,0,154,177,119,271,354,369,175,30,6,0,1493,0,0,0,0,0,0,0,0,0,0,99,54,70,60,28,14,5,0,0,336,0,0,0,0,0,0,0,0,0,0,328,283,601,465,329,154,36,4,0,2192,0,4,0,4,5,0,0,0,0,18,3,8,14,13,6,4,0,0,0,45,0,0,4,0,3,9,0,0,0,13,0,0,0,3,6,9,0,0,0,22,32,28,26,20,18,13,4,0,0,140,5,0,0,0,3,0,0,0,0,8,3,3,4,3,3,5,0,0,0,27,39,12,21,23,3,6,3,0,0,111,15,7,26,42,63,54,6,4,0,218,0,3,0,0,6,6,0,0,0,12,68,37,24,24,16,13,9,0,0,180,28,32,57,63,66,27,7,0,0,281,48,33,69,36,27,20,0,0,0,237,4,3,3,9,9,6,0,0,0,30
LGA53290,8,9,20,18,12,9,4,0,0,82,344,215,149,348,494,398,333,190,72,2543,0,0,0,0,0,0,0,0,0,0,35,30,23,32,18,17,8,22,5,185,0,0,0,0,0,0,0,0,0,0,450,238,199,348,332,265,204,93,42,2171,26,18,15,9,12,16,6,0,5,101,0,0,0,6,5,3,0,0,0,12,20,5,19,18,20,22,13,7,4,130,4,4,0,3,0,3,4,0,0,22,49,27,29,39,39,40,26,10,0,262,0,0,0,0,0,0,0,0,0,0,13,6,3,6,14,7,4,6,0,56,73,26,34,37,34,32,22,4,0,267,16,10,13,32,50,56,44,35,5,269,3,0,4,0,0,6,6,5,0,34,40,7,14,17,11,15,8,9,0,120,53,41,38,69,133,145,106,68,20,664,186,109,76,107,70,56,29,12,4,646,3,3,3,3,3,0,3,0,0,25
LGA53360,5,0,3,13,4,3,0,0,0,37,64,18,54,71,74,96,64,23,7,468,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,76,36,76,86,81,62,21,9,0,455,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,13,4,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,4,0,0,0,18,3,0,8,6,8,18,8,0,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,12,9,14,11,9,7,0,68,28,8,16,13,6,3,0,0,0,72,3,0,0,0,0,0,0,0,0,3
LGA53430,45,34,81,121,92,96,28,3,0,502,344,221,321,469,606,756,531,323,134,3709,0,0,0,0,0,0,0,0,0,0,33,28,41,33,35,39,26,13,5,251,0,0,0,0,0,0,0,0,0,0,1086,718,852,1004,998,914,795,723,260,7346,0,0,6,6,5,3,16,3,4,44,26,23,28,40,29,32,33,21,3,237,13,3,17,13,15,19,11,4,8,99,0,3,5,4,3,0,0,0,3,16,10,11,24,21,19,23,16,6,0,140,3,0,0,3,0,0,0,0,0,8,4,4,5,4,10,8,0,0,0,42,11,7,13,9,22,15,3,3,5,89,21,28,31,41,78,97,65,46,26,424,0,6,0,5,6,7,5,0,0,25,6,0,5,3,0,3,4,0,0,29,50,47,55,85,97,105,79,52,18,584,84,67,84,55,90,73,31,24,15,511,3,0,0,3,4,6,9,0,0,32
LGA53570,9,9,10,8,10,3,0,4,0,56,170,55,62,145,172,261,201,94,15,1168,0,0,0,0,0,0,0,0,0,0,13,3,4,5,9,12,7,3,0,57,0,0,0,0,0,0,0,0,0,0,149,70,91,123,119,147,124,35,4,862,0,0,0,3,0,0,6,0,0,13,0,0,4,5,0,8,3,0,0,23,4,0,0,3,9,7,3,0,3,32,0,4,0,4,0,0,0,0,0,18,0,0,0,4,4,10,7,0,0,30,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,14,3,4,4,0,4,7,0,3,0,29,8,5,5,5,25,26,21,9,0,105,0,0,0,0,3,0,4,0,0,6,4,0,0,5,4,0,0,5,0,20,28,8,15,22,31,56,56,17,6,236,26,21,10,16,25,25,14,11,3,148,0,0,0,0,0,0,0,0,0,5
LGA53640,0,0,0,0,0,0,0,0,0,4,45,12,21,35,52,56,26,13,7,270,0,0,0,0,0,0,0,0,0,0,35,14,17,19,18,13,8,4,0,125,30,17,21,12,11,15,0,0,0,107,44,14,17,18,38,20,9,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,5,8,4,4,3,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,8,7,19,7,4,3,71,13,0,3,0,0,10,0,0,0,29,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,30,15,18,28,44,55,31,23,10,244,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,65,23,34,29,27,38,29,10,4,266,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,19,10,0,7,3,13,16,15,3,3,81,9,0,6,10,5,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0
LGA53780,630,584,815,643,501,437,159,52,8,3835,2398,1720,1619,2485,2800,2964,2011,1135,339,17471,0,0,0,0,0,0,0,0,0,0,580,376,348,383,315,251,175,84,27,2531,3,10,8,0,0,5,9,5,0,43,4870,3284,3366,3339,3147,2776,1538,767,188,23288,74,42,50,50,53,59,43,21,6,397,135,68,97,100,85,82,31,18,8,630,53,19,57,63,69,86,46,30,6,426,123,52,74,58,37,41,22,6,10,415,75,54,61,69,82,72,47,19,11,484,61,42,26,50,25,12,7,4,0,230,82,63,52,75,69,77,50,19,6,496,400,270,180,254,277,165,78,27,14,1659,378,236,210,335,395,437,325,147,63,2528,40,35,22,46,35,53,54,33,16,336,80,55,72,66,61,66,49,27,4,487,354,303,313,330,381,451,294,147,56,2629,923,653,615,550,520,365,174,68,17,3895,83,75,51,57,69,45,22,4,3,406
LGA53800,45,33,54,61,52,43,7,4,0,285,999,657,585,1130,1376,1332,862,545,176,7665,0,0,0,0,0,0,0,0,0,0,76,54,34,75,65,38,27,9,5,380,0,0,0,0,0,0,0,0,0,0,2956,1564,1167,1571,1476,1100,739,434,126,11137,24,10,10,11,22,31,25,13,3,142,9,9,7,14,15,9,7,4,0,73,51,26,26,49,33,35,29,16,0,260,8,10,10,7,10,0,6,4,0,53,39,21,23,48,48,33,21,15,5,244,0,0,0,0,0,0,0,0,0,0,19,14,15,18,20,18,10,3,0,116,129,69,65,60,85,51,25,11,4,501,40,20,33,73,117,143,104,71,16,616,16,11,8,9,20,27,22,13,4,135,65,38,19,25,28,19,16,18,0,227,164,104,111,165,228,281,159,98,36,1365,278,160,134,140,135,86,41,15,0,987,8,3,9,3,11,9,5,0,0,46
LGA53920,0,0,0,0,0,0,0,0,0,4,8,6,9,15,23,34,9,8,0,106,0,0,0,0,0,0,0,0,0,0,15,8,13,5,10,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,450,265,226,163,103,99,37,12,5,1364,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,156,79,64,45,43,22,19,0,7,432,171,74,77,61,33,22,9,6,4,457,5,0,6,3,5,13,5,0,0,38,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,36,27,22,18,23,15,4,5,0,145,26,14,17,6,21,9,4,0,0,97,0,0,0,0,0,0,5,0,0,5
LGA53990,12,6,23,31,28,8,3,0,0,123,793,452,401,794,973,816,561,277,80,5151,0,0,0,0,0,0,0,0,0,0,111,44,44,60,65,51,23,11,3,415,0,0,0,0,0,0,0,0,0,0,1377,693,639,829,838,640,384,156,45,5591,20,3,6,12,18,23,24,16,4,126,13,14,17,3,8,14,0,0,0,67,41,26,18,34,28,33,21,3,3,210,40,23,16,17,15,0,7,0,0,126,11,14,5,16,20,19,12,4,0,99,0,0,0,0,0,0,0,0,0,0,4,0,4,4,14,3,7,3,0,34,32,6,16,14,13,23,0,0,0,98,64,30,41,55,74,100,48,18,4,443,6,5,0,3,10,10,8,0,3,51,11,7,5,8,12,12,7,5,3,65,80,72,52,114,137,178,141,60,15,845,208,134,94,107,130,82,43,19,0,819,21,14,5,13,9,10,4,0,0,66
LGA54060,3,5,4,0,4,4,0,0,0,26,139,66,50,122,151,193,186,92,14,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,144,42,57,98,117,112,73,30,9,686,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,6,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,4,0,0,3,0,0,10,6,3,3,5,14,24,26,10,0,90,4,0,0,3,0,3,0,0,0,21,6,0,0,0,0,7,5,4,0,19,8,13,5,16,25,46,39,27,9,192,30,3,8,15,10,4,8,0,0,84,0,0,0,0,0,0,3,0,0,8
LGA54130,0,0,0,0,0,0,0,0,0,4,38,8,26,43,51,54,24,6,0,250,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,43,12,29,21,36,27,11,9,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,3,0,9,5,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,10,0,6,15,23,19,9,4,0,79,11,4,8,3,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
LGA54170,210,235,269,328,324,259,94,26,5,1762,5478,3988,2317,5125,6643,5930,3168,1802,762,35210,0,0,0,0,0,0,0,0,0,0,598,440,237,428,466,387,178,116,44,2886,12,8,6,10,16,10,11,3,6,83,7978,5881,3937,5355,6276,5071,2335,1177,365,38374,146,73,61,83,120,151,99,56,25,811,321,262,177,296,354,247,109,60,14,1839,88,60,71,64,107,68,51,33,10,555,114,90,65,62,51,63,34,8,6,506,146,85,58,136,120,139,107,42,22,870,46,73,24,23,54,31,6,5,4,268,47,51,43,60,82,44,23,12,5,366,454,395,261,259,375,257,109,25,6,2135,427,330,225,481,804,859,460,269,113,3956,37,28,17,25,57,52,27,22,8,272,28,24,30,25,24,33,9,16,3,183,898,689,395,703,1025,1114,553,343,162,5886,852,629,473,591,546,493,197,59,21,3859,43,21,20,39,23,31,15,12,0,217
LGA54200,69,56,83,94,97,63,16,6,0,485,1511,1042,845,1419,1902,1991,1476,787,246,11223,0,0,0,0,0,0,0,0,0,0,247,155,116,175,172,170,99,58,27,1213,41,36,27,23,14,10,8,3,4,172,2670,1832,1369,1839,1752,1615,979,562,152,12779,50,29,29,31,39,65,38,22,15,311,55,28,35,49,33,41,22,11,7,282,32,10,28,22,30,33,28,14,3,201,35,24,20,22,22,18,11,6,0,155,39,20,30,30,53,50,36,15,13,287,7,3,3,4,3,5,0,0,0,21,19,14,14,21,6,23,22,8,5,136,125,83,59,64,73,72,33,17,11,522,119,74,61,149,237,232,213,97,35,1214,16,11,10,23,10,18,14,10,3,113,104,79,46,69,68,66,55,29,8,509,158,165,106,196,256,364,258,151,57,1721,397,279,232,210,276,221,126,56,12,1805,59,31,38,34,29,11,21,16,4,240
