LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA12870,31,10,16,9,26,42,29,9,0,171,0,0,0,0,0,0,0,0,0,5,815,480,407,548,808,1235,1411,937,336,6988,5,4,8,5,0,5,0,0,0,20,7,3,3,0,3,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,4,0,0,0,12,0,3,7,0,3,4,0,0,0,21,1030,603,597,492,570,539,586,241,76,4733,159,97,105,85,132,167,159,102,51,1059,2021,1189,1135,1153,1525,1956,2169,1284,468,12899
LGA12900,35,18,15,22,11,26,11,7,0,142,0,0,0,0,0,0,0,0,0,0,1007,578,513,599,723,877,881,597,236,6011,3,0,11,3,0,0,3,0,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,9,671,325,363,290,241,226,164,73,21,2376,162,110,101,98,100,110,80,76,27,857,1850,1023,1003,1003,1074,1217,1126,748,284,9319
LGA12930,693,490,606,682,618,558,408,192,82,4332,25,15,30,12,22,23,30,17,3,180,11568,8526,7392,8620,10613,9769,7833,5548,2688,72565,1146,2582,4355,1403,393,217,158,85,23,10363,1908,1057,1261,1167,696,443,280,135,24,6964,22,10,17,22,30,26,46,25,4,212,6,0,3,0,0,0,0,0,0,10,30,31,43,42,25,14,9,4,0,201,35,38,68,74,66,66,38,11,5,409,66,73,115,122,94,79,42,10,10,614,7508,5662,7759,6858,5168,6004,4070,1524,670,45217,1420,1065,1521,1171,984,907,708,584,700,9053,24266,19595,23667,20681,19057,18651,13895,8224,4229,152274
LGA12950,14,11,4,11,4,13,13,4,0,80,0,3,0,0,0,0,0,0,0,4,428,185,218,247,330,478,405,266,92,2655,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,140,153,126,125,104,98,37,10,1062,118,52,69,61,72,64,58,46,21,559,818,379,444,435,531,650,555,353,129,4295
LGA13010,32,7,14,13,22,35,39,17,8,193,0,0,0,0,0,0,4,0,0,6,564,396,277,420,620,880,933,656,235,4996,9,3,33,10,4,4,0,0,0,52,6,7,4,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,5,10,6,8,11,12,4,0,0,49,3,12,8,6,13,12,4,0,0,62,587,318,367,270,287,342,284,116,25,2600,192,118,152,130,138,159,144,83,36,1162,1367,854,849,840,1074,1416,1375,855,303,8931
LGA13310,105,55,61,64,64,62,58,34,3,502,3,0,0,0,5,4,7,5,0,21,2570,1699,1692,1918,2363,2892,2652,1651,667,18107,64,29,131,53,16,7,5,4,0,319,51,18,56,45,22,7,9,0,0,207,0,0,0,3,4,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,16,4,25,10,9,0,0,0,0,57,17,12,32,19,20,13,7,0,0,120,32,11,51,35,27,12,7,0,0,183,2522,1382,1622,1234,1131,991,756,298,78,10014,507,322,498,399,381,337,293,155,84,2973,5784,3474,4097,3740,3987,4284,3744,2121,825,32053
LGA13340,68,50,27,34,32,49,25,21,3,313,0,0,0,0,0,0,0,0,0,0,1151,652,438,661,813,1045,995,539,179,6478,11,3,10,9,3,0,0,0,0,35,3,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,11,0,0,5,0,3,0,4,0,0,13,901,453,408,451,405,419,305,116,21,3473,172,119,70,117,147,188,177,87,25,1110,2250,1228,934,1253,1376,1669,1486,743,229,11157
LGA13450,126,69,85,61,50,56,34,15,3,505,0,0,0,0,0,4,0,0,0,12,3014,1900,1897,1788,2150,2283,1774,1181,545,16544,219,75,364,332,196,124,23,0,0,1330,191,73,178,124,98,50,14,8,0,732,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,187,103,204,169,96,79,59,12,4,917,0,8,7,7,12,4,0,0,0,47,193,113,213,176,111,84,59,12,4,964,1167,818,967,658,558,434,272,105,43,5007,440,277,343,276,297,241,224,130,97,2323,5257,3270,4019,3396,3433,3221,2369,1431,689,27086
LGA13550,42,16,31,29,26,36,14,17,5,212,0,0,0,0,0,0,0,0,0,7,1271,640,738,839,894,1112,921,671,273,7357,5,4,10,5,0,0,0,0,0,22,5,3,7,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,5,3,6,3,0,0,4,0,0,15,0,6,14,3,0,0,4,0,0,29,1331,574,772,493,371,326,214,83,30,4192,278,144,201,149,119,131,125,89,35,1264,2895,1371,1747,1509,1394,1575,1264,851,332,12929
LGA13660,8,13,3,8,12,13,15,3,0,78,0,0,0,0,0,0,0,0,0,3,484,191,226,306,415,527,543,386,146,3240,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,4,0,6,0,0,0,8,293,149,129,127,135,153,121,47,13,1162,86,40,35,59,56,71,73,45,14,479,868,382,393,501,616,758,742,477,173,4910
LGA13800,296,178,170,187,209,203,167,55,13,1479,4,3,0,5,9,14,7,3,0,43,6664,4437,3752,4242,5638,5643,4529,2689,914,38513,54,43,209,61,19,17,12,11,0,418,91,39,74,61,36,41,26,3,0,371,6,4,4,4,7,9,9,6,0,55,0,0,5,0,0,0,0,0,0,4,55,30,156,37,18,11,3,0,0,306,19,20,28,29,24,32,18,6,0,170,73,53,188,64,41,43,18,8,0,490,5230,3526,3958,2904,2874,2360,1359,586,152,22951,699,510,575,497,500,464,346,253,142,3982,12849,8641,8834,7916,9184,8650,6361,3560,1215,67207
LGA13850,8,0,3,3,3,7,0,4,0,21,0,0,0,0,0,0,0,0,0,0,207,165,150,134,215,371,250,200,72,1758,4,0,9,8,0,0,0,0,0,19,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,17,0,0,4,4,0,0,0,0,0,12,0,0,3,8,0,0,0,0,0,26,180,98,109,75,77,94,42,25,8,699,65,41,37,36,37,53,40,30,13,358,463,312,314,259,333,522,331,255,90,2882
LGA13910,52,33,35,29,32,44,44,14,8,297,0,0,0,0,3,0,0,3,0,11,1699,1095,948,1081,1504,1948,1962,1214,417,11869,9,5,20,7,0,4,5,0,0,46,219,81,52,97,28,28,16,10,0,527,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,5,11,0,12,10,0,0,0,0,0,36,0,0,12,4,3,3,3,0,0,28,15,7,22,12,3,7,5,0,0,69,1373,656,741,579,524,492,412,143,43,4959,318,153,179,181,213,258,186,136,82,1709,3642,1999,1969,1979,2293,2747,2587,1504,541,19254
LGA14000,736,490,433,593,593,605,404,192,87,4128,13,11,4,8,18,19,24,21,9,131,11685,7882,4819,7681,10591,9902,7892,5947,2919,69315,2386,1157,1509,2629,1228,677,376,186,46,10190,728,344,347,699,364,229,175,62,19,2972,79,39,13,58,80,59,47,28,19,418,0,0,0,0,0,0,0,0,0,3,195,73,127,186,95,53,31,11,3,771,104,95,96,118,124,93,71,32,12,743,298,166,218,307,217,148,107,43,16,1521,11933,7446,6311,8878,7807,6189,4354,1843,619,55377,1195,719,692,982,817,724,702,615,612,7055,28859,18119,14405,22239,22004,18731,14233,8902,4327,151811
LGA14100,24,15,15,31,29,23,28,21,3,184,0,3,0,0,0,0,0,0,0,13,1416,1056,440,791,1242,1047,873,612,365,7845,21,13,21,32,18,12,11,5,0,133,34,24,22,37,30,13,14,10,5,176,0,0,0,6,12,4,15,8,5,54,0,0,0,0,0,0,0,0,0,0,4,4,3,0,7,0,0,0,0,21,3,4,0,12,11,11,3,0,0,46,10,7,8,11,12,12,6,4,0,73,705,563,435,514,556,522,442,221,97,4047,126,62,72,89,109,84,101,130,254,1016,2319,1725,996,1537,2017,1714,1498,1009,734,13559
LGA14170,341,216,469,441,317,288,211,138,75,2496,8,10,18,14,15,14,8,5,0,84,9274,5513,7769,9076,10230,8582,6713,5200,2615,64968,523,715,1235,749,253,116,111,42,9,3751,393,272,548,479,289,230,192,81,11,2497,128,90,176,152,136,112,92,26,11,933,8,8,6,15,11,0,0,0,0,46,13,3,53,32,11,8,4,0,0,130,57,109,186,143,122,72,61,23,9,787,80,124,242,188,146,83,67,23,5,963,14563,10383,21852,16858,12694,8660,5539,1772,464,92773,1294,1178,2362,1789,1444,1140,819,515,329,10877,26701,18706,35238,30530,26101,19845,14219,7906,3569,182818
LGA14220,89,57,81,71,86,69,59,16,5,533,0,8,0,3,4,6,5,3,0,27,1390,915,846,931,1393,1632,1573,1136,387,10211,8,0,17,14,5,4,0,0,0,50,3,0,3,7,0,7,3,0,0,23,6,0,0,0,4,6,0,0,0,10,9,0,0,0,0,0,0,0,0,11,0,0,5,4,0,0,3,0,0,8,0,3,10,3,3,9,0,0,0,30,9,7,11,9,3,6,10,0,0,48,1531,876,849,627,491,480,376,150,30,5415,476,216,234,231,262,227,201,132,57,2032,3420,2028,1971,1832,2171,2366,2170,1424,471,17853
LGA14300,13,11,9,8,3,10,10,4,0,71,0,0,0,0,0,0,0,0,0,0,582,333,306,370,486,583,544,300,107,3628,3,0,5,4,0,0,0,0,0,10,7,0,7,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,0,0,0,0,0,16,0,10,7,0,0,0,0,0,0,17,397,204,265,177,155,158,93,45,9,1489,69,147,292,270,194,122,75,45,10,1221,1051,693,890,840,844,868,719,391,125,6415
LGA14350,108,27,51,66,57,96,85,23,8,512,0,0,0,0,0,0,0,0,0,9,1635,1142,949,1173,1845,2781,2985,1803,641,14940,9,0,14,12,3,7,5,0,0,61,10,0,9,5,10,0,0,0,0,37,0,0,3,0,6,0,4,0,0,8,13,4,6,0,0,3,0,0,0,35,6,3,0,3,5,0,0,0,0,18,3,10,15,15,12,17,9,0,0,85,20,19,21,18,24,22,15,0,0,139,2795,1525,1447,1233,1238,1504,1326,430,149,11644,592,441,602,538,426,422,385,200,73,3685,5071,3148,3062,3017,3570,4773,4743,2444,863,30688
LGA14400,62,47,35,39,68,55,87,32,12,431,0,0,0,0,0,0,4,4,0,12,1541,965,681,1038,1446,2009,2193,1397,562,11836,12,5,17,8,10,4,5,0,0,59,18,3,5,12,8,3,4,4,0,50,10,0,0,0,6,3,9,4,0,34,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,3,12,7,3,41,0,11,4,4,5,6,12,7,3,50,2049,1115,1154,1273,1103,1207,1114,424,95,9539,169,126,120,127,145,170,246,148,116,1365,3795,2236,1992,2485,2763,3436,3597,1988,777,23074
LGA14500,518,276,243,371,420,346,221,147,66,2604,12,7,6,11,16,18,14,18,3,108,9590,6965,2887,5532,8961,7455,6006,5224,2733,55345,716,282,245,753,459,287,164,95,20,3012,265,111,151,332,159,114,91,32,10,1251,527,411,140,280,383,448,416,212,95,2912,0,0,0,0,0,0,0,0,0,0,95,66,65,91,87,64,46,19,6,546,79,51,42,93,86,83,64,39,14,552,175,116,110,185,174,144,109,57,17,1095,11497,7335,4995,7798,7231,5657,4008,1950,763,51233,1019,656,432,696,714,586,490,405,443,5432,24148,16091,9330,16439,18833,15230,11713,8150,4138,124076
LGA14550,42,25,20,20,30,47,40,24,0,239,0,4,0,0,0,0,4,0,3,13,480,311,234,351,539,909,798,447,144,4212,8,0,6,5,6,3,4,0,0,28,0,0,0,0,0,3,0,0,0,12,0,3,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,11,3,0,3,8,16,16,7,0,0,60,9,0,6,13,22,13,11,0,0,73,773,391,364,407,460,636,575,139,20,3768,207,88,98,119,127,214,165,82,61,1154,1483,793,710,907,1167,1811,1588,675,228,9359
LGA14600,40,8,33,16,18,9,13,3,5,149,0,0,0,0,0,0,0,0,0,0,687,325,389,417,472,563,521,337,166,3880,9,0,27,5,0,0,0,0,0,46,4,0,7,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,4,0,0,3,0,0,10,3,4,5,4,0,0,5,0,0,18,394,173,180,153,136,146,94,25,9,1317,199,78,101,100,99,102,63,50,23,809,1298,579,710,678,706,818,687,412,199,6094
LGA14650,1040,644,619,680,764,770,581,259,108,5467,135,61,32,64,77,45,71,32,9,515,14470,9726,7837,10937,14559,16507,16873,11261,4690,106860,270,94,273,277,119,70,45,29,5,1183,252,71,141,190,78,32,31,17,4,814,23,9,15,9,16,17,21,10,3,123,8,12,7,7,8,5,0,0,0,43,58,12,72,46,11,12,8,6,4,232,35,80,89,96,97,69,49,15,4,536,102,102,176,152,115,79,60,24,3,809,21517,12678,14136,12540,10321,9043,6602,3172,964,90967,1985,1195,1356,1384,1257,1293,1356,1074,619,11513,38759,23988,24165,25799,26769,27279,25149,15618,6305,213845
LGA14700,108,45,133,149,88,79,61,27,16,711,5,4,0,3,5,4,3,4,5,27,3237,1917,1945,2581,2656,2128,1549,1105,415,17530,275,104,332,384,107,40,37,17,0,1292,115,53,144,150,56,35,21,7,0,582,61,36,29,51,53,37,58,42,20,386,0,0,0,0,0,0,0,0,0,0,16,4,38,19,10,4,5,6,0,107,15,20,45,39,35,33,17,5,0,207,31,19,84,61,44,39,22,9,4,319,3032,1637,3337,3032,1939,1359,1155,498,148,16138,344,163,383,409,222,198,142,103,132,2104,7182,3980,6440,6953,5239,3990,3110,1824,725,39438
LGA14750,35,16,16,22,21,11,17,0,0,144,0,0,0,3,0,0,3,0,0,11,1303,851,622,723,925,1053,833,591,241,7133,18,4,11,8,6,3,4,0,0,54,27,10,26,20,10,5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,55,31,6,14,3,3,0,166,5,4,3,4,0,0,0,0,0,22,49,9,52,41,10,20,3,3,0,189,797,504,476,314,295,240,138,70,25,2849,227,138,156,136,137,127,82,46,20,1077,2419,1535,1366,1258,1385,1447,1065,710,284,11452
LGA14850,266,134,104,146,152,143,131,46,16,1138,46,13,12,26,12,17,22,5,0,162,2492,1790,1476,1894,2599,3381,3009,1829,785,19259,19,25,36,33,11,11,12,8,0,159,38,12,19,41,16,3,10,0,0,141,6,5,0,7,6,5,11,4,0,45,3,4,0,0,10,6,0,0,0,19,34,16,43,18,5,3,7,6,0,128,27,29,45,66,100,74,44,10,3,387,66,37,85,89,108,82,52,12,3,540,4144,2568,2582,2544,2566,2506,1838,531,165,19450,790,488,490,504,566,546,494,223,117,4212,7580,4940,4751,5196,5986,6638,5537,2620,1081,44334
LGA14870,62,27,21,48,39,43,58,15,0,323,0,0,7,0,3,0,11,5,0,25,1318,882,749,1013,1441,1934,1944,1227,402,10912,17,18,27,14,8,8,12,0,0,101,24,10,13,8,9,9,0,0,0,71,0,0,3,0,3,5,0,0,0,21,3,0,0,0,0,0,0,0,0,6,0,0,4,0,5,0,0,0,0,20,8,11,17,15,17,17,9,0,0,94,12,16,19,20,19,20,11,0,0,118,1739,974,1118,788,866,949,666,270,64,7428,285,213,317,273,235,226,250,148,68,2017,3412,2116,2273,2144,2613,3171,2910,1666,534,20842
LGA14900,1995,1404,1343,1327,1183,985,580,193,70,9089,58,43,36,33,47,34,23,10,11,293,22149,15139,13803,15276,15923,14310,10130,5536,1847,114109,2509,1477,1894,2678,1663,1389,646,238,48,12539,11514,5587,5318,5520,3583,2238,1081,397,56,35297,9,6,14,7,9,10,3,3,0,54,0,0,0,3,0,0,0,0,0,12,296,135,266,272,117,66,54,22,4,1223,1880,1058,1216,944,789,696,439,208,56,7292,2183,1198,1482,1218,909,760,492,229,62,8525,7325,5401,6311,4548,3468,2840,1583,561,179,32216,3943,2268,2780,2532,1814,1561,999,777,626,17288,51573,32697,33456,33975,29602,25169,15987,8048,2943,233446
LGA14920,17,14,5,13,8,13,14,13,0,99,3,0,0,0,0,0,0,0,0,6,571,384,312,432,591,769,773,463,147,4443,3,0,13,7,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,4,4,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,5,5,7,5,3,0,0,0,22,14,5,10,8,11,4,0,0,0,45,578,266,276,241,227,230,165,69,13,2058,167,104,91,99,130,131,137,67,26,956,1334,771,703,786,961,1136,1073,600,189,7551
LGA14950,35,11,7,13,3,7,13,4,0,88,0,0,0,0,0,0,0,0,0,0,396,194,145,177,255,368,331,201,101,2169,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,225,102,97,99,93,117,61,32,3,829,68,37,18,33,42,46,45,18,15,310,690,338,265,309,389,527,433,248,125,3319
LGA15050,411,224,270,296,267,201,176,69,18,1934,11,5,3,9,10,8,5,0,0,47,8478,5117,4842,5887,6692,6714,6029,3456,1188,48402,180,50,122,181,64,32,13,6,4,647,160,59,128,97,40,37,21,4,0,537,12,0,4,8,8,3,3,0,0,44,5,0,4,3,0,0,0,0,0,19,92,22,95,54,21,9,5,0,0,295,30,33,53,45,39,37,24,5,0,266,123,56,155,105,56,48,27,6,0,575,9195,5175,6834,4945,3521,2599,1669,621,162,34721,1057,548,764,709,519,437,388,242,138,4804,19266,11041,12943,12042,10990,9936,8181,4334,1494,90226
LGA15240,371,193,169,214,258,388,324,150,62,2132,9,0,0,0,6,7,16,7,7,57,4874,3156,2531,3628,5934,9198,11570,7633,2876,51404,57,30,118,45,25,17,13,4,0,316,53,9,54,51,19,3,9,4,0,211,3,4,0,4,7,8,27,14,3,66,26,7,4,13,13,6,6,0,0,68,12,3,21,18,0,0,4,0,0,70,37,20,30,24,42,50,30,7,0,237,70,32,57,55,53,54,40,6,0,370,7628,4155,4039,3746,3882,4839,4521,1942,571,35324,1330,698,735,757,872,1169,1335,911,428,8235,14067,8120,7601,8382,10914,15414,17646,10533,3884,96579
LGA15270,89,41,23,59,58,52,36,17,5,384,5,0,0,3,0,0,7,0,0,16,2223,1153,1155,1483,2028,2234,2005,1353,467,14098,19,5,32,18,6,6,3,0,0,83,8,5,20,5,3,4,4,0,0,48,0,0,3,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,11,6,9,18,0,0,4,0,0,51,7,9,13,7,13,16,10,9,0,67,23,11,20,27,11,14,11,6,0,123,2375,1129,1419,1144,992,899,644,259,57,8931,456,223,271,278,272,328,256,152,59,2296,5114,2523,2945,2981,3329,3497,2935,1782,598,25713
LGA15300,87,33,33,36,26,26,15,0,0,250,0,3,0,0,4,5,0,0,0,6,1202,680,719,732,970,1075,837,521,136,6873,5,0,20,13,4,0,3,0,0,51,4,3,15,3,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,8,3,10,0,7,7,0,0,0,36,0,0,10,0,0,0,0,0,0,10,0,0,5,3,0,0,0,0,0,14,16,7,22,6,10,4,0,0,0,60,792,430,548,367,280,270,146,44,13,2888,597,346,369,363,341,362,237,121,48,2784,2621,1474,1699,1508,1607,1723,1238,690,199,12751
LGA15350,54,28,51,62,61,50,43,28,9,375,0,0,0,3,0,3,3,5,0,24,2288,1325,1016,1598,2141,2009,1717,1400,627,14114,44,30,62,65,32,25,18,10,4,293,26,3,29,46,15,16,9,10,3,154,21,7,19,26,26,26,60,26,21,232,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,16,3,12,11,14,8,19,10,10,0,87,5,12,11,15,12,18,17,10,0,112,1938,1404,1595,1640,1721,1365,1064,599,197,11536,257,158,166,177,193,204,140,136,53,1485,4611,2963,2935,3649,4238,3727,3073,2216,916,28329
LGA15520,21,19,13,14,12,14,25,15,3,129,0,0,0,0,0,0,0,0,0,0,787,455,373,529,767,1096,1346,853,278,6473,4,0,9,9,0,0,0,0,0,25,3,0,14,4,10,3,0,0,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,8,5,0,0,0,0,0,19,0,0,5,0,0,0,0,0,0,8,5,0,9,6,0,0,0,0,0,27,1192,546,656,602,619,647,518,238,47,5069,166,85,116,113,115,168,163,123,76,1127,2167,1095,1194,1277,1533,1926,2034,1223,401,12850
LGA15560,14,5,9,4,0,3,3,3,0,45,0,0,0,0,0,0,0,0,0,0,282,187,186,184,276,386,314,169,65,2037,4,0,4,10,0,0,0,0,0,21,3,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,6,0,5,4,4,0,0,0,0,13,215,120,160,114,94,109,68,22,9,908,67,35,41,32,42,47,47,25,14,350,568,342,406,353,418,545,436,214,76,3353
LGA15650,77,19,22,46,38,30,12,0,3,257,4,4,0,3,6,0,0,0,0,15,1536,856,890,1108,1331,1389,1109,609,219,9044,12,10,26,13,4,4,0,4,0,69,20,6,11,10,7,0,0,0,0,59,6,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,8,0,14,8,3,0,0,0,0,42,6,0,5,7,5,4,7,0,0,31,21,5,21,15,9,4,7,0,0,73,1595,870,1070,710,544,434,224,68,17,5530,259,172,275,225,199,143,106,63,21,1457,3462,1928,2309,2112,2116,1977,1451,746,256,16357
LGA15700,55,28,22,39,49,72,70,44,11,393,0,0,0,0,0,3,0,0,0,15,1036,664,493,661,1103,1777,1935,1342,510,9529,14,16,31,16,9,6,4,0,0,93,0,0,5,9,0,6,0,0,0,24,3,8,0,4,3,5,0,3,0,25,6,4,7,6,0,9,0,0,0,33,18,10,11,11,5,0,0,0,0,61,3,6,11,10,13,13,19,5,0,88,27,14,36,29,20,22,19,8,0,185,1750,869,902,905,928,1269,1159,450,131,8359,365,201,190,185,216,330,309,140,63,1998,3214,1775,1675,1828,2313,3461,3471,1953,713,20407
LGA15750,88,30,27,27,35,25,27,14,5,288,0,0,0,0,0,0,0,0,0,4,1185,693,698,741,980,1252,1022,655,252,7474,6,6,23,7,0,0,0,0,0,41,4,0,6,8,3,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,3,3,4,0,0,0,24,3,3,8,10,3,4,0,0,0,25,1053,538,640,470,335,333,166,63,18,3632,280,160,175,153,213,221,143,66,34,1456,2542,1403,1564,1388,1552,1822,1345,787,303,12703
