LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA35760,0,6,23,0,0,4,0,3,0,4,0,0,0,0,8,27,0,0,3,4,0,0,0,0,0,0,0,0,19,3,5,9,3,5,7,0,0,0,0,0,9,40,5,7,15,9,6,9,0,0,0,0,0,3,60,59,45,212,239,144,152,57,10,3,0,9,78,1009,0,0,0,3,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,4,3,3,0,0,0,0,0,0,18,0,3,11,9,6,3,0,0,0,0,0,3,47,0,5,25,21,19,7,5,0,0,0,0,5,88,0,0,19,33,15,7,0,0,0,0,0,3,79,0,0,17,25,12,20,11,0,0,0,0,9,103,3,0,6,22,13,21,13,0,0,0,0,0,84,10,7,16,16,14,13,10,3,0,0,0,6,88,3,0,7,19,18,28,9,6,0,0,0,9,105,7,3
LGA35780,0,0,26,9,0,4,8,0,0,0,0,0,0,0,5,25,8,0,3,3,0,0,0,0,0,0,0,0,14,5,5,15,9,3,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,3,97,75,266,133,15,3,5,3,0,0,7,34,638,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,0,0,0,0,10,5,0,9,3,0,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,0,0,0,0,0,19,3,3,14,5,0,0,0,0,0,0,0,0,28,0,0,20,5,0,0,0,0,0,0,0,0,31,5,6,26,11,0,0,0,3,0,0,0,0,46,3,13,18,9,0,0,0,4,0,0,0,0,45,3,5,28,18,0,3,0,0,0,0,0,4,68,4,4,23,8,0,0,0,0,0,0,0,0,48,5,0
LGA35790,0,0,19,4,0,8,3,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,5,0,0,0,0,0,0,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,62,60,189,109,6,3,5,0,0,0,0,17,444,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,16,0,0,0,0,0,0,0,0,0,29,5,0,10,3,0,0,0,0,0,0,0,0,28,3,7,11,11,0,0,0,0,0,0,0,0,31,7,3,17,8,0,0,0,0,0,0,0,0,28,5,4,25,14,0,0,0,0,0,0,0,0,49,0,8,26,12,0,0,0,0,0,0,0,0,47,0,7,23,11,0,0,0,0,0,0,0,0,40,0,0,13,15,0,0,0,0,0,0,0,0,30,7,4
LGA35800,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,4,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,3,13,25,28,65,34,5,3,0,0,0,0,0,24,184,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,11,0,0,0,0,0,0,0,0,0,30,3,6,15,9,0,6,0,0,0,0,0,0,33,0,4,10,7,0,0,0,0,0,0,0,0,15,0,0,10,4,0,0,0,0,0,0,0,0,21,0,0,6,4,0,0,0,0,0,0,0,0,15,0,0,3,6,0,6,0,0,0,0,0,0,15,0,0,10,7,0,0,0,0,0,0,0,6,28,4,0
LGA36070,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31,69,14,0,0,0,0,0,0,0,12,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,0,0,0,0,0,0,0,0,0,12,5,0,4,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,7,6,0,7,4,0,0,0,0,0,0,0,4,17,4,0,7,3,0,0,0,0,0,0,0,7,13,0,0,5,5,0,0,0,0,0,0,0,4,15,4,3
LGA36150,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,41,19,11,0,0,0,0,0,0,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0
LGA36250,30,6,651,0,0,7,12,3,16,15,128,274,106,73,16,640,0,0,0,0,0,0,4,51,102,72,85,4,332,4,3,19,21,16,40,83,277,261,66,47,36,866,5,3,38,15,12,19,23,27,23,0,6,81,257,123,147,685,688,436,831,1378,4192,2862,599,372,399,12711,0,6,21,9,9,16,15,42,28,8,8,26,183,6,3,15,7,0,8,4,9,5,0,0,0,60,23,15,48,23,13,22,13,14,11,3,0,20,213,24,28,111,52,35,38,36,65,23,4,8,24,437,20,37,255,91,47,89,76,88,42,13,0,25,783,16,9,46,85,70,170,150,219,62,10,9,27,871,4,4,44,69,49,89,165,286,100,23,7,33,865,13,8,34,44,50,83,146,399,129,23,13,18,964,4,4,24,39,20,72,151,463,232,35,18,19,1084,0,3,14,31,23,42,116,504,330,65,13,28,1169,3,3
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,17,19,3,3,6,0,0,0,0,11,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,7,4,0
LGA36370,6,0,349,0,0,7,7,8,28,77,108,21,8,6,4,273,0,0,0,0,3,15,25,34,30,6,11,4,128,4,9,19,34,46,112,213,129,20,4,0,29,630,10,6,28,28,23,31,36,11,5,0,3,49,242,149,169,601,833,965,1925,2906,1278,176,50,53,332,9443,12,3,14,17,16,28,20,16,8,0,3,25,159,3,0,5,5,8,8,6,3,0,0,0,5,49,28,18,26,32,21,29,12,4,0,0,0,8,176,23,26,59,64,42,69,45,24,4,0,0,24,369,34,45,119,107,73,136,67,36,8,0,0,41,667,18,10,68,138,121,212,151,51,10,3,0,31,807,17,6,46,95,89,154,187,81,8,0,0,33,714,7,8,40,68,104,225,236,101,7,0,3,34,830,3,9,37,70,85,208,287,121,11,4,3,38,867,3,4,20,35,70,182,288,195,26,0,5,27,860,7,4
LGA36510,8,3,98,0,0,3,3,3,5,12,27,9,3,4,4,75,0,0,0,0,4,4,11,14,9,3,5,0,48,0,0,4,10,19,31,71,59,20,5,4,13,228,4,0,9,6,7,10,16,8,0,0,0,19,78,38,27,149,229,263,503,896,685,195,63,43,128,3221,0,0,5,0,6,10,12,11,5,0,0,12,48,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,5,7,21,3,4,0,0,4,51,3,0,14,16,3,14,23,12,0,0,0,4,92,4,6,23,19,23,55,61,21,0,4,0,3,219,6,4,12,28,40,82,109,43,11,0,6,5,336,5,0,8,18,13,53,118,67,22,4,5,11,318,0,0,13,14,20,42,102,74,14,13,0,14,303,0,0,11,17,12,40,132,87,24,6,3,26,360,0,0,10,10,15,25,116,84,27,8,10,9,313,3,0
LGA36580,0,3,52,0,0,4,6,6,0,23,6,0,0,0,3,49,0,4,0,4,0,3,10,6,0,0,4,0,35,0,0,5,3,5,37,44,19,0,0,0,10,127,0,0,3,3,6,3,8,3,0,0,0,8,39,20,16,72,185,202,450,837,200,30,10,14,72,2106,0,0,0,0,0,6,13,5,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,4,0,0,0,0,0,11,0,0,0,3,4,16,7,7,0,0,0,3,50,0,0,12,16,17,31,28,4,0,0,0,11,122,0,0,4,19,26,52,55,13,0,0,0,0,180,0,0,3,15,9,41,66,20,0,0,0,13,179,0,0,9,4,13,40,76,39,0,0,3,6,201,0,0,6,5,13,43,95,31,6,0,0,10,208,4,0,3,11,9,16,69,37,6,0,0,7,170,0,0
LGA36630,0,6,92,0,3,3,11,7,15,20,14,0,0,0,9,80,0,0,0,3,7,6,9,10,0,0,0,0,36,4,3,13,14,18,58,50,20,0,0,0,3,186,0,0,23,29,12,15,4,0,0,0,0,21,110,92,72,282,636,578,873,545,116,6,13,18,110,3343,0,0,3,3,3,15,3,4,0,0,4,16,52,0,0,6,0,4,3,0,0,0,0,0,3,11,0,0,4,11,16,11,4,0,3,0,0,4,63,6,3,19,23,24,22,12,0,0,0,0,8,125,3,13,47,69,52,65,22,8,0,0,0,20,302,4,4,41,91,58,96,40,7,0,0,0,9,343,0,3,15,38,44,80,68,10,0,0,0,7,275,8,3,18,31,46,103,85,8,0,0,3,15,322,4,3,15,29,38,102,73,15,4,3,0,16,299,10,3,12,21,34,75,82,18,0,0,0,10,281,12,13
LGA36660,3,7,59,0,0,0,0,8,4,25,15,0,0,0,4,56,0,0,0,0,4,4,3,3,0,0,0,0,19,4,0,13,23,25,74,64,9,5,0,0,4,222,0,3,24,19,17,27,16,3,0,0,0,20,130,52,48,302,593,505,1106,691,147,14,6,22,121,3612,0,0,3,7,10,9,8,11,0,0,0,4,54,0,0,5,0,0,0,6,0,0,0,0,0,20,0,0,12,11,6,9,8,0,0,0,0,8,59,3,4,17,25,20,33,18,5,0,0,0,3,129,6,4,32,66,59,79,37,8,5,3,0,12,311,0,0,35,82,74,130,59,14,0,0,0,17,414,4,8,16,46,48,113,86,11,0,0,0,3,346,0,0,15,36,44,100,124,16,0,0,0,14,364,3,0,3,34,42,123,113,19,0,0,0,19,365,9,0,9,21,22,90,120,31,4,0,3,9,313,6,0
LGA36720,70,13,1417,3,0,9,10,6,30,65,320,419,207,128,13,1211,0,0,3,3,0,10,26,92,208,121,145,14,617,11,4,32,49,26,68,315,816,620,203,118,77,2334,11,22,59,32,35,66,110,127,51,12,12,147,674,179,334,1250,1164,892,2031,6428,10604,5661,1557,927,840,31871,6,9,21,16,18,14,43,91,69,43,43,74,446,3,3,9,11,3,5,20,39,25,5,17,9,155,32,28,55,35,16,31,44,54,45,15,7,22,370,35,58,213,72,69,63,114,138,67,28,20,57,934,29,80,363,141,63,147,273,247,115,35,26,72,1586,20,17,115,170,122,280,516,543,221,72,28,53,2150,15,27,81,133,64,139,429,701,398,103,57,62,2202,12,20,79,101,79,156,478,931,489,152,76,70,2644,15,9,46,82,53,120,470,1091,776,198,111,74,3041,8,3,24,58,55,102,334,1176,1056,259,167,84,3319,8,7
LGA36820,0,0,41,3,0,0,3,5,0,12,16,4,0,0,0,50,0,0,0,5,0,3,5,5,0,0,0,3,29,3,3,12,21,21,34,53,23,0,0,4,11,184,6,0,9,24,10,14,10,0,0,3,0,25,104,47,42,195,336,320,520,608,217,19,7,15,125,2469,0,0,3,3,3,7,5,0,0,0,0,5,34,0,0,5,0,3,0,0,0,0,0,0,0,13,3,3,5,14,5,8,4,0,0,0,0,0,53,4,5,14,22,15,22,8,0,0,0,0,3,113,4,9,29,34,28,53,23,6,0,0,0,13,192,11,0,18,50,42,82,58,13,0,0,0,7,281,0,0,8,24,29,48,51,19,6,0,0,12,197,5,6,20,31,23,50,72,26,0,0,3,13,236,0,0,8,30,22,46,68,27,0,0,0,7,219,5,0,8,23,23,50,68,37,0,0,3,4,220,6,3
LGA36910,3,17,620,7,5,7,11,8,43,154,217,71,13,6,19,555,3,0,6,5,7,5,49,86,43,8,10,8,228,15,0,37,61,48,159,373,271,69,15,4,44,1086,7,10,35,49,47,58,54,15,3,0,5,62,358,168,226,982,1493,1568,3516,5808,3036,484,94,67,516,17961,4,8,24,13,22,53,64,38,11,4,3,54,300,0,3,5,17,4,18,17,7,3,0,4,11,93,23,17,48,25,21,57,43,11,11,3,3,23,274,18,44,119,69,81,118,96,20,7,3,3,33,620,29,47,233,133,145,296,245,60,7,6,6,41,1256,6,14,89,186,254,489,430,130,16,0,5,34,1649,8,15,85,116,157,348,563,180,16,14,4,31,1542,3,18,71,92,169,424,725,244,34,12,3,46,1845,11,9,44,104,142,430,786,390,46,7,6,41,2031,6,3,39,70,87,340,816,499,49,16,6,57,1993,16,8
LGA36950,0,9,50,16,0,7,0,0,5,5,5,0,0,0,12,50,10,0,4,5,0,0,3,3,0,0,8,10,37,19,3,14,7,4,12,19,4,4,0,0,7,96,0,0,0,0,3,3,8,0,0,0,0,7,23,126,19,71,52,31,71,100,36,16,8,14,74,608,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,4,5,0,0,3,0,0,0,0,0,23,0,0,4,5,0,0,0,0,0,0,0,0,15,5,0,5,12,0,4,0,0,0,0,0,0,29,0,0,0,7,5,9,5,3,0,0,0,6,33,4,6,6,3,3,9,6,0,0,0,0,4,42,6,4,5,5,4,10,3,4,0,0,0,11,43,19,0
LGA36960,0,6,27,5,0,3,6,0,0,0,0,0,0,0,8,19,0,0,5,0,0,0,0,0,0,0,0,3,5,16,9,19,26,0,0,4,0,0,0,0,6,80,3,0,9,9,0,0,0,0,0,0,0,6,29,191,101,294,242,3,6,4,0,0,0,0,64,912,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,25,9,0,0,0,0,0,0,0,5,48,9,6,30,10,0,0,0,0,0,0,0,0,53,5,15,33,22,0,0,0,0,0,0,0,3,78,5,8,27,15,0,0,0,0,0,0,0,0,52,4,11,37,30,0,0,0,0,0,0,0,0,80,11,9,34,26,0,3,0,0,0,0,0,3,89,3,10,37,37,3,0,0,0,0,0,0,4,94,8,4,38,29,0,3,0,0,0,0,0,4,85,11,4
LGA37010,15,18,1193,3,0,8,21,21,67,186,358,151,44,17,15,888,3,0,3,6,6,14,72,125,87,43,30,7,412,6,9,58,72,76,346,616,654,163,47,24,68,2147,17,23,46,52,40,58,80,41,8,8,10,127,516,217,279,1206,1569,1661,4738,7661,5775,1018,301,241,663,25322,10,13,27,28,35,68,78,60,12,8,3,71,399,11,7,13,14,13,16,23,16,6,4,4,13,130,47,38,56,45,41,60,54,31,8,3,3,28,417,40,41,178,100,95,134,108,52,4,0,0,38,796,30,52,272,149,159,245,177,91,10,4,4,46,1244,24,24,108,218,236,456,336,151,28,0,14,52,1653,20,15,103,147,133,434,451,233,30,6,9,63,1633,15,27,95,143,174,448,570,321,46,9,16,58,1939,14,9,68,101,160,521,787,489,39,13,13,52,2268,5,11,67,85,117,461,871,643,84,20,14,73,2450,13,11
LGA37300,19,3,76,30,0,0,0,0,0,0,0,12,17,40,9,124,18,0,0,0,0,0,0,0,3,14,18,3,69,12,0,0,0,0,0,0,0,5,11,8,9,50,0,0,0,0,0,0,0,0,0,0,0,6,3,125,7,17,18,6,17,38,26,75,87,171,60,660,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,8,7,0,5,0,0,4,0,0,4,3,5,0,29,4,0,0,0,0,5,0,0,0,5,0,5,23,13,0
LGA37310,0,12,134,7,7,18,14,16,27,39,26,0,0,0,6,161,0,0,3,5,6,17,15,13,5,0,4,5,77,10,0,9,41,47,59,67,24,0,0,0,12,285,3,0,18,10,11,11,8,5,0,0,0,23,94,90,78,375,696,620,848,652,174,19,3,19,201,3778,0,0,4,3,3,7,3,0,0,0,0,7,38,0,0,0,5,0,0,5,0,0,0,0,3,13,0,0,15,9,8,5,8,0,0,0,0,3,53,7,3,22,37,18,18,6,0,0,0,0,7,111,13,8,48,54,34,48,13,3,0,0,0,10,229,4,6,61,75,71,79,40,9,0,0,0,14,359,10,3,26,47,70,75,46,0,0,0,0,7,289,4,5,17,53,57,116,63,7,0,0,0,19,339,5,8,19,51,42,121,87,7,0,0,0,28,367,12,3,24,30,44,93,87,16,3,3,4,28,350,20,13
LGA37340,0,13,179,4,4,6,9,5,11,33,37,21,7,11,9,160,0,0,0,4,4,11,14,18,19,4,10,9,91,11,0,11,17,16,34,75,84,28,8,4,7,299,5,0,23,23,7,12,14,4,4,3,6,30,142,73,65,270,428,354,721,961,755,211,62,74,167,4142,0,0,6,19,5,11,14,11,3,0,3,0,77,0,0,4,3,5,0,5,0,0,0,0,0,22,6,5,16,9,7,9,6,3,6,0,5,8,78,6,7,27,16,12,15,22,8,0,0,3,15,129,4,0,42,58,21,40,42,10,0,0,3,10,239,0,4,33,81,49,64,61,32,10,5,0,6,349,3,4,14,52,28,68,77,45,19,3,4,17,333,4,7,22,44,30,86,81,67,20,4,3,13,383,10,7,14,19,38,66,102,92,34,11,9,16,411,3,0,14,19,21,63,94,80,29,8,9,18,365,10,4
LGA37400,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,4,19,10,28,33,16,8,0,4,0,0,0,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,11,3,0,8,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,3,4,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,5,0,0,0,0,0,4,17,5,0
LGA37550,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,14,4,0,0,8,0,0,0,0,0,0,0,0,10,45,23,114,42,0,4,0,0,0,0,0,8,234,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,12,10,6,5,0,0,0,0,0,0,0,0,31,7,5,10,3,0,0,0,0,0,0,0,0,25,4,4,15,6,0,0,0,0,0,0,0,0,22,3,4,17,6,0,0,0,0,0,0,0,0,27,0,9,14,9,0,0,0,0,0,0,0,0,21,3,7,6,9,0,0,0,0,0,0,0,0,28,0,0,12,0,0,0,0,0,0,0,0,0,18,0,5,3,3,0,0,0,0,0,0,0,0,12,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,38,9,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,14,3,0,4,3,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA37600,0,0,17,3,3,3,7,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,21,26,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,4,4,20,32,142,178,6,4,0,0,0,0,0,7,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,8,4,0,0,0,0,0,0,0,0,22,0,3,3,6,0,0,0,0,0,0,0,0,11,0,5,10,6,0,0,0,0,0,0,0,0,18,0,0,6,7,0,0,0,0,0,0,0,0,13,0,11,7,16,0,0,0,0,0,0,0,0,35,0,0,12,15,0,0,0,0,0,0,0,4,33,0,5,17,12,0,0,0,0,0,0,0,0,32,0,9,12,29,0,0,0,0,0,0,0,0,52,4,6
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
