SA3_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
40402,330,37,8,0,384,5,0,7,389,28,0,416,670,133,9,7,820,15,0,10,830,31,0,865,267,37,27,0,329,0,0,0,329,8,0,342,15,0,0,0,14,0,0,0,14,0,0,22,1281,218,44,4,1550,19,3,18,1566,70,0,1639,10,4,0,0,15,0,0,0,17,0,0,18,38,8,0,0,52,3,0,3,57,0,0,57,49,9,0,0,64,8,0,8,68,0,0,73,1330,233,48,4,1610,22,3,24,1638,71,0,1712,470,118,25,17,629,18,8,26,657,78,0,735,8,0,0,0,5,0,0,0,5,0,8,14,1801,352,76,26,2250,38,7,51,2304,152,9,2464,444,82,11,6,538,6,0,5,548,26,0,574,664,144,14,7,832,15,3,18,847,26,5,879,45,4,4,3,57,0,0,0,57,7,0,68,7,0,0,5,14,0,0,0,14,5,0,24,1161,234,27,16,1442,22,3,28
40403,397,75,12,4,482,0,0,3,485,11,0,499,876,192,18,6,1092,3,5,5,1099,24,6,1127,290,36,25,0,356,6,0,6,355,9,0,364,4,0,0,0,8,0,0,0,8,0,0,8,1573,298,56,14,1937,10,3,11,1947,48,6,2007,11,4,0,0,19,0,0,0,19,0,0,20,24,9,0,0,37,5,0,5,39,9,0,45,36,11,0,0,55,5,0,5,61,8,0,63,1606,317,55,14,1990,14,3,16,2008,55,6,2070,424,115,8,8,554,13,0,13,565,70,0,635,0,0,0,0,5,0,0,0,5,0,5,7,2031,424,60,25,2544,26,3,31,2580,123,10,2711,648,87,8,3,750,7,0,11,762,21,0,785,999,159,14,0,1180,7,5,9,1192,43,5,1236,55,8,9,0,69,0,0,0,70,5,0,72,7,0,0,9,15,0,0,0,15,0,0,15,1718,261,31,9,2015,19,6,18
40501,174,17,3,3,196,0,0,0,200,3,0,208,553,66,9,0,630,0,3,3,635,12,0,643,143,17,18,0,183,0,0,0,187,10,0,193,11,0,0,0,18,0,0,0,17,0,0,16,889,94,36,7,1027,5,3,9,1036,21,3,1059,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,15,0,0,15,13,0,0,0,17,0,0,0,17,0,0,17,904,100,36,7,1040,5,3,9,1046,21,3,1075,288,57,18,17,376,4,0,9,386,30,5,420,0,0,0,0,0,0,0,0,0,0,0,5,1186,158,52,23,1422,13,3,16,1438,54,7,1494,412,37,4,0,458,6,0,8,462,16,0,481,735,66,11,3,815,0,3,3,814,17,3,839,29,3,11,0,41,0,0,0,44,3,0,45,3,0,0,4,11,0,0,0,11,6,3,18,1182,107,27,15,1330,0,8,11
40502,89,11,0,0,101,6,0,6,102,7,0,110,318,29,4,8,357,0,0,5,361,9,0,369,62,3,8,0,73,0,0,0,73,0,0,76,6,4,0,5,18,0,0,0,14,0,0,14,473,47,11,9,541,4,0,7,552,23,0,570,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,471,47,11,9,544,4,0,7,552,23,0,573,160,36,21,3,222,7,5,12,234,24,7,259,0,0,0,0,0,0,0,0,0,0,3,3,635,87,26,16,764,14,5,17,784,45,6,833,158,18,0,3,180,0,0,0,180,6,0,188,439,42,4,0,486,5,4,6,493,26,0,515,16,0,4,0,18,0,0,0,18,0,0,18,6,0,0,3,12,0,3,3,17,0,0,16,618,62,10,11,701,3,6,9
40503,99,10,0,0,104,0,0,0,108,9,0,116,347,29,0,5,384,12,0,12,394,3,0,400,79,9,3,3,99,0,0,0,99,0,0,100,5,3,0,3,13,0,0,0,13,0,0,12,530,48,11,9,602,12,0,12,609,12,0,623,3,0,0,0,8,0,0,0,7,0,0,14,11,0,0,0,11,0,0,0,6,0,0,12,15,0,0,0,14,3,0,3,19,5,0,20,540,51,11,9,615,8,0,14,624,17,0,642,189,34,13,16,254,8,4,18,268,49,0,318,0,0,0,0,0,0,0,0,0,0,5,4,730,87,26,26,870,19,9,29,894,69,0,969,159,17,0,0,179,0,0,0,176,22,0,200,404,40,4,5,455,8,5,8,466,15,4,485,20,0,3,0,23,0,0,0,23,0,0,26,5,6,0,3,11,0,0,0,11,0,0,11,589,62,12,7,666,8,3,8
40504,58,4,0,0,65,0,0,0,65,4,0,74,231,49,8,0,286,0,0,0,284,3,0,294,64,4,8,0,81,3,0,3,84,0,0,84,0,0,0,8,13,0,0,0,13,0,0,13,356,58,18,15,445,6,0,6,450,14,0,463,0,0,0,0,0,4,0,4,4,3,0,5,7,4,0,0,4,0,0,0,4,0,0,4,7,4,0,0,10,4,0,4,7,3,0,16,365,58,18,15,455,10,0,10,457,16,0,475,163,41,13,3,221,9,0,9,224,24,7,252,3,0,0,0,3,0,0,0,3,0,6,10,530,98,27,15,677,13,0,13,686,38,8,738,126,14,8,0,145,0,0,0,152,3,0,153,290,49,5,0,341,3,0,6,347,14,3,366,14,3,4,0,21,0,0,0,21,0,0,21,3,0,0,5,9,0,0,0,9,0,0,9,440,65,13,5,523,3,3,8
40601,244,27,7,0,279,0,3,3,279,18,0,302,754,94,26,11,880,6,0,10,893,16,0,912,192,27,26,4,244,0,0,0,244,3,0,249,8,0,0,11,18,0,0,0,18,0,0,18,1195,153,51,22,1428,6,3,12,1438,42,0,1479,4,4,0,0,10,0,0,0,12,0,0,13,19,6,0,0,25,0,0,3,23,0,0,25,25,8,0,0,30,5,0,7,37,4,0,38,1222,158,51,22,1460,5,9,13,1470,42,0,1518,440,84,17,14,551,24,9,33,586,88,0,674,4,0,0,5,4,0,0,0,4,0,4,8,1663,244,74,43,2016,35,13,52,2066,132,4,2204,454,46,12,0,513,0,3,5,515,26,0,547,993,113,37,16,1163,4,8,7,1168,25,0,1196,58,10,8,0,75,0,0,0,78,5,0,84,6,0,0,9,16,0,0,0,16,0,0,17,1516,175,62,22,1771,3,8,15
40602,135,16,9,0,158,0,0,0,162,18,0,178,241,33,10,6,287,8,0,8,295,13,0,303,81,10,12,0,105,0,0,0,105,0,4,103,7,0,0,8,19,0,0,0,17,0,0,21,466,63,22,16,565,6,0,6,574,33,4,609,7,7,0,0,11,8,0,8,13,5,0,22,6,0,0,0,6,0,0,0,8,0,0,8,8,7,0,0,19,5,0,5,23,5,0,24,473,70,28,16,587,13,0,13,598,39,4,632,187,44,6,16,255,27,3,32,284,102,0,390,0,0,0,3,3,0,0,0,3,0,8,11,657,115,35,31,835,38,3,47,881,137,12,1032,265,24,6,5,299,5,0,5,301,15,0,317,255,31,19,3,306,0,0,0,306,10,0,315,27,5,3,0,38,0,0,0,41,8,0,45,3,0,0,8,11,0,0,0,16,0,0,16,551,58,26,16,655,3,0,3
40701,142,29,7,0,177,6,0,3,182,16,0,201,499,110,13,0,630,0,0,3,635,23,0,657,140,20,12,0,169,0,0,0,169,7,0,175,13,3,0,3,20,0,0,0,20,0,0,24,793,165,37,9,998,3,5,6,1008,45,3,1056,3,0,0,0,3,0,0,0,6,0,0,3,11,5,0,0,16,0,0,0,16,0,0,20,17,5,0,0,22,0,0,0,25,5,0,29,809,167,32,8,1024,10,5,10,1028,50,3,1083,340,69,17,8,436,20,4,26,457,54,0,511,0,0,0,0,3,0,0,0,3,0,4,5,1151,238,54,16,1457,23,6,34,1489,108,8,1604,308,48,3,0,366,4,3,7,366,28,0,393,685,150,24,7,867,6,3,12,879,35,0,913,26,4,16,0,49,0,0,0,49,5,0,47,8,0,0,3,12,6,0,6,15,0,0,20,1029,204,41,10,1290,15,8,22
40702,257,26,5,0,291,0,0,4,295,20,0,319,962,119,26,14,1113,9,0,10,1125,25,0,1147,189,27,29,6,244,0,0,0,248,12,0,263,23,0,3,6,36,0,0,0,36,0,0,36,1427,174,64,20,1685,9,3,17,1701,56,0,1758,3,3,0,0,9,0,0,0,9,0,0,15,14,0,0,0,17,0,0,0,18,0,0,18,17,5,0,0,25,0,0,0,28,0,0,30,1448,177,64,28,1713,11,3,19,1731,59,0,1788,553,118,18,19,705,22,8,28,740,70,4,806,0,0,0,0,4,0,0,0,4,0,7,12,1998,300,85,43,2423,36,11,42,2472,128,9,2606,558,40,11,3,611,0,4,4,614,36,0,655,1209,127,20,20,1373,6,7,11,1386,40,0,1422,67,10,11,0,93,0,0,0,92,4,0,99,5,0,9,16,29,0,0,0,29,0,4,33,1841,180,50,43,2107,10,5,14
40703,281,50,3,3,332,3,4,9,339,25,0,366,796,97,13,6,919,11,0,10,925,43,0,969,178,21,25,10,233,0,0,0,238,10,0,242,17,3,0,12,30,0,0,0,30,5,0,36,1264,171,43,26,1512,13,3,18,1534,77,6,1614,6,0,0,0,6,3,0,3,14,0,0,12,22,3,6,0,29,0,0,4,31,0,0,37,32,3,6,0,30,6,0,9,44,8,0,50,1299,172,50,26,1550,24,5,28,1580,83,6,1665,502,100,18,24,644,22,14,29,679,120,6,806,4,0,0,0,6,0,0,0,6,3,8,20,1802,274,70,55,2202,41,15,55,2259,205,20,2481,513,59,11,6,584,8,9,14,596,36,0,636,958,131,17,10,1111,23,4,29,1142,48,0,1189,39,11,11,0,57,0,0,0,57,7,0,63,16,4,0,12,31,0,0,0,31,0,0,33,1515,209,37,27,1787,30,17,38
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,202,50,13,0,266,0,0,0,266,23,0,280,743,125,30,4,905,9,0,12,918,31,0,947,120,25,33,0,182,0,0,5,184,4,0,186,5,0,0,7,14,0,0,0,14,0,0,18,1062,202,80,13,1366,10,6,15,1379,51,0,1430,7,0,0,0,12,0,0,0,12,0,0,10,20,4,8,0,29,0,0,0,29,3,0,28,29,4,8,0,36,0,0,0,36,3,0,41,1093,207,89,13,1400,15,6,12,1413,52,0,1475,504,81,38,15,643,7,0,7,648,40,0,691,6,0,0,3,8,0,0,0,10,0,7,16,1603,291,128,31,2045,20,6,23,2074,96,6,2174,419,67,15,3,506,4,4,5,513,28,0,541,1099,158,62,12,1332,5,0,3,1340,45,0,1387,43,13,18,0,72,0,0,0,72,0,0,77,13,0,0,12,26,0,0,0,26,0,0,28,1576,232,105,26,1938,8,4,11
50102,404,51,20,7,488,6,4,15,498,33,0,533,1366,150,55,14,1591,19,3,22,1614,38,0,1649,312,36,49,9,406,3,0,3,407,4,0,410,11,0,0,17,25,0,0,0,25,0,3,32,2097,245,127,42,2507,25,10,37,2543,75,9,2622,14,0,0,0,15,6,0,6,14,0,0,15,51,0,0,0,55,8,0,8,67,3,0,61,66,0,0,0,68,11,0,11,83,4,0,82,2160,242,126,46,2576,39,10,43,2623,75,9,2705,1165,113,76,40,1401,30,15,42,1441,106,3,1546,0,0,0,9,16,0,0,0,16,0,3,16,3330,365,199,94,3988,71,23,87,4079,186,12,4275,742,94,17,8,858,11,4,13,875,47,0,923,1901,157,75,16,2149,6,9,13,2164,48,0,2212,78,11,18,4,108,0,0,0,108,3,0,111,10,0,0,16,27,0,0,0,27,3,7,39,2734,253,117,36,3144,17,6,23
50103,67,15,0,0,82,0,0,0,81,7,0,86,249,38,9,3,301,0,0,0,301,10,0,318,34,8,5,5,53,0,0,0,53,10,0,55,11,0,0,9,21,0,0,0,17,0,0,17,366,58,14,17,450,6,0,3,456,19,0,477,3,0,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,9,0,0,0,9,7,0,10,371,58,14,17,454,6,0,3,464,22,0,487,249,38,15,6,306,6,0,6,314,22,0,338,0,0,0,0,0,0,0,0,0,0,0,0,619,94,27,23,768,13,3,12,779,48,0,824,134,22,8,0,161,3,0,3,161,4,0,172,394,52,13,3,453,0,0,0,454,17,0,474,9,9,10,0,26,0,0,0,26,6,0,31,6,0,0,7,17,0,0,0,17,6,0,16,540,76,26,10,657,3,0,0
50201,326,42,16,0,384,3,0,3,384,29,3,414,1011,127,54,10,1200,13,3,24,1222,40,4,1267,230,35,41,3,314,3,0,3,313,4,0,322,16,0,4,11,28,0,0,0,33,9,6,46,1576,206,114,31,1924,18,5,27,1955,80,7,2046,14,0,4,4,12,11,0,11,26,3,0,26,53,8,3,6,66,4,0,4,70,0,0,66,63,8,8,8,82,10,0,10,94,3,0,93,1640,206,125,37,2010,36,5,39,2049,86,7,2139,988,130,82,37,1239,28,10,37,1279,134,6,1416,5,0,0,3,16,0,0,0,16,0,8,28,2636,337,204,85,3262,59,19,73,3339,219,22,3581,584,57,28,5,683,12,4,14,688,48,0,743,1265,138,57,21,1486,19,3,18,1508,46,0,1554,63,9,17,4,98,3,0,3,96,0,0,97,12,0,0,13,24,0,0,4,26,11,3,37,1927,205,110,44,2286,29,5,41
50301,370,52,4,0,431,4,4,9,439,25,0,463,875,114,23,3,1013,3,5,0,1018,16,0,1037,208,24,20,0,251,0,0,0,255,12,0,261,12,0,0,15,17,0,0,0,17,0,0,17,1464,190,48,15,1714,10,3,12,1731,50,4,1780,8,0,0,0,10,0,0,0,10,0,0,12,38,6,0,0,38,0,0,0,41,0,0,40,48,0,0,0,50,0,0,0,54,0,0,53,1509,192,48,15,1767,8,3,16,1778,49,4,1833,561,67,19,6,653,9,5,12,662,40,4,706,3,0,0,0,3,0,0,0,3,0,6,12,2076,256,67,22,2419,17,10,21,2446,89,14,2550,794,90,8,0,894,10,7,11,909,53,0,967,1374,123,26,4,1522,10,3,13,1535,13,0,1557,53,4,7,0,60,0,0,0,62,3,0,66,14,0,0,8,21,0,0,0,21,3,0,24,2236,214,40,10,2502,25,6,33
50302,635,94,15,3,753,9,4,11,763,64,0,830,1395,233,26,9,1659,14,4,14,1674,24,0,1698,469,69,47,0,583,4,0,4,586,9,0,592,13,4,0,8,28,0,0,0,29,0,0,33,2512,401,83,22,3022,28,7,33,3056,95,3,3153,36,7,0,0,42,0,0,0,42,3,0,44,64,6,0,0,68,0,0,0,68,4,0,70,104,5,0,0,108,0,0,0,108,5,0,114,2615,410,86,22,3128,28,7,33,3162,96,3,3266,882,99,24,8,1005,9,7,16,1014,74,0,1095,4,0,0,6,14,0,0,0,14,0,14,20,3499,506,110,32,4147,35,14,47,4189,180,15,4381,955,113,6,0,1079,29,0,30,1106,51,0,1159,1556,171,23,11,1762,9,0,10,1773,28,0,1805,67,7,13,0,85,0,0,0,85,0,0,84,8,3,0,5,16,0,0,0,16,0,3,16,2583,303,41,15,2937,34,4,39
50401,500,85,8,0,600,10,0,18,612,28,4,647,1346,189,30,8,1577,10,3,12,1591,29,6,1628,408,61,40,0,509,8,0,8,515,7,0,516,16,5,3,19,36,0,0,0,36,0,0,40,2271,336,82,30,2724,23,9,30,2755,69,4,2831,12,0,0,0,12,0,0,0,17,0,0,18,45,11,0,0,55,3,0,3,60,0,0,59,63,11,0,0,75,4,0,4,75,3,0,83,2332,346,82,30,2793,28,9,36,2831,75,4,2909,810,148,34,22,1009,23,0,26,1035,94,7,1130,5,0,0,3,6,0,0,0,6,0,9,16,3149,498,111,56,3808,58,7,66,3872,165,20,4053,673,116,16,3,808,11,11,21,830,48,0,877,1248,159,18,3,1425,19,7,24,1452,32,4,1481,58,8,3,0,74,0,0,0,74,3,0,77,8,3,0,11,18,0,0,0,22,3,0,21,1985,278,37,18,2323,29,13,45
50402,174,22,5,0,200,0,0,0,201,9,0,212,529,59,18,6,604,4,0,4,608,22,0,622,177,16,27,0,215,0,0,0,215,4,0,219,9,0,0,8,11,0,0,0,11,0,0,11,878,95,47,10,1030,5,0,5,1031,31,0,1063,4,0,0,0,4,0,0,0,4,0,0,3,13,0,0,0,17,0,0,0,19,0,0,19,15,0,0,0,17,0,0,0,21,0,0,23,897,96,47,9,1046,5,0,5,1050,28,0,1082,403,43,28,10,486,8,5,12,494,20,0,518,3,3,0,5,11,0,0,0,11,0,0,14,1301,139,75,29,1545,11,5,17,1558,50,6,1620,320,43,6,4,376,9,0,9,380,24,3,409,691,73,24,9,786,10,0,10,795,20,0,819,35,0,3,0,43,0,0,0,43,0,0,45,0,0,0,8,9,0,0,0,9,0,3,7,1054,116,35,12,1213,12,0,12
50403,1187,125,31,6,1349,19,11,26,1378,64,3,1450,2380,270,58,20,2730,28,4,32,2763,49,10,2820,571,76,75,10,723,3,0,3,733,12,0,742,38,5,3,23,66,0,0,0,66,4,4,72,4173,468,165,61,4871,46,17,61,4935,130,13,5082,56,8,0,0,71,4,0,4,72,8,0,85,115,23,0,0,143,4,0,3,144,9,0,153,162,37,4,0,209,6,0,8,215,12,0,235,4340,513,168,62,5081,55,15,73,5151,142,22,5317,2079,306,109,80,2577,59,19,76,2648,202,6,2858,21,3,0,30,49,0,0,0,49,0,37,93,6431,816,282,178,7706,109,35,147,7855,346,67,8266,1587,219,41,8,1853,21,14,32,1885,75,4,1971,2586,297,64,30,2971,26,4,30,2999,83,8,3091,148,21,17,0,184,4,0,4,187,3,3,192,19,0,0,21,45,0,0,0,49,10,0,58,4339,537,114,55,5053,49,18,64
50501,888,112,20,4,1022,10,0,11,1033,39,0,1070,2672,278,68,17,3036,14,0,19,3048,31,0,3090,775,65,99,6,954,5,0,5,957,15,6,969,47,0,0,23,68,0,0,0,68,0,4,77,4383,452,184,45,5073,29,4,37,5108,88,7,5206,17,3,0,0,24,0,0,0,27,5,0,26,89,8,3,0,98,0,0,0,103,0,0,100,108,12,3,0,125,0,6,6,127,4,0,126,4491,466,191,46,5199,29,5,37,5235,92,7,5338,1367,138,80,19,1601,23,5,31,1630,57,3,1694,13,0,0,9,26,0,0,0,26,0,13,36,5877,606,272,75,6826,58,9,70,6893,151,24,7065,1669,199,29,6,1900,11,11,24,1928,78,0,2001,3561,319,80,11,3981,33,3,30,4011,64,11,4076,178,23,17,0,220,4,0,4,225,8,0,232,34,0,0,19,61,0,0,0,61,0,6,65,5441,547,129,48,6162,46,11,58
50502,1217,206,37,10,1470,39,14,51,1524,72,0,1595,3418,487,71,19,3992,25,10,29,4022,72,12,4095,895,82,114,8,1103,6,3,9,1112,19,0,1127,43,0,0,33,77,0,0,0,74,0,7,84,5573,776,226,64,6633,69,21,94,6728,158,18,6906,56,13,0,0,65,4,0,7,74,6,0,81,159,14,3,7,180,5,0,4,186,0,3,192,216,26,3,6,244,11,5,15,260,11,3,275,5786,799,228,69,6883,82,26,106,6991,168,22,7175,2078,368,79,49,2571,58,34,95,2670,241,7,2919,6,0,3,14,28,0,0,0,26,0,24,56,7872,1165,308,138,9482,145,61,207,9684,405,59,10151,1905,270,26,11,2217,19,6,32,2253,105,0,2356,3419,379,58,19,3873,33,3,41,3913,75,9,4000,154,15,13,5,186,0,0,0,191,3,0,189,20,5,0,27,57,0,3,3,56,5,11,66,5502,667,102,60,6333,58,14,74
