SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
20803,141,330,235,180,239,147,58,1332,32,28,22,14,16,13,6,123,9,14,3,5,9,6,0,45,284,690,567,412,616,394,206,3176,5,7,7,10,14,10,0,62,14,29,11,9,12,4,0,79,25,33,19,17,27,14,3,142,306,722,586,431,642,410,209,3313,143,232,114,102,126,63,35,823,4,10,10,4,0,0,0,25,459,959,709,539,775,473,252,4159
20804,29,67,49,44,60,49,26,326,4,5,7,0,0,8,0,23,0,4,0,3,0,0,0,9,73,134,128,101,169,127,65,802,0,7,9,4,0,0,4,27,0,7,3,6,5,0,0,22,0,14,8,7,6,4,5,47,75,154,136,109,178,130,72,849,22,43,42,25,44,35,33,243,0,0,4,0,0,0,0,6,95,190,180,139,220,162,98,1097
20901,109,277,226,188,242,131,75,1248,23,25,21,14,24,6,6,124,8,0,5,6,15,0,4,35,271,568,495,436,620,321,208,2916,3,15,13,8,15,3,3,61,10,30,15,14,17,3,6,91,18,45,27,19,28,9,13,152,282,610,519,459,647,332,221,3064,202,235,178,132,142,92,44,1023,6,8,3,4,5,0,4,24,494,857,697,591,790,416,267,4109
20902,108,187,131,106,151,78,34,785,21,11,8,6,8,7,5,66,9,7,3,3,0,0,0,23,202,404,279,236,344,177,109,1753,14,12,12,5,9,11,8,60,7,26,12,10,13,7,3,80,22,36,21,19,20,17,11,139,219,448,304,255,362,191,119,1889,250,277,168,123,125,73,54,1067,10,10,5,5,0,0,0,29,479,736,478,383,483,257,169,2986
20903,49,117,103,98,120,48,28,571,9,15,8,8,11,5,7,54,0,0,3,0,4,0,0,12,102,255,251,217,330,160,103,1418,3,4,4,0,10,0,5,23,5,10,4,5,4,0,4,28,4,15,10,7,9,3,4,54,105,267,259,226,340,162,110,1470,88,93,70,40,68,30,18,409,5,5,0,4,3,4,0,15,196,365,331,271,411,199,127,1900
20904,353,704,523,400,518,221,112,2837,72,68,45,36,49,13,9,296,22,27,16,9,14,5,5,102,686,1399,1096,814,1196,555,322,6069,32,60,51,36,34,25,12,257,55,119,46,26,43,21,3,304,82,178,89,62,80,42,13,554,771,1577,1194,882,1280,596,334,6629,899,1077,629,438,513,238,120,3906,32,38,20,16,9,6,3,112,1697,2690,1832,1333,1796,839,456,10645
21001,56,111,97,91,112,74,35,576,15,14,7,8,12,9,6,70,0,0,3,0,0,0,0,16,134,267,250,217,298,209,105,1472,0,5,0,4,3,4,3,22,3,13,0,6,0,0,0,26,10,15,9,4,9,8,3,50,143,282,251,227,310,210,107,1526,99,110,66,37,50,38,18,421,6,4,3,6,3,0,0,23,243,394,319,266,357,249,127,1968
21002,44,103,71,61,81,22,8,394,6,17,0,7,5,3,0,35,0,4,0,0,5,0,0,12,74,190,142,130,182,67,23,810,3,4,0,0,0,0,4,13,5,6,4,6,5,3,0,23,3,13,8,6,5,3,0,35,82,206,152,132,189,71,25,842,75,68,34,21,25,11,11,234,6,5,0,3,0,0,0,11,155,274,189,155,210,84,31,1094
21003,87,145,127,88,116,59,28,649,23,21,10,8,16,13,6,88,3,10,0,9,4,0,0,28,169,328,273,192,315,183,98,1557,3,7,9,11,9,6,6,52,16,49,18,15,4,10,0,115,22,50,29,28,19,17,6,166,190,384,299,218,324,194,104,1718,199,238,121,108,138,70,39,907,7,12,4,0,0,0,0,26,397,622,427,328,465,264,140,2650
21004,84,158,110,76,93,31,15,568,13,15,11,13,7,4,0,68,6,3,6,0,0,0,0,30,165,331,242,176,264,107,60,1341,10,7,6,3,6,4,0,35,15,18,4,5,0,0,0,45,23,29,10,5,9,4,0,78,188,359,253,180,269,106,58,1419,119,158,89,50,75,18,10,507,4,5,0,0,0,0,0,5,308,518,346,233,343,121,72,1938
21005,262,487,340,225,314,176,95,1901,49,58,33,34,47,16,6,241,20,29,19,12,18,12,6,114,533,974,678,531,763,433,244,4159,25,49,35,26,32,18,10,191,33,82,51,38,36,18,17,272,57,137,81,62,71,38,26,465,588,1114,761,594,836,470,271,4630,961,1087,652,460,574,288,163,4179,17,51,18,16,6,4,0,116,1569,2251,1432,1067,1408,766,435,8925
21101,204,390,278,231,303,171,86,1666,34,34,27,18,34,20,9,178,9,19,6,3,7,7,3,53,367,777,659,534,823,455,269,3876,10,22,24,8,20,3,5,94,30,44,20,11,19,10,0,134,33,65,43,14,41,15,6,228,398,838,703,544,869,467,277,4106,342,397,215,153,218,71,60,1458,10,10,3,6,3,0,0,28,749,1244,918,707,1087,543,340,5586
21102,15,42,39,23,39,16,13,184,6,0,5,0,5,5,0,22,0,0,5,0,0,0,0,8,27,84,95,71,114,70,31,490,0,0,0,0,4,4,0,12,0,4,0,0,0,4,0,13,0,5,5,6,0,6,0,23,26,88,94,74,120,82,36,511,17,17,25,12,24,18,9,126,0,0,0,0,0,0,0,4,47,107,123,89,142,96,50,644
21103,138,357,248,170,233,144,59,1345,17,19,18,14,27,10,3,117,8,7,3,6,10,0,0,42,262,673,530,392,592,373,177,2997,4,13,4,7,17,0,6,48,15,10,9,13,18,4,0,80,20,24,14,23,33,10,6,128,277,697,549,413,625,379,179,3122,204,254,142,111,131,64,35,947,6,7,3,0,3,6,0,17,484,950,693,530,762,449,217,4084
21104,46,112,94,63,108,65,42,533,6,8,0,5,3,3,4,30,0,3,0,0,0,3,6,11,98,235,219,160,277,191,114,1299,0,0,3,0,8,10,3,23,0,11,9,6,6,3,0,34,0,14,12,6,15,14,4,55,99,245,232,169,291,204,118,1355,75,113,62,47,87,67,25,477,0,0,3,3,0,0,0,8,169,357,295,212,383,268,153,1835
21105,212,482,360,269,357,126,66,1874,36,39,32,34,36,16,15,214,10,19,16,5,17,3,3,79,356,819,708,568,839,329,188,3802,7,22,14,15,13,8,3,74,16,22,20,20,15,5,0,93,18,44,38,30,30,13,3,172,375,867,744,598,860,339,186,3975,347,423,249,159,181,76,25,1463,7,4,6,9,3,0,0,28,727,1291,1004,763,1050,414,212,5465
21201,256,423,273,200,270,92,42,1552,39,55,37,18,22,13,15,202,17,32,18,17,12,3,0,99,446,865,590,459,613,266,152,3389,14,38,13,7,25,4,5,108,27,53,20,19,11,0,0,135,44,87,38,25,35,7,4,241,488,956,619,482,649,273,160,3631,496,524,271,156,174,59,21,1698,17,22,9,9,5,0,0,66,1003,1503,903,649,828,329,182,5393
21202,168,354,237,172,217,110,57,1307,39,36,15,21,18,6,10,146,8,20,20,6,12,9,3,79,358,710,525,431,582,312,154,3082,14,29,20,13,31,10,7,122,20,49,25,20,26,16,6,157,38,79,44,36,49,21,15,285,395,793,566,467,634,339,173,3363,439,515,263,177,213,123,81,1803,18,14,13,12,5,4,0,60,852,1317,836,654,850,465,255,5227
21203,395,674,432,336,361,155,87,2445,70,71,47,36,46,16,10,304,36,40,15,11,18,4,7,129,845,1428,987,773,988,431,240,5683,26,58,41,33,46,19,7,224,58,78,34,25,40,12,8,256,87,133,74,58,83,29,19,480,933,1561,1057,828,1066,460,251,6162,965,851,462,314,360,154,119,3223,32,35,17,18,12,6,5,122,1927,2445,1537,1161,1434,620,379,9509
21204,194,472,327,228,327,192,113,1850,43,29,20,8,33,17,14,165,21,28,18,22,27,12,5,135,460,909,660,504,788,491,301,4111,27,55,21,30,39,19,25,220,34,76,39,28,47,23,17,265,55,132,63,63,84,48,40,487,518,1043,721,562,872,532,345,4601,683,753,419,309,425,264,195,3051,33,50,23,9,14,4,4,143,1237,1840,1165,880,1316,800,552,7789
21205,140,321,272,201,286,228,109,1556,27,21,24,21,18,13,10,138,9,9,13,14,16,13,4,74,304,717,608,492,702,555,286,3659,4,21,10,10,22,12,5,82,16,27,21,8,31,22,13,134,20,49,30,20,49,37,12,218,329,761,633,508,757,586,296,3876,199,272,224,190,319,203,179,1585,15,11,10,12,5,3,5,60,539,1043,871,710,1082,800,480,5522
21301,262,485,348,263,366,215,110,2041,47,52,34,21,57,28,20,255,19,37,18,17,29,13,12,148,552,1063,770,553,869,546,312,4673,35,68,51,45,55,61,24,345,45,118,70,45,70,37,22,411,88,186,124,96,124,95,44,756,634,1251,902,652,991,639,358,5430,756,1008,554,422,487,293,188,3704,34,48,29,23,19,14,8,168,1428,2305,1482,1093,1500,942,553,9304
21302,87,210,150,111,138,81,52,819,23,27,16,16,9,5,0,93,4,9,5,8,5,0,0,35,191,467,394,302,388,223,136,2103,11,26,26,6,18,12,7,99,14,18,16,10,7,4,3,67,21,43,42,14,22,12,8,159,212,512,425,320,414,238,149,2270,192,201,122,96,82,50,27,762,7,9,0,6,0,0,0,25,415,719,555,414,496,286,176,3051
21303,98,147,111,69,81,69,36,617,18,23,12,8,12,9,5,86,5,6,3,3,6,0,0,25,195,402,297,206,293,195,111,1688,5,14,20,7,12,13,0,74,13,27,11,11,8,6,7,91,18,37,31,19,20,18,12,158,208,438,326,223,315,213,118,1843,168,212,132,95,123,71,49,838,0,0,5,7,5,0,0,26,380,647,458,327,445,282,165,2708
21304,321,646,448,303,432,135,76,2361,85,94,61,33,40,12,9,338,39,45,29,15,22,9,6,163,739,1362,1038,742,1027,434,246,5589,47,69,63,47,49,15,15,309,81,127,52,49,49,15,8,397,130,205,116,101,97,36,17,700,873,1569,1155,839,1120,468,259,6287,1061,1108,618,379,397,151,95,3808,21,27,10,13,11,4,3,80,1958,2699,1784,1224,1525,626,362,10179
21305,469,789,528,377,483,194,110,2943,89,120,72,53,69,32,14,450,31,57,39,17,31,14,3,195,977,1851,1316,927,1286,595,318,7267,74,129,70,45,62,23,26,416,96,151,74,64,52,16,13,462,164,281,143,108,110,34,35,880,1144,2133,1456,1034,1402,627,349,8139,1255,1311,678,497,571,244,141,4704,51,55,28,23,17,3,5,177,2455,3498,2155,1555,1990,872,503,13025
21401,294,624,415,271,353,122,56,2141,61,53,34,24,33,10,11,220,10,21,13,13,13,5,3,85,534,1117,801,602,860,344,166,4422,14,34,15,25,28,6,0,125,24,56,28,20,16,5,0,146,34,88,49,48,45,15,0,276,565,1203,849,648,905,355,172,4690,589,596,362,263,265,89,39,2199,10,15,19,9,9,0,0,66,1164,1820,1229,914,1169,450,212,6957
21402,235,556,445,311,466,144,59,2211,50,90,42,32,40,25,6,283,9,12,12,7,21,3,0,63,428,996,815,633,940,347,164,4319,10,26,8,14,14,5,5,77,14,42,21,16,18,0,0,113,29,66,33,29,28,5,0,191,451,1063,850,660,975,350,163,4508,385,479,255,214,195,74,26,1623,5,11,14,9,4,0,0,52,848,1555,1121,877,1177,424,191,6187
21501,124,207,156,124,112,34,3,767,22,12,17,11,10,3,0,74,5,8,5,0,3,3,0,26,208,334,270,237,262,60,12,1379,7,20,17,0,3,0,0,49,8,18,5,3,9,0,0,45,20,34,22,7,20,0,0,94,224,368,287,241,283,60,12,1471,278,287,146,108,70,9,5,895,9,9,7,6,0,0,0,28,505,661,437,355,350,71,22,2398
21502,127,228,156,102,122,30,4,773,28,28,11,8,12,0,0,87,5,15,9,13,9,0,0,57,240,438,330,252,332,80,18,1684,14,15,10,3,6,0,0,52,16,25,17,6,6,0,0,71,27,40,27,17,13,0,0,125,267,479,357,263,344,77,15,1810,309,331,170,119,84,27,5,1054,10,14,6,7,7,3,0,50,590,824,533,394,439,107,27,2913
21503,77,133,86,76,62,14,0,446,15,8,9,0,5,0,0,40,0,7,3,6,5,0,0,18,114,231,173,132,142,31,4,820,5,11,11,3,4,0,0,40,0,18,3,3,3,0,0,32,13,26,14,9,15,0,0,70,122,256,186,139,152,34,6,892,167,177,105,85,56,8,0,599,3,4,5,0,0,0,0,12,293,433,293,228,206,45,6,1501
21601,71,151,107,78,98,18,6,525,21,20,4,7,8,0,0,72,4,12,5,4,0,0,0,29,126,295,214,162,200,40,5,1040,10,0,6,5,6,0,0,31,12,6,7,6,8,0,0,33,11,14,11,11,12,0,0,64,137,303,226,175,209,40,5,1107,192,160,105,55,66,11,0,592,8,4,7,8,5,0,0,25,339,473,336,234,278,46,12,1720
21602,73,132,96,77,59,14,3,456,16,9,5,0,0,0,0,33,0,11,3,0,8,0,0,23,114,228,162,126,149,21,6,804,0,4,11,4,0,0,0,19,8,8,9,7,0,0,0,32,8,13,16,9,3,0,0,53,121,239,184,132,156,19,6,855,118,115,68,38,39,8,3,382,8,3,8,0,0,0,0,17,238,360,255,172,189,25,9,1246
21603,137,308,177,136,142,39,7,940,24,33,10,6,20,5,6,105,11,16,14,8,12,0,0,62,243,555,360,287,342,91,32,1905,10,16,15,14,11,6,0,75,30,24,21,13,9,7,0,100,35,44,31,32,23,13,3,178,283,598,393,313,360,106,30,2086,366,398,214,136,150,24,9,1297,5,15,20,0,3,5,0,46,649,1003,627,453,519,130,46,3431
21701,73,127,102,81,83,17,0,481,18,19,6,6,4,0,0,50,0,0,6,5,0,0,0,11,104,207,175,151,190,24,12,866,3,6,3,0,5,0,0,24,3,18,7,3,7,4,0,47,6,25,13,8,13,4,0,62,112,230,193,158,196,34,12,933,136,165,66,55,48,10,0,476,3,7,4,0,0,0,0,23,252,404,265,217,245,41,11,1434
21703,67,154,90,77,95,15,10,504,10,14,7,8,5,3,0,46,5,4,7,5,3,0,0,14,93,241,163,142,175,42,13,880,0,0,3,3,0,0,0,5,10,4,13,7,5,0,0,37,10,5,10,12,5,0,0,39,100,250,177,158,185,42,12,925,124,148,80,42,41,8,5,451,5,0,0,6,0,0,0,14,234,398,256,200,223,55,13,1382
21704,119,246,190,124,140,30,11,847,25,21,7,3,4,0,0,67,5,6,5,4,0,0,0,16,182,397,325,234,271,62,13,1488,3,11,4,6,13,0,0,32,4,9,11,3,4,0,0,34,13,14,13,11,12,0,0,69,195,409,342,243,285,64,15,1554,149,173,103,61,57,20,3,573,3,7,3,4,4,0,0,16,352,597,448,309,344,82,18,2142
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,129,222,172,135,145,40,21,870,36,51,25,29,31,11,7,189,8,11,4,5,6,0,4,34,263,511,423,323,460,147,71,2205,12,19,12,10,9,6,0,60,21,29,16,4,8,0,0,81,28,41,34,13,18,6,0,140,294,556,456,332,480,153,73,2344,226,234,125,93,106,27,13,829,7,9,0,7,0,0,0,33,532,801,580,431,588,180,90,3205
30102,125,305,217,137,175,37,18,1015,46,67,39,18,31,8,3,208,0,13,9,9,10,0,0,40,271,656,505,373,535,150,58,2539,8,24,15,13,9,5,0,75,20,28,20,14,15,3,0,93,24,53,37,25,24,6,0,167,294,704,539,401,553,154,59,2708,260,249,179,130,127,24,26,994,11,10,4,3,4,0,0,34,562,967,724,529,688,178,84,3735
30103,92,219,150,106,140,29,19,752,32,41,25,12,24,17,3,153,5,8,5,12,3,0,0,33,231,591,426,334,434,165,64,2249,5,13,10,8,16,5,0,65,9,23,20,13,0,4,0,72,10,41,32,25,18,3,3,138,239,637,456,356,452,174,68,2386,190,194,124,99,83,18,9,720,3,0,0,4,0,0,0,9,434,829,579,460,536,192,73,3111
30201,65,110,73,51,75,34,18,420,15,21,20,14,10,3,3,85,6,6,5,0,0,0,0,21,154,292,227,155,232,110,48,1223,3,3,7,0,4,0,0,17,0,17,8,3,6,0,4,37,6,13,13,5,9,0,4,55,160,313,240,160,246,110,51,1278,59,92,58,38,51,24,11,330,6,0,4,0,0,0,0,22,234,408,301,207,292,133,67,1630
30202,81,170,128,99,112,53,30,671,30,49,35,22,24,9,0,162,0,4,4,3,0,3,0,24,189,439,377,255,374,165,74,1885,5,21,13,15,20,4,0,74,16,22,12,11,9,3,4,73,26,43,24,21,18,10,4,148,212,485,397,279,397,169,78,2027,167,179,94,80,90,26,21,655,7,3,3,3,3,0,0,17,386,669,494,358,494,194,97,2700
30203,46,98,59,51,60,13,3,335,14,23,3,5,10,0,0,55,0,5,0,0,0,0,0,8,106,268,187,129,223,77,33,1027,3,7,5,0,4,0,0,19,4,8,6,5,0,0,0,18,8,13,0,5,3,3,0,35,116,278,191,132,231,82,37,1060,108,96,62,26,51,5,10,353,7,0,0,0,0,0,0,11,227,375,253,160,277,82,51,1428
30204,90,198,127,114,103,47,14,701,19,38,33,17,27,5,4,147,8,0,5,0,3,0,0,16,200,484,330,251,355,140,45,1805,11,8,8,10,6,3,4,40,9,21,17,3,6,4,4,58,16,29,25,11,9,5,7,100,215,510,352,260,369,148,53,1905,221,246,131,100,81,28,8,815,4,9,4,10,10,0,0,35,442,763,486,367,453,171,65,2751
30301,73,120,76,55,76,35,28,456,24,20,12,14,3,3,4,73,3,12,4,0,3,0,0,25,166,314,239,172,232,130,69,1328,5,7,4,0,4,5,0,21,11,11,3,3,8,3,0,39,11,18,6,4,10,4,0,58,176,337,250,174,242,138,72,1392,81,111,70,49,48,19,14,390,0,0,0,0,0,0,0,8,257,449,323,222,295,153,87,1789
30302,78,125,101,59,97,42,24,521,27,26,16,7,11,5,0,101,3,5,0,0,0,0,0,14,169,347,281,197,302,146,71,1513,11,5,10,3,13,5,4,53,6,21,12,5,4,3,0,52,13,31,19,7,13,7,4,107,189,368,302,205,325,154,75,1623,115,98,51,50,59,27,10,420,4,3,4,0,0,0,0,12,316,474,358,254,382,188,88,2056
30303,80,218,137,118,155,68,27,800,21,34,21,18,26,11,0,126,0,9,4,4,6,5,0,28,192,479,346,287,435,203,73,2006,7,30,19,6,16,9,0,90,0,11,12,4,11,0,0,52,13,44,32,11,30,8,3,141,206,519,375,300,465,208,77,2149,168,186,135,109,120,69,23,807,11,7,3,4,0,0,0,24,380,711,507,415,588,271,107,2977
30304,30,88,61,33,63,20,10,307,13,12,10,8,9,3,0,50,0,0,4,0,0,0,0,8,93,214,176,111,174,65,34,874,3,5,7,10,6,0,0,34,7,5,10,0,8,0,0,35,9,16,12,11,15,5,0,67,106,232,191,123,189,68,40,944,89,96,63,48,45,13,17,361,0,0,0,0,0,0,0,4,194,331,260,168,231,79,58,1312
30305,104,178,164,103,131,43,23,737,23,39,21,16,22,4,0,134,16,7,9,7,4,5,0,39,245,420,370,256,340,128,63,1830,13,38,19,15,15,5,3,114,29,38,15,9,11,4,4,112,40,78,39,27,31,7,4,228,282,495,415,281,369,142,68,2051,234,272,172,115,138,61,30,1015,3,16,4,6,0,0,0,34,519,783,595,394,509,204,103,3107
30306,71,122,85,52,69,47,29,473,11,31,19,15,5,3,4,94,3,0,9,4,6,4,0,23,138,306,191,160,185,115,70,1163,5,17,10,6,3,11,0,50,8,19,13,9,9,4,4,54,15,32,19,11,8,11,4,109,154,335,211,173,200,126,72,1274,158,190,118,96,110,81,45,799,9,0,5,9,0,3,0,19,319,527,337,273,313,211,114,2092
30401,26,70,54,45,51,28,13,286,3,8,9,3,9,4,3,47,6,3,4,0,3,0,0,23,58,170,177,120,178,88,39,832,6,5,4,3,0,0,0,24,0,9,7,3,8,8,3,33,12,10,9,5,11,8,3,57,73,182,186,125,184,94,40,884,39,54,39,35,33,14,7,226,0,3,0,0,0,0,0,10,113,240,226,156,221,112,44,1114
30402,23,62,89,56,73,31,28,366,9,18,28,16,15,7,6,93,0,6,6,0,5,0,0,14,72,204,258,181,251,143,79,1191,0,7,0,6,12,3,0,32,3,3,5,6,6,0,0,22,4,17,4,8,9,3,0,51,73,218,266,192,264,149,88,1248,36,70,45,29,54,26,16,280,0,0,0,0,4,0,0,6,116,291,310,225,318,176,105,1535
30403,51,100,75,58,73,42,19,423,5,15,19,17,25,5,9,100,3,7,3,5,0,0,0,24,100,235,206,159,244,124,70,1139,0,7,8,9,9,0,0,29,3,16,4,4,3,3,0,47,4,18,12,16,8,4,4,74,108,262,220,175,256,125,72,1211,40,64,71,70,80,62,23,403,0,0,0,0,0,0,0,3,140,328,292,244,335,187,92,1619
30404,52,138,110,76,118,49,20,559,16,22,32,17,12,5,7,108,0,7,5,4,3,0,0,21,111,360,323,253,371,146,75,1633,3,15,5,0,7,0,0,38,7,7,8,0,10,3,3,32,5,18,12,0,12,5,5,66,120,378,333,254,385,146,75,1696,111,124,86,61,63,27,18,491,4,0,4,3,0,0,0,12,235,505,426,310,449,178,94,2196
30501,43,91,74,55,68,36,15,386,11,22,22,13,18,10,0,87,0,0,5,5,3,0,0,12,127,260,274,194,300,128,72,1364,10,21,14,0,10,5,3,65,3,13,3,4,9,0,0,36,16,27,16,6,18,8,4,97,149,291,287,202,318,137,76,1461,78,88,65,43,76,49,28,438,0,4,4,0,0,0,0,8,227,391,353,252,390,188,102,1911
30502,36,89,54,39,47,37,10,314,17,13,8,3,7,0,4,51,0,0,0,0,0,0,0,6,114,271,204,154,203,116,49,1108,5,6,9,6,5,3,0,38,9,17,6,0,4,0,0,37,9,28,15,5,9,3,0,71,125,296,219,164,205,123,53,1185,58,66,42,26,34,17,16,257,3,0,3,0,0,0,0,7,185,361,264,188,247,139,63,1444
30503,65,133,93,76,95,57,21,544,17,24,13,15,27,13,5,111,5,6,3,7,0,0,0,23,181,421,328,261,384,230,102,1902,0,14,10,4,9,0,3,44,7,11,0,8,5,4,0,38,14,21,14,8,18,5,3,82,194,441,344,270,405,231,105,1986,109,111,77,75,94,53,20,548,0,8,3,0,0,0,0,16,300,562,423,354,499,290,129,2550
30504,45,100,73,48,72,45,25,399,19,21,14,8,12,4,5,88,0,4,0,0,0,0,0,8,116,295,230,155,239,162,88,1285,3,11,10,0,4,0,0,35,0,4,0,4,3,0,0,16,5,10,12,3,7,0,3,47,118,309,245,158,245,165,89,1329,24,35,26,34,53,34,21,217,0,0,0,0,0,3,0,7,141,343,267,193,295,198,105,1554
30601,90,252,183,129,150,27,15,838,23,29,19,13,13,0,0,91,3,3,0,0,9,0,0,22,191,558,413,325,392,70,27,1970,3,15,12,13,5,8,0,55,17,16,16,9,3,0,0,62,15,31,32,14,14,9,0,121,207,583,445,342,405,81,30,2089,148,165,94,63,81,22,4,571,0,13,4,0,3,0,0,17,359,759,541,407,480,94,35,2686
30602,291,469,354,244,262,40,15,1676,40,38,10,16,13,0,6,128,11,21,9,8,3,0,0,54,490,942,730,565,696,113,53,3596,37,74,62,41,34,8,0,256,59,82,51,42,38,5,3,284,100,158,113,80,71,16,6,545,590,1101,849,641,771,127,57,4136,671,653,381,249,198,39,13,2199,20,25,19,13,5,0,0,82,1275,1775,1246,902,975,171,67,6418
30603,67,146,114,77,79,4,3,485,4,12,9,5,5,0,0,31,8,5,8,6,4,0,0,29,113,240,224,146,191,12,6,930,15,32,19,26,10,0,0,99,25,33,17,9,4,4,0,92,33,71,39,30,18,4,0,200,148,304,262,183,208,19,3,1130,257,249,136,79,76,11,0,799,0,9,4,4,0,0,0,25,409,560,401,263,280,25,7,1949
30604,28,47,33,10,17,7,0,140,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,13,37,74,56,33,52,13,0,265,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,5,0,3,0,0,10,35,78,63,33,52,13,0,271,43,50,36,15,11,4,0,161,0,5,0,0,0,0,0,10,84,134,95,47,68,15,0,440
30605,66,159,117,80,102,3,0,519,9,9,14,10,11,0,0,47,7,27,5,10,3,0,0,56,118,325,240,176,237,14,8,1111,12,17,14,18,9,0,0,68,8,23,13,9,3,0,0,54,20,38,27,20,17,0,0,129,138,364,260,200,253,16,5,1237,209,240,153,110,77,6,4,807,10,15,10,6,3,0,0,42,363,615,427,320,324,25,10,2084
30701,85,149,99,81,56,8,0,484,13,17,6,11,3,0,0,42,10,3,0,4,0,0,0,16,171,314,221,172,143,17,3,1048,5,26,19,19,14,0,0,77,14,17,11,3,9,0,0,52,17,44,30,23,17,0,0,133,190,356,257,198,162,17,3,1185,287,270,129,97,51,0,3,828,8,10,0,3,0,0,0,26,485,633,381,302,216,15,6,2040
