SA1_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
21103126526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,3,7,7,0,7,0,0,0,7,0,3,10,0,6,11,0,11,8,0,8,12,0,12,24,0,24,3,0,3,0,0,5,85,13,101
21103126527,0,0,0,0,0,0,0,4,4,0,3,3,0,4,5,0,0,0,0,3,3,7,0,7,6,4,4,8,0,8,0,4,3,4,0,12,13,0,13,11,0,11,10,0,11,8,0,8,12,0,12,9,0,9,0,0,0,89,21,110
21103126528,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,5,3,0,0,8,0,8,9,0,10,3,3,8,8,0,3,8,0,8,12,0,12,10,0,10,12,0,12,23,0,27,8,0,8,0,0,0,100,6,106
21103126529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,4,0,4,0,0,0,6,0,9,4,0,4,4,0,4,0,0,0,7,0,14,9,0,9,21,0,21,9,0,9,64,0,64,11,0,11,0,0,0,145,10,154
21103126530,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,3,0,9,3,0,3,7,0,8,5,0,5,11,0,8,12,0,12,6,0,6,7,0,7,30,0,27,5,0,5,0,0,3,97,14,109
21103126531,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,4,8,0,6,6,7,0,7,4,0,4,5,0,5,7,0,9,5,3,10,12,0,12,16,0,16,18,0,18,19,0,19,45,0,45,4,0,4,0,0,0,148,14,161
21103126532,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,11,0,0,4,3,3,3,0,0,6,3,0,3,5,0,5,14,0,13,5,0,5,15,0,15,8,0,8,44,0,44,7,0,7,4,0,4,116,10,124
21103126533,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,7,3,4,3,0,8,7,0,7,4,0,5,3,0,3,0,0,3,7,0,7,12,0,18,3,0,9,12,0,12,13,0,13,27,0,27,9,0,10,0,0,0,113,13,125
21103126534,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,4,3,0,0,4,5,0,3,3,0,0,5,0,5,9,0,10,17,0,17,9,0,9,9,0,9,23,0,23,9,0,9,0,0,0,94,10,102
21103126535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,5,7,0,10,3,0,4,4,0,6,8,0,4,10,0,10,17,0,17,21,0,17,12,0,12,19,0,19,3,0,3,0,0,0,115,11,123
21103126536,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,5,0,5,3,0,3,9,0,9,4,0,4,9,0,9,8,0,8,6,0,6,5,0,5,0,3,3,76,14,92
21103126537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,5,0,0,0,9,0,12,3,0,4,5,0,5,7,0,7,7,0,7,13,0,10,3,0,3,22,0,22,12,0,12,0,0,0,91,13,100
21103126538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,3,0,3,0,0,3,0,0,0,5,0,5,8,0,8,3,0,3,4,0,10,10,0,10,14,0,14,3,0,3,0,0,0,58,8,63
21103126539,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,5,4,10,4,0,4,5,0,9,4,0,6,6,0,6,14,0,14,17,0,17,7,0,7,40,0,40,5,0,5,0,0,0,119,14,132
21103126540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,8,3,0,7,3,0,3,3,0,0,6,0,9,5,3,8,6,0,6,3,0,3,0,0,0,15,0,15,3,0,3,0,0,0,62,9,79
21103126541,0,0,0,0,0,0,0,0,0,0,3,3,0,10,6,3,5,11,3,3,8,6,6,5,8,4,12,11,4,15,6,9,7,11,4,8,13,8,18,9,0,9,7,0,8,0,0,0,20,0,17,7,0,7,0,0,0,115,51,161
21103126542,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,0,4,5,0,5,3,0,5,0,0,4,3,0,3,4,0,0,13,0,13,5,0,5,5,0,5,3,0,3,21,0,21,0,0,0,0,0,0,68,8,81
21103126543,0,6,3,0,0,0,0,0,0,0,4,8,0,11,11,0,4,5,3,5,6,3,0,3,6,0,6,3,0,3,6,0,3,5,5,4,9,0,13,17,0,17,12,0,12,8,0,8,20,0,20,5,0,10,0,0,4,106,36,145
21103126544,4,0,0,3,0,3,0,3,3,0,0,0,5,0,8,0,0,0,0,0,6,7,0,7,9,0,9,5,0,4,10,4,11,11,5,15,17,4,23,17,0,17,14,0,14,18,0,18,42,0,40,3,0,3,0,0,3,162,27,183
21103126601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,5,0,4,3,8,0,5,4,0,9,3,0,7,3,0,3,10,4,9,8,0,8,11,0,11,3,0,3,10,0,11,9,0,9,0,0,0,83,22,104
21103126602,4,0,7,0,0,0,0,0,0,0,4,4,0,3,3,0,0,3,3,3,3,5,3,3,5,0,11,10,3,9,7,0,5,14,4,14,6,4,11,6,0,11,9,0,9,3,0,5,15,0,15,5,0,5,0,0,0,91,35,118
21103126603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103126604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
21103126605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
21103126606,3,0,3,0,0,0,0,0,3,0,0,0,5,13,12,0,17,18,9,10,12,5,4,6,8,10,16,5,3,12,7,6,5,8,4,10,20,9,28,11,0,11,14,0,15,13,0,15,16,0,16,8,0,8,0,3,4,130,78,210
21103126608,0,0,3,0,0,0,0,0,3,0,3,3,0,9,9,3,5,8,0,5,9,7,3,13,9,0,9,6,0,6,3,0,8,3,0,10,13,5,14,19,0,17,21,0,24,9,0,9,25,0,25,9,0,13,4,0,4,140,44,183
21103126609,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,4,0,5,3,0,5,5,0,3,4,3,10,0,0,3,5,0,0,6,0,6,5,8,8,12,0,16,3,0,8,3,0,3,22,0,22,0,0,0,0,0,3,81,25,106
21103126610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103126611,0,0,0,3,0,3,0,0,0,0,0,0,0,7,4,5,4,9,6,3,9,9,4,16,9,0,10,3,0,3,4,0,4,3,0,9,13,0,13,9,0,13,5,0,5,11,0,11,19,0,19,4,0,4,0,0,0,100,29,128
21103126612,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,6,8,0,5,3,3,0,10,5,6,9,6,0,6,4,0,4,0,0,0,8,0,7,0,0,0,0,0,0,4,0,4,9,0,9,5,0,5,0,3,4,49,40,87
21103126613,3,0,7,0,4,4,0,0,0,0,5,5,0,0,0,0,3,5,3,0,7,3,7,10,5,5,3,6,0,8,3,0,9,8,3,14,10,4,10,5,0,11,11,0,11,3,0,3,21,0,21,9,0,6,0,4,3,107,37,140
21103126614,0,5,5,0,4,0,0,0,0,0,6,6,3,7,8,0,15,13,5,6,8,6,8,12,10,10,19,14,8,23,3,4,9,13,4,12,21,6,29,10,0,13,8,0,9,5,0,5,13,0,15,5,0,9,3,0,7,125,77,205
21103126615,0,0,4,0,0,0,3,4,3,0,5,3,3,9,12,3,7,11,8,6,12,6,3,9,0,0,8,4,5,9,0,5,6,4,3,7,16,5,25,5,0,5,7,0,7,4,0,4,16,0,16,3,0,3,0,0,5,90,54,143
21103126616,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,16,10,30
21103126617,4,3,3,0,0,3,0,0,0,3,3,8,0,16,19,3,18,24,6,8,12,7,9,21,16,5,20,6,6,14,6,0,7,8,8,18,13,8,16,19,0,19,3,0,3,11,0,11,10,5,12,0,0,4,0,0,3,122,93,216
21103126618,4,0,0,3,0,3,0,0,0,0,5,5,0,9,16,3,0,3,8,4,13,7,8,11,8,3,10,7,3,8,8,6,12,8,0,12,17,12,27,16,0,11,10,0,10,8,0,8,21,0,21,6,0,6,0,3,4,124,60,191
21103126619,0,9,12,0,0,0,0,4,4,0,9,9,0,19,20,8,10,16,3,0,8,8,4,9,9,11,20,3,6,11,6,8,11,9,3,13,13,6,18,11,0,11,7,0,11,9,0,9,8,0,11,5,0,6,0,3,3,95,94,193
21103126620,0,3,3,0,0,0,0,0,0,0,6,6,0,13,17,0,10,6,4,5,6,6,4,4,0,3,10,5,0,9,3,0,3,5,0,5,7,3,7,5,0,5,7,0,10,4,0,4,10,0,10,4,0,4,0,0,0,65,50,117
21103126621,0,3,3,0,3,3,0,0,0,0,0,0,0,8,14,0,9,9,5,3,11,3,3,13,8,11,19,7,6,11,7,0,8,13,9,17,14,4,18,11,0,6,0,0,8,5,0,7,5,0,5,3,0,7,0,5,7,91,76,168
21103126622,3,3,8,0,0,6,0,4,4,4,6,5,0,13,13,0,23,25,7,6,11,7,3,13,4,12,14,15,7,21,4,7,7,5,5,10,20,9,24,7,0,10,3,0,3,9,0,6,8,0,15,8,3,6,0,3,3,110,110,213
21103126623,0,3,3,0,7,7,0,0,0,3,5,9,3,3,10,6,4,9,0,0,3,12,6,13,10,3,11,3,0,3,9,3,12,5,5,11,20,4,21,16,0,16,14,0,14,21,0,17,17,0,13,10,0,13,5,0,5,142,42,186
21103126624,3,5,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,5,3,3,0,5,4,4,3,5,7,0,7,7,5,12,6,3,9,11,6,7,17,0,19,12,0,12,6,0,8,17,6,21,7,0,7,0,0,0,89,37,125
21103126625,0,0,3,0,0,0,0,0,0,0,5,5,3,8,9,6,4,12,3,9,7,3,8,10,6,3,13,5,3,15,7,0,7,9,0,7,18,5,25,18,0,18,13,4,12,9,4,12,18,0,18,4,0,4,0,0,3,129,48,176
21103126626,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,8,9,3,7,8,10,13,7,3,9,5,0,6,5,0,3,14,0,14,6,0,12,7,4,13,6,0,6,13,0,17,4,0,7,4,0,4,87,38,125
21103126627,3,0,3,0,0,0,0,0,0,0,3,3,0,6,3,0,5,4,4,6,11,5,0,8,7,0,6,11,0,11,9,3,9,7,0,10,19,5,19,10,0,10,8,0,11,3,0,3,14,0,14,6,0,8,0,0,0,107,27,138
21103126628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,6,0,0,0,6,5,3,0,3,4,0,0,0,0,0,4,3,0,7,5,0,5,0,0,0,8,0,8,0,3,3,0,0,0,30,16,46
21103126629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
21103126630,0,0,6,0,0,0,0,0,4,0,0,0,0,6,6,4,3,10,3,9,13,4,0,3,6,0,3,6,8,10,4,0,3,4,0,9,13,5,9,14,0,14,5,0,11,9,0,9,16,0,19,7,0,7,0,4,4,100,36,134
21103126631,0,0,0,0,0,0,0,4,3,0,0,0,0,9,8,0,7,7,0,3,8,3,4,9,3,0,3,5,3,14,3,0,4,4,4,8,9,4,16,11,4,15,12,0,13,11,0,11,16,0,15,9,0,9,3,0,6,106,41,147
21103126632,3,0,4,3,0,3,0,3,3,3,7,6,3,11,16,8,7,18,8,0,14,7,4,15,12,7,17,3,7,11,6,3,13,12,3,18,18,5,22,14,4,17,13,0,13,8,0,8,19,0,19,8,0,14,3,0,4,160,71,235
21103126633,6,0,3,0,0,3,0,0,0,0,0,0,3,5,11,0,4,8,8,0,9,0,4,4,0,0,6,5,3,8,0,0,0,10,0,10,14,0,10,6,0,6,12,0,12,7,0,7,4,0,6,4,0,4,0,4,4,84,26,114
21103126634,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,9,3,8,5,3,3,12,10,14,6,10,12,0,11,12,3,4,11,12,4,14,5,0,8,4,0,10,4,0,4,0,0,0,0,0,0,0,0,0,61,53,113
21103126635,7,6,8,3,0,4,0,5,5,0,7,5,0,11,10,0,4,7,13,5,18,3,6,12,13,14,26,17,10,22,10,11,16,13,13,27,26,4,34,17,0,19,8,0,10,4,0,4,11,0,11,9,0,9,0,4,0,161,104,265
21103126636,0,0,0,0,0,0,0,0,4,0,7,7,0,9,9,0,9,9,8,5,11,9,10,24,12,12,26,10,10,20,6,5,11,6,12,15,17,15,31,13,0,12,5,0,5,9,0,9,5,5,9,0,5,11,0,4,5,110,108,214
21103126637,0,3,3,0,0,5,0,3,3,0,9,6,0,9,12,0,7,7,8,11,14,8,10,20,8,21,32,11,20,26,4,14,22,7,10,16,20,22,36,14,3,13,11,0,12,5,0,5,10,0,8,6,0,5,0,0,5,120,138,254
21103126639,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,0,4,3,10,0,11,5,0,5,7,0,7,7,0,9,3,0,8,3,0,3,15,0,12,15,0,15,11,0,11,5,0,5,12,0,12,0,0,3,0,0,0,98,16,116
21103126640,4,0,4,0,0,0,0,3,3,0,5,5,0,7,13,0,3,4,3,9,10,6,0,9,6,4,10,7,9,15,6,6,14,0,3,7,11,0,14,15,0,15,13,0,18,6,0,10,20,0,20,5,0,5,5,5,7,122,51,170
21103126641,3,6,3,0,0,0,0,5,4,6,3,3,0,3,5,0,9,10,8,0,12,3,7,10,7,0,14,17,0,16,3,0,7,8,0,8,22,9,25,15,0,15,16,0,16,17,0,16,20,0,20,0,0,4,4,0,6,156,42,201
21103126642,0,0,5,0,0,0,0,0,0,0,5,5,0,0,3,0,5,5,6,4,5,3,0,3,7,0,14,7,0,10,6,0,8,3,7,11,10,0,8,9,0,13,11,0,11,0,0,0,13,0,13,0,0,0,0,0,0,102,27,128
21103126643,0,3,10,3,0,4,0,0,0,0,3,3,0,9,12,0,8,6,4,5,7,10,3,11,10,7,21,10,7,22,11,7,21,9,6,14,28,10,31,20,0,20,15,0,19,3,0,6,29,0,29,13,0,17,3,0,3,173,73,250
21103126644,0,4,3,0,0,0,0,0,3,3,12,13,4,9,11,0,7,13,6,6,12,17,14,29,7,11,20,8,12,20,12,8,18,3,4,5,21,0,18,11,0,14,11,0,11,15,0,15,22,5,25,11,6,11,0,4,4,141,99,245
21103126645,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,7,0,0,0,6,0,5,10,0,10,9,0,5,9,0,6,3,0,11,4,0,4,5,0,5,5,0,5,33,3,39,3,0,3,6,0,6,102,13,112
21103126646,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,5,5,9,6,8,6,7,0,6,8,0,11,11,0,13,11,0,11,4,0,4,18,4,19,21,0,21,19,0,19,10,0,10,33,0,33,9,0,9,0,0,3,154,20,181
21103126647,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,3,0,3,3,0,3,5,0,9,3,0,3,6,0,9,12,0,12,7,0,7,6,0,6,22,0,29,8,0,8,0,4,3,87,12,102
21103126648,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,6,0,9,4,3,4,5,0,5,8,5,10,3,0,10,4,0,9,5,0,5,12,3,10,12,0,12,14,0,16,7,0,9,17,0,16,7,0,7,5,0,5,106,27,128
21103126649,0,3,3,0,0,0,0,3,6,0,4,3,0,6,11,4,5,7,3,4,9,0,3,9,4,8,9,9,6,16,3,8,13,8,3,6,14,3,13,11,0,14,11,6,15,5,0,5,14,0,14,4,0,0,0,0,0,91,61,152
21103126650,0,3,8,0,3,3,0,8,8,0,7,8,9,15,18,0,10,10,10,10,17,13,16,22,9,10,20,12,10,28,8,9,19,4,4,10,13,9,17,11,0,9,6,6,14,8,0,8,6,3,7,5,0,3,0,0,0,108,115,221
21103126651,3,5,10,0,0,0,0,0,4,0,0,4,0,0,0,4,8,11,0,3,3,4,15,16,0,8,10,12,7,13,7,8,12,0,4,3,15,5,20,10,0,10,11,4,12,9,0,3,10,5,12,5,0,5,0,0,0,92,72,162
21103126652,4,3,8,0,0,0,0,0,0,0,5,5,0,4,9,0,13,17,0,3,7,5,8,8,0,5,6,14,5,16,3,11,14,4,5,8,18,11,30,16,0,16,10,0,10,5,0,5,0,0,3,3,0,3,0,3,0,95,76,164
21103126653,0,4,5,0,0,3,5,3,7,0,6,6,0,8,8,0,7,7,3,3,10,4,3,13,12,17,30,17,19,32,10,16,29,9,9,18,21,12,30,9,0,14,8,5,10,5,0,5,12,4,13,10,0,10,0,0,0,133,109,244
21103126701,4,0,3,0,0,0,0,0,0,0,6,6,0,8,8,3,7,16,7,8,8,5,8,13,4,9,11,14,3,9,5,0,9,6,5,11,17,5,25,14,0,14,12,0,12,9,0,9,18,0,21,8,0,8,0,0,0,113,57,175
21103126702,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,9,7,5,3,6,9,4,9,5,6,10,11,7,14,3,0,3,11,0,8,12,7,18,14,0,14,17,0,17,5,0,5,52,0,52,4,0,4,3,0,0,158,34,192
21103126703,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,5,4,6,3,3,3,4,4,11,12,0,13,12,5,13,9,0,11,19,3,21,12,0,12,17,0,18,15,0,15,26,0,25,5,0,5,0,0,0,148,39,185
21103126704,0,5,5,0,0,4,0,0,0,0,0,0,0,10,6,0,5,3,4,3,7,3,0,6,6,5,8,12,0,8,0,0,4,9,0,9,13,0,13,10,0,10,11,4,16,8,0,8,36,0,36,4,0,4,4,0,5,121,33,160
21103126705,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,4,6,4,9,10,7,5,14,12,0,13,9,5,8,9,0,17,21,4,28,21,3,25,17,3,22,16,3,17,29,0,38,8,0,5,0,0,0,160,45,203
21103126706,0,3,3,0,0,0,0,0,0,0,4,4,4,11,12,0,8,7,13,3,16,5,0,15,9,9,13,3,0,11,7,3,14,10,0,9,19,3,20,9,0,14,17,0,19,15,0,15,41,0,43,5,0,9,3,6,9,163,59,218
21103126707,0,0,0,0,0,0,0,0,8,0,3,3,0,10,10,0,0,0,7,3,11,3,4,7,13,5,12,19,3,21,10,0,8,9,5,16,19,5,23,16,0,16,15,0,15,18,0,14,33,0,33,13,0,10,0,0,6,168,46,217
21103126708,0,0,0,0,0,0,0,0,0,0,5,5,0,3,8,0,4,4,4,0,4,3,6,7,7,0,5,3,0,5,3,3,4,5,0,5,8,0,10,8,0,8,10,0,10,8,0,6,20,0,20,4,0,4,0,0,0,79,26,107
21103126709,6,0,0,0,3,6,0,5,0,0,0,3,0,3,5,3,3,3,7,3,8,5,3,15,9,9,11,13,3,18,8,5,18,11,6,14,19,5,22,22,0,22,18,0,18,12,0,12,21,0,25,6,0,6,0,0,3,162,51,213
21103126710,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,8,7,0,3,0,5,9,12,3,5,6,7,0,8,11,0,11,4,0,10,5,4,7,12,0,12,12,0,12,10,0,10,25,3,31,8,0,8,4,0,4,104,39,140
21103126711,0,0,3,0,0,0,0,0,0,0,3,3,0,5,15,0,12,12,4,4,9,5,5,6,7,3,11,3,3,3,8,3,8,6,0,10,19,8,26,21,3,23,19,4,23,11,0,11,26,0,26,3,0,3,0,0,0,140,62,198
21103126712,0,3,3,0,0,0,0,0,0,0,3,4,0,4,4,4,4,8,6,0,5,5,6,5,8,3,11,4,0,10,9,7,16,7,0,10,11,3,16,9,0,8,13,0,15,9,0,9,36,0,38,7,0,7,3,0,3,130,40,173
21103126713,3,0,3,0,6,0,0,0,3,0,0,0,0,3,6,0,0,3,4,0,6,4,3,13,8,0,13,6,0,11,5,3,8,3,0,4,22,5,22,9,0,9,7,0,7,10,0,10,30,0,30,5,0,5,0,0,3,128,35,162
21103126714,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,4,5,3,4,3,8,10,0,14,3,0,7,7,0,7,3,0,8,22,0,18,10,0,10,18,0,18,6,0,6,33,3,38,0,0,0,0,0,0,139,22,163
21103126715,0,4,3,0,0,0,0,0,0,5,0,5,4,8,11,3,0,3,0,4,4,5,0,5,10,0,11,6,0,10,6,0,7,0,0,0,4,0,6,11,0,11,5,6,9,8,0,8,15,0,15,0,0,0,0,0,0,91,30,120
21103126716,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,7,6,7,12,3,0,3,3,0,3,4,0,4,11,6,18,7,0,7,9,0,15,9,0,12,31,0,27,5,0,6,0,3,3,93,28,124
21103126717,0,0,0,4,0,4,0,0,0,0,0,0,0,6,6,0,4,6,8,0,8,0,3,6,5,4,11,0,3,7,3,0,8,3,0,3,12,0,13,3,0,3,5,0,4,3,0,3,11,0,16,0,0,0,0,5,5,55,38,93
21103126718,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,7,3,4,0,7,10,4,5,7,0,12,8,0,9,7,5,10,9,0,8,11,4,10,24,0,24,21,0,18,13,0,13,32,4,36,12,0,12,0,0,5,164,31,194
21103126719,6,8,6,0,3,3,0,0,0,0,0,0,5,3,11,0,4,4,6,0,6,4,6,10,5,4,6,8,0,9,7,8,13,10,0,8,16,11,27,16,3,20,12,0,12,9,3,13,22,0,25,5,0,6,0,0,0,128,52,181
21103126720,0,8,8,0,0,0,4,4,10,0,13,9,5,11,17,0,10,13,14,0,15,11,14,24,11,11,20,10,18,35,10,0,12,7,7,14,18,7,21,5,0,5,7,0,3,7,0,7,15,0,15,8,0,5,0,0,0,117,108,228
21103126721,0,0,0,0,0,0,0,0,0,0,16,16,5,22,24,8,17,24,9,3,13,6,13,21,6,8,21,4,6,11,6,9,11,5,8,14,15,6,18,20,0,20,5,0,7,4,0,4,5,0,10,11,0,11,3,0,5,115,107,218
21103126722,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,0,0,3,5,5,10,0,10,10,3,10,12,5,14,3,0,3,6,0,8,13,0,13,8,0,8,9,0,9,9,0,9,23,0,23,0,0,0,0,0,0,113,21,128
21103126723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,13,0,0,0,7,0,7,5,0,3,0,0,0,4,0,4,11,0,11,0,0,0,5,0,5,8,0,8,17,0,17,4,0,4,0,0,0,58,13,72
21103126724,8,0,8,0,4,4,0,0,0,0,5,5,0,10,10,0,7,8,11,3,14,4,8,7,9,3,16,8,5,13,12,0,17,14,12,21,23,9,26,15,0,15,14,0,16,8,0,8,24,0,24,3,0,3,0,5,3,166,54,216
21103126725,0,0,3,0,3,3,0,0,0,0,4,4,8,12,16,0,10,10,3,9,12,7,3,15,11,0,10,9,3,14,15,0,11,9,0,9,13,4,18,6,0,10,5,0,5,12,0,12,20,0,20,0,0,0,0,0,0,111,48,163
21103126726,8,0,8,0,0,0,0,0,0,0,6,3,0,11,11,3,12,18,7,5,9,3,6,15,9,8,18,7,3,15,6,4,9,6,0,6,16,7,20,22,0,18,15,0,15,7,0,7,18,0,19,6,0,6,0,0,0,129,73,203
21103126727,4,0,9,0,0,0,0,4,4,0,0,0,0,9,8,4,5,7,9,7,12,6,6,10,9,3,12,6,5,14,11,6,21,19,4,18,18,9,23,20,0,23,14,0,15,10,0,10,18,4,21,3,4,8,0,0,0,151,69,225
21103126728,0,8,10,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,5,5,6,0,10,9,6,4,13,9,12,21,3,3,3,0,0,0,11,3,15,8,0,8,7,0,7,4,0,4,5,0,9,0,0,0,0,5,0,65,51,117
21103126729,0,0,0,0,0,0,0,0,0,0,5,9,0,5,5,5,5,7,9,3,10,6,4,9,0,6,7,11,3,12,7,0,3,7,4,6,9,0,12,19,0,19,3,0,3,4,0,4,17,0,17,4,0,4,0,0,0,92,35,124
21103126730,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,0,5,5,0,0,3,4,0,3,4,0,6,12,3,9,3,3,9,4,0,3,16,0,17,11,0,11,13,0,13,3,0,3,22,0,20,4,4,4,0,0,0,95,20,119
21103126731,0,0,0,0,0,0,0,0,0,0,3,3,0,10,10,3,5,4,0,5,10,9,0,7,5,0,3,4,0,4,3,0,6,0,5,8,9,0,11,8,0,8,4,0,4,12,0,12,34,0,30,4,0,4,0,0,0,91,29,124
21103126732,0,0,0,0,0,0,0,0,0,0,5,4,4,9,17,3,3,5,5,4,11,7,7,14,12,11,15,21,7,23,10,3,11,3,3,5,20,5,32,17,0,15,21,0,16,7,0,7,29,0,33,8,0,8,0,0,0,158,59,218
21103126733,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,0,0,0,4,3,8,6,3,9,4,9,11,6,7,9,4,0,4,6,0,6,20,3,21,18,0,15,9,5,13,20,0,22,37,0,37,7,0,7,0,0,0,145,39,183
21103126734,0,0,5,3,0,3,0,0,0,0,5,4,0,0,0,0,5,11,3,0,4,4,5,6,8,7,13,4,0,9,4,0,3,0,0,4,8,3,14,8,0,8,12,0,14,10,0,10,14,0,14,4,0,4,0,3,3,92,39,129
