Australian Bureau of Statistics

"2021 Census - employment, income and education"
"TYPP Type of Educational Institution Attending and LFSP Labour Force Status by SA1 (UR) by AGE10P Age in Ten Year Groups"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" Preschool,  Employed, worked full-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"Segment 41",0,4,0,6,4,6,0,0,0,0,0,27,
"Segment 42",0,0,3,0,0,0,0,0,0,0,0,13,
"Segment 43",0,0,15,14,6,5,0,0,0,0,0,51,
"Segment 44",0,12,33,23,19,23,8,0,0,0,0,115,
"Segment 45",0,6,4,9,6,8,4,0,0,0,0,38,
"Segment 46",0,4,8,11,13,0,0,0,0,0,0,38,
"Segment 47",0,0,5,0,0,3,0,0,0,0,0,12,
"Segment 48",0,0,3,7,6,0,0,0,0,0,0,14,
"Segment 50",0,0,6,0,0,0,0,0,0,0,0,3,
"Total",0,608,4182,2898,1225,687,268,32,8,0,0,9917,


" Other,  Unemployed, looking for full-time work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,0,23,14,14,12,3,0,0,0,0,77,
"Segment 02",0,0,22,22,27,30,13,0,0,0,0,109,
"Segment 03",0,0,9,8,14,6,0,0,0,0,0,49,
"Segment 04",0,4,17,16,15,11,4,0,0,0,0,69,
"Segment 05",0,10,31,14,16,20,5,0,0,0,0,87,
"Segment 06",0,9,29,20,22,12,3,0,0,0,0,96,
"Segment 07",0,10,38,47,27,23,7,0,0,0,0,158,
"Segment 08",0,0,51,64,43,33,14,0,0,0,0,208,
"Segment 09",0,0,32,20,29,17,8,0,0,0,0,113,
"Segment 10",0,5,40,35,38,20,7,0,0,0,0,141,
"Segment 11",0,5,43,30,39,17,16,0,0,0,0,146,
"Segment 12",0,6,18,15,11,14,7,0,0,0,0,76,
"Segment 13",0,13,79,97,52,24,12,0,0,0,0,280,
"Segment 14",0,15,37,38,31,29,5,0,0,0,0,162,
"Segment 15",0,9,52,50,32,18,8,0,0,0,0,155,
"Segment 16",0,3,135,102,57,22,8,0,0,0,0,320,
"Segment 17",0,6,33,43,33,24,12,0,0,0,0,151,
"Segment 18",0,3,54,38,29,8,3,0,0,0,0,138,
"Segment 19",0,12,37,26,29,14,7,0,0,0,0,125,
"Segment 20",0,7,42,36,32,30,8,0,0,0,0,154,
"Segment 21",0,6,43,34,23,18,6,0,0,0,0,127,
"Segment 22",0,0,68,59,38,19,10,0,0,0,0,196,
"Segment 23",0,6,32,20,24,18,8,0,0,0,0,104,
"Segment 24",0,13,21,9,15,13,8,0,0,0,0,70,
"Segment 25",0,11,54,62,33,29,12,0,0,0,0,199,
"Segment 26",0,9,64,53,47,34,18,0,0,0,0,212,
"Segment 27",0,6,92,69,54,40,17,0,0,0,0,279,
"Segment 28",0,6,40,31,33,44,15,0,0,0,0,174,
"Segment 29",0,13,50,24,28,33,8,0,0,0,0,157,
"Segment 30",0,10,51,38,44,41,11,0,0,0,0,191,
"Segment 31",0,11,84,76,50,36,6,0,0,0,0,263,
"Segment 32",0,12,47,47,38,27,6,0,0,0,0,180,
"Segment 33",0,6,13,14,10,9,0,0,0,0,0,49,
"Segment 34",0,0,25,4,10,7,3,0,0,0,0,51,
"Segment 35",0,8,12,11,22,5,6,0,0,0,0,54,
"Segment 36",0,15,29,20,23,25,10,0,0,0,0,112,
"Segment 37",0,8,65,44,40,28,8,0,0,0,0,189,
"Segment 38",0,10,38,16,30,23,5,0,0,0,0,118,
"Segment 39",0,0,0,3,6,5,0,0,0,0,0,16,
"Segment 40",0,7,17,15,15,15,3,0,0,0,0,66,
"Segment 41",0,4,8,4,0,8,0,0,0,0,0,23,
"Segment 42",0,0,6,9,4,0,0,0,0,0,0,18,
"Segment 43",0,0,20,8,0,6,0,0,0,0,0,35,
"Segment 44",0,7,24,16,6,4,5,0,0,0,0,66,
"Segment 45",0,3,4,0,0,6,0,0,0,0,0,21,
"Segment 46",0,0,14,5,9,8,7,0,0,0,0,40,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,9,
"Segment 48",0,3,0,6,4,4,0,0,0,0,0,20,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,4,
"Total",0,269,1736,1421,1189,892,335,8,0,0,0,5852,


" Other,  Unemployed, looking for part-time work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,9,22,15,13,13,7,5,0,0,0,82,
"Segment 02",0,20,22,23,22,17,8,5,0,0,0,113,
"Segment 03",0,7,21,8,10,8,9,0,0,0,0,59,
"Segment 04",0,27,22,16,23,15,12,0,0,0,0,107,
"Segment 05",0,21,17,6,20,9,4,0,0,0,0,77,
"Segment 06",0,40,41,37,15,10,3,0,0,0,0,135,
"Segment 07",0,15,65,41,34,15,11,0,0,0,0,181,
"Segment 08",0,10,113,81,25,24,10,3,0,0,0,262,
"Segment 09",0,12,73,28,24,25,17,0,0,0,0,181,
"Segment 10",0,12,67,47,30,20,9,0,0,0,0,189,
"Segment 11",0,17,36,30,30,30,18,0,0,0,0,163,
"Segment 12",0,33,26,22,29,13,3,0,0,0,0,115,
"Segment 13",0,50,117,107,66,16,8,0,0,0,0,357,
"Segment 14",0,32,40,35,29,16,3,0,0,0,0,162,
"Segment 15",0,10,81,64,26,11,3,0,0,0,0,193,
"Segment 16",0,21,373,184,35,28,5,0,0,0,0,648,
"Segment 17",0,8,75,46,25,25,17,0,0,0,0,197,
"Segment 18",0,11,116,43,15,8,0,0,0,0,0,187,
"Segment 19",0,20,26,18,21,12,3,0,0,0,0,102,
"Segment 20",0,33,46,30,32,20,15,0,0,0,0,171,
"Segment 21",0,12,147,87,20,9,3,0,0,0,0,274,
"Segment 22",0,12,204,85,34,21,12,0,0,0,0,367,
"Segment 23",0,17,53,28,16,12,10,0,0,0,0,137,
"Segment 24",0,22,16,13,15,3,9,0,0,0,0,80,
"Segment 25",0,29,78,53,28,34,17,5,0,0,0,248,
"Segment 26",0,24,124,63,45,40,27,0,0,0,0,318,
"Segment 27",0,22,144,67,53,49,26,3,0,0,0,367,
"Segment 28",0,20,63,41,50,32,24,0,0,0,0,238,
"Segment 29",0,26,42,39,34,6,3,3,0,0,0,161,
"Segment 30",0,45,72,41,27,25,3,0,0,0,0,218,
"Segment 31",0,30,159,81,45,28,21,0,0,0,0,361,
"Segment 32",0,27,45,52,37,36,4,4,0,0,0,204,
"Segment 33",0,32,15,5,6,5,0,0,0,0,0,67,
"Segment 34",0,10,9,12,13,12,7,0,0,0,0,65,
"Segment 35",0,7,12,9,12,13,5,0,0,0,0,65,
"Segment 36",0,39,22,27,17,15,4,0,0,0,0,120,
"Segment 37",0,44,59,38,32,18,8,0,0,0,0,192,
"Segment 38",0,14,24,27,10,14,12,0,0,0,0,100,
"Segment 39",0,8,6,9,0,0,0,0,0,0,0,16,
"Segment 40",0,9,14,9,3,4,4,0,0,0,0,56,
"Segment 41",0,6,5,0,4,3,6,0,0,0,0,18,
"Segment 42",0,7,6,0,3,0,9,0,0,0,0,20,
"Segment 43",0,10,8,9,3,4,0,3,0,0,0,39,
"Segment 44",0,19,8,13,8,4,4,0,0,0,0,57,
"Segment 45",0,6,5,3,5,3,0,0,0,0,0,21,
"Segment 46",0,0,3,6,0,3,0,0,0,0,0,21,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,4,0,0,0,0,0,0,0,0,0,12,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,5,
"Total",0,926,2728,1693,1041,738,369,47,3,0,0,7538,


" Other,  Not in the labour force"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,100,163,121,141,108,156,156,34,10,0,994,
"Segment 02",0,154,192,170,164,123,210,178,40,0,0,1240,
"Segment 03",0,98,113,103,115,101,118,122,38,0,0,806,
"Segment 04",0,203,125,130,104,73,85,59,10,4,0,791,
"Segment 05",0,168,150,129,111,96,127,82,23,0,0,889,
"Segment 06",0,243,208,221,144,71,47,9,7,0,0,955,
"Segment 07",0,205,436,394,258,174,105,24,8,0,0,1587,
"Segment 08",0,112,486,422,224,142,178,142,38,6,0,1746,
"Segment 09",0,154,486,361,218,165,208,98,27,3,0,1721,
"Segment 10",0,164,444,365,208,119,102,63,25,0,0,1494,
"Segment 11",0,226,375,303,216,163,189,117,36,3,0,1630,
"Segment 12",0,267,169,123,119,74,75,46,7,3,0,875,
"Segment 13",0,360,701,853,330,195,134,51,18,0,0,2641,
"Segment 14",0,255,258,262,165,87,91,39,10,0,0,1170,
"Segment 15",0,113,440,391,162,87,77,23,7,0,0,1295,
"Segment 16",0,112,2235,1425,321,184,150,68,21,3,0,4519,
"Segment 17",0,149,477,356,189,123,100,38,10,0,0,1444,
"Segment 18",0,80,627,327,103,69,84,47,9,6,0,1357,
"Segment 19",0,256,206,192,130,102,88,47,15,3,0,1033,
"Segment 20",0,252,265,235,170,132,139,115,31,0,0,1341,
"Segment 21",0,75,839,490,131,65,66,56,11,4,0,1740,
"Segment 22",0,100,1047,705,269,139,147,48,13,0,0,2478,
"Segment 23",0,144,285,234,156,132,115,55,16,0,0,1151,
"Segment 24",0,197,124,102,89,86,66,61,14,4,0,744,
"Segment 25",0,261,490,441,261,197,162,101,31,0,0,1940,
"Segment 26",0,261,825,725,454,375,237,56,12,0,0,2940,
"Segment 27",0,329,985,896,546,393,236,84,14,4,0,3485,
"Segment 28",0,211,448,351,281,238,163,43,8,0,0,1736,
"Segment 29",0,319,348,333,227,127,106,48,11,5,0,1524,
"Segment 30",0,359,367,315,220,142,101,53,15,0,0,1576,
"Segment 31",0,311,876,628,309,223,135,74,18,0,0,2575,
"Segment 32",0,309,414,365,257,217,150,54,10,0,0,1770,
"Segment 33",0,176,118,105,71,46,35,28,7,0,0,588,
"Segment 34",0,195,110,82,67,35,77,44,19,0,0,632,
"Segment 35",0,145,85,83,72,72,90,65,29,0,0,633,
"Segment 36",0,305,169,121,99,91,73,63,21,5,0,948,
"Segment 37",0,468,334,324,188,129,102,97,20,3,0,1669,
"Segment 38",0,189,149,124,114,101,113,129,49,0,0,976,
"Segment 39",0,40,33,32,19,25,13,7,0,0,0,166,
"Segment 40",0,113,121,113,86,57,45,14,6,0,0,558,
"Segment 41",0,38,24,26,11,14,4,4,0,0,0,124,
"Segment 42",0,23,23,17,17,3,6,3,0,0,0,98,
"Segment 43",0,66,94,73,42,27,26,13,6,0,0,345,
"Segment 44",0,186,93,81,76,69,61,43,7,5,0,618,
"Segment 45",0,83,46,26,28,21,19,7,3,0,0,237,
"Segment 46",0,89,56,61,40,33,24,17,6,0,0,326,
"Segment 47",0,20,11,4,4,9,3,5,0,0,0,49,
"Segment 48",0,48,23,20,7,12,9,5,0,0,0,123,
"Segment 50",0,12,5,8,0,3,6,6,0,0,0,38,
"Total",0,8739,17110,13767,7742,5465,4861,2802,752,78,0,61315,


" Other,  Not stated"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,3,6,0,4,0,0,0,0,0,0,20,
"Segment 02",0,0,6,8,3,4,0,0,0,0,0,20,
"Segment 03",0,0,6,4,5,5,3,0,0,0,0,20,
"Segment 04",0,3,3,5,6,0,0,0,0,0,0,22,
"Segment 05",0,0,0,0,8,0,0,0,0,0,0,10,
"Segment 06",0,0,3,5,3,0,0,0,0,0,0,14,
"Segment 07",0,0,0,9,3,0,0,0,0,0,0,17,
"Segment 08",0,0,18,14,4,5,0,3,0,0,0,46,
"Segment 09",0,0,16,8,0,3,0,0,0,0,0,35,
"Segment 10",0,0,9,4,8,0,0,0,0,0,0,23,
"Segment 11",0,0,6,10,0,0,0,0,0,0,0,19,
"Segment 12",0,0,9,0,0,0,0,0,0,0,0,8,
"Segment 13",0,0,16,10,3,4,0,0,0,0,0,40,
"Segment 14",0,0,3,3,5,4,0,3,0,0,0,20,
"Segment 15",0,0,13,8,6,0,0,0,0,0,0,29,
"Segment 16",0,0,48,30,3,3,0,0,0,0,0,84,
"Segment 17",0,0,16,3,5,0,0,0,0,0,0,26,
"Segment 18",0,0,10,11,5,5,0,0,0,0,0,25,
"Segment 19",0,4,3,0,0,0,0,0,0,0,0,16,
"Segment 20",0,0,12,3,6,0,0,0,0,0,0,30,
"Segment 21",0,0,20,10,3,5,0,0,0,0,0,37,
"Segment 22",0,0,30,11,8,3,0,0,0,0,0,49,
"Segment 23",0,0,3,9,0,3,3,0,0,0,0,21,
"Segment 24",0,0,0,5,0,0,0,0,0,0,0,8,
"Segment 25",0,0,10,7,4,0,3,0,0,0,0,22,
"Segment 26",0,0,15,3,6,7,0,0,0,0,0,29,
"Segment 27",0,0,33,21,7,0,0,0,0,0,0,70,
"Segment 28",0,0,21,6,0,0,0,5,0,0,0,39,
"Segment 29",0,0,11,10,9,0,0,4,0,0,0,32,
"Segment 30",0,3,8,8,9,0,5,0,0,0,0,32,
"Segment 31",0,0,23,11,9,4,0,0,0,0,0,50,
"Segment 32",0,3,4,8,10,0,5,4,0,0,0,37,
"Segment 33",0,0,4,6,3,0,0,0,0,0,0,13,
"Segment 34",0,0,5,5,4,0,0,0,0,0,0,12,
"Segment 35",0,0,0,0,7,4,0,0,0,0,0,10,
"Segment 36",0,0,0,7,3,0,4,4,0,0,0,23,
"Segment 37",0,3,9,11,4,3,4,0,0,0,0,35,
"Segment 38",0,4,3,0,4,6,4,0,0,0,0,17,
"Segment 39",0,0,0,3,0,0,0,0,0,0,0,6,
"Segment 40",0,0,10,0,4,0,0,0,0,0,0,16,
"Segment 41",0,0,0,0,0,3,0,0,0,0,0,8,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,5,0,0,0,0,0,8,
"Segment 44",0,3,8,0,0,3,0,0,0,0,0,16,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 46",0,0,3,0,0,0,0,0,0,0,0,6,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 48",0,3,0,0,0,0,0,0,0,0,0,5,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,72,403,276,173,76,63,34,19,7,0,1125,


" Other,  Not applicable"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",642,72,0,0,0,0,0,0,0,0,0,710,
"Segment 02",1357,137,0,0,0,0,0,0,0,0,0,1496,
"Segment 03",447,110,0,0,0,0,0,0,0,0,0,555,
"Segment 04",1477,258,0,0,0,0,0,0,0,0,0,1738,
"Segment 05",1050,210,0,0,0,0,0,0,0,0,0,1259,
"Segment 06",1800,301,0,0,0,0,0,0,0,0,0,2111,
"Segment 07",1027,170,0,0,0,0,0,0,0,0,0,1198,
"Segment 08",955,56,0,0,0,0,0,0,0,0,0,1012,
"Segment 09",684,86,0,0,0,0,0,0,0,0,0,775,
"Segment 10",887,99,0,0,0,0,0,0,0,0,0,982,
"Segment 11",1006,162,0,0,0,0,0,0,0,0,0,1167,
"Segment 12",1278,277,0,0,0,0,0,0,0,0,0,1552,
"Segment 13",3589,424,0,0,0,0,0,0,0,0,0,4018,
"Segment 14",2390,265,0,0,0,0,0,0,0,0,0,2657,
"Segment 15",871,71,0,0,0,0,0,0,0,0,0,938,
"Segment 16",710,52,0,0,0,0,0,0,0,0,0,761,
"Segment 17",792,115,0,0,0,0,0,0,0,0,0,902,
"Segment 18",348,30,0,0,0,0,0,0,0,0,0,386,
"Segment 19",1505,246,0,0,0,0,0,0,0,0,0,1752,
"Segment 20",1419,227,0,0,0,0,0,0,0,0,0,1650,
"Segment 21",241,31,0,0,0,0,0,0,0,0,0,272,
"Segment 22",596,47,0,0,0,0,0,0,0,0,0,644,
"Segment 23",569,103,0,0,0,0,0,0,0,0,0,672,
"Segment 24",1095,240,0,0,0,0,0,0,0,0,0,1327,
"Segment 25",1288,187,0,0,0,0,0,0,0,0,0,1483,
"Segment 26",779,174,0,0,0,0,0,0,0,0,0,954,
"Segment 27",1099,221,0,0,0,0,0,0,0,0,0,1317,
"Segment 28",638,123,0,0,0,0,0,0,0,0,0,758,
"Segment 29",1180,265,0,0,0,0,0,0,0,0,0,1448,
"Segment 30",1304,272,0,0,0,0,0,0,0,0,0,1576,
"Segment 31",1496,258,0,0,0,0,0,0,0,0,0,1750,
"Segment 32",632,186,0,0,0,0,0,0,0,0,0,812,
"Segment 33",1242,244,0,0,0,0,0,0,0,0,0,1485,
"Segment 34",777,227,0,0,0,0,0,0,0,0,0,1006,
"Segment 35",570,190,0,0,0,0,0,0,0,0,0,758,
"Segment 36",1190,369,0,0,0,0,0,0,0,0,0,1556,
"Segment 37",1942,429,0,0,0,0,0,0,0,0,0,2370,
"Segment 38",619,234,0,0,0,0,0,0,0,0,0,853,
"Segment 39",176,66,0,0,0,0,0,0,0,0,0,246,
"Segment 40",510,146,0,0,0,0,0,0,0,0,0,655,
"Segment 41",407,48,0,0,0,0,0,0,0,0,0,466,
"Segment 42",83,33,0,0,0,0,0,0,0,0,0,108,
"Segment 43",359,122,0,0,0,0,0,0,0,0,0,481,
"Segment 44",697,357,0,0,0,0,0,0,0,0,0,1054,
"Segment 45",227,149,0,0,0,0,0,0,0,0,0,376,
"Segment 46",388,152,0,0,0,0,0,0,0,0,0,539,
"Segment 47",74,16,0,0,0,0,0,0,0,0,0,94,
"Segment 48",192,29,0,0,0,0,0,0,0,0,0,221,
"Segment 50",29,18,0,0,0,0,0,0,0,0,0,48,
"Total",44645,8304,0,0,0,0,0,0,0,0,0,52949,


" Not stated,  Employed, worked full-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,0,11,33,32,30,27,13,0,0,0,156,
"Segment 02",0,6,43,25,51,57,34,9,4,0,0,228,
"Segment 03",0,0,40,22,38,39,30,16,4,0,0,192,
"Segment 04",0,9,26,28,57,74,24,3,0,0,0,225,
"Segment 05",0,7,20,30,41,64,32,7,0,0,0,202,
"Segment 06",0,15,29,49,56,48,18,8,0,0,0,224,
"Segment 07",0,3,26,35,26,21,24,0,0,0,0,134,
"Segment 08",0,3,36,59,59,51,14,9,4,0,0,237,
"Segment 09",0,0,27,21,20,28,14,0,0,0,0,116,
"Segment 10",0,0,27,27,25,30,16,4,0,0,0,135,
"Segment 11",0,3,28,42,53,58,36,4,0,0,0,226,
"Segment 12",0,12,45,60,53,67,48,0,0,0,0,278,
"Segment 13",0,11,98,117,91,86,35,0,0,0,0,437,
"Segment 14",0,13,64,66,74,69,38,8,0,0,0,333,
"Segment 15",0,0,36,39,30,20,21,0,0,0,0,134,
"Segment 16",0,0,32,57,27,23,15,5,0,0,0,162,
"Segment 17",0,4,31,37,35,38,26,7,0,0,0,178,
"Segment 18",0,3,27,25,17,19,10,4,0,0,0,100,
"Segment 19",0,11,40,57,49,74,49,10,0,4,0,290,
"Segment 20",0,11,50,39,67,84,41,10,0,0,0,321,
"Segment 21",0,0,18,20,33,23,15,4,0,0,0,116,
"Segment 22",0,0,23,33,19,25,9,0,0,0,0,123,
"Segment 23",0,5,37,34,39,41,32,11,0,0,0,196,
"Segment 24",0,7,39,47,36,74,26,5,0,0,0,238,
"Segment 25",0,4,58,72,66,52,46,3,0,0,0,306,
"Segment 26",0,3,48,40,44,42,19,0,0,0,0,202,
"Segment 27",0,3,71,59,55,64,53,12,4,0,0,315,
"Segment 28",0,3,39,39,42,35,23,3,0,0,0,184,
"Segment 29",0,7,66,69,77,74,53,6,3,0,0,340,
"Segment 30",0,8,67,55,67,87,53,14,0,0,0,350,
"Segment 31",0,25,148,123,114,127,95,13,0,0,0,639,
"Segment 32",0,11,67,48,64,85,42,3,0,0,0,317,
"Segment 33",0,11,52,48,59,66,33,8,5,0,0,277,
"Segment 34",0,15,42,51,91,97,55,15,3,0,0,375,
"Segment 35",0,20,58,58,77,106,66,11,0,0,0,397,
"Segment 36",0,22,103,79,113,144,100,14,3,0,0,570,
"Segment 37",0,39,122,154,127,185,137,22,3,0,0,793,
"Segment 38",0,20,95,77,121,170,109,27,4,0,0,620,
"Segment 39",0,16,36,29,33,36,25,11,0,0,0,195,
"Segment 40",0,9,45,32,62,59,57,4,3,0,0,274,
"Segment 41",0,8,38,45,55,51,41,15,3,0,0,254,
"Segment 42",0,3,13,13,35,14,14,5,0,0,0,105,
"Segment 43",0,15,54,70,71,69,50,18,5,0,0,347,
"Segment 44",0,47,127,112,149,220,162,67,22,3,0,901,
"Segment 45",0,22,53,45,69,105,61,32,11,0,0,398,
"Segment 46",0,20,52,51,93,133,103,35,9,0,0,497,
"Segment 47",0,0,33,32,25,32,18,11,3,0,0,158,
"Segment 48",0,5,35,55,42,37,27,3,0,0,0,206,
"Segment 50",0,0,3,4,7,9,3,0,0,0,0,28,
"Total",0,480,2385,2470,2775,3227,2072,493,111,15,0,14025,


" Not stated,  Employed, worked part-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,22,20,19,18,18,24,24,6,0,0,140,
"Segment 02",0,32,30,33,23,38,35,20,5,0,0,199,
"Segment 03",0,18,29,14,17,39,33,31,3,0,0,184,
"Segment 04",0,28,26,21,27,27,29,13,0,0,0,172,
"Segment 05",0,34,17,15,22,25,29,23,0,0,0,168,
"Segment 06",0,36,31,21,24,17,17,4,0,0,0,146,
"Segment 07",0,12,27,15,26,7,5,0,0,0,0,101,
"Segment 08",0,14,37,41,35,24,26,15,8,0,0,192,
"Segment 09",0,10,22,13,8,14,22,9,0,0,0,94,
"Segment 10",0,20,28,23,10,20,12,11,3,0,0,121,
"Segment 11",0,13,28,12,15,35,41,15,4,0,0,169,
"Segment 12",0,25,17,28,29,30,35,11,6,0,0,175,
"Segment 13",0,50,64,74,48,29,30,7,0,0,0,300,
"Segment 14",0,34,24,23,31,35,21,7,0,0,0,175,
"Segment 15",0,9,24,25,17,11,9,3,0,0,0,96,
"Segment 16",0,5,44,42,11,12,14,5,0,0,0,139,
"Segment 17",0,12,25,30,24,19,23,7,0,0,0,143,
"Segment 18",0,6,20,8,12,18,14,3,3,0,0,85,
"Segment 19",0,25,32,37,16,35,26,13,0,0,0,194,
"Segment 20",0,35,39,24,36,48,37,25,3,0,0,255,
"Segment 21",0,25,42,37,17,24,21,21,6,0,0,190,
"Segment 22",0,7,31,26,8,7,11,5,0,0,0,102,
"Segment 23",0,24,39,20,30,30,25,17,3,0,0,190,
"Segment 24",0,25,27,21,24,34,38,16,4,0,0,183,
"Segment 25",0,24,31,35,29,41,39,12,0,0,0,217,
"Segment 26",0,18,27,35,14,29,21,0,0,0,0,157,
"Segment 27",0,23,71,34,33,41,27,11,4,0,0,239,
"Segment 28",0,17,22,19,20,15,14,12,0,0,0,128,
"Segment 29",0,33,32,38,42,51,48,6,7,0,0,256,
"Segment 30",0,38,47,35,37,47,52,15,0,0,0,270,
"Segment 31",0,71,119,80,74,88,75,19,6,0,0,533,
"Segment 32",0,47,70,56,58,83,55,9,5,0,0,385,
"Segment 33",0,43,25,15,29,44,34,8,0,0,0,194,
"Segment 34",0,55,35,35,44,55,46,23,6,0,0,303,
"Segment 35",0,76,38,31,52,80,84,37,9,0,0,402,
"Segment 36",0,79,56,62,81,86,83,23,0,3,0,478,
"Segment 37",0,77,91,72,69,117,122,31,4,0,0,588,
"Segment 38",0,87,79,61,76,132,141,41,14,0,0,629,
"Segment 39",0,11,17,11,12,43,10,7,0,0,0,114,
"Segment 40",0,40,31,20,27,46,38,21,0,0,0,235,
"Segment 41",0,26,18,17,19,27,21,8,0,0,0,132,
"Segment 42",0,5,3,5,6,16,12,4,4,0,0,56,
"Segment 43",0,42,47,44,29,41,50,9,5,0,0,280,
"Segment 44",0,128,79,69,84,115,131,50,15,3,0,681,
"Segment 45",0,56,31,27,23,65,54,23,14,0,0,293,
"Segment 46",0,68,21,36,42,59,71,35,7,3,0,337,
"Segment 47",0,12,9,8,7,14,10,7,4,0,0,66,
"Segment 48",0,21,34,30,28,21,12,4,0,0,0,157,
"Segment 50",0,0,0,0,3,6,3,0,0,0,0,23,
"Total",0,1601,1774,1509,1488,1922,1834,736,169,17,0,11060,


" Not stated,  Employed, away from work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,14,25,19,23,19,15,6,7,4,0,132,
"Segment 02",0,10,34,26,32,18,13,6,8,0,0,150,
"Segment 03",0,7,19,14,19,17,11,20,13,3,0,123,
"Segment 04",0,8,30,23,24,29,17,7,4,0,0,134,
"Segment 05",0,16,23,28,17,27,9,8,4,0,0,140,
"Segment 06",0,17,39,42,37,26,23,3,0,0,0,184,
"Segment 07",0,12,41,40,25,13,10,0,0,0,0,143,
"Segment 08",0,10,71,69,33,21,13,13,8,0,0,242,
"Segment 09",0,3,39,19,19,14,15,4,0,0,0,109,
"Segment 10",0,8,42,42,16,17,16,6,4,0,0,157,
"Segment 11",0,11,43,49,35,22,17,11,0,0,0,200,
"Segment 12",0,11,28,34,23,32,19,16,3,0,0,166,
"Segment 13",0,25,111,95,42,36,19,5,8,0,0,340,
"Segment 14",0,16,60,58,33,38,23,5,5,0,0,243,
"Segment 15",0,3,25,26,11,10,3,3,0,0,0,84,
"Segment 16",0,3,90,65,36,15,3,4,0,0,0,209,
"Segment 17",0,12,37,25,24,25,15,11,0,0,0,152,
"Segment 18",0,6,57,29,13,8,7,4,0,0,0,120,
"Segment 19",0,12,36,41,33,30,14,4,11,0,0,184,
"Segment 20",0,12,42,54,47,33,26,11,5,3,0,238,
"Segment 21",0,14,39,48,20,14,10,5,0,5,0,151,
"Segment 22",0,6,50,47,13,19,8,3,6,0,0,154,
"Segment 23",0,12,43,34,12,30,23,18,5,0,0,167,
"Segment 24",0,3,33,19,30,27,12,8,5,3,0,157,
"Segment 25",0,5,66,48,32,31,22,12,9,0,0,225,
"Segment 26",0,9,60,42,25,44,16,11,3,0,0,213,
"Segment 27",0,10,69,63,41,36,18,8,7,0,0,254,
"Segment 28",0,6,41,31,22,16,16,9,0,0,0,147,
"Segment 29",0,16,64,45,35,37,26,13,5,0,0,250,
"Segment 30",0,20,48,46,42,36,33,10,7,3,0,241,
"Segment 31",0,35,109,88,60,50,48,31,13,0,0,425,
"Segment 32",0,33,57,39,42,42,22,16,6,0,0,255,
"Segment 33",0,24,27,32,37,37,16,5,0,0,0,178,
"Segment 34",0,21,29,30,37,35,15,17,7,0,0,191,
"Segment 35",0,15,26,28,25,41,36,19,8,3,0,201,
"Segment 36",0,21,39,37,39,55,26,18,14,4,0,256,
"Segment 37",0,33,87,79,56,67,48,28,15,0,0,404,
"Segment 38",0,34,70,45,66,54,51,49,36,6,0,411,
