Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and 1-digit level HEAP Level of Highest Educational Attainment by SA1 (UR) by 1-digit level OCCP Occupation"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Segment 38",0,0,0,0,0,0,0,0,0,0,95,95,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,8,8,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,8,8,
"Segment 44",4,0,0,0,0,0,0,0,0,0,18,19,
"Segment 45",0,0,0,0,0,0,0,0,0,0,3,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 47",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",5,6,0,0,0,0,0,0,0,0,826,833,


" 90-99 years,  Bachelor Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",4,4,0,0,4,3,0,0,0,0,755,765,
"Segment 02",4,4,0,0,3,0,0,0,0,0,722,733,
"Segment 03",0,8,0,0,4,4,0,0,0,0,695,709,
"Segment 04",0,0,0,0,0,0,0,0,0,0,114,112,
"Segment 05",0,0,0,0,0,0,0,0,0,0,235,236,
"Segment 06",0,0,0,0,0,0,0,0,0,0,24,33,
"Segment 07",0,0,0,0,0,0,0,0,0,0,33,33,
"Segment 08",3,0,0,0,6,0,0,0,0,0,662,675,
"Segment 09",0,0,0,0,0,0,0,0,0,0,316,320,
"Segment 10",3,0,0,0,0,0,0,0,0,0,163,167,
"Segment 11",0,5,0,0,0,0,0,0,0,0,308,309,
"Segment 12",0,0,0,0,0,0,0,0,0,0,65,69,
"Segment 13",0,0,0,0,0,0,0,0,0,0,86,91,
"Segment 14",0,0,0,0,0,0,0,0,0,0,124,126,
"Segment 15",0,3,0,0,0,0,0,0,0,0,22,30,
"Segment 16",0,0,0,0,0,0,0,0,0,0,136,138,
"Segment 17",0,0,0,0,0,0,0,0,0,0,82,78,
"Segment 18",0,0,0,0,0,0,0,0,0,0,124,124,
"Segment 19",0,3,0,0,0,0,0,0,0,0,107,109,
"Segment 20",0,0,0,0,0,0,0,0,0,0,417,421,
"Segment 21",0,0,0,0,0,0,0,0,0,0,207,207,
"Segment 22",0,0,0,0,0,0,0,0,0,0,109,109,
"Segment 23",0,0,0,0,0,0,0,0,0,0,198,197,
"Segment 24",0,0,0,0,0,0,0,0,0,0,199,198,
"Segment 25",0,0,0,0,0,0,0,0,0,0,354,351,
"Segment 26",0,0,0,0,0,0,0,0,0,0,67,65,
"Segment 27",0,0,0,0,0,0,0,0,0,0,118,123,
"Segment 28",0,0,0,0,0,0,0,0,0,0,51,51,
"Segment 29",0,0,0,0,0,0,0,0,0,0,96,100,
"Segment 30",0,0,0,0,0,0,0,0,0,0,120,120,
"Segment 31",0,0,0,0,0,0,0,0,0,0,287,285,
"Segment 32",0,0,0,0,0,0,0,0,0,0,110,117,
"Segment 33",0,0,0,0,0,0,0,0,0,0,66,65,
"Segment 34",0,0,0,0,0,0,0,0,0,0,118,121,
"Segment 35",0,0,0,0,0,0,0,0,0,0,304,303,
"Segment 36",3,0,0,0,0,0,0,0,0,0,244,243,
"Segment 37",0,0,0,0,0,0,0,0,0,0,302,301,
"Segment 38",0,4,0,0,0,0,0,0,4,5,1031,1042,
"Segment 39",0,0,0,0,0,0,0,0,0,0,31,31,
"Segment 40",0,0,0,0,0,0,0,0,0,0,60,60,
"Segment 41",0,0,0,0,0,0,0,0,0,0,26,26,
"Segment 42",0,0,0,0,0,0,0,0,0,0,20,20,
"Segment 43",0,0,0,0,0,0,0,0,0,0,55,56,
"Segment 44",4,0,0,0,0,0,0,5,0,0,152,159,
"Segment 45",0,0,0,0,0,0,0,0,0,0,36,42,
"Segment 46",3,0,0,0,0,0,0,0,0,0,74,82,
"Segment 47",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 48",0,0,0,0,0,0,0,0,0,0,10,10,
"Segment 50",0,0,0,0,0,0,0,0,0,0,4,4,
"Total",33,46,4,0,24,10,0,9,6,12,9622,9770,


" 90-99 years,  Advanced Diploma and Diploma Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",3,0,0,0,0,0,0,0,0,0,499,507,
"Segment 02",0,0,0,0,0,0,0,0,0,0,575,578,
"Segment 03",0,5,0,0,3,0,0,0,0,0,486,500,
"Segment 04",0,0,0,0,0,0,0,0,0,0,136,138,
"Segment 05",0,0,0,0,0,0,0,0,0,0,192,197,
"Segment 06",0,0,0,0,0,0,0,0,0,0,28,25,
"Segment 07",0,0,0,0,0,0,0,0,0,0,31,31,
"Segment 08",0,0,0,0,0,0,0,0,0,0,462,467,
"Segment 09",0,0,0,0,0,0,0,0,0,0,241,244,
"Segment 10",0,0,0,0,0,0,0,0,0,0,133,129,
"Segment 11",0,0,0,0,0,0,0,0,0,0,294,294,
"Segment 12",0,0,0,0,0,0,0,0,0,0,88,89,
"Segment 13",0,0,0,0,0,0,0,0,0,0,79,82,
"Segment 14",0,0,0,0,0,0,0,0,0,0,132,132,
"Segment 15",0,0,0,0,0,0,0,0,0,0,39,39,
"Segment 16",0,0,0,0,0,0,0,0,0,0,92,96,
"Segment 17",0,0,0,0,0,0,0,0,0,0,77,78,
"Segment 18",0,0,0,0,0,0,0,0,0,0,83,82,
"Segment 19",0,0,0,0,0,0,0,0,0,0,110,110,
"Segment 20",0,0,0,3,0,0,0,0,0,0,429,433,
"Segment 21",0,3,0,0,0,0,0,0,0,0,205,210,
"Segment 22",0,0,0,0,0,0,0,0,0,0,82,82,
"Segment 23",0,0,0,0,0,0,0,0,0,0,180,188,
"Segment 24",0,0,0,0,0,0,0,0,0,0,225,225,
"Segment 25",0,0,0,0,0,0,0,0,0,0,296,296,
"Segment 26",0,0,0,0,0,0,0,0,0,0,75,75,
"Segment 27",0,0,0,0,0,0,0,0,0,0,136,136,
"Segment 28",0,0,0,0,0,0,0,0,0,0,40,40,
"Segment 29",0,0,0,0,0,0,0,0,0,0,124,128,
"Segment 30",0,0,0,0,0,0,0,0,0,0,142,142,
"Segment 31",0,0,0,0,0,0,0,0,0,0,319,320,
"Segment 32",0,0,0,0,0,0,0,0,0,0,126,126,
"Segment 33",0,0,0,0,0,0,0,0,0,0,66,73,
"Segment 34",0,0,0,0,0,0,0,0,0,0,123,124,
"Segment 35",0,0,0,0,0,0,0,0,0,0,339,341,
"Segment 36",0,0,0,0,0,0,0,0,0,0,296,293,
"Segment 37",0,0,0,0,0,0,0,0,0,0,414,417,
"Segment 38",0,0,0,0,0,0,0,0,0,0,1115,1123,
"Segment 39",0,0,0,0,0,0,0,0,0,0,23,25,
"Segment 40",0,0,0,0,0,0,0,0,0,0,75,76,
"Segment 41",0,0,0,0,0,0,0,0,0,0,21,20,
"Segment 42",0,0,0,0,0,0,0,0,0,0,15,16,
"Segment 43",0,0,0,0,0,0,0,0,0,0,74,73,
"Segment 44",4,4,0,0,0,0,0,0,0,0,159,171,
"Segment 45",0,0,0,0,0,0,0,0,0,0,36,39,
"Segment 46",3,0,0,0,0,0,0,0,0,0,91,95,
"Segment 47",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 48",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 50",0,0,0,0,0,0,0,0,0,0,9,12,
"Total",30,20,3,9,6,6,0,0,4,10,9019,9115,


" 90-99 years,  Certificate III & IV Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",6,5,0,0,0,0,0,0,0,0,343,351,
"Segment 02",0,0,0,0,0,0,0,0,0,0,648,651,
"Segment 03",8,0,0,0,0,0,0,0,0,0,353,362,
"Segment 04",0,0,0,0,0,0,0,0,0,0,219,219,
"Segment 05",0,0,0,0,0,0,0,0,0,0,356,357,
"Segment 06",0,0,0,0,0,0,0,0,0,0,77,82,
"Segment 07",0,0,0,0,0,0,0,0,0,0,47,48,
"Segment 08",0,0,0,0,0,0,0,0,0,0,361,362,
"Segment 09",0,0,0,0,0,0,0,0,0,0,259,264,
"Segment 10",0,0,0,0,0,0,0,0,0,0,194,192,
"Segment 11",0,0,0,0,0,0,0,0,0,0,467,469,
"Segment 12",0,0,0,0,0,0,0,0,0,0,192,192,
"Segment 13",0,0,0,0,0,0,0,0,0,0,161,168,
"Segment 14",0,0,0,0,0,0,0,0,0,0,242,244,
"Segment 15",0,0,0,0,0,0,0,0,0,0,37,37,
"Segment 16",0,0,0,0,0,0,0,0,0,0,77,83,
"Segment 17",0,0,0,0,0,0,0,0,0,0,157,153,
"Segment 18",0,0,0,0,0,0,0,0,0,0,95,94,
"Segment 19",0,0,3,0,0,0,0,0,0,0,252,262,
"Segment 20",0,0,0,0,4,0,0,0,0,0,720,724,
"Segment 21",0,0,0,0,0,0,0,0,0,0,233,231,
"Segment 22",0,0,0,0,0,0,0,0,0,0,96,94,
"Segment 23",0,0,0,0,0,0,0,0,0,0,408,408,
"Segment 24",0,0,0,0,0,0,0,0,0,0,399,401,
"Segment 25",0,0,0,0,0,0,0,0,0,0,461,468,
"Segment 26",0,0,0,0,0,0,0,0,0,0,163,168,
"Segment 27",0,0,0,0,0,0,0,0,0,0,303,303,
"Segment 28",0,0,0,0,0,0,0,0,0,0,109,109,
"Segment 29",0,0,0,0,0,0,0,0,0,0,278,280,
"Segment 30",0,0,0,0,0,0,0,0,0,0,374,380,
"Segment 31",0,0,0,0,0,0,0,0,0,0,465,472,
"Segment 32",0,0,0,0,0,0,0,0,0,0,177,175,
"Segment 33",0,0,0,0,0,0,0,0,0,0,180,185,
"Segment 34",0,0,0,0,0,0,0,0,0,0,281,281,
"Segment 35",0,0,0,0,0,4,0,0,0,0,520,522,
"Segment 36",5,0,0,0,0,0,7,0,0,0,608,621,
"Segment 37",0,0,0,0,0,0,0,0,0,3,791,796,
"Segment 38",0,0,4,0,0,0,0,0,0,0,1667,1668,
"Segment 39",0,0,0,0,0,0,0,0,0,0,55,57,
"Segment 40",0,0,0,0,0,0,0,0,0,0,121,120,
"Segment 41",0,0,0,0,0,0,0,0,0,0,48,51,
"Segment 42",0,0,0,0,0,0,0,0,0,0,26,26,
"Segment 43",0,0,0,0,0,0,0,0,0,0,125,128,
"Segment 44",9,0,0,0,0,0,0,0,0,8,255,276,
"Segment 45",0,0,0,0,0,0,0,0,0,0,73,76,
"Segment 46",0,0,0,0,0,0,0,0,0,0,139,146,
"Segment 47",0,0,0,0,0,0,0,0,0,0,9,9,
"Segment 48",0,0,0,0,0,0,0,0,0,0,11,11,
"Segment 50",0,0,0,0,0,0,0,0,0,0,12,12,
"Total",40,4,11,0,10,15,10,12,5,27,13636,13776,


" 90-99 years,  Secondary Education - Years 10 and above"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",11,0,0,0,6,0,0,0,6,0,1590,1611,
"Segment 02",0,0,0,0,5,0,0,0,3,5,2274,2281,
"Segment 03",9,0,0,0,0,0,0,0,9,4,1675,1696,
"Segment 04",0,0,0,3,0,0,0,0,0,0,674,672,
"Segment 05",0,0,0,0,0,0,0,0,0,3,980,983,
"Segment 06",0,0,0,0,0,0,0,0,0,0,258,262,
"Segment 07",0,0,0,0,0,0,0,0,0,0,211,216,
"Segment 08",3,6,0,0,0,3,0,0,3,6,1654,1670,
"Segment 09",3,0,0,0,0,0,0,0,0,0,1038,1040,
"Segment 10",0,0,0,0,0,0,0,0,0,0,695,696,
"Segment 11",0,4,0,0,0,0,0,0,0,0,1453,1460,
"Segment 12",0,0,0,0,0,0,0,0,0,0,553,557,
"Segment 13",4,0,0,0,0,0,0,0,0,0,586,590,
"Segment 14",0,0,0,0,0,0,0,0,0,4,911,914,
"Segment 15",0,0,0,0,0,0,0,0,0,0,124,124,
"Segment 16",0,0,0,0,0,0,0,0,0,0,367,372,
"Segment 17",0,0,0,0,3,0,0,5,0,0,422,434,
"Segment 18",0,0,0,0,0,0,0,0,0,0,373,380,
"Segment 19",0,0,0,0,0,0,0,0,0,0,855,854,
"Segment 20",0,0,0,0,0,0,0,0,0,4,2230,2236,
"Segment 21",3,0,0,0,0,0,0,0,0,6,847,855,
"Segment 22",5,0,0,0,0,0,0,0,0,0,345,345,
"Segment 23",0,0,0,0,0,0,0,0,0,0,1265,1267,
"Segment 24",0,0,0,0,0,0,0,0,0,0,1228,1234,
"Segment 25",0,0,0,0,0,0,0,0,0,5,1633,1639,
"Segment 26",0,0,0,0,0,0,0,0,0,0,530,538,
"Segment 27",0,0,0,0,0,0,0,0,0,0,844,844,
"Segment 28",0,0,0,0,0,0,0,0,0,0,373,369,
"Segment 29",0,0,0,0,0,0,0,0,0,0,964,970,
"Segment 30",0,0,0,0,0,0,0,0,0,0,1169,1177,
"Segment 31",3,0,0,0,0,3,0,0,0,9,1976,1993,
"Segment 32",0,0,0,0,0,0,0,0,0,0,724,729,
"Segment 33",3,0,0,0,0,0,0,0,0,0,442,449,
"Segment 34",4,0,0,0,0,0,0,0,0,0,677,679,
"Segment 35",5,0,0,0,0,0,0,0,0,4,1684,1694,
"Segment 36",5,0,0,0,0,0,0,0,4,6,1975,1983,
"Segment 37",5,0,0,0,0,0,0,0,0,10,2754,2769,
"Segment 38",6,5,0,0,0,0,0,0,0,18,6073,6109,
"Segment 39",5,0,0,0,0,0,0,0,0,0,181,189,
"Segment 40",0,0,0,0,0,0,0,0,0,0,381,385,
"Segment 41",5,0,0,0,0,0,0,0,0,0,227,237,
"Segment 42",4,0,0,0,0,0,0,0,0,0,102,104,
"Segment 43",8,0,0,0,0,0,0,0,0,0,388,397,
"Segment 44",25,0,0,0,0,0,0,3,0,5,935,970,
"Segment 45",6,0,0,0,5,0,0,0,0,3,231,247,
"Segment 46",26,0,0,0,4,0,0,6,0,0,687,729,
"Segment 47",3,0,0,0,0,0,0,0,0,0,38,50,
"Segment 48",0,0,0,0,0,0,0,0,0,0,75,75,
"Segment 50",0,0,0,0,0,0,0,0,0,0,30,30,
"Total",147,21,16,9,39,22,3,19,33,93,47695,48101,


" 90-99 years,  Certificate I & II Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,9,9,
"Segment 03",0,0,0,0,0,0,0,0,0,0,5,5,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,8,8,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,0,0,9,9,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 24",0,0,0,0,0,0,0,0,0,0,10,10,
"Segment 25",0,0,0,0,0,0,0,0,0,0,5,5,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 35",0,0,0,0,0,0,0,0,0,0,4,4,
"Segment 36",0,0,0,0,0,0,0,0,0,0,12,12,
"Segment 37",0,0,0,0,0,0,0,0,0,0,6,6,
"Segment 38",0,0,0,0,0,0,0,0,0,0,22,22,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,122,122,


" 90-99 years,  Secondary Education - Years 9 and below"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,1048,1053,
"Segment 02",0,0,0,0,0,4,0,0,0,0,1843,1847,
"Segment 03",7,0,0,0,0,0,0,0,0,0,922,931,
"Segment 04",0,0,0,0,0,0,0,0,0,0,634,639,
"Segment 05",0,0,0,0,0,0,0,0,0,0,921,920,
"Segment 06",0,0,0,0,0,0,0,0,0,0,254,259,
"Segment 07",0,0,0,0,0,0,0,0,0,0,314,314,
"Segment 08",0,0,0,0,0,0,0,0,0,0,1279,1285,
"Segment 09",0,0,0,0,0,0,0,0,0,0,1062,1060,
"Segment 10",0,0,0,0,0,0,0,0,0,0,827,829,
"Segment 11",0,0,0,0,0,0,0,0,0,0,1773,1775,
"Segment 12",0,0,0,0,0,0,0,0,0,0,730,736,
"Segment 13",0,0,0,0,0,0,0,0,0,0,805,805,
"Segment 14",0,0,0,0,0,0,0,0,0,5,1076,1081,
"Segment 15",0,0,0,0,0,0,0,0,0,0,221,221,
"Segment 16",0,0,0,0,0,0,0,0,0,0,262,265,
"Segment 17",0,0,0,0,0,0,0,0,0,0,579,584,
"Segment 18",0,0,0,0,0,0,0,0,0,0,418,426,
"Segment 19",0,0,0,0,0,0,0,0,0,0,1047,1046,
"Segment 20",0,0,0,0,0,0,0,0,0,0,2589,2598,
"Segment 21",5,0,0,0,0,0,0,0,0,0,781,784,
"Segment 22",0,0,0,0,0,0,0,0,0,0,435,440,
"Segment 23",0,0,0,0,0,3,0,0,0,0,3185,3198,
"Segment 24",0,0,0,0,0,0,0,0,0,5,1413,1414,
"Segment 25",0,0,0,0,0,0,0,0,0,0,2149,2153,
"Segment 26",0,0,0,0,0,0,0,0,0,0,952,959,
"Segment 27",0,0,0,0,0,0,0,0,0,0,1542,1547,
"Segment 28",0,0,0,0,0,0,0,0,0,0,824,824,
"Segment 29",0,0,0,0,0,0,0,0,0,0,1501,1507,
"Segment 30",0,0,0,0,0,0,0,0,0,3,1694,1694,
"Segment 31",0,0,0,0,0,0,0,0,0,0,2588,2594,
"Segment 32",0,0,0,0,0,0,0,0,0,5,1143,1149,
"Segment 33",0,0,0,0,0,0,0,0,0,0,765,769,
"Segment 34",7,0,0,0,0,0,0,0,0,0,977,984,
"Segment 35",3,0,0,0,0,0,0,0,0,0,2092,2101,
"Segment 36",0,0,0,0,0,0,0,0,0,6,3214,3223,
"Segment 37",0,0,0,0,0,0,0,0,0,3,4042,4054,
"Segment 38",4,4,0,0,0,0,0,5,4,10,6242,6263,
"Segment 39",7,0,0,0,0,0,0,0,0,0,290,295,
"Segment 40",0,0,0,0,0,0,0,0,0,4,634,639,
"Segment 41",8,0,0,0,0,0,0,0,0,0,400,417,
"Segment 42",0,0,0,0,0,0,0,0,0,0,165,172,
"Segment 43",10,0,0,0,0,0,0,0,0,0,676,686,
"Segment 44",39,0,0,0,0,0,0,3,0,5,1464,1516,
"Segment 45",22,0,0,0,0,0,0,0,0,0,420,443,
"Segment 46",22,0,0,0,0,0,0,0,3,0,967,997,
"Segment 47",0,0,0,0,0,0,0,0,0,0,48,48,
"Segment 48",0,0,0,0,0,0,0,0,0,0,140,145,
"Segment 50",0,0,0,0,0,0,0,0,0,0,34,30,
"Total",151,7,8,0,9,22,3,23,19,79,59383,59706,


" 90-99 years,  Supplementary Codes"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,4,0,0,0,0,389,401,
"Segment 02",0,0,0,0,0,0,0,0,0,0,519,523,
"Segment 03",0,4,0,0,0,0,0,0,0,0,339,345,
"Segment 04",0,0,0,0,0,0,0,0,0,0,129,129,
"Segment 05",0,0,0,0,0,0,0,0,0,0,233,234,
"Segment 06",0,0,0,0,0,0,0,0,0,0,62,60,
"Segment 07",0,0,0,0,0,0,0,0,0,0,101,106,
"Segment 08",0,0,0,0,0,0,0,0,0,0,419,425,
"Segment 09",0,0,0,0,0,0,0,0,0,0,486,488,
"Segment 10",0,0,0,0,0,0,0,0,0,0,236,235,
"Segment 11",0,0,0,0,0,0,0,0,0,0,497,499,
"Segment 12",0,0,0,0,0,0,0,0,0,0,112,112,
"Segment 13",0,0,0,0,0,0,0,0,0,0,146,145,
"Segment 14",0,0,0,0,0,0,0,0,0,0,186,186,
"Segment 15",0,0,0,0,0,0,0,0,0,0,70,70,
"Segment 16",0,0,0,0,0,0,0,0,0,0,124,124,
"Segment 17",0,0,0,0,0,0,0,0,0,0,167,167,
"Segment 18",0,0,0,0,0,0,0,0,0,0,137,136,
"Segment 19",0,0,0,0,0,0,0,0,0,0,135,137,
"Segment 20",0,0,0,0,0,0,0,0,0,0,477,479,
"Segment 21",0,0,0,0,0,3,0,0,0,0,205,207,
"Segment 22",0,0,0,0,0,0,0,0,0,0,191,191,
"Segment 23",0,0,0,0,0,0,0,0,0,0,863,863,
"Segment 24",0,0,0,0,0,0,0,0,0,0,206,206,
"Segment 25",0,0,0,0,0,0,0,0,0,0,492,494,
"Segment 26",0,0,0,0,0,0,0,0,0,0,461,462,
"Segment 27",0,0,0,0,0,0,0,0,0,0,532,532,
"Segment 28",0,0,0,0,0,0,0,0,0,0,403,403,
"Segment 29",0,0,0,0,0,0,0,0,0,0,268,273,
"Segment 30",0,0,0,0,0,0,0,0,0,0,222,222,
"Segment 31",0,0,0,0,0,0,0,0,0,0,356,356,
"Segment 32",0,0,0,0,0,0,0,0,0,0,333,334,
"Segment 33",0,0,0,0,0,0,0,0,0,0,81,77,
"Segment 34",0,0,0,0,0,0,0,0,0,0,110,110,
"Segment 35",0,0,0,0,0,0,0,0,0,0,281,280,
"Segment 36",0,0,0,0,0,0,0,0,0,0,264,272,
"Segment 37",0,0,0,0,0,0,0,0,0,0,407,406,
"Segment 38",0,0,0,0,0,0,0,0,0,0,856,862,
"Segment 39",4,0,0,0,0,0,0,0,0,0,27,28,
"Segment 40",0,0,0,0,0,0,0,0,0,0,102,102,
"Segment 41",0,0,0,0,0,0,0,0,0,0,25,29,
"Segment 42",0,0,0,0,0,0,0,0,0,0,20,20,
"Segment 43",3,0,0,0,0,0,0,0,0,0,90,91,
"Segment 44",4,0,0,0,0,0,0,0,0,0,150,158,
"Segment 45",3,0,0,0,0,0,0,0,0,0,34,37,
"Segment 46",0,0,0,0,0,0,0,0,0,0,81,85,
"Segment 47",0,0,0,0,0,0,0,0,0,0,6,6,
"Segment 48",0,0,0,0,0,0,0,0,0,0,27,28,
"Segment 50",0,0,0,0,0,0,0,0,0,0,6,6,
"Total",23,14,8,0,8,10,0,4,14,11,12049,12135,


" 90-99 years,  Not stated"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,9,1350,1361,
"Segment 02",0,0,0,0,0,0,0,0,0,15,2081,2102,
"Segment 03",0,3,0,0,0,0,0,0,0,4,1505,1510,
"Segment 04",0,0,0,0,0,0,0,0,0,0,557,558,
"Segment 05",0,0,0,0,0,0,0,0,0,0,598,600,
"Segment 06",0,0,0,0,0,0,0,0,0,0,205,205,
"Segment 07",0,0,0,0,0,0,0,0,0,0,109,109,
"Segment 08",0,0,0,0,0,4,0,0,0,5,1719,1724,
"Segment 09",0,0,0,0,0,0,0,0,0,0,872,875,
"Segment 10",0,0,0,0,0,0,0,0,0,0,783,788,
"Segment 11",0,0,0,0,0,0,0,0,0,6,1293,1301,
"Segment 12",0,0,0,0,0,0,0,0,6,0,535,538,
"Segment 13",0,0,0,0,0,0,0,0,0,5,858,861,
"Segment 14",0,0,0,0,0,0,0,0,0,3,1078,1081,
"Segment 15",0,0,0,0,0,0,0,0,0,0,98,103,
"Segment 16",0,0,0,0,0,0,0,0,0,0,251,249,
"Segment 17",0,0,0,0,0,0,0,0,0,0,382,380,
"Segment 18",0,0,0,0,0,0,0,0,0,0,246,248,
"Segment 19",0,0,0,0,0,0,0,0,0,4,805,808,
"Segment 20",0,0,0,0,0,0,0,0,0,8,2065,2078,
"Segment 21",0,0,0,0,0,0,0,0,0,0,1027,1031,
"Segment 22",0,0,0,0,0,0,0,0,0,0,308,310,
"Segment 23",0,0,0,0,0,0,0,0,0,3,1888,1892,
"Segment 24",3,0,0,0,0,0,0,0,0,0,1011,1015,
"Segment 25",0,0,0,0,0,0,0,0,0,4,1692,1698,
"Segment 26",0,0,0,0,0,0,0,0,0,0,871,871,
"Segment 27",0,0,0,0,0,0,0,0,0,0,875,878,
"Segment 28",0,0,0,0,0,0,0,0,0,0,635,635,
