SA2_CODE_2021,C21_85_over_UOL_SE_Tot,C21_85_over_LPE_NS,C21_85_over_Tot,C21_Tot_SEO,C21_Tot_UOL_SE_Vw_w,C21_Tot_UOL_SE_Nw_Na,C21_Tot_UOL_SE_P_E_n,C21_Tot_UOL_SE_Tot,C21_Tot_LPE_NS,C21_Tot_Tot
201021011,19,37,256,8565,590,54,8,647,740,9955
201021012,4,6,73,5711,209,14,5,232,428,6372
201031013,0,11,101,3129,76,5,4,87,314,3532
201031014,3,18,101,3853,96,10,0,99,686,4644
201031015,3,0,40,4416,127,6,6,138,335,4894
201031016,5,42,395,7411,274,24,3,297,451,8160
201031017,0,12,118,4875,145,12,0,154,498,5526
202011018,14,99,484,12543,1031,285,25,1338,1051,14929
202011019,0,32,300,11298,676,262,16,951,696,12949
202011020,20,44,619,12151,988,170,15,1165,669,13988
202011021,5,18,254,8400,590,70,7,670,372,9437
202011022,12,136,840,18133,1288,363,23,1670,1237,21043
202011023,0,0,29,5198,171,14,3,191,133,5518
202011024,0,6,125,9907,441,34,7,488,324,10719
202011025,10,16,156,12538,1041,222,17,1283,623,14446
202021026,0,3,59,7738,168,39,3,205,403,8344
202021027,8,174,472,9578,410,40,8,458,1314,11352
202021028,10,14,178,8321,243,18,0,266,636,9225
202021029,6,15,149,4354,140,21,0,165,538,5062
202021030,10,31,311,9364,453,90,9,548,649,10562
202021031,18,10,164,7219,347,39,0,389,346,7949
202031032,0,11,76,4363,96,11,3,111,460,4934
202031033,0,67,297,6263,224,20,0,250,775,7289
203011034,7,7,127,7162,274,32,3,314,277,7754
203011035,0,0,65,7429,209,23,3,233,447,8111
203011036,5,11,113,6049,152,17,0,165,404,6614
203021037,50,36,526,12707,1555,165,16,1740,573,15017
203021039,53,20,277,11158,1479,161,22,1660,684,13504
203021040,103,33,484,18011,2181,292,36,2501,681,21200
203021042,48,20,467,20248,2800,220,30,3049,741,24034
203021043,31,18,315,16701,2020,231,34,2289,1824,20817
203021044,27,73,320,11871,817,83,9,906,489,13272
203021045,54,100,561,13135,1097,156,15,1268,1062,15462
203021046,24,19,201,9180,855,73,9,943,323,10445
203021047,321,36,601,10752,3496,813,29,4337,702,15795
203021485,38,15,346,8437,1332,135,19,1489,378,10300
203021486,56,18,247,12782,3200,1030,36,4268,1279,18325
203021487,36,39,756,20927,2732,264,36,3034,810,24763
203021488,77,26,235,6111,1524,454,21,1996,938,9051
203031048,29,33,431,15447,752,78,12,841,506,16797
203031049,9,18,199,5520,259,21,11,290,427,6234
203031051,40,77,314,8160,588,77,10,681,696,9536
203031052,12,10,297,4999,184,15,0,200,322,5519
203031053,27,73,421,22396,1079,79,23,1181,1032,24607
203031489,4,16,124,9955,803,72,16,885,494,11333
203031490,44,32,515,17914,636,37,18,696,782,19394
204011054,3,14,220,6185,211,20,0,232,406,6828
204011055,19,34,296,6044,209,26,4,236,646,6922
204011056,13,25,354,13744,888,90,12,988,831,15563
204011057,19,13,239,9186,425,40,7,473,858,10517
204011058,15,26,140,3970,193,31,9,233,331,4537
204011059,21,14,217,5573,377,70,4,449,546,6569
204011060,0,8,53,4106,183,23,4,204,335,4645
204011061,0,0,0,186,3,0,0,3,48,238
204011062,0,3,104,3538,155,5,0,164,481,4182
204021063,19,68,524,9482,426,45,14,485,853,10822
204021064,0,3,42,3376,82,9,0,89,315,3781
204021065,4,9,115,3780,67,9,0,74,192,4047
204021066,61,77,795,17592,1105,145,21,1266,1030,19882
204021067,16,13,156,8940,314,55,3,374,608,9925
204031068,5,0,127,4431,200,9,9,216,341,4986
204031069,22,27,207,7696,436,58,12,506,699,8903
204031070,0,3,45,2929,50,7,0,61,192,3184
204031071,53,13,190,4018,419,71,7,502,229,4745
204031072,5,45,217,5489,165,12,6,183,523,6196
204031073,29,31,300,13803,683,118,14,808,775,15396
204031075,4,15,109,4823,69,5,0,80,315,5221
204031491,16,19,213,11374,879,167,14,1065,343,12778
204031492,39,31,335,12917,1050,248,9,1300,863,15082
205011076,28,41,432,17787,860,90,9,960,1026,19773
205011077,10,15,116,5910,188,21,0,216,456,6585
205011078,17,45,194,7584,292,51,5,343,447,8368
205011079,35,50,605,20436,1285,159,14,1453,1166,23051
205021080,0,0,0,0,0,0,0,0,0,0
205021081,27,118,567,13721,751,139,8,902,1061,15684
205021082,11,17,136,7409,222,47,0,272,608,8290
205021083,0,0,0,0,0,0,0,0,0,0
205021084,14,40,337,9760,440,40,3,487,913,11164
205021085,10,23,199,5821,193,22,6,222,682,6727
205021086,8,15,283,6460,212,27,3,233,274,6977
205031087,19,23,272,8353,341,27,3,374,723,9446
205031088,0,0,4,111,12,3,0,18,7,139
205031089,22,24,239,8904,326,43,6,372,563,9842
205031090,24,30,347,10321,419,69,6,496,686,11502
205031091,29,38,396,11891,811,75,10,894,1019,13799
205031092,0,0,0,10,3,0,0,3,5,16
205031093,41,74,821,23917,1133,145,22,1299,1575,26792
205041094,10,15,126,10638,443,37,9,486,793,11912
205041095,84,47,563,14991,899,160,13,1072,1230,17291
205041096,118,59,475,11301,1283,308,18,1607,1521,14432
205041098,3,0,40,4342,84,11,0,95,270,4707
205041493,29,50,393,10383,741,93,15,848,779,12000
205041494,42,72,356,14707,1134,130,17,1284,829,16822
205051099,0,0,0,19,0,0,0,0,6,23
205051100,3,3,54,4435,167,12,3,182,300,4915
205051101,10,16,301,13360,355,40,5,402,994,14756
205051102,0,4,50,3539,116,11,0,137,1256,4928
205051103,27,81,465,13388,885,121,17,1024,892,15301
205051104,7,29,166,4980,144,21,5,172,459,5605
206011106,129,10,168,9290,2618,329,37,2982,464,12738
206011107,172,8,283,9869,3479,519,30,4027,427,14318
206011109,157,19,326,7146,2582,376,29,2994,255,10390
206011495,184,11,222,9222,2695,629,27,3349,318,12890
206011496,171,14,228,9697,2378,461,25,2870,418,12983
206011497,233,10,284,7958,3455,707,27,4189,387,12535
206011498,246,16,346,9355,3491,794,45,4326,345,14031
206021110,110,5,165,6980,1492,256,17,1769,241,8994
206021112,398,12,497,13555,3885,944,33,4861,498,18919
206021499,209,19,321,11538,2457,591,28,3072,456,15068
206021500,129,8,203,8049,1582,319,33,1932,316,10299
206031113,146,8,228,10522,3188,678,45,3918,753,15191
206031115,75,12,123,5294,2456,654,37,3145,627,9065
206031116,196,14,415,11741,3468,516,44,4029,451,16224
206031501,138,28,479,11649,3543,344,34,3922,473,16042
206031502,81,7,220,8868,2635,261,28,2917,405,12191
206041117,95,18,217,7606,7080,870,30,7972,1075,16655
206041118,6,0,42,5804,7424,853,72,8341,1347,15493
206041119,19,3,119,3933,660,35,0,705,258,4896
206041120,0,0,0,51,23,4,0,22,0,77
206041121,78,7,134,7680,2208,451,40,2702,365,10745
206041124,55,12,155,4764,1878,219,10,2105,427,7297
206041125,20,78,241,4641,1157,102,11,1271,509,6423
206041127,0,0,0,0,0,0,0,0,0,0
206041503,10,9,41,3967,4192,600,22,4818,1056,9848
206041504,6,0,17,3845,10173,1442,23,11641,1389,16870
206041505,4,0,18,4985,8271,1063,46,9379,1287,15648
206041506,68,11,126,8376,5121,819,38,5974,1286,15637
206041507,0,0,0,0,0,0,0,0,0,0
206041508,7,0,35,2988,2697,305,30,3027,446,6463
206041509,5,0,27,7222,7420,622,53,8098,780,16101
206041510,8,0,15,3486,3015,407,28,3447,515,7446
206051128,88,11,281,11290,3463,392,31,3889,646,15825
206051129,48,14,143,11813,2008,155,26,2190,816,14818
206051130,93,17,244,12117,2799,404,26,3232,840,16192
206051134,85,13,176,11490,3082,335,42,3456,868,15813
206051511,0,0,0,1029,571,42,6,618,263,1907
206051512,102,38,287,8270,2377,406,38,2819,607,11693
206051513,37,4,75,8382,2350,242,14,2614,861,11857
206051514,77,95,271,9512,2756,250,31,3033,1307,13858
206061135,47,24,221,7182,1597,176,24,1795,356,9336
206061136,198,76,400,14316,3226,612,34,3871,925,19119
206061138,62,63,517,9590,2332,265,26,2620,741,12953
206061515,14,3,98,7253,2882,219,18,3118,828,11192
206061516,110,12,197,6846,2044,439,17,2502,589,9939
206071139,60,6,97,6449,1830,310,19,2155,483,9088
206071140,67,7,141,6716,1078,112,11,1206,267,8186
206071141,49,3,67,6269,1807,507,19,2339,573,9179
206071142,75,13,135,7157,1817,602,31,2453,828,10431
206071143,146,20,294,10198,1702,357,22,2077,502,12781
206071145,61,5,139,8149,1190,161,12,1368,334,9855
206071517,95,7,210,14441,2128,343,27,2502,730,17671
206071518,155,21,202,8658,3164,1314,42,4519,685,13867
207011146,71,15,227,5892,1594,263,22,1881,184,7952
207011147,134,39,640,8594,5785,1319,48,7152,417,16163
207011148,222,26,615,10522,8512,1584,57,10154,446,21123
207011149,197,44,912,15152,4778,704,32,5512,565,21232
207011150,88,15,312,12790,3213,429,25,3663,370,16829
207011152,77,22,329,11335,3403,433,34,3875,481,15684
207011154,70,0,166,4563,1550,216,15,1789,132,6482
207011155,90,37,570,11915,3111,477,24,3619,408,15944
207011519,53,4,151,7756,1568,188,8,1765,370,9890
207011520,38,13,251,8714,2555,245,25,2824,421,11957
207011521,74,23,368,8340,2512,445,28,2986,272,11601
207011522,125,36,418,8986,3046,498,36,3580,480,13039
207021156,329,18,514,5493,4667,865,34,5567,230,11289
207021157,411,30,909,9485,11635,2829,128,14595,730,24814
207021159,258,55,696,8747,6491,1178,53,7718,497,16966
207021160,309,55,693,7381,5399,997,56,6456,357,14191
207021424,217,13,480,6527,7366,1422,71,8860,284,15672
207021425,191,30,518,5816,7436,1623,107,9166,470,15454
207031161,127,75,761,14547,5815,1150,67,7037,519,22106
207031162,152,16,480,6620,3203,774,53,4033,285,10939
207031163,217,114,673,9629,8583,3331,76,11990,1220,22841
207031164,142,18,442,9732,5952,1870,72,7891,496,18126
207031165,109,22,456,5943,4796,930,44,5765,630,12336
207031166,174,12,372,4528,4671,1203,47,5918,234,10675
207031167,48,12,315,7397,2107,359,26,2499,273,10166
208011168,28,18,423,12186,1384,130,11,1519,316,14021
208011169,125,97,940,18311,3180,441,40,3659,790,22758
208011170,125,74,679,12479,3126,376,23,3525,539,16540
208011171,53,21,285,9840,1933,300,29,2259,336,12439
208011172,107,14,394,14641,2549,347,33,2930,632,18200
208011173,87,63,709,14676,1905,168,23,2096,588,17358
208021174,178,47,728,16255,6745,1119,68,7925,710,24896
208021176,168,31,457,10807,6245,881,84,7206,526,18534
208021177,160,70,667,15599,5259,533,52,5837,924,22362
208021178,320,20,649,12580,4294,602,45,4945,549,18075
208021179,96,15,273,9155,2130,237,33,2401,353,11904
208021180,123,4,214,4280,2565,480,25,3073,207,7563
208021181,97,0,195,6226,2542,347,28,2915,228,9369
208021182,61,3,171,7748,4373,531,41,4953,429,13128
208021426,137,21,379,9857,5468,778,45,6283,446,16583
208021427,142,10,458,9496,3693,525,38,4258,304,14057
208031183,48,18,159,5869,2447,377,20,2835,150,8853
208031184,0,0,3,22,0,0,0,3,3,31
208031185,46,7,252,9794,1650,251,18,1918,324,12032
208031186,55,24,478,12506,1837,188,28,2057,644,15204
208031187,17,7,111,4307,806,95,11,913,170,5393
208031188,204,73,961,16965,5371,888,71,6325,794,24085
208031189,33,13,261,11754,1304,136,9,1443,366,13563
208031190,89,19,403,10225,2285,342,24,2655,317,13197
208031191,60,23,210,6063,2322,346,19,2688,360,9116
208031192,0,0,0,3,15,0,0,20,0,26
208031193,111,30,558,17372,2883,368,35,3289,542,21199
208041194,149,43,659,15721,3467,428,38,3929,588,20239
208041195,186,51,651,15625,4929,664,50,5642,654,21923
209011196,105,16,269,6117,2706,679,29,3413,308,9831
209011197,76,54,524,17184,2830,296,34,3157,471,20807
209011198,237,25,674,11786,3345,450,37,3829,426,16039
209011199,101,10,264,9227,4052,703,55,4811,814,14852
209011200,105,13,363,9202,2497,385,26,2910,345,12458
209011201,58,10,201,6022,1383,128,16,1527,193,7740
209011202,45,24,349,14348,1596,160,33,1789,402,16539
209011203,133,13,558,13576,4154,587,43,4777,380,18733
209011204,48,12,204,7172,1585,219,25,1830,239,9236
209021205,92,35,275,5464,3646,786,33,4464,483,10408
209021428,294,16,432,12554,5818,1510,49,7383,783,20711
209021429,173,48,301,8226,3270,732,23,4028,438,12696
209021523,280,21,442,7898,5024,1097,61,6178,716,14795
209021524,361,54,475,4382,4004,927,39,4971,447,9801
209021525,164,136,522,6940,3982,975,43,5004,852,12799
209021526,145,26,320,8531,4161,792,53,4998,560,14090
209031209,41,41,307,20383,2259,221,38,2517,550,23444
209031210,3,0,26,3337,130,10,3,145,76,3554
209031211,4,7,24,3625,166,17,5,185,398,4204
209031212,3,0,54,4627,192,11,5,205,258,5091
209031213,52,12,240,7625,1466,163,6,1632,199,9454
209031214,10,4,67,6300,421,31,4,457,185,6935
209031215,16,12,183,12875,1143,82,11,1238,297,14417
209041216,36,17,157,3795,2840,417,21,3272,283,7350
209041217,118,9,172,2986,2288,617,28,2933,277,6186
209041220,178,9,288,9417,6412,1024,71,7509,550,17470
209041221,82,3,129,6127,3983,733,42,4757,349,11240
209041223,449,19,536,5926,10147,3061,89,13295,783,19998
209041224,11,3,106,17402,3665,418,56,4138,1083,22627
209041225,28,33,251,8175,1615,168,27,1807,680,10661
209041431,41,263,347,6339,4758,815,53,5622,1181,13144
209041432,96,11,170,3746,3288,704,47,4036,428,8204
209041433,32,9,47,4367,6396,843,78,7310,466,12143
209041435,27,0,45,7405,4404,451,45,4901,290,12595
209041436,144,46,335,7506,3898,546,39,4490,398,12392
209041437,22,3,48,7583,14023,1760,200,15986,841,24407
209041527,16,0,63,13378,2270,228,33,2531,389,16299
209041528,3,0,21,7640,2288,233,48,2573,258,10471
209041529,237,10,293,3252,4804,1345,51,6200,499,9947
209041530,285,18,350,4193,6839,1749,86,8670,650,13513
209041531,10,0,51,6775,3847,409,56,4316,337,11427
209041532,15,0,29,6519,4491,423,75,4991,435,11940
210011226,136,17,265,5803,1845,300,17,2159,207,8173
210011227,0,0,0,5,3,0,0,3,5,13
210011228,101,16,285,6090,1967,238,12,2220,239,8548
210011230,65,15,216,5627,1453,155,12,1624,215,7460
210011231,53,5,213,7645,1985,175,19,2168,211,10031
210011533,437,23,607,6097,4825,1048,35,5916,377,12388
210011534,328,23,514,9536,4277,774,36,5090,449,15073
210021232,24,65,254,12903,730,52,9,788,527,14222
210021233,0,3,34,3182,132,9,0,143,198,3523
210021234,6,0,33,4121,156,10,0,166,171,4457
210021235,5,13,99,9763,373,31,7,401,600,10765
210031236,192,66,337,5211,2288,470,30,2787,429,8425
210031237,388,29,520,4915,6866,1337,89,8295,803,14002
210031439,11,13,71,2115,848,72,8,930,70,3111
210031440,136,14,231,3220,2261,379,24,2664,355,6241
210031535,251,35,508,6207,6444,1088,87,7620,960,14783
210031536,100,107,319,4071,3662,487,54,4208,575,8857
210031537,61,13,204,4878,2428,269,35,2728,288,7898
210031538,251,36,607,10758,5085,684,61,5834,624,17214
210041240,30,9,183,11925,1138,113,17,1273,480,13671
210041539,3,4,14,3770,1130,97,22,1246,220,5237
210041540,54,28,380,12573,1591,176,17,1782,632,14985
210041541,23,0,110,9816,840,88,17,952,402,11166
210051242,87,14,221,4166,6375,1744,76,8199,1496,13859
210051243,198,20,327,4031,8346,2420,94,10864,1159,16057
210051245,172,24,352,11513,4980,796,48,5829,686,18024
210051246,97,0,132,11275,9003,1089,68,10158,657,22095
210051247,85,0,108,3502,7850,2428,91,10370,1026,14890
210051248,0,0,0,61,10,0,0,14,49,126
210051250,70,9,117,3992,1910,365,13,2286,302,6576
210051441,27,5,59,4201,2854,566,38,3457,441,8099
210051442,38,3,50,4764,6044,926,66,7042,515,12309
210051443,61,0,85,7798,10749,2025,135,12911,965,21673
210051445,22,0,43,8642,11617,1645,216,13477,1259,23374
210051542,11,0,17,2419,5922,1118,90,7133,293,9842
210051543,30,40,113,3657,7189,1427,97,8716,621,12999
210051544,49,3,64,2769,5115,1162,42,6312,393,9479
210051545,52,9,99,3079,8661,2237,74,10969,610,14658
211011251,151,19,338,8184,3225,694,53,3969,438,12589
211011254,67,28,230,9691,5519,891,56,6465,440,16601
211011255,22,9,51,5225,1110,118,13,1241,130,6594
211011256,65,12,272,9893,4388,805,41,5227,298,15418
211011257,23,3,134,5536,1924,279,20,2218,151,7905
211011258,47,5,151,6789,2947,399,25,3371,218,10375
211011259,135,91,404,8191,4609,991,85,5678,474,14341
211011260,228,38,708,9894,6401,1175,61,7636,413,17942
211011446,118,61,626,17597,4128,783,75,4986,973,23560
211011447,55,19,354,11271,2071,326,33,2422,451,14145
211011448,57,16,226,12028,2449,403,33,2889,410,15334
211011449,5,0,43,3896,269,48,3,321,127,4345
211021261,118,75,550,11181,3944,624,45,4610,479,16275
211021262,101,3,198,8696,973,212,3,1186,232,10112
211031263,31,73,278,9404,1708,308,22,2038,428,11871
211031265,39,19,249,15434,1989,282,28,2293,331,18059
211031266,76,92,584,12018,4601,1320,77,5995,704,18715
211031267,63,40,505,15970,3629,866,58,4553,603,21132
211031268,36,19,208,7796,1442,237,15,1692,168,9654
211031450,42,25,372,12442,2398,724,35,3158,519,16109
211031451,51,31,595,11109,2128,462,27,2609,427,14139
211031452,10,5,82,4007,634,121,13,767,120,4898
211041269,119,25,456,5788,3705,913,52,4670,322,10780
211041270,82,21,326,11040,4401,941,68,5405,349,16795
211041271,91,64,437,7220,3712,860,60,4633,561,12413
211041272,42,16,257,6580,3541,640,45,4230,186,10993
211041273,115,153,495,6050,4507,913,44,5460,443,11954
211051274,14,6,79,9002,617,59,12,680,321,10005
211051275,42,6,165,9758,1460,208,12,1675,349,11779
211051276,37,26,374,12808,556,56,8,614,646,14065
211051277,58,25,280,8296,1036,292,14,1340,274,9916
211051278,65,22,445,17448,1368,164,14,1546,608,19599
211051279,15,3,94,5247,322,34,7,367,199,5816
211051280,26,13,213,6404,322,38,3,366,179,6943
211051281,55,23,346,18902,2874,734,34,3642,601,23146
211051282,12,7,113,8715,628,55,10,692,299,9706
211051283,8,3,76,9204,395,40,6,439,147,9799
211051284,13,3,81,8930,590,38,11,641,211,9777
211051285,23,8,94,7301,310,45,6,361,243,7902
211051286,25,22,295,15107,521,57,12,590,1105,16799
212011289,26,18,227,16703,784,74,4,857,1072,18633
212011546,25,7,125,16725,5527,541,91,6155,748,23632
212011547,15,16,174,8886,266,37,3,304,686,9868
212011548,29,26,185,8843,622,102,8,731,497,10069
212011549,16,37,234,11936,2409,318,38,2763,740,15441
212011550,3,3,28,5283,1759,207,17,1980,213,7479
212011551,8,18,163,4489,1267,216,20,1506,448,6439
212011552,40,24,360,18397,6286,955,63,7310,1073,26783
212021293,91,79,842,17605,3959,504,33,4498,856,22963
212021295,92,12,200,3918,5416,1608,77,7101,871,11889
212021297,144,19,314,4201,5401,1160,71,6643,629,11472
212021299,63,9,197,5739,1881,323,9,2218,286,8241
212021453,97,11,198,5592,4965,962,54,5973,524,12086
212021454,105,6,167,5763,5978,1043,44,7054,539,13360
212021455,57,5,148,8058,4161,707,41,4904,546,13504
212021456,74,12,217,7736,5136,1003,66,6213,806,14758
212021553,25,7,87,11036,5524,600,60,6185,536,17760
212021554,19,0,62,6233,4121,491,39,4654,368,11254
212031300,54,19,245,13149,5472,1087,77,6625,1505,21281
212031303,27,8,172,12646,3640,404,71,4119,636,17400
212031304,37,13,151,11347,8040,1258,97,9395,797,21535
212031306,64,3,163,6799,9127,1387,113,10629,608,18027
212031308,13,8,89,7319,256,36,6,297,413,8024
212031457,31,7,82,8344,3759,714,39,4512,291,13152
212031458,51,8,114,8352,6453,1332,51,7836,521,16713
212031555,6,0,20,4461,5250,480,66,5791,283,10535
212031556,6,0,5,5844,7485,874,118,8472,488,14802
212031557,43,16,221,11182,10016,1206,116,11344,893,23415
212031558,19,19,222,5992,5102,629,88,5811,481,12289
212031559,19,3,45,5094,6406,808,90,7296,380,12772
212031560,18,7,61,7073,3496,730,44,4275,558,11910
212031561,44,3,83,5037,5576,1296,61,6932,745,12715
212031562,41,6,107,5273,5819,1410,72,7306,788,13368
212041309,261,16,395,4880,5130,1145,65,6335,339,11554
212041310,205,9,283,3783,7080,1905,84,9074,528,13381
212041312,266,35,543,8456,10327,2423,105,12859,1216,22526
212041313,44,19,321,8004,1953,253,17,2221,270,10499
212041316,79,7,115,2987,3361,770,25,4158,315,7456
212041317,413,36,614,4167,11356,5593,132,17089,992,22248
212041318,154,7,229,2974,6024,3184,57,9265,387,12621
212041459,175,24,327,3864,6347,1655,92,8103,771,12739
212041460,235,14,428,5585,9260,3811,100,13169,835,19591
212041563,271,33,541,5424,10845,3157,129,14132,1934,21487
212041564,58,11,141,2254,5071,1431,53,6551,551,9350
212041565,161,15,339,5552,6550,2415,57,9019,519,15096
212041566,64,6,119,5107,7991,1643,79,9718,277,15093
212051319,200,19,531,10336,7108,1291,76,8474,701,19507
212051321,199,45,686,8307,10586,2104,66,12753,546,21603
212051322,228,85,712,6847,10865,2436,58,13357,832,21036
212051323,149,29,524,7386,6955,1228,54,8233,454,16073
212051324,191,22,665,9222,8030,1372,85,9486,561,19265
212051325,251,22,519,8980,8787,1436,105,10328,579,19889
212051326,369,12,660,11424,8892,1727,91,10710,793,22928
212051327,334,166,1178,10276,8036,1533,56,9625,751,20652
212051567,89,10,230,3314,5064,572,34,5670,846,9829
212051568,156,50,295,3176,6787,1294,98,8176,704,12052
213011328,128,6,186,3348,2824,705,44,3566,584,7502
213011329,80,3,92,2730,5443,1517,54,7007,307,10038
213011331,87,4,96,2891,3714,1094,32,4832,356,8077
213011332,184,6,249,6267,5020,1194,33,6245,568,13082
213011333,107,10,136,3636,6617,2879,62,9555,787,13983
213011334,306,25,391,4905,10047,3817,117,13982,1698,20581
213011335,277,220,529,3294,8723,3748,105,12577,1588,17454
213011336,116,13,229,3833,3860,1168,57,5082,533,9445
213011337,231,20,338,2857,5914,2486,74,8473,715,12047
213011338,325,35,412,5877,8677,2901,96,11674,1007,18558
213011339,161,11,296,5842,4605,740,51,5392,492,11726
213011340,134,13,241,9894,5780,771,22,6571,442,16910
213011569,88,7,157,6077,8219,2395,108,10720,1206,18004
213011570,18,0,16,3114,4281,860,52,5189,343,8653
213021341,102,22,398,10338,2371,265,25,2668,553,13556
213021342,189,10,402,11752,4948,945,70,5961,767,18479
213021343,382,24,606,7865,5010,1176,58,6244,827,14931
213021344,139,14,320,14650,3003,485,35,3526,574,18753
213021345,21,6,44,2791,1717,229,20,1971,194,4952
213021346,72,20,303,12977,2203,224,22,2444,481,15912
213031347,146,24,296,7004,8300,2597,105,11001,1058,19068
213031348,184,60,334,9126,5355,1357,64,6774,1234,17131
213031349,78,0,114,6074,5052,965,67,6082,418,12573
213031350,77,5,147,6947,1594,440,21,2056,245,9247
213031351,99,18,169,7299,3003,771,47,3815,619,11735
213031352,138,16,293,11799,2582,556,27,3161,505,15463
213041353,39,23,431,21309,2231,239,30,2500,908,24717
213041358,26,4,104,13984,5069,797,74,5932,1294,21208
213041359,19,0,22,5396,8124,876,136,9132,3028,17553
213041360,47,0,108,9865,8034,1034,53,9123,554,19539
213041461,53,55,200,2389,2645,482,29,3157,254,5800
213041462,10,0,11,2363,3342,526,22,3889,124,6377
213041463,60,3,95,10119,8290,1135,64,9493,762,20365
213041571,10,12,107,5895,3049,424,37,3508,431,9829
213041572,11,0,9,2987,3711,418,89,4212,399,7598
213041573,0,0,6,2645,254,23,0,276,75,2990
213041574,12,0,15,4572,4673,469,62,5203,323,10098
213041575,40,3,75,10020,5075,577,37,5687,468,16182
213041576,16,4,106,8581,2180,266,17,2461,591,11632
213041577,28,8,109,5365,1452,337,28,1815,701,7886
213041578,28,10,165,9314,4908,983,80,5970,1371,16658
213051361,80,9,185,10794,5772,945,70,6785,864,18446
213051362,61,9,167,10203,6204,1228,67,7495,1070,18772
213051363,15,3,55,4187,5577,874,80,6533,740,11459
213051368,166,22,435,10161,4918,780,72,5773,879,16810
213051464,26,0,42,9229,7919,1097,100,9124,924,19274
213051466,4,0,7,6929,10200,1193,147,11543,622,19091
213051467,79,120,402,11069,5193,1417,72,6679,1261,19010
213051468,28,9,111,13761,6454,857,112,7423,1157,22341
213051579,9,7,46,4199,5448,445,96,5989,428,10616
213051580,29,0,81,7582,5208,791,58,6059,525,14167
213051581,24,7,73,4115,4471,583,68,5122,328,9565
213051582,8,0,7,2485,6350,642,99,7094,547,10132
213051583,28,6,78,8623,16154,1583,217,17959,1532,28116
213051584,0,0,4,1370,4792,490,90,5374,452,7197
213051585,10,6,49,4207,5709,633,70,6414,564,11182
213051586,6,0,3,1755,5490,554,100,6144,1438,9340
213051587,10,0,11,2438,6010,642,111,6764,393,9596
213051588,15,10,39,4907,11400,1312,191,12909,1257,19065
213051589,5,0,20,4301,3614,476,55,4151,588,9032
213051590,15,6,76,8240,3954,742,58,4752,558,13546
214011370,84,33,423,17168,3413,463,54,3927,881,21976
214011371,71,37,494,18976,2608,409,37,3051,1551,23586
214011372,63,59,504,15633,1908,345,28,2288,1527,19453
214011373,61,79,758,16445,1576,163,10,1758,607,18801
214011374,46,16,373,22741,1282,160,13,1459,740,24939
214011375,31,33,385,14571,1485,205,24,1712,933,17215
214011376,20,4,83,10881,1827,235,12,2077,351,13303
214021377,70,38,451,11433,1006,132,24,1162,775,13366
214021378,11,24,169,5349,177,9,7,193,449,5995
214021379,26,33,511,21661,875,92,10,979,1332,23970
214021381,28,24,531,16973,1128,91,19,1229,530,18734
214021382,36,51,618,18195,944,71,3,1026,626,19846
214021383,86,56,592,16944,1156,126,25,1304,1571,19811
214021384,99,145,1365,19893,1313,150,19,1481,1572,22944
214021385,22,76,436,17098,669,55,8,733,692,18522
214021591,49,41,744,13736,853,90,10,949,494,15175
214021592,28,150,596,9387,516,52,9,573,615,10581
215011386,15,22,303,6790,464,82,8,554,1157,8500
215011387,3,3,62,2908,58,5,0,59,233,3204
215011388,24,44,589,15198,813,119,14,944,846,16985
215011389,0,0,68,3200,57,6,0,64,202,3471
215011390,4,51,320,6073,316,130,3,457,431,6956
215011391,0,23,130,3119,76,8,0,87,248,3453
215011392,3,78,251,7150,476,108,3,593,758,8504
215011393,0,11,97,2446,65,5,3,74,246,2766
215011394,6,48,297,5825,169,23,8,200,472,6501
215021395,30,9,133,6498,516,117,8,645,559,7700
215021396,11,10,132,4309,148,50,3,201,464,4976
215021398,3,15,106,3146,180,29,7,220,363,3726
215021399,14,11,153,5173,374,119,4,495,466,6138
215021469,52,41,492,13910,1868,863,48,2784,1331,18027
215021470,86,43,507,12473,2154,724,26,2911,1024,16408
215031400,4,60,286,5444,196,22,0,218,518,6184
215031401,0,31,193,5997,151,26,4,174,545,6719
215031402,0,19,215,3573,98,11,3,111,273,3960
215031403,16,24,74,1684,905,674,24,1608,452,3740
215031404,28,38,417,9057,1087,340,24,1439,681,11186
215031405,5,12,105,5293,400,165,14,578,608,6477
216011406,13,72,540,14011,661,86,13,763,859,15636
216011407,27,66,412,9947,461,54,7,527,640,11121
216011408,0,7,55,3476,82,0,4,90,362,3927
216011409,4,18,171,3640,74,15,0,96,286,4016
216011410,0,8,103,3614,134,55,3,195,385,4193
216021411,32,26,259,5200,624,215,18,851,419,6465
216021412,0,8,34,2520,80,13,0,94,227,2843
216021413,12,28,364,11142,366,69,6,439,977,12555
216021414,9,56,390,7851,287,28,3,308,496,8661
216031415,6,41,238,6779,567,147,11,722,811,8312
216031416,56,70,573,14674,3304,559,62,3917,1336,19928
216031418,8,0,42,3495,187,31,3,226,294,4017
216031419,26,26,196,8614,637,135,9,782,961,10346
216031593,11,14,185,6988,1451,311,22,1784,312,9082
216031594,87,32,413,10368,3605,1273,67,4948,1201,16520
217011420,11,31,245,8050,193,15,5,215,649,8920
217011421,0,58,426,9390,355,43,10,408,543,10346
217011422,9,34,346,10129,392,23,5,419,680,11230
217011423,5,11,161,5773,123,9,0,134,395,6301
